"ID","gamedate","Day","Time","League","HomeTeam","AwayTeam","bet_type","HOY.Odds","HOY.SpreadTotal","D.Odds","AUN.Odds","AUN.SpreadTotal","HOY_ImpliedOdds","AUN_ImpliedOdds","D_ImpliedOdds","HOY_ProjOdds1","AUN_ProjOdds1","D_ProjOdds1","HOY_ProjOdds2","AUN_ProjOdds2","D_ProjOdds2","HOY_ProjOdds","AUN_ProjOdds","D_ProjOdds","HOY.Odds_Diff","AUN.Odds_Diff","D.Odds_Diff","Pick","Pick_Odds","Pick_SpreadTotal","Pick_WinProb","Pick_LoseProb","Pick_Edge","Fract_Odds","Kelly_Criteria","EV","bet_type_full","Machine_Odds","KC_tier","run_timestamp"
"ManchesterUnitedLeicesterCity202204021730",2022-04-02,"Sat","17:30","EPL","Manchester United","Leicester City","Alt Spread",255,-2,,-320,2,0.28169014084507,0.761904761904762,,0.137001381374103,0.699722715029989,,0.182000072575421,0.612868387110149,,0.159500726974762,0.656295551070069,,-0.122189413870309,-0.105609210834693,,"Leicester City",-320,2,0.656295551070069,0.159500726974762,-0.105609210834693,0.3125,-0.44355868550571,11.6669787738931,"Alternate Spread - Home: -2",-191,"-0.45",2022-04-01 00:29:54
"ManchesterUnitedLeicesterCity202204021730",2022-04-02,"Sat","17:30","EPL","Manchester United","Leicester City","Alt Spread",-440,0,,330,0,0.814814814814815,0.232558139534884,,0.533766895269773,0.23562968424104,,0.471157006718408,0.242560014340297,,0.502461950994091,0.239094849290669,,-0.312352863820724,0.00653670975578516,,"Leicester City",330,0,0.239094849290669,0.502461950994091,0.00653670975578516,3.3,0.00851753089390184,2.86551051665116,"Alternate Spread - Home: 0",318,"0",2022-04-01 00:29:54
"ManchesterUnitedLeicesterCity202204021730",2022-04-02,"Sat","17:30","EPL","Manchester United","Leicester City","Alt Total",-575,1.5,,400,1.5,0.851851851851852,0.2,,0.791032675677119,0.208964005304648,,0.575356902424046,0.424643097575953,,0.683194789050583,0.316803551440301,,-0.168657062801269,0.116803551440301,,"Under",400,1.5,0.316803551440301,0.683194789050583,0.116803551440301,4,0.146004439300376,5.84019416710619,"Alternate Total - 1.5",216,"0.1",2022-04-01 00:29:54
"ManchesterUnitedLeicesterCity202204021730",2022-04-02,"Sat","17:30","EPL","Manchester United","Leicester City","Alt Total",-405,2,,305,2,0.801980198019802,0.246913580246914,,0.562241971113054,0.208964005304648,,0.522633963684242,0.215342482921079,,0.542437967398648,0.212153244112863,,-0.259542230621154,-0.0347603361340504,,"Under",305,2,0.212153244112863,0.542437967398648,-0.0347603361340504,3.05,-0.0461571676534111,1.04629427145585,"Alternate Total - 2",371,"-0.05",2022-04-01 00:29:54
"ManchesterUnitedLeicesterCity202204021730",2022-04-02,"Sat","17:30","EPL","Manchester United","Leicester City","Alt Total",-175,2.5,,143,2.5,0.636363636363636,0.411522633744856,,0.562241971113054,0.437754709868713,,0.575356902424046,0.424643097575953,,0.56879943676855,0.431198903722333,,-0.0675641995950863,0.0196762699774772,,"Under",143,2.5,0.431198903722333,0.56879943676855,0.0196762699774772,1.43,0.0334358993323564,0.478149955543864,"Alternate Total - 2.5",132,"0",2022-04-01 00:29:54
"ManchesterUnitedLeicesterCity202204021730",2022-04-02,"Sat","17:30","EPL","Manchester United","Leicester City","Alt Total",140,3.5,,-170,3.5,0.416666666666667,0.62962962962963,,0.338356852079405,0.661639828902362,,0.369671969826797,0.630328030173203,,0.354014410953101,0.645983929537782,,-0.0626522557135658,0.0163542999081526,,"Under",-170,3.5,0.645983929537782,0.354014410953101,0.0163542999081526,0.588235294117647,0.0441566097520124,12.4780842815805,"Alternate Total - 3.5",-182,"0",2022-04-01 00:29:54
"ManchesterUnitedLeicesterCity202204021730",2022-04-02,"Sat","17:30","EPL","Manchester United","Leicester City","Alt Total",255,4,,-320,4,0.28169014084507,0.761904761904762,,0.174043315106112,0.661639828902362,,0.20408491974926,0.595815845374677,,0.189064117427686,0.62872783713852,,-0.0926260234173845,-0.133176924766242,,"Over",255,4,0.189064117427686,0.62872783713852,-0.0926260234173845,2.55,-0.1289499541693,-1.4661433769792,"Alternate Total - 4",429,"-0.15",2022-04-01 00:29:54
"ManchesterUnitedLeicesterCity202204021730",2022-04-02,"Sat","17:30","EPL","Manchester United","Leicester City","Alt Total",320,4.5,,-430,4.5,0.238095238095238,0.811320754716981,,0.174043315106112,0.825953365875655,,0.224492575823506,0.775507424176494,,0.199267945464809,0.800730395026075,,-0.0388272926304294,-0.0105903596909066,,"Under",-430,4.5,0.800730395026075,0.199267945464809,-0.0105903596909066,0.232558139534884,-0.0561289063618049,16.5758256052475,"Alternate Total - 4.5",-402,"-0.1",2022-04-01 00:29:54
"ManchesterUnitedLeicesterCity202204021730",2022-04-02,"Sat","17:30","EPL","Manchester United","Leicester City","BTTS",-148,,,113,,0.596774193548387,0.469483568075117,,0.56504663688465,0.43495336311535,,0.560688348438247,0.439311651561753,,0.562867492661449,0.437132507338551,,-0.0339067008869381,-0.0323510607365663,,"No",113,,0.437132507338551,0.562867492661449,-0.0323510607365663,1.13,-0.0609803180255631,-0.689077593688863,"Both Teams To Score",129,"-0.1",2022-04-01 00:29:54
"ManchesterUnitedLeicesterCity202204021730",2022-04-02,"Sat","17:30","EPL","Manchester United","Leicester City","Draw No Bet",-440,,,330,,0.814814814814815,0.232558139534884,,0.533766895269773,0.23562968424104,,0.471157006718408,0.242560014340297,,0.502461950994091,0.239094849290669,,-0.312352863820724,0.00653670975578516,,"Leicester City",330,,0.239094849290669,0.502461950994091,0.00653670975578516,3.3,0.00851753089390184,2.86551051665116,"Draw No Bet",318,"0",2022-04-01 00:29:54
"ManchesterUnitedLeicesterCity202204021730",2022-04-02,"Sat","17:30","EPL","Manchester United","Leicester City","Spread",-118,-1,,-102,1,0.541284403669725,0.504950495049505,,0.300273965951778,0.466229785711993,,0.330756528107623,0.425921485154999,,0.3155152470297,0.446075635433496,,-0.225769156640024,-0.0588748596160087,,"Leicester City",-102,1,0.446075635433496,0.3155152470297,-0.0588748596160087,0.980392156862745,-0.118927216424338,7.67901187403791,"Goal Spread",124,"-0.15",2022-04-01 00:29:54
"ManchesterUnitedLeicesterCity202204021730",2022-04-02,"Sat","17:30","EPL","Manchester United","Leicester City","Total",-112,3,,-108,3,0.528301886792453,0.519230769230769,,0.338356852079405,0.437754709868713,,0.33503554493061,0.408550483705486,,0.336696198505007,0.423152596787099,,-0.191605688287446,-0.09607817244367,,"Under",-108,3,0.423152596787099,0.336696198505007,-0.09607817244367,0.925925925925926,-0.199842598682833,7.86784491172507,"Total",136,"-0.2",2022-04-01 00:29:54
"ManchesterUnitedLeicesterCity202204021730",2022-04-02,"Sat","17:30","EPL","Manchester United","Leicester City","TT",-193,0.5,,158,0.5,0.658703071672355,0.387596899224806,,0.675650239044379,0.324349727923428,,0.66140443502206,0.33859556497794,,0.668527337033219,0.331472646450684,,0.00982426536086445,-0.056124252774122,,"Over",-193,0.5,0.668527337033219,0.331472646450684,0.00982426536086445,0.518134715025907,0.028785097507333,13.0826954468304,"Total Goals O/U - Leicester City - 0.5",-202,"0",2022-04-01 00:29:54
"ManchesterUnitedLeicesterCity202204021730",2022-04-02,"Sat","17:30","EPL","Manchester United","Leicester City","Alt TT",240,1.5,,-300,1.5,0.294117647058824,0.75,,0.310454196892228,0.689545770075579,,0.361353037577601,0.638646962422399,,0.335903617234914,0.664096366248989,,0.0417859701760909,-0.0859036337510107,,"Over",240,1.5,0.335903617234914,0.664096366248989,0.0417859701760909,2.4,0.0591967910827954,1.42072315114805,"Total Goals O/U - Leicester City - 1.5",198,"0.05",2022-04-01 00:29:54
"ManchesterUnitedLeicesterCity202204021730",2022-04-02,"Sat","17:30","EPL","Manchester United","Leicester City","Alt TT",800,2.5,,-1600,2.5,0.111111111111111,0.941176470588235,,0.104861070519881,0.895138896447926,,0.189662171091335,0.810337828908665,,0.147261620805608,0.852738362678295,,0.0361505096944972,-0.0884381079099399,,"Over",800,2.5,0.147261620805608,0.852738362678295,0.0361505096944972,8,0.0406693234063093,3.25354603766571,"Total Goals O/U - Leicester City - 2.5",579,"0",2022-04-01 00:29:54
"ManchesterUnitedLeicesterCity202204021730",2022-04-02,"Sat","17:30","EPL","Manchester United","Leicester City","Alt TT",-1000,0.5,,600,0.5,0.909090909090909,0.142857142857143,,0.836300506137372,0.163696207876479,,0.806179254686633,0.193820745313367,,0.821239880412003,0.178758476594923,,-0.0878510286789064,0.0359013337377798,,"Under",600,0.5,0.178758476594923,0.821239880412003,0.0359013337377798,6,0.0418848893607431,2.51310979157533,"Total Goals O/U - Manchester United - 0.5",459,"0",2022-04-01 00:29:54
"ManchesterUnitedLeicesterCity202204021730",2022-04-02,"Sat","17:30","EPL","Manchester United","Leicester City","TT",-193,1.5,,158,1.5,0.658703071672355,0.387596899224806,,0.540052446361927,0.459944267651923,,0.5518011217325,0.4481988782675,,0.545926784047214,0.454071572959712,,-0.112776287625141,0.0664746737349056,,"Under",158,1.5,0.454071572959712,0.545926784047214,0.0664746737349056,1.58,0.108547252048137,1.71506301229131,"Total Goals O/U - Manchester United - 1.5",120,"0.1",2022-04-01 00:29:54
"ManchesterUnitedLeicesterCity202204021730",2022-04-02,"Sat","17:30","EPL","Manchester United","Leicester City","TT",158,2.5,,-193,2.5,0.387596899224806,0.658703071672355,,0.271986026072768,0.728010687941083,,0.297238970376725,0.702761029623275,,0.284612498224746,0.715385858782179,,-0.10298440100006,0.056682787109824,,"Under",-193,2.5,0.715385858782179,0.284612498224746,0.056682787109824,0.518134715025907,0.166080566231784,12.6468798035594,"Total Goals O/U - Manchester United - 2.5",-251,"0.15",2022-04-01 00:29:54
"ManchesterUnitedLeicesterCity202204021730",2022-04-02,"Sat","17:30","EPL","Manchester United","Leicester City","Alt TT",400,3.5,,-575,3.5,0.2,0.851851851851852,,0.110275587100073,0.889721126913777,,0.170100969099597,0.829899030900403,,0.140188278099835,0.85981007890709,,-0.0598117219001645,0.00795822705523808,,"Under",-575,3.5,0.85981007890709,0.140188278099835,0.00795822705523808,0.173913043478261,0.0537180326228569,16.6589267798114,"Total Goals O/U - Manchester United - 3.5",-613,"0.05",2022-04-01 00:29:54
"WolverhamptonWanderersAstonVilla202204021500",2022-04-02,"Sat","15:00","EPL","Wolverhampton Wanderers","Aston Villa","ML",195,,195,160,,0.338983050847458,0.384615384615385,0.338983050847458,0.34479604145848,0.384885827684738,0.270318130856782,0.387578753419714,0.310950041120412,0.301471205459873,0.366187397439097,0.347917934402575,0.285894668158328,0.0272043465916397,-0.0366974502128095,-0.0530883826891301,"Wolverhampton Wanderers",195,,0.366187397439097,0.633812602560903,0.0272043465916397,1.95,0.0411552935617114,0.802528224453371,"3-Way Moneyline",173,"0",2022-04-01 00:29:54
"WolverhamptonWanderersAstonVilla202204021500",2022-04-02,"Sat","15:00","EPL","Wolverhampton Wanderers","Aston Villa","Alt Spread",190,-0.5,,-235,0.5,0.344827586206897,0.701492537313433,,0.34479604145848,0.65520376971894,,0.387578753419714,0.612421236646178,,0.366187397439097,0.633812503182559,,0.0213598112322008,-0.0676800341308736,,"Wolverhampton Wanderers",190,-0.5,0.366187397439097,0.633812503182559,0.0213598112322008,1.9,0.0326018171438855,0.619435519517257,"Alternate Spread - Home: -0.5",173,"0",2022-04-01 00:29:54
"WolverhamptonWanderersAstonVilla202204021500",2022-04-02,"Sat","15:00","EPL","Wolverhampton Wanderers","Aston Villa","Alt Spread",425,-1,,-650,1,0.19047619047619,0.866666666666667,,0.14515703119845,0.65520376971894,,0.203079540088294,0.540502453667275,,0.174118285643372,0.597853111693107,,-0.0163579048328188,-0.268813554973559,,"Wolverhampton Wanderers",425,-1,0.174118285643372,0.597853111693107,-0.0163579048328188,4.25,-0.0202068236170115,1.42149602291222,"Alternate Spread - Home: -1",474,"-0.05",2022-04-01 00:29:54
"WolverhamptonWanderersAstonVilla202204021500",2022-04-02,"Sat","15:00","EPL","Wolverhampton Wanderers","Aston Villa","Alt Spread",-193,0.5,,158,-0.5,0.658703071672355,0.387596899224806,,0.615113983492683,0.384885827684738,,0.68904994894548,0.310950041120412,,0.652081966219082,0.347917934402575,,-0.00662110545327343,-0.0396789648222311,,"Wolverhampton Wanderers",-193,0.5,0.652081966219082,0.347917934402575,-0.00662110545327343,0.518134715025907,-0.019399838978091,13.2356357961605,"Alternate Spread - Home: 0.5",-187,"-0.05",2022-04-01 00:29:54
"WolverhamptonWanderersAstonVilla202204021500",2022-04-02,"Sat","15:00","EPL","Wolverhampton Wanderers","Aston Villa","Alt Spread",-460,1,,340,-1,0.821428571428571,0.227272727272727,,0.615113983492683,0.171312249461262,,0.595228758869544,0.180139310269466,,0.605171371181113,0.175725779865364,,-0.216257200247458,-0.0515469474073632,,"Aston Villa",340,-1,0.175725779865364,0.605171371181113,-0.0515469474073632,3.4,-0.0667078142918818,-0.0770371963887548,"Alternate Spread - Home: 1",469,"-0.1",2022-04-01 00:29:54
"WolverhamptonWanderersAstonVilla202204021500",2022-04-02,"Sat","15:00","EPL","Wolverhampton Wanderers","Aston Villa","Alt Total",-240,1.5,,193,1.5,0.705882352941177,0.341296928327645,,0.710878515339344,0.289121295838077,,0.474486171480903,0.525513828519097,,0.592682343410123,0.407317562178587,,-0.113200009531053,0.0660206338509419,,"Under",193,1.5,0.407317562178587,0.592682343410123,0.0660206338509419,1.93,0.100228216157129,1.93440551594549,"Alternate Total - 1.5",146,"0.1",2022-04-01 00:29:54
"WolverhamptonWanderersAstonVilla202204021500",2022-04-02,"Sat","15:00","EPL","Wolverhampton Wanderers","Aston Villa","Alt Total",-143,2,,118,2,0.588477366255144,0.458715596330275,,0.453910989497376,0.289121295838077,,0.463862128337415,0.273628842318179,,0.458886558917395,0.281375069078128,,-0.129590807337749,-0.177340527252147,,"Over",-143,2,0.458886558917395,0.281375069078128,-0.129590807337749,0.699300699300699,-0.31490566183073,8.61252907699118,"Alternate Total - 2",118,"-0.35",2022-04-01 00:29:54
"WolverhamptonWanderersAstonVilla202204021500",2022-04-02,"Sat","15:00","EPL","Wolverhampton Wanderers","Aston Villa","Alt Total",130,2.5,,-157,2.5,0.434782608695652,0.610894941634241,,0.453910989497376,0.546088821680045,,0.474486171480903,0.525513828519097,,0.464198580489139,0.535801325099571,,0.029415971793487,-0.0750936165346702,,"Over",130,2.5,0.464198580489139,0.535801325099571,0.029415971793487,1.3,0.0520436424038616,0.676568295363099,"Alternate Total - 2.5",115,"0.05",2022-04-01 00:29:54
"WolverhamptonWanderersAstonVilla202204021500",2022-04-02,"Sat","15:00","EPL","Wolverhampton Wanderers","Aston Villa","Alt Total",245,3,,-305,3,0.289855072463768,0.753086419753086,,0.240530619427071,0.546088821680045,,0.276082121530281,0.482327567237327,,0.258306370478676,0.514208194458686,,-0.0315487019850921,-0.238878225294401,,"Over",245,3,0.258306370478676,0.514208194458686,-0.0315487019850921,2.45,-0.0444257232034971,1.1864241321407,"Alternate Total - 3",287,"-0.05",2022-04-01 00:29:54
"WolverhamptonWanderersAstonVilla202204021500",2022-04-02,"Sat","15:00","EPL","Wolverhampton Wanderers","Aston Villa","Alt Total",320,3.5,,-430,3.5,0.238095238095238,0.811320754716981,,0.240530619427071,0.759469191750349,,0.290046769371045,0.709953230628955,,0.265288694399058,0.734711211189652,,0.0271934563038203,-0.0766095435273292,,"Over",320,3.5,0.265288694399058,0.734711211189652,0.0271934563038203,3.2,0.0356914113987641,1.14212610887335,"Alternate Total - 3.5",277,"0",2022-04-01 00:29:54
"WolverhamptonWanderersAstonVilla202204021500",2022-04-02,"Sat","15:00","EPL","Wolverhampton Wanderers","Aston Villa","Alt Total",675,4,,-1200,4,0.129032258064516,0.923076923076923,,0.107640727458754,0.759469191750349,,0.153739443986588,0.666614275273109,,0.130690085722671,0.713041733511729,,0.00165782765815475,-0.210035189565194,,"Over",675,4,0.130690085722671,0.713041733511729,0.00165782765815475,6.75,0.00190343175565915,1.69116345116299,"Alternate Total - 4",665,"0",2022-04-01 00:29:54
"WolverhamptonWanderersAstonVilla202204021500",2022-04-02,"Sat","15:00","EPL","Wolverhampton Wanderers","Aston Villa","BTTS",-110,,,-120,,0.523809523809524,0.545454545454545,,0.506753133687773,0.493246866312227,,0.507308295550799,0.492691704449201,,0.507030714619286,0.492969285380714,,-0.0167788091902376,-0.0524852600738318,,"Yes",-110,,0.507030714619286,0.492969285380714,-0.0167788091902376,0.909090909090909,-0.0352354992994988,10.4929692853807,"Both Teams To Score",-103,"-0.05",2022-04-01 00:29:54
"WolverhamptonWanderersAstonVilla202204021500",2022-04-02,"Sat","15:00","EPL","Wolverhampton Wanderers","Aston Villa","Draw No Bet",105,,,-125,,0.48780487804878,0.555555555555556,,0.34479604145848,0.384885827684738,,0.387578753419714,0.310950041120412,,0.366187397439097,0.347917934402575,,-0.121617480609683,-0.20763762115298,,"Wolverhampton Wanderers",105,,0.366187397439097,0.347917934402575,-0.121617480609683,1.05,-0.237443652618905,0.365788329084771,"Draw No Bet",173,"-0.25",2022-04-01 00:29:54
"WolverhamptonWanderersAstonVilla202204021500",2022-04-02,"Sat","15:00","EPL","Wolverhampton Wanderers","Aston Villa","Spread",105,0,,-125,0,0.48780487804878,0.555555555555556,,0.34479604145848,0.384885827684738,,0.387578753419714,0.310950041120412,,0.366187397439097,0.347917934402575,,-0.121617480609683,-0.20763762115298,,"Wolverhampton Wanderers",105,0,0.366187397439097,0.347917934402575,-0.121617480609683,1.05,-0.237443652618905,0.365788329084771,"Goal Spread",173,"-0.25",2022-04-01 00:29:54
"WolverhamptonWanderersAstonVilla202204021500",2022-04-02,"Sat","15:00","EPL","Wolverhampton Wanderers","Aston Villa","Alt TT",-265,0.5,,212,0.5,0.726027397260274,0.320512820512821,,0.724059867063159,0.275940008206389,,0.699626542514765,0.300373457485235,,0.711843204788962,0.288156732845812,,-0.0141841924713124,-0.0323560876670084,,"Over",-265,0.5,0.711843204788962,0.288156732845812,-0.0141841924713124,0.377358490566038,-0.0517723025202903,14.7545854683036,"Total Goals O/U - Aston Villa - 0.5",-247,"-0.1",2022-04-01 00:29:54
"WolverhamptonWanderersAstonVilla202204021500",2022-04-02,"Sat","15:00","EPL","Wolverhampton Wanderers","Aston Villa","TT",170,1.5,,-212,1.5,0.37037037037037,0.67948717948718,,0.368767294429104,0.631232580840444,,0.363893961129203,0.636106038870797,,0.366330627779153,0.63366930985562,,-0.00403974259121687,-0.0458178696315592,,"Over",170,1.5,0.366330627779153,0.63366930985562,-0.00403974259121687,1.7,-0.00641606176252092,-0.109072426310594,"Total Goals O/U - Aston Villa - 1.5",173,"-0.05",2022-04-01 00:29:54
"WolverhamptonWanderersAstonVilla202204021500",2022-04-02,"Sat","15:00","EPL","Wolverhampton Wanderers","Aston Villa","Alt TT",575,2.5,,-950,2.5,0.148148148148148,0.904761904761905,,0.140034946065706,0.859964929203842,,0.2090066364548,0.7909933635452,,0.174520791260253,0.825479146374521,,0.026372643112105,-0.0792827583873842,,"Over",575,2.5,0.174520791260253,0.825479146374521,0.026372643112105,5.75,0.0309591897402972,1.78015403371935,"Total Goals O/U - Aston Villa - 2.5",473,"0",2022-04-01 00:29:54
"WolverhamptonWanderersAstonVilla202204021500",2022-04-02,"Sat","15:00","EPL","Wolverhampton Wanderers","Aston Villa","Alt TT",1400,3.5,,-6600,3.5,0.0666666666666667,0.985074626865672,,0.0418651723494362,0.958134702920111,,0.12339473743384,0.87660526256616,,0.0826299548916379,0.917369982743136,,0.0159632882249712,-0.0677046441225357,,"Over",1400,3.5,0.0826299548916379,0.917369982743136,0.0159632882249712,14,0.0171035230981835,2.39449385739795,"Total Goals O/U - Aston Villa - 3.5",1110,"0",2022-04-01 00:29:54
"WolverhamptonWanderersAstonVilla202204021500",2022-04-02,"Sat","15:00","EPL","Wolverhampton Wanderers","Aston Villa","TT",-230,0.5,,188,0.5,0.696969696969697,0.347222222222222,,0.699877395143032,0.300122540764834,,0.648008178967546,0.351991821032454,,0.673942787055289,0.326057180898644,,-0.0230269099144081,-0.0211650413235784,,"Under",188,0.5,0.326057180898644,0.673942787055289,-0.0211650413235784,1.88,-0.0324230420276096,-0.609552869658385,"Total Goals O/U - Wolverhampton Wanderers - 0.5",207,"-0.05",2022-04-01 00:29:54
"WolverhamptonWanderersAstonVilla202204021500",2022-04-02,"Sat","15:00","EPL","Wolverhampton Wanderers","Aston Villa","TT",200,1.5,,-250,1.5,0.333333333333333,0.714285714285714,,0.338660583885462,0.661339352022404,,0.334234435439523,0.665765564560476,,0.336447509662493,0.66355245829144,,0.00311417632915922,-0.0507332559942743,,"Over",200,1.5,0.336447509662493,0.66355245829144,0.00311417632915922,2,0.00467126449373878,0.0934256103354505,"Total Goals O/U - Wolverhampton Wanderers - 1.5",197,"0",2022-04-01 00:29:54
"WolverhamptonWanderersAstonVilla202204021500",2022-04-02,"Sat","15:00","EPL","Wolverhampton Wanderers","Aston Villa","Alt TT",675,2.5,,-1200,2.5,0.129032258064516,0.923076923076923,,0.121286733186715,0.87871320272115,,0.169564914362214,0.830435085637786,,0.145425823774465,0.854574144179468,,0.0163935657099485,-0.068502778897455,,"Over",675,2.5,0.145425823774465,0.854574144179468,0.0163935657099485,6.75,0.0188222421114223,1.27050166298168,"Total Goals O/U - Wolverhampton Wanderers - 2.5",588,"0",2022-04-01 00:29:54
"TottenhamHotspurNewcastleUnited202204031630",2022-04-03,"Sun","16:30","EPL","Tottenham Hotspur","Newcastle United","ML",-195,,320,500,,0.661016949152542,0.166666666666667,0.238095238095238,0.656944256625409,0.138627681205995,0.204428062168596,0.603870518025506,0.157546629830797,0.238582852143697,0.630407387325457,0.148087155518396,0.221505457156147,-0.0306095618270852,-0.0185795111482706,-0.0165897809390913,"Draw",320,,0.221505457156147,0.778494542843853,-0.0165897809390913,3.2,-0.0217740874825573,-0.696770799441835,"3-Way Moneyline",351,"-0.05",2022-04-01 00:29:54
"TottenhamHotspurNewcastleUnited202204031630",2022-04-03,"Sun","16:30","EPL","Tottenham Hotspur","Newcastle United","Alt Spread",-190,-0.5,,156,0.5,0.655172413793103,0.390625,,0.656944256625409,0.343047537601911,,0.603870518025506,0.396129459622753,,0.630407387325457,0.369588498612332,,-0.0247650264676462,-0.0210365013876681,,"Newcastle United",156,0.5,0.369588498612332,0.630407387325457,-0.0210365013876681,1.56,-0.0345214381746349,-0.538493294902194,"Alternate Spread - Home: -0.5",171,"-0.05",2022-04-01 00:29:54
"TottenhamHotspurNewcastleUnited202204031630",2022-04-03,"Sun","16:30","EPL","Tottenham Hotspur","Newcastle United","Alt Spread",140,-1.5,,-170,1.5,0.416666666666667,0.62962962962963,,0.407621570474867,0.592370223752453,,0.236143798811527,0.763856201188473,,0.321882684643197,0.678113212470463,,-0.0947839820234699,0.0484835828408335,,"Newcastle United",-170,1.5,0.678113212470463,0.321882684643197,0.0484835828408335,0.588235294117647,0.130905673670251,12.253137763639,"Alternate Spread - Home: -1.5",-211,"0.1",2022-04-01 00:29:54
"TottenhamHotspurNewcastleUnited202204031630",2022-04-03,"Sun","16:30","EPL","Tottenham Hotspur","Newcastle United","Alt Spread",270,-2,,-350,2,0.27027027027027,0.777777777777778,,0.205800821751923,0.592370223752453,,0.212875390353833,0.564911797305657,,0.209338106052878,0.578641010529055,,-0.0609321642173923,-0.199136767248723,,"Tottenham Hotspur",270,-2,0.209338106052878,0.578641010529055,-0.0609321642173923,2.7,-0.083499632446056,-0.134281241862843,"Alternate Spread - Home: -2",378,"-0.1",2022-04-01 00:29:54
"TottenhamHotspurNewcastleUnited202204031630",2022-04-03,"Sun","16:30","EPL","Tottenham Hotspur","Newcastle United","Alt Spread",-525,0,,380,0,0.84,0.208333333333333,,0.656944256625409,0.138627681205995,,0.603870518025506,0.157546629830797,,0.630407387325457,0.148087155518396,,-0.209592612674543,-0.0602461778149373,,"Newcastle United",380,0,0.148087155518396,0.630407387325457,-0.0602461778149373,3.8,-0.0761004351346576,-0.676761963555521,"Alternate Spread - Home: 0",575,"-0.1",2022-04-01 00:29:54
"TottenhamHotspurNewcastleUnited202204031630",2022-04-03,"Sun","16:30","EPL","Tottenham Hotspur","Newcastle United","Alt Total",-390,1.5,,295,1.5,0.795918367346939,0.253164556962025,,0.766332317281938,0.233659476945382,,0.529267091591381,0.470732908408619,,0.647799704436659,0.352196192677,,-0.148118662910279,0.099031635714975,,"Under",295,1.5,0.352196192677,0.647799704436659,0.099031635714975,2.95,0.132601681720051,3.91179063960492,"Alternate Total - 1.5",184,"0.1",2022-04-01 00:29:54
"TottenhamHotspurNewcastleUnited202204031630",2022-04-03,"Sun","16:30","EPL","Tottenham Hotspur","Newcastle United","Alt Total",-265,2,,212,2,0.726027397260274,0.320512820512821,,0.526934127396064,0.233659476945382,,0.496641824263529,0.23629259673866,,0.511787975829797,0.234976036842021,,-0.214239421430477,-0.0855367836707995,,"Under",212,2,0.234976036842021,0.511787975829797,-0.0855367836707995,2.12,-0.125884323138158,-0.136387777247122,"Alternate Total - 2",326,"-0.15",2022-04-01 00:29:54
"TottenhamHotspurNewcastleUnited202204031630",2022-04-03,"Sun","16:30","EPL","Tottenham Hotspur","Newcastle United","Alt Total",-125,2.5,,105,2.5,0.555555555555556,0.48780487804878,,0.526934127396064,0.473057666831255,,0.529267091591381,0.470732908408619,,0.528100609493723,0.471895287619937,,-0.027454946061833,-0.0159095904288432,,"Under",105,2.5,0.471895287619937,0.528100609493723,-0.0159095904288432,1.05,-0.0310615813134559,-0.326105574927884,"Alternate Total - 2.5",112,"-0.05",2022-04-01 00:29:54
"TottenhamHotspurNewcastleUnited202204031630",2022-04-03,"Sun","16:30","EPL","Tottenham Hotspur","Newcastle United","Alt Total",134,3,,-162,3,0.427350427350427,0.618320610687023,,0.304699712224366,0.473057666831255,,0.332385441681588,0.423699106727491,,0.318542576952977,0.448378386779373,,-0.10880785039745,-0.16994222390765,,"Over",134,3,0.318542576952977,0.448378386779373,-0.10880785039745,1.34,-0.190007738753756,-0.215313336623839,"Alternate Total - 3",214,"-0.2",2022-04-01 00:29:54
"TottenhamHotspurNewcastleUnited202204031630",2022-04-03,"Sun","16:30","EPL","Tottenham Hotspur","Newcastle United","Alt Total",195,3.5,,-245,3.5,0.338983050847458,0.710144927536232,,0.304699712224366,0.695292082002954,,0.359222939521049,0.640777060478951,,0.331961325872708,0.668034571240952,,-0.00702172497475007,-0.0421103562952796,,"Over",195,3.5,0.331961325872708,0.668034571240952,-0.00702172497475007,1.95,-0.010622609577186,-0.207099857891726,"Alternate Total - 3.5",201,"-0.05",2022-04-01 00:29:54
"TottenhamHotspurNewcastleUnited202204031630",2022-04-03,"Sun","16:30","EPL","Tottenham Hotspur","Newcastle United","Alt Total",380,4,,-525,4,0.208333333333333,0.84,,0.149973807727392,0.695292082002954,,0.19428015476478,0.596595049172929,,0.172126981246086,0.645943565587942,,-0.0362063520872473,-0.194056434412058,,"Over",380,4,0.172126981246086,0.645943565587942,-0.0362063520872473,3.8,-0.0457343394786281,0.081389631471855,"Alternate Total - 4",481,"-0.05",2022-04-01 00:29:54
"TottenhamHotspurNewcastleUnited202204031630",2022-04-03,"Sun","16:30","EPL","Tottenham Hotspur","Newcastle United","Alt Total",425,4.5,,-650,4.5,0.19047619047619,0.866666666666667,,0.149973807727392,0.850017986499928,,0.215270903738503,0.784729096261497,,0.182622355732947,0.817373541380712,,-0.00785383474324311,-0.0492931252859542,,"Over",425,4.5,0.182622355732947,0.817373541380712,-0.00785383474324311,4.25,-0.00970179585930032,-0.412285295156861,"Alternate Total - 4.5",448,"-0.05",2022-04-01 00:29:54
