"game_pk","link","gameType","season","gameDate","officialDate","isTie","gameNumber","publicFacing","doubleHeader","gamedayType","tiebreaker","calendarEventID","seasonDisplay","dayNight","description","scheduledInnings","reverseHomeAwayStatus","inningBreakLength","gamesInSeries","seriesGameNumber","seriesDescription","recordSource","ifNecessary","ifNecessaryDescription","rescheduleDate","rescheduleGameDate","status.abstractGameState","status.codedGameState","status.detailedState","status.statusCode","status.startTimeTBD","status.abstractGameCode","status.reason","teams.away.score","teams.away.isWinner","teams.away.splitSquad","teams.away.seriesNumber","teams.away.leagueRecord.wins","teams.away.leagueRecord.losses","teams.away.leagueRecord.pct","teams.away.team.id","teams.away.team.name","teams.away.team.link","teams.home.score","teams.home.isWinner","teams.home.splitSquad","teams.home.seriesNumber","teams.home.leagueRecord.wins","teams.home.leagueRecord.losses","teams.home.leagueRecord.pct","teams.home.team.id","teams.home.team.name","teams.home.team.link","venue.id","venue.name","venue.link","content.link","rescheduledFrom","rescheduledFromDate","resumeDate","resumeGameDate","resumedFrom","resumedFromDate","copyright","totalItems","totalEvents","totalGames","totalGamesInProgress"
663135,"/api/v1.1/game/663135/feed/live","R","2022","2022-05-20T23:10:00Z","2022-05-20",FALSE,1,TRUE,"N","P","N","14-663135-2022-05-20","2022","night",NA,9,FALSE,120,2,1,"Regular Season","S","N","Normal Game",NA,NA,"Final","F","Final","F",FALSE,"FALSE",NA,1,FALSE,FALSE,13,13,26,"0.333",116,"Detroit Tigers","/api/v1/teams/116",6,TRUE,FALSE,13,17,19,"0.472",114,"Cleveland Guardians","/api/v1/teams/114",5,"Progressive Field","/api/v1/venues/5","/api/v1/game/663135/content",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
663268,"/api/v1.1/game/663268/feed/live","R","2022","2022-05-20T23:10:00Z","2022-05-20",FALSE,1,TRUE,"N","P","N","14-663268-2022-05-20","2022","night",NA,9,FALSE,120,4,2,"Regular Season","S","N","Normal Game",NA,NA,"Final","F","Final","F",FALSE,"FALSE",NA,3,FALSE,FALSE,13,17,23,"0.425",136,"Seattle Mariners","/api/v1/teams/136",7,TRUE,FALSE,13,17,22,"0.436",111,"Boston Red Sox","/api/v1/teams/111",3,"Fenway Park","/api/v1/venues/3","/api/v1/game/663268/content",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
662764,"/api/v1.1/game/662764/feed/live","R","2022","2022-05-21T00:10:00Z","2022-05-20",FALSE,1,TRUE,"N","P","N","14-662764-2022-05-20","2022","night",NA,9,FALSE,145,4,2,"Regular Season","S","N","Normal Game",NA,NA,"Final","F","Final","F",FALSE,"FALSE",NA,3,TRUE,FALSE,13,18,20,"0.474",140,"Texas Rangers","/api/v1/teams/140",0,FALSE,FALSE,13,25,15,"0.625",117,"Houston Astros","/api/v1/teams/117",2392,"Minute Maid Park","/api/v1/venues/2392","/api/v1/game/662764/content",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
662714,"/api/v1.1/game/662714/feed/live","R","2022","2022-05-21T00:10:00Z","2022-05-20",FALSE,1,TRUE,"N","P","N","14-662714-2022-05-20","2022","night",NA,9,FALSE,120,3,1,"Regular Season","S","N","Normal Game",NA,NA,"Final","F","Final","F",FALSE,"FALSE",NA,6,TRUE,FALSE,13,23,16,"0.59",142,"Minnesota Twins","/api/v1/teams/142",4,FALSE,FALSE,13,14,24,"0.368",118,"Kansas City Royals","/api/v1/teams/118",7,"Kauffman Stadium","/api/v1/venues/7","/api/v1/game/662714/content",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
661195,"/api/v1.1/game/661195/feed/live","R","2022","2022-05-21T00:10:00Z","2022-05-20",FALSE,1,TRUE,"N","P","N","14-661195-2022-05-20","2022","night",NA,9,FALSE,120,3,1,"Regular Season","S","N","Normal Game",NA,NA,"Final","F","Final","F",FALSE,"FALSE",NA,0,FALSE,FALSE,13,13,27,"0.325",120,"Washington Nationals","/api/v1/teams/120",7,TRUE,FALSE,14,25,14,"0.641",158,"Milwaukee Brewers","/api/v1/teams/158",32,"American Family Field","/api/v1/venues/32","/api/v1/game/661195/content",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
663449,"/api/v1.1/game/663449/feed/live","R","2022","2022-05-21T01:38:00Z","2022-05-20",FALSE,1,TRUE,"N","P","N","14-663449-2022-05-20","2022","night",NA,9,FALSE,120,3,1,"Regular Season","S","N","Normal Game",NA,NA,"Final","F","Final","F",FALSE,"FALSE",NA,4,TRUE,FALSE,13,17,24,"0.415",133,"Oakland Athletics","/api/v1/teams/133",2,FALSE,FALSE,13,24,17,"0.585",108,"Los Angeles Angels","/api/v1/teams/108",1,"Angel Stadium","/api/v1/venues/1","/api/v1/game/663449/content",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
662078,"/api/v1.1/game/662078/feed/live","R","2022","2022-05-21T02:15:00Z","2022-05-20",FALSE,1,TRUE,"N","P","N","14-662078-2022-05-20","2022","night",NA,9,FALSE,120,3,1,"Regular Season","S","N","Normal Game",NA,NA,"Final","F","Final","F",FALSE,"FALSE",NA,8,TRUE,FALSE,13,25,14,"0.641",135,"San Diego Padres","/api/v1/teams/135",7,FALSE,FALSE,14,22,16,"0.579",137,"San Francisco Giants","/api/v1/teams/137",2395,"Oracle Park","/api/v1/venues/2395","/api/v1/game/662078/content",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
661290,"/api/v1.1/game/661290/feed/live","R","2022","2022-05-20T23:05:00Z","2022-05-22",NA,1,TRUE,"N","P","N","14-661290-2022-05-20","2022","night",NA,9,FALSE,145,3,1,"Regular Season","S","N","Normal Game","2022-05-22T23:08:00Z","2022-05-22","Final","D","Postponed","DR",FALSE,"FALSE","Rain",NA,NA,FALSE,13,20,20,"0.5",145,"Chicago White Sox","/api/v1/teams/145",NA,NA,FALSE,13,29,11,"0.725",147,"New York Yankees","/api/v1/teams/147",3313,"Yankee Stadium","/api/v1/venues/3313","/api/v1/game/661290/content",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
663002,"/api/v1.1/game/663002/feed/live","R","2022","2022-05-21T00:40:00Z","2022-05-21",NA,1,TRUE,"N","P","N","14-663002-2022-05-20","2022","night",NA,9,FALSE,120,3,1,"Regular Season","S","N","Normal Game","2022-05-21T19:10:00Z","2022-05-21","Final","D","Postponed","DI",FALSE,"FALSE","Inclement Weather",NA,NA,FALSE,13,27,14,"0.659",121,"New York Mets","/api/v1/teams/121",NA,NA,FALSE,13,18,20,"0.474",115,"Colorado Rockies","/api/v1/teams/115",19,"Coors Field","/api/v1/venues/19","/api/v1/game/663002/content",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
661289,"/api/v1.1/game/661289/feed/live","R","2022","2022-05-21T17:05:00Z","2022-05-21",FALSE,1,TRUE,"N","P","N","14-661289-2022-05-21","2022","day",NA,9,FALSE,120,3,1,"Regular Season","S","N","Normal Game",NA,NA,"Final","F","Final","F",FALSE,"FALSE",NA,5,FALSE,FALSE,13,19,20,"0.487",145,"Chicago White Sox","/api/v1/teams/145",7,TRUE,FALSE,13,29,10,"0.744",147,"New York Yankees","/api/v1/teams/147",3313,"Yankee Stadium","/api/v1/venues/3313","/api/v1/game/661289/content",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
663194,"/api/v1.1/game/663194/feed/live","R","2022","2022-05-21T18:20:00Z","2022-05-21",FALSE,1,TRUE,"N","P","N","14-663194-2022-05-21","2022","day",NA,9,FALSE,120,4,3,"Regular Season","S","N","Normal Game",NA,NA,"Final","F","Final","F",FALSE,"FALSE",NA,7,TRUE,FALSE,13,21,21,"0.5",109,"Arizona Diamondbacks","/api/v1/teams/109",6,FALSE,FALSE,13,15,24,"0.385",112,"Chicago Cubs","/api/v1/teams/112",17,"Wrigley Field","/api/v1/venues/17","/api/v1/game/663194/content",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
661793,"/api/v1.1/game/661793/feed/live","R","2022","2022-05-21T19:07:00Z","2022-05-21",FALSE,1,TRUE,"N","P","N","14-661793-2022-05-21","2022","day",NA,9,FALSE,120,3,2,"Regular Season","S","N","Normal Game",NA,NA,"Final","F","Final","F",FALSE,"FALSE",NA,1,FALSE,FALSE,13,11,28,"0.282",113,"Cincinnati Reds","/api/v1/teams/113",3,TRUE,FALSE,13,22,18,"0.55",141,"Toronto Blue Jays","/api/v1/teams/141",14,"Rogers Centre","/api/v1/venues/14","/api/v1/game/661793/content",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
663002,"/api/v1.1/game/663002/feed/live","R","2022","2022-05-21T19:10:00Z","2022-05-21",FALSE,1,TRUE,"S","P","N","14-663002-2022-05-21","2022","day","Makeup of 5/20 PPD",9,FALSE,120,3,1,"Regular Season","S","N","Normal Game",NA,NA,"Final","F","Final","F",FALSE,"FALSE",NA,5,TRUE,FALSE,13,27,14,"0.659",121,"New York Mets","/api/v1/teams/121",1,FALSE,FALSE,13,18,20,"0.474",115,"Colorado Rockies","/api/v1/teams/115",19,"Coors Field","/api/v1/venues/19","/api/v1/game/663002/content","2022-05-21T00:40:00Z","2022-05-20",NA,NA,NA,NA,NA,NA,NA,NA,NA
663001,"/api/v1.1/game/663001/feed/live","R","2022","2022-05-22T00:40:00Z","2022-05-21",FALSE,2,TRUE,"S","P","N","14-663001-2022-05-21","2022","night",NA,9,FALSE,120,3,2,"Regular Season","S","N","Normal Game",NA,NA,"Final","F","Final","F",FALSE,"FALSE",NA,3,FALSE,FALSE,13,27,15,"0.643",121,"New York Mets","/api/v1/teams/121",11,TRUE,FALSE,13,19,20,"0.487",115,"Colorado Rockies","/api/v1/teams/115",19,"Coors Field","/api/v1/venues/19","/api/v1/game/663001/content",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
662077,"/api/v1.1/game/662077/feed/live","R","2022","2022-05-21T20:05:00Z","2022-05-21",FALSE,1,TRUE,"N","P","N","14-662077-2022-05-21","2022","day",NA,9,FALSE,145,3,2,"Regular Season","S","N","Normal Game",NA,NA,"Final","F","Final","F",FALSE,"FALSE",NA,2,TRUE,FALSE,13,26,14,"0.65",135,"San Diego Padres","/api/v1/teams/135",1,FALSE,FALSE,14,22,17,"0.564",137,"San Francisco Giants","/api/v1/teams/137",2395,"Oracle Park","/api/v1/venues/2395","/api/v1/game/662077/content",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
663234,"/api/v1.1/game/663234/feed/live","R","2022","2022-05-21T20:10:00Z","2022-05-21",FALSE,1,TRUE,"N","P","N","14-663234-2022-05-21","2022","day",NA,9,FALSE,120,4,3,"Regular Season","S","N","Normal Game",NA,NA,"Final","F","Final","F",FALSE,"FALSE",NA,5,FALSE,FALSE,13,17,24,"0.415",136,"Seattle Mariners","/api/v1/teams/136",6,TRUE,FALSE,13,18,22,"0.45",111,"Boston Red Sox","/api/v1/teams/111",3,"Fenway Park","/api/v1/venues/3","/api/v1/game/663234/content",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
661631,"/api/v1.1/game/661631/feed/live","R","2022","2022-05-21T22:05:00Z","2022-05-21",FALSE,1,TRUE,"N","P","N","14-661631-2022-05-21","2022","night",NA,9,FALSE,120,3,2,"Regular Season","S","N","Normal Game",NA,NA,"Final","F","Final","F",FALSE,"FALSE",NA,7,TRUE,FALSE,13,27,12,"0.692",119,"Los Angeles Dodgers","/api/v1/teams/119",4,FALSE,FALSE,13,18,22,"0.45",143,"Philadelphia Phillies","/api/v1/teams/143",2681,"Citizens Bank Park","/api/v1/venues/2681","/api/v1/game/661631/content",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
661399,"/api/v1.1/game/661399/feed/live","R","2022","2022-05-21T22:10:00Z","2022-05-21",FALSE,1,TRUE,"N","P","N","14-661399-2022-05-21","2022","night",NA,9,FALSE,120,3,2,"Regular Season","S","N","Normal Game",NA,NA,"Final","F","Final","F",FALSE,"FALSE",NA,4,TRUE,FALSE,13,19,21,"0.475",144,"Atlanta Braves","/api/v1/teams/144",3,FALSE,FALSE,13,17,22,"0.436",146,"Miami Marlins","/api/v1/teams/146",4169,"loanDepot park","/api/v1/venues/4169","/api/v1/game/661399/content",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
662478,"/api/v1.1/game/662478/feed/live","R","2022","2022-05-21T22:35:00Z","2022-05-21",FALSE,1,TRUE,"N","P","N","14-662478-2022-05-21","2022","night",NA,9,FALSE,120,3,2,"Regular Season","S","N","Normal Game",NA,NA,"Final","F","Final","F",FALSE,"FALSE",NA,5,TRUE,FALSE,13,22,18,"0.55",138,"St. Louis Cardinals","/api/v1/teams/138",4,FALSE,FALSE,13,16,23,"0.41",134,"Pittsburgh Pirates","/api/v1/teams/134",31,"PNC Park","/api/v1/venues/31","/api/v1/game/662478/content",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
661291,"/api/v1.1/game/661291/feed/live","R","2022","2022-05-21T23:05:00Z","2022-05-21",FALSE,1,TRUE,"N","P","N","14-661291-2022-05-21","2022","night",NA,9,FALSE,120,3,2,"Regular Season","S","N","Normal Game",NA,NA,"Final","F","Final","F",FALSE,"FALSE",NA,6,TRUE,FALSE,13,24,16,"0.6",139,"Tampa Bay Rays","/api/v1/teams/139",1,FALSE,FALSE,13,16,25,"0.39",110,"Baltimore Orioles","/api/v1/teams/110",2,"Oriole Park at Camden Yards","/api/v1/venues/2","/api/v1/game/661291/content",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
662763,"/api/v1.1/game/662763/feed/live","R","2022","2022-05-21T23:10:00Z","2022-05-21",FALSE,1,TRUE,"N","P","N","14-662763-2022-05-21","2022","night",NA,9,FALSE,120,4,3,"Regular Season","S","N","Normal Game",NA,NA,"Final","F","Final","F",FALSE,"FALSE",NA,1,FALSE,FALSE,13,18,21,"0.462",140,"Texas Rangers","/api/v1/teams/140",2,TRUE,FALSE,13,26,15,"0.634",117,"Houston Astros","/api/v1/teams/117",2392,"Minute Maid Park","/api/v1/venues/2392","/api/v1/game/662763/content",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
662713,"/api/v1.1/game/662713/feed/live","R","2022","2022-05-21T23:10:00Z","2022-05-21",FALSE,1,TRUE,"N","P","N","14-662713-2022-05-21","2022","night",NA,9,FALSE,120,3,2,"Regular Season","S","N","Normal Game",NA,NA,"Final","F","Final","F",FALSE,"FALSE",NA,9,TRUE,FALSE,13,24,16,"0.6",142,"Minnesota Twins","/api/v1/teams/142",2,FALSE,FALSE,13,14,25,"0.359",118,"Kansas City Royals","/api/v1/teams/118",7,"Kauffman Stadium","/api/v1/venues/7","/api/v1/game/662713/content",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
661280,"/api/v1.1/game/661280/feed/live","R","2022","2022-05-21T23:10:00Z","2022-05-21",FALSE,1,TRUE,"N","P","N","14-661280-2022-05-21","2022","night",NA,9,FALSE,120,3,2,"Regular Season","S","N","Normal Game",NA,NA,"Final","F","Final","F",FALSE,"FALSE",NA,1,FALSE,FALSE,13,13,28,"0.317",120,"Washington Nationals","/api/v1/teams/120",5,TRUE,FALSE,14,26,14,"0.65",158,"Milwaukee Brewers","/api/v1/teams/158",32,"American Family Field","/api/v1/venues/32","/api/v1/game/661280/content",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
663448,"/api/v1.1/game/663448/feed/live","R","2022","2022-05-22T01:07:00Z","2022-05-21",FALSE,1,TRUE,"N","P","N","14-663448-2022-05-21","2022","night",NA,9,FALSE,120,3,2,"Regular Season","S","N","Normal Game",NA,NA,"Final","F","Final","F",FALSE,"FALSE",NA,3,FALSE,FALSE,13,17,25,"0.405",133,"Oakland Athletics","/api/v1/teams/133",5,TRUE,FALSE,13,25,17,"0.595",108,"Los Angeles Angels","/api/v1/teams/108",1,"Angel Stadium","/api/v1/venues/1","/api/v1/game/663448/content",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
663123,"/api/v1.1/game/663123/feed/live","R","2022","2022-05-21T22:10:00Z","2022-07-14",NA,1,TRUE,"N","P","N","14-663123-2022-05-21","2022","night",NA,9,FALSE,120,3,2,"Regular Season","S","N","Normal Game","2022-07-14T23:10:00Z","2022-07-14","Final","D","Postponed","DR",FALSE,"FALSE","Rain",NA,NA,FALSE,13,37,53,"0.411",116,"Detroit Tigers","/api/v1/teams/116",NA,NA,FALSE,13,44,44,"0.5",114,"Cleveland Guardians","/api/v1/teams/114",5,"Progressive Field","/api/v1/venues/5","/api/v1/game/663123/content",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
662479,"/api/v1.1/game/662479/feed/live","R","2022","2022-05-22T15:35:00Z","2022-05-22",FALSE,1,TRUE,"N","P","N","14-662479-2022-05-22","2022","day",NA,9,FALSE,120,3,3,"Regular Season","S","N","Normal Game",NA,NA,"Final","F","Final","F",FALSE,"FALSE",NA,18,TRUE,FALSE,13,23,18,"0.561",138,"St. Louis Cardinals","/api/v1/teams/138",4,FALSE,FALSE,13,16,24,"0.4",134,"Pittsburgh Pirates","/api/v1/teams/134",31,"PNC Park","/api/v1/venues/31","/api/v1/game/662479/content",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
663277,"/api/v1.1/game/663277/feed/live","R","2022","2022-05-22T17:35:00Z","2022-05-22",FALSE,1,TRUE,"N","P","N","14-663277-2022-05-22","2022","day",NA,9,FALSE,120,4,4,"Regular Season","S","N","Normal Game",NA,NA,"Final","F","Final","F",FALSE,"FALSE",NA,4,FALSE,FALSE,13,17,25,"0.405",136,"Seattle Mariners","/api/v1/teams/136",8,TRUE,FALSE,13,19,22,"0.463",111,"Boston Red Sox","/api/v1/teams/111",3,"Fenway Park","/api/v1/venues/3","/api/v1/game/663277/content",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
661279,"/api/v1.1/game/661279/feed/live","R","2022","2022-05-22T17:35:00Z","2022-05-22",FALSE,1,TRUE,"N","P","N","14-661279-2022-05-22","2022","day",NA,9,FALSE,120,3,3,"Regular Season","S","N","Normal Game",NA,NA,"Final","F","Final","F",FALSE,"FALSE",NA,6,FALSE,FALSE,13,24,17,"0.585",139,"Tampa Bay Rays","/api/v1/teams/139",7,TRUE,FALSE,13,17,25,"0.405",110,"Baltimore Orioles","/api/v1/teams/110",2,"Oriole Park at Camden Yards","/api/v1/venues/2","/api/v1/game/661279/content",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
661611,"/api/v1.1/game/661611/feed/live","R","2022","2022-05-22T17:35:00Z","2022-05-22",FALSE,1,TRUE,"N","P","N","14-661611-2022-05-22","2022","day",NA,9,FALSE,120,3,3,"Regular Season","S","N","Normal Game",NA,NA,"Final","F","Final","F",FALSE,"FALSE",NA,3,FALSE,FALSE,13,27,13,"0.675",119,"Los Angeles Dodgers","/api/v1/teams/119",4,TRUE,FALSE,13,19,22,"0.463",143,"Philadelphia Phillies","/api/v1/teams/143",2681,"Citizens Bank Park","/api/v1/venues/2681","/api/v1/game/661611/content",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
661763,"/api/v1.1/game/661763/feed/live","R","2022","2022-05-22T17:37:00Z","2022-05-22",FALSE,1,TRUE,"N","P","N","14-661763-2022-05-22","2022","day",NA,9,FALSE,120,3,3,"Regular Season","S","N","Normal Game",NA,NA,"Final","F","Final","F",FALSE,"FALSE",NA,3,TRUE,FALSE,13,12,28,"0.3",113,"Cincinnati Reds","/api/v1/teams/113",2,FALSE,FALSE,13,22,19,"0.537",141,"Toronto Blue Jays","/api/v1/teams/141",14,"Rogers Centre","/api/v1/venues/14","/api/v1/game/661763/content",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
663120,"/api/v1.1/game/663120/feed/live","R","2022","2022-05-22T17:40:00Z","2022-05-22",FALSE,1,TRUE,"N","P","N","14-663120-2022-05-22","2022","day",NA,9,FALSE,120,2,2,"Regular Season","S","N","Normal Game",NA,NA,"Final","F","Final","F",FALSE,"FALSE",NA,4,TRUE,FALSE,13,14,26,"0.35",116,"Detroit Tigers","/api/v1/teams/116",2,FALSE,FALSE,13,17,20,"0.459",114,"Cleveland Guardians","/api/v1/teams/114",5,"Progressive Field","/api/v1/venues/5","/api/v1/game/663120/content",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
661398,"/api/v1.1/game/661398/feed/live","R","2022","2022-05-22T17:40:00Z","2022-05-22",FALSE,1,TRUE,"N","P","N","14-661398-2022-05-22","2022","day",NA,9,FALSE,120,3,3,"Regular Season","S","N","Normal Game",NA,NA,"Final","F","Final","F",FALSE,"FALSE",NA,3,FALSE,FALSE,13,19,22,"0.463",144,"Atlanta Braves","/api/v1/teams/144",4,TRUE,FALSE,13,18,22,"0.45",146,"Miami Marlins","/api/v1/teams/146",4169,"loanDepot park","/api/v1/venues/4169","/api/v1/game/661398/content",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
662857,"/api/v1.1/game/662857/feed/live","R","2022","2022-05-22T18:10:00Z","2022-05-22",FALSE,1,TRUE,"N","P","N","14-662857-2022-05-22","2022","day",NA,9,FALSE,120,4,4,"Regular Season","S","N","Normal Game",NA,NA,"Final","F","Final","F",FALSE,"FALSE",NA,2,FALSE,FALSE,13,18,22,"0.45",140,"Texas Rangers","/api/v1/teams/140",5,TRUE,FALSE,13,27,15,"0.643",117,"Houston Astros","/api/v1/teams/117",2392,"Minute Maid Park","/api/v1/venues/2392","/api/v1/game/662857/content",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
662712,"/api/v1.1/game/662712/feed/live","R","2022","2022-05-22T18:10:00Z","2022-05-22",FALSE,1,TRUE,"N","P","N","14-662712-2022-05-22","2022","day",NA,9,FALSE,120,3,3,"Regular Season","S","N","Normal Game",NA,NA,"Final","F","Final","F",FALSE,"FALSE",NA,7,TRUE,FALSE,13,25,16,"0.61",142,"Minnesota Twins","/api/v1/teams/142",6,FALSE,FALSE,13,14,26,"0.35",118,"Kansas City Royals","/api/v1/teams/118",7,"Kauffman Stadium","/api/v1/venues/7","/api/v1/game/662712/content",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
661248,"/api/v1.1/game/661248/feed/live","R","2022","2022-05-22T18:10:00Z","2022-05-22",FALSE,1,TRUE,"N","P","N","14-661248-2022-05-22","2022","day",NA,9,FALSE,120,3,3,"Regular Season","S","N","Normal Game",NA,NA,"Final","F","Final","F",FALSE,"FALSE",NA,8,TRUE,FALSE,13,14,28,"0.333",120,"Washington Nationals","/api/v1/teams/120",2,FALSE,FALSE,14,26,15,"0.634",158,"Milwaukee Brewers","/api/v1/teams/158",32,"American Family Field","/api/v1/venues/32","/api/v1/game/661248/content",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
663150,"/api/v1.1/game/663150/feed/live","R","2022","2022-05-22T18:20:00Z","2022-05-22",FALSE,1,TRUE,"N","P","N","14-663150-2022-05-22","2022","day",NA,9,FALSE,120,4,4,"Regular Season","S","N","Normal Game",NA,NA,"Final","F","Final","F",FALSE,"FALSE",NA,4,FALSE,FALSE,13,21,22,"0.488",109,"Arizona Diamondbacks","/api/v1/teams/109",5,TRUE,FALSE,13,16,24,"0.4",112,"Chicago Cubs","/api/v1/teams/112",17,"Wrigley Field","/api/v1/venues/17","/api/v1/game/663150/content",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
661288,"/api/v1.1/game/661288/feed/live","R","2022","2022-05-22T19:05:00Z","2022-05-22",FALSE,1,TRUE,"Y","P","N","14-661288-2022-05-22","2022","day",NA,9,FALSE,120,3,2,"Regular Season","S","N","Normal Game",NA,NA,"Final","F","Final","F",FALSE,"FALSE",NA,3,TRUE,FALSE,13,20,20,"0.5",145,"Chicago White Sox","/api/v1/teams/145",1,FALSE,FALSE,13,29,11,"0.725",147,"New York Yankees","/api/v1/teams/147",3313,"Yankee Stadium","/api/v1/venues/3313","/api/v1/game/661288/content",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
661290,"/api/v1.1/game/661290/feed/live","R","2022","2022-05-22T23:08:00Z","2022-05-22",FALSE,2,TRUE,"Y","P","N","14-661290-2022-05-22","2022","night","Makeup of 5/20 PPD",9,FALSE,145,3,3,"Regular Season","S","N","Normal Game",NA,NA,"Final","F","Final","F",TRUE,"FALSE",NA,5,TRUE,FALSE,13,21,20,"0.512",145,"Chicago White Sox","/api/v1/teams/145",0,FALSE,FALSE,13,29,12,"0.707",147,"New York Yankees","/api/v1/teams/147",3313,"Yankee Stadium","/api/v1/venues/3313","/api/v1/game/661290/content","2022-05-20T23:05:00Z","2022-05-20",NA,NA,NA,NA,NA,NA,NA,NA,NA
662982,"/api/v1.1/game/662982/feed/live","R","2022","2022-05-22T19:10:00Z","2022-05-22",FALSE,1,TRUE,"N","P","N","14-662982-2022-05-22","2022","day",NA,9,FALSE,120,3,3,"Regular Season","S","N","Normal Game",NA,NA,"Final","F","Final","F",FALSE,"FALSE",NA,2,TRUE,FALSE,13,28,15,"0.651",121,"New York Mets","/api/v1/teams/121",0,FALSE,FALSE,13,19,21,"0.475",115,"Colorado Rockies","/api/v1/teams/115",19,"Coors Field","/api/v1/venues/19","/api/v1/game/662982/content",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
662076,"/api/v1.1/game/662076/feed/live","R","2022","2022-05-22T20:05:00Z","2022-05-22",FALSE,1,TRUE,"N","P","N","14-662076-2022-05-22","2022","day",NA,9,FALSE,120,3,3,"Regular Season","S","N","Normal Game",NA,NA,"Final","F","Final","F",FALSE,"FALSE",NA,10,TRUE,FALSE,13,27,14,"0.659",135,"San Diego Padres","/api/v1/teams/135",1,FALSE,FALSE,14,22,18,"0.55",137,"San Francisco Giants","/api/v1/teams/137",2395,"Oracle Park","/api/v1/venues/2395","/api/v1/game/662076/content",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
663447,"/api/v1.1/game/663447/feed/live","R","2022","2022-05-22T20:07:00Z","2022-05-22",FALSE,1,TRUE,"N","P","N","14-663447-2022-05-22","2022","day",NA,9,FALSE,120,3,3,"Regular Season","S","N","Normal Game",NA,NA,"Final","F","Final","F",FALSE,"FALSE",NA,1,FALSE,FALSE,13,17,26,"0.395",133,"Oakland Athletics","/api/v1/teams/133",4,TRUE,FALSE,13,26,17,"0.605",108,"Los Angeles Angels","/api/v1/teams/108",1,"Angel Stadium","/api/v1/venues/1","/api/v1/game/663447/content",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
662455,"/api/v1.1/game/662455/feed/live","R","2022","2022-05-23T22:35:00Z","2022-05-23",FALSE,1,TRUE,"N","P","N","14-662455-2022-05-23","2022","night",NA,9,FALSE,120,3,1,"Regular Season","S","N","Normal Game",NA,NA,"Final","F","Final","F",FALSE,"FALSE",NA,1,FALSE,FALSE,14,19,22,"0.463",115,"Colorado Rockies","/api/v1/teams/115",2,TRUE,FALSE,14,17,24,"0.415",134,"Pittsburgh Pirates","/api/v1/teams/134",31,"PNC Park","/api/v1/venues/31","/api/v1/game/662455/content",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
663073,"/api/v1.1/game/663073/feed/live","R","2022","2022-05-23T22:40:00Z","2022-05-23",FALSE,1,TRUE,"N","P","N","14-663073-2022-05-23","2022","night",NA,9,FALSE,NA,4,1,"Regular Season","S","N","Normal Game",NA,NA,"Final","F","Final","F",FALSE,"FALSE",NA,7,TRUE,FALSE,14,17,24,"0.415",112,"Chicago Cubs","/api/v1/teams/112",4,FALSE,FALSE,14,12,29,"0.293",113,"Cincinnati Reds","/api/v1/teams/113",2602,"Great American Ball Park","/api/v1/venues/2602","/api/v1/game/663073/content",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
