"game_pk","link","gameType","season","gameDate","officialDate","isTie","gameNumber","publicFacing","doubleHeader","gamedayType","tiebreaker","calendarEventID","seasonDisplay","dayNight","description","scheduledInnings","reverseHomeAwayStatus","inningBreakLength","gamesInSeries","seriesGameNumber","seriesDescription","recordSource","ifNecessary","ifNecessaryDescription","status.abstractGameState","status.codedGameState","status.detailedState","status.statusCode","status.startTimeTBD","status.abstractGameCode","status.reason","teams.away.score","teams.away.isWinner","teams.away.splitSquad","teams.away.seriesNumber","teams.away.leagueRecord.wins","teams.away.leagueRecord.losses","teams.away.leagueRecord.pct","teams.away.team.id","teams.away.team.name","teams.away.team.link","teams.home.score","teams.home.isWinner","teams.home.splitSquad","teams.home.seriesNumber","teams.home.leagueRecord.wins","teams.home.leagueRecord.losses","teams.home.leagueRecord.pct","teams.home.team.id","teams.home.team.name","teams.home.team.link","venue.id","venue.name","venue.link","content.link","copyright","totalItems","totalEvents","totalGames","totalGamesInProgress","rescheduleDate","rescheduleGameDate","rescheduledFrom","rescheduledFromDate","resumeDate","resumeGameDate","resumedFrom","resumedFromDate"
566083,"/api/v1.1/game/566083/feed/live","R","2019","2019-03-20T09:35:00Z","2019-03-20",FALSE,1,TRUE,"N","Y","N","14-566083-2019-03-20","2019","night","in Tokyo",9,FALSE,120,2,1,"Regular Season","S","N","Normal Game","Final","F","Final","F",FALSE,"F",NA,9,TRUE,FALSE,1,1,0,"1.000",136,"Seattle Mariners","/api/v1/teams/136",7,FALSE,FALSE,1,0,1,".000",133,"Oakland Athletics","/api/v1/teams/133",2397,"Tokyo Dome","/api/v1/venues/2397","/api/v1/game/566083/content",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
566958,"/api/v1.1/game/566958/feed/live","S","2019","2019-03-20T17:05:00Z","2019-03-20",FALSE,1,TRUE,"N","N","N","14-566958-2019-03-20","2019","day",NA,9,FALSE,120,1,1,"Spring Training","S","N","Normal Game","Final","F","Final","F",FALSE,"F",NA,6,TRUE,FALSE,25,12,12,".500",134,"Pittsburgh Pirates","/api/v1/teams/134",5,FALSE,FALSE,28,13,11,".542",142,"Minnesota Twins","/api/v1/teams/142",2862,"CenturyLink Sports Complex","/api/v1/venues/2862","/api/v1/game/566958/content",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
567055,"/api/v1.1/game/567055/feed/live","S","2019","2019-03-20T17:05:00Z","2019-03-20",FALSE,1,TRUE,"N","N","N","14-567055-2019-03-20","2019","day",NA,9,FALSE,120,1,1,"Spring Training","S","N","Normal Game","Final","F","Final","F",FALSE,"F",NA,3,TRUE,FALSE,26,12,13,".480",116,"Detroit Tigers","/api/v1/teams/116",1,FALSE,FALSE,27,11,12,".478",143,"Philadelphia Phillies","/api/v1/teams/143",2700,"Spectrum Field","/api/v1/venues/2700","/api/v1/game/567055/content",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
566564,"/api/v1.1/game/566564/feed/live","S","2019","2019-03-20T17:05:00Z","2019-03-20",FALSE,1,TRUE,"N","N","N","14-566564-2019-03-20","2019","day",NA,9,FALSE,120,1,1,"Spring Training","S","N","Normal Game","Final","F","Final","F",FALSE,"F",NA,6,TRUE,FALSE,25,15,10,".600",146,"Miami Marlins","/api/v1/teams/146",0,FALSE,FALSE,24,9,14,".391",138,"St. Louis Cardinals","/api/v1/teams/138",2520,"Roger Dean Chevrolet Stadium","/api/v1/venues/2520","/api/v1/game/566564/content",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
565603,"/api/v1.1/game/565603/feed/live","S","2019","2019-03-20T17:05:00Z","2019-03-20",FALSE,1,TRUE,"N","N","N","14-565603-2019-03-20","2019","day",NA,9,FALSE,120,1,1,"Spring Training","S","N","Normal Game","Final","F","Final","F",FALSE,"F",NA,1,FALSE,FALSE,27,15,7,".682",147,"New York Yankees","/api/v1/teams/147",2,TRUE,FALSE,23,14,10,".583",117,"Houston Astros","/api/v1/teams/117",5000,"FITTEAM Ballpark of the Palm Beaches","/api/v1/venues/5000","/api/v1/game/565603/content",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
566862,"/api/v1.1/game/566862/feed/live","S","2019","2019-03-20T17:07:00Z","2019-03-20",FALSE,1,TRUE,"N","N","N","14-566862-2019-03-20","2019","day",NA,9,FALSE,120,1,1,"Spring Training","S","N","Normal Game","Final","F","Final","F",FALSE,"F",NA,8,TRUE,FALSE,26,12,14,".462",144,"Atlanta Braves","/api/v1/teams/144",7,FALSE,FALSE,26,11,12,".478",141,"Toronto Blue Jays","/api/v1/teams/141",2536,"Dunedin Stadium","/api/v1/venues/2536","/api/v1/game/566862/content",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
566758,"/api/v1.1/game/566758/feed/live","S","2019","2019-03-20T20:05:00Z","2019-03-20",FALSE,1,TRUE,"N","N","N","14-566758-2019-03-20","2019","day",NA,9,FALSE,120,1,1,"Spring Training","S","N","Normal Game","Final","F","Final","F",FALSE,"F",NA,6,TRUE,FALSE,25,8,12,".400",113,"Cincinnati Reds","/api/v1/teams/113",1,FALSE,FALSE,28,11,13,".458",140,"Texas Rangers","/api/v1/teams/140",2603,"Surprise Stadium","/api/v1/venues/2603","/api/v1/game/566758/content",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
567260,"/api/v1.1/game/567260/feed/live","S","2019","2019-03-20T20:05:00Z","2019-03-20",FALSE,1,TRUE,"N","N","N","14-567260-2019-03-20","2019","day",NA,9,FALSE,120,1,1,"Spring Training","S","N","Normal Game","Final","F","Final","F",FALSE,"F",NA,11,TRUE,FALSE,27,11,13,".458",109,"Arizona Diamondbacks","/api/v1/teams/109",2,FALSE,FALSE,27,7,16,".304",145,"Chicago White Sox","/api/v1/teams/145",3809,"Camelback Ranch","/api/v1/venues/3809","/api/v1/game/567260/content",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
566272,"/api/v1.1/game/566272/feed/live","S","2019","2019-03-20T20:10:00Z","2019-03-20",FALSE,1,TRUE,"N","N","N","14-566272-2019-03-20","2019","day",NA,9,FALSE,120,1,1,"Spring Training","S","N","Normal Game","Final","F","Final","F",FALSE,"F",NA,10,TRUE,FALSE,27,14,12,".538",158,"Milwaukee Brewers","/api/v1/teams/158",7,FALSE,FALSE,28,15,9,".625",135,"San Diego Padres","/api/v1/teams/135",2530,"Peoria Stadium","/api/v1/venues/2530","/api/v1/game/566272/content",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
564927,"/api/v1.1/game/564927/feed/live","S","2019","2019-03-20T22:05:00Z","2019-03-20",FALSE,1,TRUE,"N","N","N","14-564927-2019-03-20","2019","night",NA,9,FALSE,120,1,1,"Spring Training","S","N","Normal Game","Final","F","Final","F",FALSE,"F",NA,6,TRUE,FALSE,27,9,15,".375",111,"Boston Red Sox","/api/v1/teams/111",4,FALSE,FALSE,26,12,12,".500",110,"Baltimore Orioles","/api/v1/teams/110",2508,"Ed Smith Stadium","/api/v1/venues/2508","/api/v1/game/564927/content",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
565313,"/api/v1.1/game/565313/feed/live","S","2019","2019-03-21T01:05:00Z","2019-03-20",FALSE,1,TRUE,"N","N","N","14-565313-2019-03-20","2019","night",NA,9,FALSE,120,1,1,"Spring Training","S","N","Normal Game","Final","F","Final","F",FALSE,"F",NA,2,FALSE,FALSE,28,12,12,".500",108,"Los Angeles Angels","/api/v1/teams/108",4,TRUE,TRUE,27,14,10,".583",114,"Cleveland Indians","/api/v1/teams/114",3834,"Goodyear Ballpark","/api/v1/venues/3834","/api/v1/game/565313/content",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
565410,"/api/v1.1/game/565410/feed/live","S","2019","2019-03-21T01:40:00Z","2019-03-20",FALSE,1,TRUE,"N","E","N","14-565410-2019-03-20","2019","night",NA,9,FALSE,120,1,1,"Spring Training","S","N","Normal Game","Final","F","Final","F",FALSE,"F",NA,8,TRUE,FALSE,28,15,12,".556",118,"Kansas City Royals","/api/v1/teams/118",7,FALSE,FALSE,27,11,14,".440",115,"Colorado Rockies","/api/v1/teams/115",4249,"Salt River Fields at Talking Stick","/api/v1/venues/4249","/api/v1/game/565410/content",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
565121,"/api/v1.1/game/565121/feed/live","S","2019","2019-03-21T02:05:00Z","2019-03-20",TRUE,1,TRUE,"N","N","N","14-565121-2019-03-20","2019","night",NA,9,FALSE,120,1,1,"Spring Training","S","N","Normal Game","Final","F","Final","FT",FALSE,"F","Tied",4,NA,FALSE,26,12,11,".522",119,"Los Angeles Dodgers","/api/v1/teams/119",4,NA,FALSE,27,15,11,".577",112,"Chicago Cubs","/api/v1/teams/112",4629,"Sloan Park","/api/v1/venues/4629","/api/v1/game/565121/content",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
566466,"/api/v1.1/game/566466/feed/live","S","2019","2019-03-21T02:05:00Z","2019-03-20",FALSE,2,TRUE,"N","N","N","14-566466-2019-03-20","2019","night",NA,9,FALSE,120,1,1,"Spring Training","S","N","Normal Game","Final","F","Final","F",FALSE,"F",NA,0,FALSE,TRUE,28,14,11,".560",114,"Cleveland Indians","/api/v1/teams/114",13,TRUE,FALSE,26,11,12,".478",137,"San Francisco Giants","/api/v1/teams/137",2532,"Scottsdale Stadium","/api/v1/venues/2532","/api/v1/game/566466/content",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
566084,"/api/v1.1/game/566084/feed/live","R","2019","2019-03-21T09:35:00Z","2019-03-21",FALSE,1,TRUE,"N","Y","N","14-566084-2019-03-21","2019","night","in Tokyo",9,FALSE,120,2,2,"Regular Season","S","N","Normal Game","Final","F","Final","F",FALSE,"F",NA,5,TRUE,FALSE,1,2,0,"1.000",136,"Seattle Mariners","/api/v1/teams/136",4,FALSE,FALSE,1,0,2,".000",133,"Oakland Athletics","/api/v1/teams/133",2397,"Tokyo Dome","/api/v1/venues/2397","/api/v1/game/566084/content",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
565507,"/api/v1.1/game/565507/feed/live","S","2019","2019-03-21T17:05:00Z","2019-03-21",FALSE,1,TRUE,"N","N","N","14-565507-2019-03-21","2019","day",NA,9,FALSE,120,1,1,"Spring Training","S","N","Normal Game","Final","F","Final","F",FALSE,"F",NA,3,FALSE,FALSE,24,14,11,".560",117,"Houston Astros","/api/v1/teams/117",5,TRUE,FALSE,27,13,13,".500",116,"Detroit Tigers","/api/v1/teams/116",2511,"Publix Field at Joker Marchant Stadium","/api/v1/venues/2511","/api/v1/game/565507/content",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
566178,"/api/v1.1/game/566178/feed/live","S","2019","2019-03-21T17:05:00Z","2019-03-21",FALSE,1,TRUE,"N","N","N","14-566178-2019-03-21","2019","day",NA,9,FALSE,120,1,1,"Spring Training","S","N","Normal Game","Final","F","Final","F",FALSE,"F",NA,5,FALSE,FALSE,27,12,13,".480",110,"Baltimore Orioles","/api/v1/teams/110",7,TRUE,FALSE,26,13,12,".520",134,"Pittsburgh Pirates","/api/v1/teams/134",2526,"LECOM Park","/api/v1/venues/2526","/api/v1/game/566178/content",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
567056,"/api/v1.1/game/567056/feed/live","S","2019","2019-03-21T17:05:00Z","2019-03-21",FALSE,1,TRUE,"N","N","N","14-567056-2019-03-21","2019","day",NA,9,FALSE,120,1,1,"Spring Training","S","N","Normal Game","Final","F","Final","F",FALSE,"F",NA,6,FALSE,FALSE,27,11,13,".458",141,"Toronto Blue Jays","/api/v1/teams/141",13,TRUE,FALSE,28,12,12,".500",143,"Philadelphia Phillies","/api/v1/teams/143",2700,"Spectrum Field","/api/v1/venues/2700","/api/v1/game/567056/content",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
566661,"/api/v1.1/game/566661/feed/live","S","2019","2019-03-21T17:05:00Z","2019-03-21",FALSE,1,TRUE,"N","N","N","14-566661-2019-03-21","2019","day",NA,9,FALSE,120,1,1,"Spring Training","S","N","Normal Game","Final","F","Final","F",FALSE,"F",NA,1,FALSE,FALSE,27,12,15,".444",144,"Atlanta Braves","/api/v1/teams/144",8,TRUE,TRUE,27,11,13,".458",139,"Tampa Bay Rays","/api/v1/teams/139",2534,"Charlotte Sports Park","/api/v1/venues/2534","/api/v1/game/566661/content",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
566565,"/api/v1.1/game/566565/feed/live","S","2019","2019-03-21T17:05:00Z","2019-03-21",FALSE,1,TRUE,"N","N","N","14-566565-2019-03-21","2019","day",NA,9,FALSE,120,1,1,"Spring Training","S","N","Normal Game","Final","F","Final","F",FALSE,"F",NA,3,FALSE,FALSE,28,15,8,".652",147,"New York Yankees","/api/v1/teams/147",11,TRUE,TRUE,25,10,14,".417",138,"St. Louis Cardinals","/api/v1/teams/138",2520,"Roger Dean Chevrolet Stadium","/api/v1/venues/2520","/api/v1/game/566565/content",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
565987,"/api/v1.1/game/565987/feed/live","S","2019","2019-03-21T17:10:00Z","2019-03-21",FALSE,1,TRUE,"N","N","N","14-565987-2019-03-21","2019","day",NA,9,FALSE,120,1,1,"Spring Training","S","N","Normal Game","Final","F","Final","F",FALSE,"F",NA,0,FALSE,FALSE,26,15,11,".577",146,"Miami Marlins","/api/v1/teams/146",6,TRUE,FALSE,24,10,14,".417",121,"New York Mets","/api/v1/teams/121",2856,"First Data Field","/api/v1/venues/2856","/api/v1/game/565987/content",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
565218,"/api/v1.1/game/565218/feed/live","S","2019","2019-03-21T20:05:00Z","2019-03-21",FALSE,1,TRUE,"N","N","N","14-565218-2019-03-21","2019","day",NA,9,FALSE,120,1,1,"Spring Training","S","N","Normal Game","Final","F","Final","F",FALSE,"F",NA,14,TRUE,FALSE,29,16,12,".571",118,"Kansas City Royals","/api/v1/teams/118",6,FALSE,TRUE,26,8,13,".381",113,"Cincinnati Reds","/api/v1/teams/113",3834,"Goodyear Ballpark","/api/v1/venues/3834","/api/v1/game/565218/content",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
565122,"/api/v1.1/game/565122/feed/live","S","2019","2019-03-21T20:05:00Z","2019-03-21",TRUE,1,TRUE,"N","N","N","14-565122-2019-03-21","2019","day",NA,9,FALSE,120,1,1,"Spring Training","S","N","Normal Game","Final","F","Final","FT",FALSE,"F","Tied",5,NA,FALSE,27,11,12,".478",137,"San Francisco Giants","/api/v1/teams/137",5,NA,FALSE,28,15,11,".577",112,"Chicago Cubs","/api/v1/teams/112",4629,"Sloan Park","/api/v1/venues/4629","/api/v1/game/565122/content",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
566759,"/api/v1.1/game/566759/feed/live","S","2019","2019-03-21T20:05:00Z","2019-03-21",FALSE,1,TRUE,"N","N","N","14-566759-2019-03-21","2019","day",NA,9,FALSE,120,1,1,"Spring Training","S","N","Normal Game","Final","F","Final","F",FALSE,"F",NA,3,FALSE,FALSE,29,14,12,".538",114,"Cleveland Indians","/api/v1/teams/114",7,TRUE,TRUE,29,12,13,".480",140,"Texas Rangers","/api/v1/teams/140",2603,"Surprise Stadium","/api/v1/venues/2603","/api/v1/game/566759/content",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
567261,"/api/v1.1/game/567261/feed/live","S","2019","2019-03-21T20:05:00Z","2019-03-21",FALSE,2,TRUE,"N","N","N","14-567261-2019-03-21","2019","day",NA,9,FALSE,120,1,1,"Spring Training","S","N","Normal Game","Final","F","Final","F",FALSE,"F",NA,2,FALSE,TRUE,30,12,14,".462",140,"Texas Rangers","/api/v1/teams/140",12,TRUE,FALSE,28,8,16,".333",145,"Chicago White Sox","/api/v1/teams/145",3809,"Camelback Ranch","/api/v1/venues/3809","/api/v1/game/567261/content",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
567549,"/api/v1.1/game/567549/feed/live","S","2019","2019-03-21T20:05:00Z","2019-03-21",FALSE,1,TRUE,"N","N","N","14-567549-2019-03-21","2019","day",NA,9,FALSE,120,1,1,"Spring Training","S","N","Normal Game","Final","F","Final","F",FALSE,"F",NA,5,FALSE,FALSE,27,12,12,".500",119,"Los Angeles Dodgers","/api/v1/teams/119",11,TRUE,FALSE,28,15,12,".556",158,"Milwaukee Brewers","/api/v1/teams/158",2518,"American Family Fields of Phoenix","/api/v1/venues/2518","/api/v1/game/567549/content",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
564829,"/api/v1.1/game/564829/feed/live","S","2019","2019-03-21T20:10:00Z","2019-03-21",FALSE,1,TRUE,"N","E","N","14-564829-2019-03-21","2019","day",NA,9,FALSE,120,1,1,"Spring Training","S","N","Normal Game","Final","F","Final","F",FALSE,"F",NA,2,TRUE,FALSE,29,13,12,".520",108,"Los Angeles Angels","/api/v1/teams/108",1,FALSE,FALSE,28,11,14,".440",109,"Arizona Diamondbacks","/api/v1/teams/109",4249,"Salt River Fields at Talking Stick","/api/v1/venues/4249","/api/v1/game/564829/content",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
565025,"/api/v1.1/game/565025/feed/live","S","2019","2019-03-21T22:05:00Z","2019-03-21",FALSE,2,TRUE,"N","N","N","14-565025-2019-03-21","2019","night",NA,9,FALSE,120,1,1,"Spring Training","S","N","Normal Game","Final","F","Final","F",FALSE,"F",NA,0,FALSE,TRUE,28,11,14,".440",139,"Tampa Bay Rays","/api/v1/teams/139",8,TRUE,FALSE,28,10,15,".400",111,"Boston Red Sox","/api/v1/teams/111",4309,"JetBlue Park","/api/v1/venues/4309","/api/v1/game/565025/content",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
565893,"/api/v1.1/game/565893/feed/live","S","2019","2019-03-21T22:35:00Z","2019-03-21",FALSE,2,TRUE,"N","N","N","14-565893-2019-03-21","2019","night",NA,9,FALSE,120,1,1,"Spring Training","S","N","Normal Game","Final","F","Final","F",FALSE,"F",NA,1,FALSE,TRUE,26,10,15,".400",138,"St. Louis Cardinals","/api/v1/teams/138",7,TRUE,FALSE,26,16,10,".615",120,"Washington Nationals","/api/v1/teams/120",5000,"FITTEAM Ballpark of the Palm Beaches","/api/v1/venues/5000","/api/v1/game/565893/content",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
566368,"/api/v1.1/game/566368/feed/live","S","2019","2019-03-22T01:40:00Z","2019-03-21",FALSE,2,TRUE,"N","N","N","14-566368-2019-03-21","2019","night",NA,9,FALSE,120,1,1,"Spring Training","S","N","Normal Game","Final","F","Final","F",FALSE,"F",NA,3,FALSE,TRUE,27,8,14,".364",113,"Cincinnati Reds","/api/v1/teams/113",6,TRUE,FALSE,22,9,9,".500",136,"Seattle Mariners","/api/v1/teams/136",2530,"Peoria Stadium","/api/v1/venues/2530","/api/v1/game/566368/content",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
566662,"/api/v1.1/game/566662/feed/live","S","2019","2019-03-22T17:05:00Z","2019-03-22",FALSE,1,TRUE,"N","N","N","14-566662-2019-03-22","2019","day",NA,9,FALSE,120,1,1,"Spring Training","S","N","Normal Game","Final","F","Final","F",FALSE,"F",NA,2,FALSE,FALSE,27,13,13,".500",134,"Pittsburgh Pirates","/api/v1/teams/134",3,TRUE,FALSE,29,12,14,".462",139,"Tampa Bay Rays","/api/v1/teams/139",2534,"Charlotte Sports Park","/api/v1/venues/2534","/api/v1/game/566662/content",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
565988,"/api/v1.1/game/565988/feed/live","S","2019","2019-03-22T17:10:00Z","2019-03-22",FALSE,1,TRUE,"N","N","N","14-565988-2019-03-22","2019","day",NA,9,FALSE,120,1,1,"Spring Training","S","N","Normal Game","Final","F","Final","F",FALSE,"F",NA,15,TRUE,FALSE,27,11,15,".423",138,"St. Louis Cardinals","/api/v1/teams/138",5,FALSE,TRUE,25,10,15,".400",121,"New York Mets","/api/v1/teams/121",2856,"First Data Field","/api/v1/venues/2856","/api/v1/game/565988/content",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
565796,"/api/v1.1/game/565796/feed/live","S","2019","2019-03-22T20:05:00Z","2019-03-22",FALSE,1,TRUE,"N","N","N","14-565796-2019-03-22","2019","day",NA,9,FALSE,120,1,1,"Spring Training","S","N","Normal Game","Final","F","Final","F",FALSE,"F",NA,10,TRUE,FALSE,29,12,14,".462",109,"Arizona Diamondbacks","/api/v1/teams/109",4,FALSE,FALSE,28,12,13,".480",119,"Los Angeles Dodgers","/api/v1/teams/119",3809,"Camelback Ranch","/api/v1/venues/3809","/api/v1/game/565796/content",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
565123,"/api/v1.1/game/565123/feed/live","S","2019","2019-03-22T20:05:00Z","2019-03-22",FALSE,1,TRUE,"N","N","N","14-565123-2019-03-22","2019","day",NA,9,FALSE,120,1,1,"Spring Training","S","N","Normal Game","Final","F","Final","F",FALSE,"F",NA,3,FALSE,FALSE,31,12,15,".444",140,"Texas Rangers","/api/v1/teams/140",7,TRUE,TRUE,29,16,11,".593",112,"Chicago Cubs","/api/v1/teams/112",4629,"Sloan Park","/api/v1/venues/4629","/api/v1/game/565123/content",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
567550,"/api/v1.1/game/567550/feed/live","S","2019","2019-03-22T20:05:00Z","2019-03-22",FALSE,1,TRUE,"N","N","N","14-567550-2019-03-22","2019","day",NA,9,FALSE,120,1,1,"Spring Training","S","N","Normal Game","Final","F","Final","F",FALSE,"F",NA,4,FALSE,FALSE,28,8,15,".348",113,"Cincinnati Reds","/api/v1/teams/113",6,TRUE,FALSE,29,16,12,".571",158,"Milwaukee Brewers","/api/v1/teams/158",2518,"American Family Fields of Phoenix","/api/v1/venues/2518","/api/v1/game/567550/content",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
564731,"/api/v1.1/game/564731/feed/live","S","2019","2019-03-22T20:10:00Z","2019-03-22",FALSE,1,TRUE,"N","N","N","14-564731-2019-03-22","2019","day",NA,9,FALSE,120,1,1,"Spring Training","S","N","Normal Game","Final","F","Final","F",FALSE,"F",NA,4,FALSE,FALSE,29,8,17,".320",145,"Chicago White Sox","/api/v1/teams/145",5,TRUE,TRUE,30,14,12,".538",108,"Los Angeles Angels","/api/v1/teams/108",2500,"Tempe Diablo Stadium","/api/v1/venues/2500","/api/v1/game/564731/content",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
565604,"/api/v1.1/game/565604/feed/live","S","2019","2019-03-22T22:05:00Z","2019-03-22",FALSE,2,TRUE,"N","N","N","14-565604-2019-03-22","2019","night",NA,9,FALSE,120,1,1,"Spring Training","S","N","Normal Game","Final","F","Final","F",FALSE,"F",NA,3,FALSE,TRUE,26,10,16,".385",121,"New York Mets","/api/v1/teams/121",7,TRUE,FALSE,25,15,11,".577",117,"Houston Astros","/api/v1/teams/117",5000,"FITTEAM Ballpark of the Palm Beaches","/api/v1/venues/5000","/api/v1/game/565604/content",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
566959,"/api/v1.1/game/566959/feed/live","S","2019","2019-03-22T22:05:00Z","2019-03-22",FALSE,1,TRUE,"N","N","N","14-566959-2019-03-22","2019","night",NA,9,FALSE,120,1,1,"Spring Training","S","N","Normal Game","Final","F","Final","F",FALSE,"F",NA,10,TRUE,FALSE,29,11,15,".423",111,"Boston Red Sox","/api/v1/teams/111",6,FALSE,FALSE,29,13,12,".520",142,"Minnesota Twins","/api/v1/teams/142",2862,"CenturyLink Sports Complex","/api/v1/venues/2862","/api/v1/game/566959/content",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
567154,"/api/v1.1/game/567154/feed/live","S","2019","2019-03-22T22:05:00Z","2019-03-22",FALSE,1,TRUE,"N","N","N","14-567154-2019-03-22","2019","night",NA,9,FALSE,120,1,1,"Spring Training","S","N","Normal Game","Final","F","Final","F",FALSE,"F",NA,3,FALSE,FALSE,28,13,14,".481",116,"Detroit Tigers","/api/v1/teams/116",4,TRUE,FALSE,28,13,15,".464",144,"Atlanta Braves","/api/v1/teams/144",2504,"Champion Stadium","/api/v1/venues/2504","/api/v1/game/567154/content",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
566863,"/api/v1.1/game/566863/feed/live","S","2019","2019-03-22T22:07:00Z","2019-03-22",FALSE,1,TRUE,"N","N","N","14-566863-2019-03-22","2019","night",NA,9,FALSE,120,1,1,"Spring Training","S","N","Normal Game","Final","F","Final","F",FALSE,"F",NA,0,FALSE,FALSE,28,12,14,".462",110,"Baltimore Orioles","/api/v1/teams/110",4,TRUE,FALSE,28,12,13,".480",141,"Toronto Blue Jays","/api/v1/teams/141",2536,"Dunedin Stadium","/api/v1/venues/2536","/api/v1/game/566863/content",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
567454,"/api/v1.1/game/567454/feed/live","S","2019","2019-03-22T22:35:00Z","2019-03-22",FALSE,1,TRUE,"N","N","N","14-567454-2019-03-22","2019","night",NA,9,FALSE,120,1,1,"Spring Training","S","N","Normal Game","Final","F","Final","F",FALSE,"F",NA,3,FALSE,FALSE,29,12,13,".480",143,"Philadelphia Phillies","/api/v1/teams/143",6,TRUE,FALSE,29,16,8,".667",147,"New York Yankees","/api/v1/teams/147",2523,"George M. Steinbrenner Field","/api/v1/venues/2523","/api/v1/game/567454/content",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
567357,"/api/v1.1/game/567357/feed/live","S","2019","2019-03-22T23:05:00Z","2019-03-22",TRUE,1,TRUE,"N","N","N","14-567357-2019-03-22","2019","night",NA,9,FALSE,120,1,1,"Spring Training","S","N","Normal Game","Final","F","Final","FT",FALSE,"F","Tied",5,NA,FALSE,27,16,10,".615",120,"Washington Nationals","/api/v1/teams/120",5,NA,FALSE,27,15,11,".577",146,"Miami Marlins","/api/v1/teams/146",2520,"Roger Dean Chevrolet Stadium","/api/v1/venues/2520","/api/v1/game/567357/content",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
565314,"/api/v1.1/game/565314/feed/live","S","2019","2019-03-23T01:05:00Z","2019-03-22",FALSE,2,TRUE,"N","N","N","14-565314-2019-03-22","2019","night",NA,9,FALSE,120,1,1,"Spring Training","S","N","Normal Game","Final","F","Final","F",FALSE,"F",NA,3,FALSE,TRUE,30,16,12,".571",112,"Chicago Cubs","/api/v1/teams/112",8,TRUE,FALSE,30,15,12,".556",114,"Cleveland Indians","/api/v1/teams/114",3834,"Goodyear Ballpark","/api/v1/venues/3834","/api/v1/game/565314/content",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
