Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,PlayerId
"Aaron Judge","NYY",154,661,554,157,83,25,1,48,106,115,96,10,173,7,4,1,11,8,3,0.283412,0.144472,0.261568,0.552328,0.392559,0.591456,0.414323,0.984016,0.308045,3.63152,0.324185,,-0.246393,130.589,54.9406,176.202,-0.246393,-0.9,56.48347717523575,-7.5293048620224,7.34827,4.460000038146973,,,,"15640"
"Mike Trout","LAA",152,657,551,149,72,28,3,45,105,110,90,10,178,11,4,1,7,3,1,0.269505,0.13721,0.27096,0.506386,0.381008,0.577853,0.404171,0.958861,0.308348,3.73762,0.311742,,-0.552573,124.511,49.3123,166.419,-0.552573,-4.33,48.60063272714615,-2.583217740058899,7.02679,21.809999465942383,,,,"10155"
"Juan Soto","SDP",154,665,529,147,89,28,2,28,100,88,127,10,98,4,4,0,15,8,3,0.277921,0.191749,0.147601,1.2991,0.419322,0.500127,0.396753,0.91945,0.222207,4.01991,0.292105,,-0.572084,122.006,45.9542,162.334,-0.572084,-1.51,47.595789551734924,-10.140604734420776,6.27801,9.920000076293945,,,,"20123"
"Mookie Betts","LAD",154,661,577,158,89,35,3,32,98,94,69,1,107,9,5,1,9,13,4,0.27437,0.104775,0.161248,0.649777,0.357876,0.512286,0.374209,0.870163,0.237916,5.00627,0.284254,,0.507514,109.406,33.833,144.847,0.507514,6.11,34.94386965036392,-0.9195647239685059,5.903,10.8100004196167,,,,"13611"
"José Ramírez","CLE",151,641,560,151,82,35,4,30,92,93,68,12,82,6,6,0,8,23,7,0.269276,0.106838,0.128222,0.833224,0.351747,0.504895,0.362484,0.856641,0.235618,5.76651,0.266737,,1.31836,100.192,26.8587,138.677,1.31836,5.73,29.230899453163147,6.45663595199585,5.88776,2.9600000381469727,,,,"13510"
"Yordan Alvarez","HOU",139,606,521,150,80,32,2,36,91,100,73,8,129,6,5,0,11,0,0,0.287233,0.120804,0.213475,0.565892,0.378074,0.560632,0.397301,0.938706,0.273399,2.41105,0.31574,,-0.621709,111.423,42.1324,163.987,-0.621709,1.54,43.010992884635925,-7.888294219970703,5.71043,10.420000076293945,,,,"19556"
"Nolan Arenado","STL",156,666,599,160,94,32,2,32,85,95,56,5,88,5,6,1,10,4,1,0.266841,0.0837108,0.132323,0.632625,0.331094,0.485368,0.349437,0.816461,0.218526,3.4096,0.263971,,-0.296462,97.2439,21.0128,129.692,-0.296462,6.08,22.701491117477417,7.885555386543274,5.5624,34.77000045776367,,,,"9777"
"Will Smith","LAD",136,544,472,123,70,25,2,25,72,77,56,3,100,11,5,1,8,1,0,0.259827,0.102507,0.183328,0.559142,0.347604,0.480579,0.356763,0.828183,0.220752,3.18818,0.277074,,-0.449666,82.6116,20.3349,132.922,-0.449666,8.42,20.38249644637108,13.81682538986206,5.51134,58.08000183105469,,,,"19197"
"Julio Rodríguez","SEA",149,631,567,157,98,29,3,27,88,80,50,5,156,9,3,1,11,21,5,0.277551,0.0797593,0.246687,0.323321,0.344323,0.485041,0.356716,0.829364,0.20749,5.85108,0.335825,,1.55422,95.6581,23.5284,139.564,1.55422,-0.74,29.638574361801147,1.559382677078247,5.38122,4,,,,"23697"
"Alex Bregman","HOU",154,669,569,149,90,34,1,24,88,83,83,2,85,9,7,1,12,1,0,0.262556,0.124637,0.126806,0.982893,0.361907,0.455262,0.356032,0.817169,0.192705,2.62681,0.267885,,-0.602469,101.146,24.6043,134.864,-0.602469,1.88,25.65913724899292,3.856283187866211,5.33337,81.45999908447266,,,,"17678"
"J.T. Realmuto","PHI",138,544,486,130,81,25,4,21,74,67,42,2,120,9,4,1,9,14,3,0.267395,0.0780979,0.219666,0.35553,0.335567,0.461427,0.344933,0.796994,0.194032,5.70015,0.312123,,0.96816,77.4568,15.211,121.713,0.96816,8.85,14.700938701629639,16.861464500427246,5.23352,26.040000915527344,,,,"11739"
"Fernando Tatis Jr.","SDP",125,539,474,131,69,25,2,34,90,87,56,3,140,6,3,1,8,23,6,0.276679,0.103443,0.258941,0.399484,0.357823,0.55661,0.388656,0.914433,0.279932,6.01246,0.319558,,1.73903,95.4233,33.781,156.8,1.73903,0.45,37.314294934272766,-6.119068920612335,5.17636,18.5,,,,"19709"
"Corey Seager","TEX",143,603,533,146,88,30,2,27,76,84,58,5,99,6,5,0,12,1,0,0.27482,0.0967466,0.163787,0.590686,0.350111,0.489714,0.36067,0.839826,0.214894,2.36627,0.289619,,-0.561758,93.3927,24.4,137.506,-0.561758,0.42,24.903816401958466,5.0341977179050446,5.15736,66.2300033569336,,,,"13624"
"Xander Bogaerts","SDP",151,651,577,159,106,32,1,20,82,80,60,2,123,6,5,1,14,5,1,0.275319,0.0918362,0.18953,0.484547,0.346993,0.437941,0.342079,0.784933,0.162622,3.51854,0.316751,,-0.224039,91.1686,16.7176,124.964,-0.224039,1.44,18.66060797870159,7.929612159729004,5.08785,91.19000244140625,,,,"12161"
"Jose Altuve","HOU",149,648,574,160,101,30,2,27,91,84,63,1,101,6,3,1,14,10,3,0.278496,0.0969418,0.155139,0.624869,0.354151,0.476469,0.360265,0.83062,0.197974,4.182,0.29592,,0.101688,100.131,26.0065,137.851,0.101688,-1.4,27.713229425251484,0.09959733486175537,5.08404,43.27000045776367,,,,"5417"
"Manny Machado","SDP",156,672,597,160,98,28,1,32,89,97,66,8,127,3,5,1,11,10,3,0.267477,0.0975581,0.189251,0.515496,0.340378,0.480953,0.351083,0.821331,0.213475,3.96877,0.288021,,0.197075,98.9156,22.0629,131.119,0.197075,-0.67,24.496931314468384,1.1355554461479187,5.06136,16.040000915527344,,,,"11493"
"Trea Turner","PHI",156,665,609,174,116,32,5,22,94,78,46,1,122,5,4,1,12,28,6,0.285349,0.0684588,0.182889,0.374318,0.33779,0.460086,0.345533,0.797875,0.174736,6.28639,0.32369,,2.41739,94.9551,18.902,122.124,2.41739,-0.64,19.513322830200195,6.331450343132019,5.05899,2.190000057220459,,,,"16252"
"Austin Riley","ATL",156,670,598,164,94,32,2,36,94,101,55,2,160,11,5,1,11,1,0,0.274817,0.082607,0.238819,0.345898,0.344765,0.51498,0.368574,0.859745,0.240163,2.69014,0.315487,,-0.603856,107.969,31.3165,136.875,-0.603856,-5.71,28.11631727218628,-3.3025927543640137,4.96923,21.5,,,,"18360"
"Carlos Correa","MIN",146,636,560,149,98,27,1,23,80,83,65,2,131,5,5,1,13,0,0,0.26656,0.101626,0.206295,0.492625,0.344788,0.443679,0.343634,0.788466,0.177118,1.79826,0.306519,,-0.677916,89.8712,17.1215,128.186,-0.677916,0.47,20.156566262245178,4.9508568942546844,4.8797,125.5,,,,"14162"
"Vladimir Guerrero Jr.","TOR",154,660,581,169,102,33,1,33,95,99,67,7,104,7,4,1,16,6,2,0.291071,0.102296,0.157341,0.650157,0.369169,0.523239,0.381369,0.892409,0.232168,3.49358,0.303472,,-0.309244,112.995,37.5347,152.81,-0.309244,-1.21,38.90833482146263,-13.876192092895508,4.83106,11.850000381469727,,,,"19611"
"Wander Franco","TBR",144,615,557,159,106,34,6,13,75,70,49,2,62,4,5,1,13,10,3,0.284923,0.0791487,0.10095,0.784038,0.343407,0.435801,0.338514,0.779208,0.150878,5.15309,0.299141,,0.133567,84.3483,14.0458,126.978,0.133567,1.04,18.79872018098831,6.9576029777526855,4.75654,91.69000244140625,,,,"23667"
"Francisco Lindor","NYM",156,678,603,151,96,28,2,25,86,85,60,3,125,7,6,1,12,13,4,0.250987,0.0880328,0.18397,0.478517,0.322951,0.429692,0.326914,0.752642,0.178705,4.68705,0.275213,,0.416559,86.8516,9.25192,116.757,0.416559,1.64,13.629041522741318,8.86222231388092,4.75458,31.920000076293945,,,,"12916"
"Brandon Nimmo","NYM",144,629,535,143,95,28,5,14,84,64,75,0,118,14,3,2,15,5,2,0.266694,0.120015,0.186941,0.641996,0.369881,0.418333,0.349398,0.788213,0.151639,4.63806,0.316008,,-0.458595,91.7524,19.811,132.125,-0.458595,-1.44,23.024140000343323,0.7822220325469971,4.71817,174.3800048828125,,,,"12927"
"Rafael Devers","BOS",156,668,598,166,95,36,2,33,91,100,59,8,128,6,4,0,13,4,2,0.277425,0.088635,0.191061,0.463908,0.346423,0.509004,0.364629,0.855427,0.231579,3.39813,0.30163,,-0.582122,105.482,29.1097,134.707,-0.582122,-0.68,25.503218710422516,-1.8837037682533264,4.70936,20.8799991607666,,,,"17350"
"Bryan Reynolds","PIT",154,657,578,160,101,29,5,25,86,88,65,5,140,9,4,0,12,6,2,0.277311,0.0994772,0.212399,0.468351,0.357492,0.475523,0.359562,0.833015,0.198212,4.42858,0.323403,,-0.417879,101.165,26.0031,132.647,-0.417879,-3.95,24.514416128396988,-1.7735869884490967,4.7056,93.91999816894531,,,,"19326"
"Ronald Acuña Jr.","ATL",147,635,546,147,89,29,2,26,98,75,74,5,149,11,4,1,9,34,9,0.268529,0.116761,0.235008,0.496838,0.3649,0.472149,0.362706,0.837049,0.20362,6.2131,0.322529,,2.50827,99.3852,26.7246,132.865,2.50827,2.38,26.771820545196533,-3.8272647857666016,4.64986,2.2699999809265137,,,,"18401"
"Freddie Freeman","LAD",156,668,577,170,110,35,3,23,92,87,79,10,103,6,5,0,13,9,3,0.294692,0.117916,0.153792,0.766727,0.382505,0.481409,0.371616,0.863914,0.186717,3.9567,0.323176,,-0.401071,109.182,32.8137,143.074,-0.401071,0.55,33.02236431837082,-11.487036883831024,4.61624,13.920000076293945,,,,"5361"
"Paul Goldschmidt","STL",156,666,582,159,98,29,2,30,93,91,73,1,141,5,4,1,12,7,2,0.273207,0.109651,0.211117,0.519385,0.356426,0.482789,0.363515,0.839215,0.209583,3.92694,0.310888,,-0.148243,104.697,28.4658,139.314,-0.148243,2.72,30.30276468396187,-9.517654657363892,4.53323,26.040000915527344,,,,"9218"
"Pete Alonso","NYM",154,671,585,154,87,28,1,38,91,108,66,10,131,14,5,1,12,4,1,0.263699,0.0989827,0.194971,0.507678,0.349962,0.508433,0.365222,0.858395,0.244733,3.09381,0.276587,,-0.360901,106.377,29.5855,142.941,-0.360901,-0.97,33.14390894770622,-13.00281310081482,4.48289,19.229999542236328,,,,"19251"
"Willy Adames","MIL",146,622,560,141,83,27,2,30,79,83,55,2,169,3,3,1,9,7,3,0.250951,0.088276,0.271083,0.325642,0.319342,0.463102,0.33802,0.782444,0.212151,3.90442,0.303763,,-0.230206,85.1803,13.9805,117.959,-0.230206,1.29,12.761751621961594,8.049259185791016,4.3808,98.5,,,,"15986"
"Kyle Tucker","HOU",152,662,590,155,85,35,4,31,95,91,62,5,113,3,6,0,8,20,4,0.262218,0.0935753,0.170578,0.548579,0.332742,0.490636,0.351983,0.823378,0.228418,5.86739,0.273938,,1.69087,97.952,22.2156,132.006,1.69087,2.2,25.54638922214508,-4.9368531703948975,4.37476,5.920000076293945,,,,"18345"
"Shohei Ohtani","LAA",146,629,544,148,81,27,5,35,100,90,75,11,160,5,4,0,9,21,7,0.271529,0.119905,0.254631,0.470897,0.362699,0.530738,0.377931,0.893438,0.259209,6.17191,0.319405,,0.562929,106.092,34.0934,147.902,0.562929,0,34.503984332084656,-13.143004417419434,4.34455,9.880000114440918,,,,"19755"
"Byron Buxton","MIN",130,554,497,124,60,26,3,34,83,84,45,0,158,8,3,1,6,11,2,0.249508,0.0814936,0.286157,0.284786,0.320391,0.521769,0.360266,0.84216,0.272261,5.87075,0.292196,,0.78731,85.5681,22.2244,138.673,0.78731,2.38,24.8953994512558,-1.6323456764221191,4.29162,110.6500015258789,,,,"14161"
"Adley Rutschman","BAL",138,545,472,118,74,27,2,14,64,59,63,1,101,6,4,0,10,3,1,0.249836,0.116344,0.185407,0.627504,0.343484,0.407262,0.331097,0.750746,0.157426,3.29797,0.287283,,-0.418361,71.6122,9.24738,116.931,-0.418361,8.09,9.972718894481659,13.02573013305664,4.23526,64.91999816894531,,,,"26288"
"Sean Murphy","ATL",141,567,501,125,75,28,1,21,70,70,51,1,124,11,4,1,11,0,0,0.248978,0.0896236,0.218645,0.409904,0.328616,0.433422,0.332514,0.762038,0.184444,2.29298,0.28835,,-0.537373,75.1665,10.2624,112.228,-0.537373,8.85,7.526721000671387,13.426948070526123,4.20162,124.30999755859375,,,,"19352"
"Marcus Semien","TEX",156,658,590,148,89,31,3,26,84,79,56,0,121,3,5,1,8,16,5,0.2511,0.0856595,0.184645,0.463914,0.317455,0.445796,0.331307,0.763251,0.194696,5.18162,0.272719,,0.846648,86.5347,11.2699,116.785,0.846648,1.5,13.279038488864899,4.459104776382446,4.05951,34.380001068115234,,,,"12533"
"Bo Bichette","TOR",152,653,603,169,107,37,2,23,88,83,41,1,140,4,4,1,13,17,4,0.279854,0.0628847,0.21425,0.293511,0.327955,0.46207,0.341703,0.790025,0.182216,5.14453,0.327868,,1.0881,91.2372,16.5713,124.818,1.0881,-8.64,19.324528217315674,-1.6029634475708008,4.04029,12.579999923706055,,,,"19612"
"Alejandro Kirk","TOR",131,534,467,128,86,25,0,17,65,65,56,3,66,6,4,1,14,0,0,0.274094,0.105027,0.123097,0.853202,0.356301,0.436113,0.346125,0.792414,0.162019,1.60248,0.286563,,-0.57218,76.4728,15.4238,127.938,-0.57218,3.9,16.213070154190063,5.274691343307495,4.03823,102.3499984741211,,,,"22581"
"Willson Contreras","STL",131,525,453,115,69,21,2,22,72,67,51,0,123,17,3,1,12,6,2,0.253069,0.0968538,0.234191,0.413567,0.348369,0.456958,0.352315,0.805326,0.203888,4.49417,0.297024,,-0.317149,77.75,17.7408,131.659,-0.317149,-3.18,18.98634985089302,1.5370781421661377,4.0055,102.5,,,,"11609"
"Daulton Varsho","TOR",136,581,520,124,69,26,2,27,78,75,49,1,139,7,4,1,8,14,3,0.238625,0.0842982,0.239581,0.351857,0.311085,0.450242,0.329716,0.761327,0.211616,5.432,0.272653,,1.03687,75.7179,9.22217,116.359,1.03687,10.19,11.741997122764587,6.350794553756714,3.84077,37.77000045776367,,,,"19918"
"Dansby Swanson","CHC",154,652,587,148,95,29,2,23,79,76,52,1,162,5,5,2,10,13,4,0.252498,0.0798738,0.24779,0.322344,0.316353,0.424614,0.322606,0.740967,0.172116,4.55593,0.308226,,0.197436,81.2319,6.65996,108.248,0.197436,0.22,6.446756958961487,7.349629610776901,3.74828,82.37999725341797,,,,"18314"
"Luis Arraez","MIA",136,581,522,159,122,29,3,6,69,58,51,2,49,3,5,1,14,5,2,0.305064,0.0871679,0.0835996,1.04268,0.367028,0.405042,0.339594,0.77207,0.0999785,3.83396,0.324594,,-0.520964,80.2978,13.7869,124.085,-0.520964,2.89,15.243756711483002,1.3281280994415283,3.68152,217.30999755859375,,,,"18568"
"Matt Chapman","TOR",154,660,576,127,67,27,2,31,83,87,71,1,190,9,4,1,9,3,1,0.220539,0.10716,0.287302,0.372989,0.312997,0.435175,0.326455,0.748173,0.214636,3.6675,0.267792,,-0.426761,84.2169,8.75671,114.058,-0.426761,1.43,10.012819647789001,3.806542992591858,3.65376,165.3800048828125,,,,"16505"
"Corbin Carroll","ARI",128,544,485,123,77,27,6,13,70,56,49,3,140,6,3,1,9,15,4,0.25331,0.0908196,0.257532,0.352653,0.328611,0.41636,0.3248,0.744971,0.16305,6.71124,0.327962,,0.725485,68.7183,6.50419,107.61,0.725485,9.93,5.535935163497925,10.805136978626251,3.63436,73.12000274658203,,,,"25878"
"Luis Robert Jr.","CHW",139,589,542,153,98,31,2,22,79,73,35,2,124,8,4,1,10,15,4,0.281789,0.0586967,0.210601,0.27871,0.33208,0.468246,0.345559,0.800325,0.186456,5.38914,0.327218,,0.990482,84.1798,16.7667,126.325,0.990482,-4.98,18.454977095127106,-3.2340195178985596,3.56602,49.459999084472656,,,,"20043"
"Jeff McNeil","NYM",144,629,567,159,114,33,2,10,72,68,44,2,77,13,5,1,15,2,1,0.280603,0.069916,0.123199,0.567505,0.343258,0.397851,0.326199,0.741109,0.117248,3.27158,0.308506,,-0.542856,80.1618,8.22044,116.269,-0.542856,0.62,11.349354207515717,1.411826252937317,3.55846,200.85000610351562,,,,"15362"
"Jorge Polanco","MIN",138,588,519,133,82,26,2,22,75,70,58,1,117,4,5,1,8,9,3,0.256645,0.0987454,0.198778,0.496763,0.333433,0.444027,0.338056,0.77746,0.187382,4.25093,0.288395,,0.0173766,80.5351,13.2324,123,0.0173766,-2.35,15.251212768256664,-0.11895942687988281,3.55348,168.19000244140625,,,,"13152"
"Michael Harris II","ATL",141,607,559,150,96,32,4,18,81,68,38,3,141,6,3,1,12,18,5,0.267367,0.0619704,0.232226,0.266854,0.319315,0.434132,0.326365,0.753447,0.166765,5.985,0.326343,,1.20585,77.4846,8.01783,108.026,1.20585,4.24,6.870806813240051,6.4159255027771,3.53733,26.649999618530273,,,,"25931"
"Andrés Giménez","CLE",144,613,553,144,97,28,3,16,78,67,37,3,133,17,4,3,12,22,6,0.260617,0.0596439,0.216648,0.275303,0.324142,0.41185,0.321264,0.735992,0.151233,6.20942,0.313629,,1.54428,75.7934,5.61387,109.589,1.54428,3.08,8.166651487350464,5.651785135269165,3.49951,86.30999755859375,,,,"19950"
"Anthony Rendon","LAA",131,566,490,126,77,29,1,19,71,65,64,3,96,7,5,1,9,2,0,0.25631,0.112911,0.169406,0.666509,0.346854,0.43561,0.34138,0.782464,0.1793,3.05515,0.280903,,-0.439713,79.0346,14.2359,122.109,-0.439713,0.22,13.659057557582855,1.2432813346385956,3.45624,248.0399932861328,,,,"12861"
"Brandon Lowe","TBR",134,573,503,122,68,27,2,24,70,78,58,1,144,8,4,0,8,5,1,0.241543,0.101065,0.250584,0.403319,0.327168,0.449534,0.337576,0.776702,0.207992,3.93447,0.286921,,-0.194544,78.2348,12.6717,126.316,-0.194544,-0.48,16.785123214125633,-2.1492696702480316,3.45058,172.64999389648438,,,,"18882"
"Max Muncy","LAD",131,563,471,107,59,22,1,25,74,73,80,2,136,7,4,0,8,1,0,0.226304,0.142799,0.241062,0.592375,0.345048,0.436582,0.342509,0.78163,0.210279,2.90764,0.259653,,-0.508226,79.0974,14.6615,123.18,-0.508226,-1.86,14.667762398719788,-1.1362156867980957,3.40789,142.5800018310547,,,,"13301"
"Eugenio Suárez","SEA",144,610,529,116,66,19,1,30,71,81,67,1,185,8,4,1,9,0,0,0.218603,0.109967,0.302963,0.362971,0.313597,0.426941,0.324031,0.740537,0.208337,2.00752,0.26952,,-0.539951,76.7003,6.92264,116.499,-0.539951,0.32,10.79009759426117,1.9429710507392883,3.37382,158.0800018310547,,,,"12552"
"Tommy Edman","STL",147,632,579,149,104,29,4,12,78,59,42,1,106,6,4,1,11,26,6,0.257325,0.0658265,0.167967,0.391902,0.312239,0.383172,0.304956,0.695411,0.125847,6.32005,0.294989,,2.14637,69.8568,-2.40394,99.2888,2.14637,2.41,1.624204397201538,8.716980218887329,3.31422,76.95999908447266,,,,"19470"
"Jazz Chisholm Jr.","MIA",134,568,511,124,71,23,6,24,81,67,47,0,161,6,3,1,6,29,7,0.242242,0.0832507,0.283514,0.293638,0.312238,0.450931,0.330574,0.763169,0.208689,7.4883,0.3028,,2.45258,74.4247,9.40495,115.663,2.45258,-1.06,12.8002769947052,-0.4043239951133728,3.30666,47.41999816894531,,,,"20454"
"Matt Olson","ATL",156,670,580,145,79,30,1,34,89,96,77,6,148,8,5,0,11,2,1,0.249816,0.114845,0.220763,0.520221,0.343738,0.482651,0.355161,0.826389,0.232835,2.4923,0.274902,,-0.507334,100.829,24.176,127.707,-0.507334,-0.44,21.07242786884308,-12.477036893367767,3.26637,47.27000045776367,,,,"14344"
"George Springer","TOR",138,590,519,132,81,23,2,26,80,75,58,0,114,8,3,1,10,10,3,0.254838,0.0982256,0.193178,0.508472,0.336488,0.456267,0.345209,0.792754,0.201429,4.69676,0.278827,,0.0262736,84.1454,16.6284,127.292,0.0262736,-0.79,18.160352597013116,-6.1767101883888245,3.22914,83.58000183105469,,,,"12856"
"Yandy Díaz","TBR",141,601,517,140,102,26,1,10,69,60,75,2,81,5,4,1,17,3,1,0.270607,0.124928,0.134232,0.930686,0.365778,0.387593,0.335234,0.753371,0.116986,2.86289,0.301336,,-0.607875,80.8875,12.1648,124.664,-0.607875,0.31,16.07248616218567,-4.51705402135849,3.21938,266.5799865722656,,,,"16578"
"Gunnar Henderson","BAL",139,591,525,128,81,28,4,16,70,62,57,1,161,5,4,0,11,8,2,0.24438,0.0968818,0.272745,0.35521,0.322941,0.401157,0.318006,0.724098,0.156777,4.85798,0.320349,,0.178518,71.5266,3.88041,107.692,0.178518,1.36,5.299478188157082,6.398400664329529,3.20291,92.54000091552734,,,,"26289"
"Jonah Heim","TEX",107,415,376,84,52,18,1,14,43,46,33,1,83,2,3,0,7,2,0,0.224847,0.0802875,0.199076,0.4033,0.289885,0.385393,0.295764,0.675278,0.160546,2.62321,0.250206,,-0.205398,42.8774,-4.61104,91.7029,-0.205398,13.75,-4.082971051335335,21.105499267578125,3.17355,247.5,,,,"16930"
"Danny Jansen","TOR",123,499,440,101,56,21,1,23,61,66,45,2,106,9,3,3,8,2,1,0.229875,0.0899276,0.211711,0.424765,0.3113,0.43918,0.325978,0.75048,0.209305,2.967,0.248457,,-0.295367,63.5119,6.43446,113.721,-0.295367,3.86,7.411995589733124,6.613651275634766,3.1388,183.30999755859375,,,,"16535"
"Amed Rosario","CLE",143,607,569,157,117,25,5,10,72,63,29,0,107,4,4,1,14,13,4,0.276191,0.0481422,0.176587,0.272627,0.313599,0.392324,0.308497,0.705923,0.116134,5.6615,0.322557,,0.434419,68.7894,-0.601598,100.579,0.434419,3.09,0.8299883902072906,9.710370302200317,3.13231,120.45999908447266,,,,"15518"
"Seiya Suzuki","CHC",138,583,504,132,80,29,2,21,75,70,66,4,133,7,4,1,10,9,3,0.261096,0.113814,0.227844,0.499524,0.352805,0.450644,0.348872,0.803449,0.189548,4.15878,0.312212,,-0.161203,84.8524,18.1301,126.201,-0.161203,-0.89,17.601520881056786,-7.785943627357483,3.08823,109.30999755859375,,,,"30116"
"Tim Anderson","CHW",139,589,552,158,116,27,2,14,73,63,27,1,113,5,3,1,14,19,6,0.286302,0.0464732,0.191946,0.242116,0.323622,0.414986,0.32215,0.738607,0.128683,5.02026,0.336961,,1.03292,73.2202,5.80711,109.805,1.03292,-3.4,7.537844300270081,3.035184860229492,3.078,92.2300033569336,,,,"15172"
"Taylor Ward","LAA",141,608,533,139,87,28,2,23,80,72,63,1,137,7,4,1,10,5,1,0.261045,0.103731,0.22546,0.460085,0.344778,0.447155,0.345682,0.791933,0.18611,3.87727,0.308992,,-0.188756,86.9682,17.3696,125.145,-0.188756,-1.17,17.033566609025,-7.5965718030929565,3.02252,125.45999908447266,,,,"17548"
"Ozzie Albies","ATL",136,586,536,139,85,29,4,21,78,70,40,2,109,5,5,1,7,19,4,0.25943,0.0682624,0.185556,0.367881,0.313649,0.445849,0.327704,0.759498,0.186419,6.32014,0.287681,,1.56102,75.4361,8.36474,108.941,1.56102,-0.48,7.654020667076111,1.4188829958438873,3.02102,54.349998474121094,,,,"16556"
"Gleyber Torres","NYY",138,592,532,135,88,25,1,21,72,70,49,2,128,4,5,1,9,12,3,0.254644,0.0823747,0.216303,0.380831,0.319444,0.427042,0.324266,0.746485,0.172397,4.38148,0.294199,,0.520248,74.5105,6.82528,112.65,0.520248,0.65,8.946428179740906,0.9757080078125,3.0176,120.1500015258789,,,,"16997"
"Ketel Marte","ARI",138,585,522,139,88,32,3,16,70,70,53,3,101,5,4,0,12,3,1,0.26565,0.0901879,0.172039,0.524229,0.336703,0.43114,0.333848,0.767843,0.16549,3.98466,0.299548,,-0.32718,78.1436,11.2044,113.794,-0.32718,-0.4,9.054824143648148,-0.2747277766466141,2.9862,215.30999755859375,,,,"13613"
"Randy Arozarena","TBR",149,635,567,145,91,31,3,20,85,70,50,3,156,14,4,1,11,29,8,0.256056,0.078162,0.245237,0.31872,0.329079,0.426835,0.329761,0.755914,0.170779,6.13714,0.316442,,1.9853,82.7737,10.1014,120.801,1.9853,-0.75,16.861740350723267,-8.647879600524902,2.98382,37.040000915527344,,,,"19290"
"Bobby Witt Jr.","KCR",149,622,574,149,92,32,5,20,78,72,37,2,136,6,5,1,7,25,5,0.259474,0.0590708,0.218175,0.270749,0.30843,0.438479,0.322269,0.746909,0.179005,6.49384,0.304597,,2.23994,77.3927,6.19233,107.168,2.23994,-5.36,7.262749671936035,1.1382551193237305,2.9605,7.880000114440918,,,,"25764"
"Kyle Schwarber","PHI",143,609,521,120,60,20,2,38,86,95,79,3,175,6,3,0,9,4,2,0.229501,0.129538,0.287844,0.450027,0.33585,0.495012,0.357583,0.830863,0.265512,3.5181,0.261419,,-0.367186,92.8762,23.1608,130.36,-0.367186,-6.2,21.138091415166855,-13.506927013397217,2.95118,60.650001525878906,,,,"16478"
"Luis Urías","MIL",139,595,520,126,80,24,2,20,70,66,59,1,124,11,4,1,11,4,1,0.242136,0.0994048,0.208585,0.476566,0.330316,0.411091,0.326195,0.741407,0.168955,3.56536,0.278817,,-0.360735,75.8077,7.77232,109.877,-0.360735,-1.07,6.466977924108505,1.38149893283844,2.92219,244.69000244140625,,,,"16622"
"Yasmani Grandal","CHW",89,347,290,64,42,10,0,11,39,35,49,1,77,2,2,0,7,0,0,0.219849,0.140663,0.222845,0.631217,0.334436,0.368613,0.315032,0.703049,0.148764,1.8199,0.2598,,-0.361082,41.097,1.45543,104.783,-0.361082,9.02,1.5046936571598053,15.138126373291016,2.90462,284.0799865722656,,,,"11368"
"Jonathan India","CIN",141,595,520,134,87,26,2,18,74,66,55,1,132,16,3,1,11,8,3,0.256986,0.0920454,0.221826,0.414943,0.344015,0.420096,0.336326,0.764111,0.16311,4.53722,0.309952,,-0.102157,80.6691,12.5706,110.244,-0.102157,-1.81,6.985760793089867,0.36592578887939453,2.87197,179.27000427246094,,,,"21523"
"Nico Hoerner","CHC",136,576,528,147,108,26,4,10,68,57,35,4,74,7,4,2,12,17,5,0.279477,0.0613924,0.128198,0.478886,0.330576,0.398677,0.317518,0.729252,0.119199,5.62739,0.307488,,0.919601,69.4964,3.55903,104.77,0.919601,1.36,4.1155402064323425,3.6086772680282593,2.84444,134.6199951171875,,,,"21479"
"Masataka Yoshida","BOS",122,522,457,129,83,29,1,16,66,66,55,6,63,6,3,0,12,1,1,0.28272,0.10481,0.120716,0.868236,0.364879,0.458451,0.35605,0.82333,0.175731,2.63272,0.2965,,-0.510843,78.8527,19.1868,128.652,-0.510843,0,16.31314307451248,-5.949382781982422,2.82988,242.30999755859375,,,,"31837"
"Cal Raleigh","SEA",128,510,461,97,51,21,1,24,54,67,41,1,146,4,3,0,6,1,0,0.209995,0.0797027,0.285579,0.279092,0.278317,0.414414,0.300686,0.692731,0.204419,2.61379,0.24792,,-0.282784,54.6819,-3.67147,100.025,-0.282784,7.28,-0.26844240818172693,10.987086296081543,2.82882,162.5,,,,"21534"
"Christian Yelich","MIL",146,622,531,134,90,25,3,16,80,60,82,5,148,6,3,1,14,15,5,0.252651,0.131633,0.23789,0.553336,0.356935,0.4025,0.335221,0.759436,0.14985,4.99487,0.318794,,0.567266,83.7963,12.5965,116.046,0.567266,1.43,12.175182044506073,-6.53090512752533,2.78834,130.6199951171875,,,,"11477"
"Ian Happ","CHC",147,624,549,135,84,28,2,21,75,71,65,3,155,6,4,2,12,9,3,0.24698,0.1034,0.248724,0.415721,0.330118,0.42087,0.327963,0.750988,0.17389,4.40196,0.304547,,0.00875805,80.4693,9.0372,111.909,0.00875805,3.23,8.65260074287653,-3.4758405685424805,2.74642,156.1199951171875,,,,"17919"
