Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,PlayerId
"Brandon Drury","LAA",115,497,452,110,67,22,1,20,60,60,36,0,116,5,3,1,9,2,1,0.2429,0.0719397,0.233394,0.308233,0.304231,0.428007,0.318849,0.732237,0.185107,3.20571,0.28212,,-0.291903,60.3896,3.5908,106.209,-0.291903,-0.75,3.1787002980709076,-1.174926072359085,1.86842,205.27000427246094,,,,"11615"
"Jose Miranda","MIN",138,588,540,139,92,30,1,16,64,68,35,2,98,9,4,1,13,1,0,0.258202,0.059939,0.166056,0.360957,0.311784,0.409071,0.313781,0.720855,0.150869,2.20328,0.285955,,-0.495036,69.1886,1.88586,105.869,-0.495036,-1.5,3.3922233879566193,-4.460704565048218,1.85246,154.72999572753906,,,,"20538"
"Joc Pederson","SFG",123,526,462,110,61,22,3,24,66,70,51,2,121,9,4,0,9,3,1,0.238656,0.0972335,0.230794,0.421301,0.323684,0.452705,0.336209,0.776389,0.214048,3.93509,0.269621,,-0.295259,71.2676,11.0643,118.888,-0.295259,-1.63,11.258759588003159,-11.32054603099823,1.85011,250.8800048828125,,,,"11899"
"Manny Piña","OAK",78,297,265,58,38,11,1,8,27,32,23,1,65,4,2,1,5,0,0,0.217558,0.0767469,0.220563,0.34796,0.288484,0.356391,0.285166,0.644875,0.138833,2.23218,0.255161,,-0.231404,28.1403,-5.79226,89.4891,-0.231404,7.14,-3.7413891404867172,11.87456750869751,1.84449,723.4199829101562,,,,"2829"
"Christian Vázquez","MIN",100,396,365,91,67,17,1,6,40,37,24,0,68,3,3,1,8,5,2,0.248632,0.0602298,0.172678,0.348798,0.297341,0.35075,0.286063,0.648091,0.102119,3.96619,0.28833,,0.0144129,37.8039,-7.44159,86.3092,0.0144129,3.77,-6.081698896363378,10.858302593231201,1.8223,254.80999755859375,,,,"9774"
"Josh Donaldson","NYY",102,439,383,87,53,18,0,15,50,48,48,1,113,5,3,0,8,1,0,0.226327,0.108505,0.25838,0.419944,0.317213,0.391955,0.313442,0.709168,0.165628,2.44692,0.278746,,-0.321224,51.4546,1.28787,105.012,-0.321224,0.88,2.1531938314437866,1.0548970699310303,1.80126,404,,,,"5038"
"Ryan Mountcastle","BAL",141,598,545,140,88,28,1,23,69,77,43,2,150,5,5,1,9,4,1,0.256929,0.0713962,0.250571,0.284934,0.313979,0.438737,0.32579,0.752717,0.181808,3.33202,0.310623,,-0.171891,76.0577,7.62492,113.185,-0.171891,0.34,8.708002522587776,-10.889778286218643,1.76856,157.14999389648438,,,,"18373"
"Anthony Santander","BAL",151,639,578,140,81,29,1,29,74,86,48,2,127,8,5,1,9,1,0,0.242759,0.0751166,0.198729,0.377984,0.307346,0.447538,0.326327,0.754884,0.204779,2.33705,0.26109,,-0.483034,81.576,8.42367,113.565,-0.483034,-3.7,9.282157868146896,-12.895705461502075,1.75599,132,,,,"14551"
"José Iglesias",,110,476,444,121,89,25,2,5,49,46,19,0,68,7,3,1,12,4,2,0.271586,0.0399942,0.141965,0.281718,0.309676,0.369333,0.298573,0.679009,0.0977473,3.82855,0.308756,,-0.303066,50.2261,-4.22499,92.4915,-0.303066,1.47,-4.391914188861847,5.357893228530884,1.73577,581,,,,"10231"
"Miguel Rojas","LAD",112,473,433,111,84,20,1,5,47,42,28,1,64,5,3,1,11,9,3,0.256214,0.0589312,0.135373,0.435324,0.307058,0.346964,0.289302,0.654021,0.0907495,4.45781,0.287682,,0.165045,46.3783,-7.67419,87.4538,0.165045,3.3,-6.7254107892513275,7.197361469268799,1.71647,475.9200134277344,,,,"7802"
"Josh Naylor","CLE",130,551,496,130,84,26,1,20,66,73,45,4,85,6,4,0,14,3,1,0.262968,0.0819357,0.153779,0.532815,0.329422,0.438055,0.332472,0.767478,0.175088,2.94133,0.280216,,-0.271576,73.0388,9.95608,117.497,-0.271576,-0.05,10.591024547815323,-11.786110688000917,1.71598,221.5,,,,"18839"
"Alex Verdugo","BOS",141,605,549,153,105,33,2,12,70,66,47,3,86,4,5,0,15,4,1,0.277594,0.077173,0.141379,0.545857,0.335835,0.409571,0.325222,0.745407,0.131977,3.60277,0.308334,,-0.348668,76.6511,7.43867,106.897,-0.348668,-0.73,4.34917426109314,-7.257777690887451,1.715,199.0399932861328,,,,"17027"
"Cody Bellinger","CHC",122,515,459,103,60,22,3,18,60,58,48,2,132,3,3,1,6,11,3,0.224874,0.0941878,0.256458,0.367264,0.300859,0.403933,0.30696,0.704792,0.17906,5.17919,0.272459,,0.424172,57.7336,-1.13905,97.5539,0.424172,-1.86,-1.0390660464763641,0.02271592617034912,1.70885,185.6199951171875,,,,"15998"
"Nick Castellanos","PHI",141,603,553,148,93,31,3,20,72,76,39,2,133,6,4,1,10,4,1,0.26723,0.0644026,0.22134,0.290967,0.319356,0.444053,0.330305,0.763409,0.176823,3.94412,0.315476,,-0.252814,78.7641,9.84099,111.715,-0.252814,-3.7,7.9514298141002655,-11.92850136756897,1.70793,129.19000244140625,,,,"11737"
"CJ Abrams","WSN",130,542,507,125,88,26,3,7,56,45,21,1,103,8,3,2,10,14,4,0.24627,0.039295,0.190279,0.206513,0.285852,0.353229,0.280356,0.63908,0.106959,5.47836,0.294129,,0.773217,49.3566,-12.6573,77.5285,0.773217,5.38,-13.386114716529846,11.398518562316895,1.70374,222.64999389648438,,,,"25768"
"José Abreu","HOU",152,662,592,153,101,31,2,19,79,76,52,2,133,12,5,1,16,1,0,0.258936,0.0785513,0.200434,0.391906,0.328912,0.412637,0.324682,0.741548,0.153701,2.7251,0.302026,,-0.613836,83.5923,7.85593,112.74,-0.613836,-1.86,8.88200068473816,-14.037567496299744,1.66952,92.12000274658203,,,,"15676"
"Gio Urshela","LAA",107,462,424,110,76,20,1,12,52,51,31,1,92,3,3,1,10,1,0,0.260246,0.0678389,0.198619,0.341553,0.313636,0.400805,0.312052,0.714441,0.140559,2.41347,0.303654,,-0.406344,53.6445,0.845579,101.412,-0.406344,0.66,0.32750600576400757,0.8664043247699738,1.66662,371.2699890136719,,,,"10681"
"Luis Rengifo","LAA",105,455,418,105,72,18,2,13,55,47,27,1,80,5,4,2,9,9,3,0.251234,0.0592104,0.175676,0.337043,0.301258,0.398153,0.304657,0.699412,0.146919,5.21076,0.280528,,0.389953,50.1613,-1.83767,96.1939,0.389953,-1.13,-1.5577494502067566,2.870289444923401,1.65572,293.7699890136719,,,,"19858"
"Jeimer Candelario","WSN",134,562,506,121,75,28,2,17,60,61,46,1,131,6,3,0,10,0,0,0.239878,0.081489,0.23323,0.349393,0.309134,0.400648,0.310907,0.709782,0.16077,2.41354,0.289557,,-0.495293,64.8581,0.518721,98.4097,-0.495293,-0.23,-1.5349175930023193,-1.6501250118017197,1.64973,385.4599914550781,,,,"13621"
"Enrique Hernández","BOS",125,535,478,111,69,26,2,14,59,56,47,0,102,6,4,1,9,2,0,0.232198,0.0870217,0.191143,0.455271,0.305704,0.381582,0.302921,0.687286,0.149384,3.42257,0.265862,,-0.347066,58.3535,-2.90349,91.1597,-0.347066,-0.18,-5.676347643136978,4.25672847032547,1.63911,367.6199951171875,,,,"10472"
"Jon Berti","MIA",83,349,307,74,55,13,2,4,43,23,34,0,79,5,2,1,7,22,5,0.240979,0.0978212,0.226383,0.432104,0.324748,0.338891,0.298695,0.663638,0.0979116,6.72196,0.309535,,1.95974,36.8858,-3.06608,93.8739,1.95974,3.72,-0.5270582437515259,4.268941819667816,1.62495,278.4200134277344,,,,"12037"
"Andrew McCutchen","PIT",125,539,470,112,70,24,2,17,65,59,59,1,118,5,4,1,9,8,2,0.238043,0.109597,0.219025,0.500386,0.327051,0.403911,0.322016,0.730962,0.165868,4.26249,0.279723,,0.126034,66.9117,5.25391,108.77,0.126034,-0.2,5.5341087728738785,-7.91604919731617,1.60056,381.5400085449219,,,,"9847"
"Bryson Stott","PHI",117,499,452,108,73,22,3,11,56,48,41,1,110,2,3,1,9,8,2,0.239347,0.0820916,0.22015,0.372889,0.303674,0.371755,0.297315,0.675429,0.132408,5.02464,0.29111,,0.232464,52.1155,-4.92431,89.1662,0.232464,2.43,-6.046393319964409,4.286416292190552,1.57425,217.5,,,,"26294"
"Jake Fraley","CIN",115,486,426,107,64,22,3,18,64,58,50,2,115,6,3,0,7,13,4,0.250154,0.103808,0.237242,0.437561,0.335875,0.442665,0.339104,0.77854,0.19251,5.49013,0.298407,,0.553721,66.9054,11.3308,112.142,0.553721,-0.49,7.4101181626319885,-8.913535356521606,1.556,295.5799865722656,,,,"19260"
"Garrett Cooper","MIA",130,548,485,125,85,24,2,14,61,59,50,0,137,9,3,1,13,1,0,0.258521,0.0915326,0.250703,0.365103,0.336967,0.40114,0.326176,0.738108,0.14262,2.63608,0.330876,,-0.553245,69.8203,7.15069,112.657,-0.553245,-0.77,7.506115257740021,-11.10559892654419,1.55472,413.8500061035156,,,,"15279"
"Jurickson Profar",,128,553,482,116,76,26,2,12,64,52,58,1,89,7,3,2,11,8,2,0.239633,0.105783,0.160111,0.660685,0.328309,0.377541,0.313686,0.705851,0.137909,4.30976,0.268638,,0.138921,64.9902,1.73094,102.986,0.138921,0.16,2.028030961751938,-5.765925735235214,1.50626,371.3500061035156,,,,"10815"
"Kevin Kiermaier","TOR",100,431,391,91,61,17,4,9,52,39,32,1,106,5,2,0,8,11,3,0.233709,0.0752426,0.246519,0.305221,0.298415,0.367029,0.292889,0.665445,0.13332,6.30925,0.296422,,0.534492,43.4823,-5.76542,90.3702,0.534492,3.19,-4.132636189460754,4.733209848403931,1.50066,528.8099975585938,,,,"11038"
"Jorge Soler","MIA",128,541,472,109,62,21,1,25,63,73,56,1,145,7,4,1,9,1,0,0.230982,0.103982,0.267202,0.38915,0.320078,0.43653,0.330163,0.756607,0.205548,1.92857,0.274967,,-0.468897,70.6613,8.77511,115.382,-0.468897,-0.67,9.203533172607422,-13.11444467306137,1.49786,291.2699890136719,,,,"14221"
"Jose Siri","TBR",118,504,466,98,62,20,3,13,54,47,29,0,173,4,3,1,6,17,4,0.209662,0.0580553,0.343328,0.169096,0.261022,0.345413,0.266486,0.606435,0.135752,6.27872,0.300459,,1.57266,40.3399,-17.324,76.1488,1.57266,8.32,-11.962461709976196,10.140987277030945,1.49203,309.5400085449219,,,,"17452"
"Tony Kemp","OAK",131,541,475,114,84,21,3,6,53,43,50,0,70,8,4,4,11,10,3,0.239744,0.0921518,0.129106,0.713771,0.31914,0.335734,0.293977,0.654874,0.0959898,4.61291,0.26664,,0.215455,55.0892,-6.77501,95.7063,0.215455,-0.78,-2.3986168801784515,-0.8318360894918442,1.4667,445,,,,"14894"
"Austin Meadows","DET",125,517,455,111,67,25,4,15,59,55,51,2,92,6,4,0,7,5,1,0.243688,0.0993341,0.177729,0.558909,0.325687,0.413725,0.323193,0.739412,0.170037,4.56762,0.272371,,-0.104993,64.6822,5.52451,112.354,-0.104993,-1.45,7.08699756115675,-9.64203953742981,1.45861,278.6199951171875,,,,"15672"
"Esteury Ruiz","OAK",102,421,373,85,57,19,2,7,46,27,27,1,101,7,2,11,5,22,4,0.227842,0.0649896,0.240113,0.270662,0.291186,0.342886,0.28108,0.634072,0.115044,6.55813,0.292814,,2.39746,38.5375,-9.57908,86.6051,2.39746,4.81,-3.945342779159546,4.318101763725281,1.44372,237.9600067138672,,,,"21780"
"Roberto Perez",,71,282,249,51,33,8,0,9,29,30,26,0,90,3,1,1,5,1,0,0.205108,0.0930472,0.319505,0.291223,0.286337,0.350755,0.283627,0.637092,0.145648,2.91181,0.27793,,-0.188633,26.4073,-5.85147,82.1125,-0.188633,4.81,-5.959446772933006,10.288394927978516,1.42277,747.9600219726562,,,,"2900"
"Adolis García","TEX",152,644,594,136,78,29,3,27,78,76,38,1,188,7,5,1,8,18,4,0.228716,0.0586584,0.292138,0.20079,0.280274,0.421685,0.303292,0.701959,0.192969,5.72742,0.283997,,1.49363,70.3936,-3.30318,97.015,1.49363,2.16,-0.6712826490402222,-6.274462461471558,1.42202,58.58000183105469,,,,"19287"
"Carson Kelly","ARI",84,327,290,66,43,14,1,9,33,36,30,1,67,4,2,0,5,1,0,0.227451,0.0928414,0.205322,0.452174,0.30682,0.371004,0.299526,0.677824,0.143553,2.38013,0.263788,,-0.288808,34.8044,-2.65905,90.3351,-0.288808,0,-3.9677802324295044,6.481481552124023,1.41926,411.5799865722656,,,,"13620"
"Brian Anderson","MIL",113,490,431,103,67,20,1,14,56,52,45,1,123,10,3,1,10,3,1,0.239255,0.0927181,0.251632,0.368467,0.324104,0.389333,0.315332,0.713437,0.150078,3.54187,0.301006,,-0.300583,58.2272,2.17465,104.129,-0.300583,-1.49,2.0142189860343933,-4.587245225906372,1.41226,497.1199951171875,,,,"18289"
"Matt Carpenter","SDP",104,448,385,85,45,19,1,19,54,59,52,2,122,6,3,1,6,2,1,0.219343,0.11651,0.27185,0.428584,0.319892,0.42116,0.324176,0.741053,0.201818,3.11966,0.265221,,-0.319546,56.3698,5.13465,112.728,-0.319546,-0.23,6.306423336267471,-7.9090123027563095,1.41176,460.6199951171875,,,,"8090"
"Josh Jung","TEX",121,514,472,114,71,23,2,18,56,60,32,2,143,6,3,1,8,4,1,0.241195,0.0616388,0.278525,0.221305,0.295648,0.409771,0.306517,0.705419,0.168576,3.79515,0.305646,,-0.0915969,57.4819,-1.3187,99.2906,-0.0915969,-1.88,-0.5021052807569504,-2.4028396010398865,1.41145,223.27000427246094,,,,"26299"
"Austin Hays","BAL",138,584,537,133,86,27,2,17,64,66,34,0,117,8,4,1,11,5,2,0.247208,0.0588397,0.199373,0.295123,0.300436,0.401231,0.306501,0.701666,0.154022,4.07704,0.284234,,-0.241417,65.3528,-1.5068,99.5734,-0.241417,1.51,-0.5220954120159149,-4.676067113876343,1.40593,262.19000244140625,,,,"19363"
"Michael A. Taylor","MIN",113,474,432,102,70,20,2,10,49,46,34,0,121,3,3,2,8,9,2,0.235997,0.0717582,0.256258,0.280023,0.295111,0.36312,0.290201,0.658231,0.127123,4.78752,0.302452,,0.354627,46.8208,-7.3534,84.5382,0.354627,5.77,-7.888623416423798,6.17242157459259,1.40121,577.6900024414062,,,,"11489"
"Austin Nola","SDP",83,326,292,71,52,14,1,5,33,30,26,1,54,5,2,1,7,1,0,0.241907,0.0808755,0.164929,0.490367,0.312824,0.339279,0.291038,0.652103,0.0973729,2.77273,0.280236,,-0.282178,32.4389,-4.84381,90.078,-0.282178,0,-4.040782004594803,6.40432071685791,1.39792,412.3500061035156,,,,"15941"
"Andrew Vaughn","CHW",141,596,537,140,92,28,1,19,68,69,45,1,109,9,4,1,13,0,0,0.260109,0.0757965,0.183525,0.413005,0.325326,0.420772,0.32627,0.746098,0.160663,2.25054,0.292766,,-0.577175,76.0232,7.82621,112.713,-0.577175,-2.44,7.954973101615906,-13.66977834701538,1.39072,146.30999755859375,,,,"26197"
"Whit Merrifield","TOR",121,521,480,124,86,25,2,10,63,51,33,0,88,3,4,1,9,19,5,0.25747,0.0632517,0.168321,0.375781,0.306909,0.381063,0.301592,0.687971,0.123593,5.82379,0.294416,,1.30839,56.2004,-3.37344,96.5121,1.30839,0.7,-0.7364754676818848,-2.5997210144996643,1.38874,194.72999572753906,,,,"11281"
"Garrett Mitchell","MIL",109,463,417,94,64,18,2,9,52,37,39,1,145,5,2,1,8,14,4,0.225223,0.0834932,0.31258,0.26711,0.296855,0.34531,0.285388,0.642165,0.120087,5.7927,0.320389,,0.850645,44.0379,-8.9664,81.9846,0.850645,4.72,-8.851667523384094,6.4020984172821045,1.37739,298.30999755859375,,,,"27555"
"Aledmys Díaz","OAK",112,461,422,102,67,21,1,12,44,51,27,1,81,6,3,2,9,2,1,0.240691,0.0594705,0.176533,0.336881,0.294395,0.381423,0.295777,0.675818,0.140732,2.77754,0.269742,,-0.290375,47.5869,-5.1122,96.9772,-0.290375,0.08,-1.8580726385116577,0.272043839097023,1.37182,407.2300109863281,,,,"15937"
"Gary Sanchez",,86,348,307,64,36,13,0,15,39,44,33,0,100,5,2,0,5,1,0,0.206795,0.0936291,0.288737,0.324271,0.292256,0.397015,0.302911,0.689271,0.19022,2.46998,0.250266,,-0.232382,37.9191,-1.88965,95.5036,-0.232382,1.09,-2.0224917232990265,3.6662527322769165,1.36745,362.19000244140625,,,,"11442"
"C.J. Cron","COL",139,597,532,137,82,26,2,28,77,83,48,4,141,11,5,1,11,0,0,0.258464,0.0807414,0.236175,0.341871,0.330399,0.471637,0.345438,0.802037,0.213173,2.43013,0.297885,,-0.553361,85.2084,16.9255,108.589,-0.553361,-0.51,5.405406057834625,-12.497109174728394,1.36116,134.0800018310547,,,,"12546"
"Reese McGuire","BOS",91,356,323,73,52,16,1,4,33,29,23,1,76,4,2,4,7,2,0,0.226036,0.0642814,0.214684,0.299424,0.283053,0.321283,0.268433,0.604336,0.0952471,3.3965,0.281507,,-0.195776,29.0132,-11.6732,66.8224,-0.195776,8.11,-13.480208322405815,15.131604671478271,1.36108,470.0400085449219,,,,"15674"
"Bo Naylor","CLE",62,243,216,49,31,11,1,7,28,27,22,0,67,2,2,0,3,3,1,0.227645,0.0920085,0.275685,0.333745,0.303652,0.382689,0.30181,0.686341,0.155044,4.91427,0.293775,,0.126519,26.2904,-1.53354,95.8597,0.126519,3.21,-1.007185459136963,6.227568864822388,1.36034,322.7699890136719,,,,"21865"
"Chas McCormick","HOU",105,458,406,93,62,16,2,14,54,49,44,1,120,4,3,1,7,6,2,0.230025,0.0953617,0.261671,0.364434,0.308589,0.379821,0.303949,0.688411,0.149796,4.44288,0.289005,,-0.0490585,50.2625,-2.10842,98.1093,-0.0490585,-0.23,-1.0234975144267082,-0.6039316803216934,1.3579,424.4200134277344,,,,"19599"
"Manuel Margot","TBR",128,546,496,123,88,23,3,9,61,49,41,1,93,3,4,1,10,16,5,0.248079,0.0754052,0.170683,0.441785,0.307416,0.359734,0.294214,0.66715,0.111655,5.60119,0.28722,,0.679077,55.6722,-6.73116,95.7161,0.679077,1.64,-1.951752245426178,-2.4856446981430054,1.35572,305.4599914550781,,,,"14712"
"Dylan Moore","SEA",91,384,335,67,41,14,1,11,47,32,37,1,112,9,2,1,3,23,6,0.200806,0.0969879,0.292209,0.331912,0.295882,0.349029,0.287837,0.644912,0.148223,6.76104,0.26324,,2.10152,37.2249,-6.68017,90.9577,2.10152,1.72,-1.8054418563842773,2.500178337097168,1.35459,455.1199951171875,,,,"18042"
"Kyle Farmer","MIN",96,408,372,93,64,19,1,9,43,42,23,0,73,9,3,1,8,3,1,0.250358,0.0552012,0.179851,0.306927,0.306607,0.37962,0.301881,0.686227,0.129262,3.47436,0.287226,,-0.196296,44.1644,-2.5516,97.4716,-0.196296,-0.21,-1.3586845993995667,1.2714814394712448,1.35454,426.5400085449219,,,,"14813"
"Jonathan Schoop","DET",131,544,507,122,83,23,1,14,53,57,26,0,112,7,4,1,11,2,1,0.241141,0.0483223,0.20602,0.234552,0.286001,0.377833,0.290375,0.663833,0.136691,2.83562,0.280745,,-0.325471,53.8591,-8.37164,89.1945,-0.325471,0.81,-6.943005055189133,2.437145411968231,1.34349,424.5799865722656,,,,"11265"
"Brandon Marsh","PHI",122,519,469,110,73,22,3,12,60,49,42,2,167,4,3,1,8,11,3,0.234762,0.0810306,0.32234,0.251383,0.301288,0.372057,0.295872,0.673345,0.137296,5.65823,0.335728,,0.514004,53.6916,-5.72484,88.18,0.514004,0,-6.621826112270355,1.8827159404754639,1.33474,288.30999755859375,,,,"20202"
"Oscar Gonzalez","CLE",130,551,519,140,93,29,1,16,61,71,24,3,112,4,4,1,12,3,1,0.269561,0.0439313,0.202733,0.216695,0.30523,0.423598,0.314036,0.728828,0.154037,3.10619,0.313941,,-0.317286,64.9624,1.8797,104.488,-0.317286,-0.61,2.4689256846904755,-7.43098771572113,1.32046,184.64999389648438,,,,"20970"
"Trey Mancini","CHC",138,595,532,133,88,24,2,19,68,68,51,1,135,9,3,1,13,1,0,0.249959,0.0853806,0.227537,0.375239,0.323352,0.407692,0.320927,0.731044,0.157733,2.73003,0.299715,,-0.558011,73.3489,5.28507,108.014,-0.558011,0.6,4.897245943546295,-11.84152066707611,1.31381,276.1199951171875,,,,"15149"
"Elias Díaz","COL",96,375,343,84,55,17,1,11,42,43,26,0,74,3,2,0,8,0,0,0.244537,0.069576,0.198739,0.350087,0.300835,0.398017,0.305514,0.698852,0.15348,2.14293,0.279491,,-0.334459,41.6151,-1.26018,81.3004,-0.334459,0.99,-8.480746537446976,8.397407293319702,1.31347,346.2699890136719,,,,"11680"
"Logan O'Hoppe","LAA",79,314,283,67,44,13,1,9,34,33,25,2,64,3,2,0,6,2,1,0.235812,0.0804972,0.204512,0.393607,0.303851,0.378782,0.299371,0.682633,0.142971,3.59349,0.273864,,-0.162699,33.2995,-2.58552,92.4637,-0.162699,-0.81,-2.8241535276174545,5.285678803920746,1.30598,259.3800048828125,,,,"24729"
"Yan Gomes","CHC",75,288,264,66,45,12,1,8,29,32,15,1,56,4,2,1,5,1,0,0.248161,0.0510113,0.193733,0.263307,0.294348,0.389948,0.298033,0.684296,0.141787,3.17904,0.28477,,-0.182595,30.2869,-2.68177,91.4523,-0.182595,0,-3.0459111034870148,5.787036895751953,1.30452,468.8800048828125,,,,"9627"
"Trayce Thompson","LAD",107,459,413,84,45,16,1,21,54,59,40,2,165,4,2,0,5,4,1,0.203117,0.0869279,0.359406,0.241865,0.278038,0.399697,0.295308,0.677735,0.19658,4.28347,0.275516,,-0.102621,47.2387,-5.26455,90.9172,-0.102621,1.27,-4.947974339127541,1.8728315234184265,1.29626,429.3800048828125,,,,"9952"
"Tom Murphy","SEA",66,262,234,47,28,10,0,9,26,29,23,0,84,2,1,0,4,1,0,0.201883,0.0894674,0.320536,0.279118,0.279716,0.368014,0.286171,0.64773,0.166131,2.63287,0.266403,,-0.161605,25.1023,-4.91444,89.7817,-0.161605,3.56,-3.1800847351551056,7.1620776653289795,1.29432,674.6900024414062,,,,"13499"
"Lane Thomas","WSN",130,542,489,113,70,24,3,17,63,55,45,0,137,5,3,1,9,10,3,0.23171,0.0834958,0.252401,0.330806,0.301082,0.393471,0.304984,0.694554,0.161762,4.83084,0.285787,,0.1721,59.9631,-2.05079,94.3615,0.1721,1.76,-3.3807103782892227,-2.553271532058716,1.28939,273.3800048828125,,,,"16939"
"Kevin Plawecki",,58,230,208,49,36,9,1,3,22,20,16,0,43,4,1,1,5,1,0,0.233965,0.0686188,0.185716,0.369482,0.29791,0.331304,0.28076,0.629214,0.0973397,2.74097,0.277659,,-0.190206,21.014,-5.29637,80.1215,-0.190206,5.67,-5.4207873195409775,10.145308494567871,1.28576,747.1900024414062,,,,"13807"
"Brandon Belt","TOR",97,420,360,82,46,16,1,19,51,55,52,3,111,5,3,0,5,2,1,0.22801,0.123475,0.263216,0.469102,0.330604,0.434298,0.333241,0.764902,0.206288,3.31742,0.271411,,-0.238856,55.8846,7.8396,116.566,-0.238856,0.03,7.720876127481461,-9.239349098876119,1.28264,405.3800048828125,,,,"10264"
"Santiago Espinal","TOR",122,521,477,119,87,23,1,7,55,47,36,1,81,3,3,2,9,9,3,0.250025,0.0687206,0.155794,0.441099,0.305275,0.350151,0.289784,0.655426,0.100126,4.19953,0.286141,,0.0975113,51.3151,-8.25877,88.1793,0.0975113,0.18,-6.8326783031225204,2.2690410017967224,1.25987,508.2300109863281,,,,"19997"
"Adam Frazier","BAL",113,481,436,112,84,22,3,3,50,39,35,1,61,5,3,2,9,8,3,0.257446,0.0726331,0.12592,0.576821,0.318168,0.343768,0.293996,0.661937,0.0863225,4.77017,0.290621,,-0.256107,49.0382,-6.02264,90.7488,-0.256107,0.2,-5.268992483615875,1.8427357226610184,1.24755,463.5400085449219,,,,"15223"
"Kyle Higashioka","NYY",50,197,181,38,22,8,0,8,19,23,12,0,49,1,2,1,3,0,0,0.209098,0.0622504,0.247281,0.251739,0.262567,0.380705,0.279946,0.643272,0.171606,2.17275,0.239393,,-0.12273,17.8625,-4.66136,81.3742,-0.12273,5.79,-4.251352533698082,9.648024559020996,1.22413,576.4600219726562,,,,"5517"
"Christopher Morel","CHC",121,515,464,104,63,21,3,16,61,52,39,0,156,4,3,4,8,12,4,0.224336,0.0763561,0.302785,0.25218,0.288978,0.389859,0.297258,0.678836,0.165523,5.76138,0.297708,,0.447183,53.7667,-5.10596,90.9223,0.447183,-2.7,-4.9829727709293365,-0.7317819595336914,1.21553,263.30999755859375,,,,"21897"
"Victor Caratini","MIL",66,261,231,53,36,10,0,7,26,26,24,2,59,4,1,1,6,0,0,0.228452,0.0912208,0.224758,0.405863,0.310464,0.357955,0.296083,0.668419,0.129503,1.90149,0.276537,,-0.253003,27.0051,-2.83099,89.2951,-0.253003,1.67,-3.4982389509677887,6.2657541036605835,1.21069,607.8499755859375,,,,"14968"
"MJ Melendez","KCR",131,531,466,105,59,26,3,18,60,61,57,1,140,3,4,1,7,5,2,0.226265,0.106944,0.264532,0.404275,0.312246,0.408645,0.31572,0.720891,0.182379,4.19426,0.281469,,-0.216309,63.2153,2.51814,102.547,-0.216309,-3.79,1.30483478307724,-6.660179615020752,1.20953,98.87999725341797,,,,"22197"
"Endy Rodriguez","PIT",62,241,220,56,36,14,1,5,25,27,17,1,49,2,2,0,4,1,0,0.253513,0.0698872,0.202702,0.344777,0.3104,0.398647,0.309539,0.709047,0.145134,3.46971,0.301904,,-0.151008,27.5386,-0.0395422,98.4568,-0.151008,0,-0.5834335833787918,3.9638447761535645,1.20541,999,,,,"sa3008272"
"Austin Slater","SFG",60,256,223,57,39,10,1,6,34,24,27,0,68,4,1,1,5,9,2,0.254182,0.106263,0.263908,0.402651,0.344672,0.39654,0.328776,0.741212,0.142358,5.93299,0.335443,,0.591966,33.1831,3.87356,113.808,0.591966,-1.11,4.703962981700897,-1.8857758045196533,1.19977,634.4199829101562,,,,"16153"
"Justin Turner","BOS",130,556,493,128,85,28,1,14,64,62,48,1,98,10,5,1,10,2,0,0.25995,0.0858497,0.175367,0.489543,0.334362,0.405224,0.325388,0.739586,0.145274,2.85408,0.295602,,-0.415905,70.5573,6.91362,107.014,-0.415905,-0.01,3.9774190187454224,-10.349506149068475,1.18879,239.9600067138672,,,,"5235"
"Austin Hedges","PIT",78,303,271,52,36,9,0,7,25,26,20,1,78,4,2,6,5,2,1,0.191932,0.0664016,0.257558,0.257812,0.255019,0.307823,0.250367,0.562842,0.115891,3.06613,0.238082,,-0.0478593,20.3899,-14.3087,58.0127,-0.0478593,9.94,-14.850920781493187,15.958518028259277,1.18636,684.22998046875,,,,"12976"
"Ben Gamel",,78,336,293,73,48,15,2,8,40,33,37,2,81,3,2,1,5,4,1,0.24784,0.110973,0.242101,0.458373,0.336342,0.391331,0.320586,0.727673,0.143491,4.54588,0.315409,,-0.0934645,41.3295,2.89345,107.777,-0.0934645,0.96,2.8960893973708153,-2.6511111855506897,1.17938,749.0800170898438,,,,"12160"
"Oswald Peraza","NYY",66,285,262,64,44,12,1,7,33,27,17,0,67,4,2,1,5,10,2,0.244047,0.0607023,0.234021,0.259388,0.298798,0.377622,0.297164,0.67642,0.133575,5.62203,0.299241,,0.905346,29.7954,-2.85279,93.5244,0.905346,0.8,-1.1752467155456543,3.2593496441841125,1.17186,320.6199951171875,,,,"22823"
