Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,PlayerId
"Jake McCarthy","ARI",126,546,494,126,83,25,7,12,68,64,41,0,124,7,3,2,,27,8,0.255598,0.075461,0.227183,0.33216,0.320165,0.405536,0.318233,0.725701,0.149938,7.13814,0.316961,0.865628,1.79652,66.1145,3.6813,103.123,2.66215,2.20102,4.643332242965698,-3.0489838123321533,2.09621,109.44999694824219,,,,"21622"
"Josh Jung","TEX",125,539,497,120,72,25,2,21,60,75,32,0,151,7,2,1,,4,2,0.241808,0.0589215,0.279375,0.210904,0.295162,0.427985,0.314118,0.723147,0.186177,3.89281,0.302357,-0.502756,-0.396569,63.5051,1.87234,104.657,-0.899325,1.26097,1.925347924232483,0.7859675884246826,2.08718,223.80999755859375,,,,"26299"
"Joey Wendle","MIA",110,476,439,116,78,28,3,7,51,47,24,1,83,8,4,1,,12,5,0.264334,0.0494889,0.175384,0.282175,0.311844,0.390264,0.306797,0.702108,0.125931,5.4195,0.30942,-0.0270958,0.168298,53.3139,-1.11506,99.4101,0.141202,0.0835001,-0.18502306938171387,4.033500134944916,2.0856,341.9599914550781,,,,"13853"
"Christian Vázquez","MIN",96,379,349,89,63,17,0,8,38,39,23,0,67,2,3,1,,4,2,0.254689,0.062016,0.177275,0.34983,0.30356,0.374294,0.298111,0.677854,0.119605,3.036,0.292475,-1.29484,-0.575719,39.813,-3.50145,94.8081,-1.87056,2.82258,-4.083677291870117,9.59758186340332,2.0798,261.54998779296875,,,,"9774"
"Omar Narváez","NYM",83,327,288,70,50,12,1,7,34,32,31,1,65,4,3,1,,1,1,0.243255,0.0955333,0.197893,0.482753,0.322492,0.361852,0.304077,0.684344,0.118597,2.37797,0.288555,-0.395659,-0.48947,35.9187,-1.47256,101.147,-0.885128,-0.875639,-0.44953733682632446,5.19936066865921,2.06003,426.30999755859375,,,,"13338"
"Myles Straw","CLE",122,525,468,118,92,21,2,2,63,39,50,0,86,2,3,3,,23,4,0.251811,0.0947204,0.164648,0.57529,0.323964,0.320625,0.290575,0.644589,0.0688144,5.83815,0.301968,0.713307,2.39124,52.0363,-7.99559,87.927,3.10455,5.01302,-4.027978181838989,6.888016700744629,2.05597,387.510009765625,,,,"17620"
"CJ Abrams","WSN",130,560,520,136,95,29,3,10,66,54,21,0,99,11,4,3,,18,8,0.261133,0.0374585,0.176931,0.211712,0.302074,0.38429,0.300615,0.686364,0.123157,5.69271,0.30302,0.398796,0.0205014,59.972,-4.06198,91.3724,0.419297,-0.151736,-5.194053411483765,5.8482644855976105,2.04696,225.32000732421875,,,,"25768"
"Manuel Margot","TBR",122,525,478,120,83,24,2,11,57,56,40,1,92,3,3,1,,14,6,0.251056,0.075946,0.175456,0.432848,0.310971,0.379115,0.303298,0.690086,0.128059,5.01607,0.288574,0.67575,0.0620277,57.3425,-2.68935,102.125,0.737778,4.57374,1.9933249354362488,0.7487356662750244,2.04359,300.8800048828125,,,,"14712"
"William Contreras","MIL",118,476,427,105,65,18,1,20,57,63,42,1,125,4,2,1,,2,1,0.245393,0.0892925,0.26263,0.339993,0.317383,0.436962,0.328337,0.754345,0.191569,2.90198,0.297107,-0.690512,-0.545705,61.4077,7.02451,111.345,-1.23622,-3.54581,5.032880544662476,1.3791899681091309,2.0405,117.7300033569336,,,,"20503"
"Alec Bohm","PHI",146,630,576,157,111,28,2,15,72,73,42,1,121,5,6,2,,4,3,0.272487,0.0665636,0.191852,0.346952,0.32379,0.409255,0.319988,0.733045,0.136768,3.36883,0.317483,0.0405745,-0.895239,77.1644,5.1261,104.665,-0.854665,-2.4706,2.56024169921875,-4.37060010433197,2.03547,175.4600067138672,,,,"21618"
"Mitch Haniger","SFG",122,525,465,117,73,21,2,21,71,70,47,2,124,7,5,1,,1,1,0.251795,0.0898616,0.236936,0.379265,0.32701,0.442709,0.333869,0.769719,0.190914,3.40923,0.296081,-0.468412,-0.592102,70.0931,10.0612,117.295,-1.06051,-0.232283,9.488675355911255,-7.857283338904381,2.02592,216.17999267578125,,,,"14274"
"Jeimer Candelario","WSN",133,574,514,125,75,30,2,18,64,65,50,1,130,6,3,1,,1,1,0.244204,0.0871116,0.226643,0.384356,0.316742,0.415569,0.32009,0.73231,0.171365,2.75439,0.291193,-0.200919,-0.633018,70.3517,4.71681,104.688,-0.833938,-1.16513,2.2927228212356567,-2.3151339292526245,2.02537,405.3800048828125,,,,"13621"
"Joc Pederson","SFG",126,546,481,118,70,22,3,23,69,72,51,2,128,10,4,1,,3,2,0.246258,0.0928114,0.234413,0.395932,0.327761,0.45189,0.337902,0.779652,0.205632,3.90605,0.285026,0.016346,-0.745825,74.6461,12.2129,120.052,-0.729479,-1.49451,11.990911841392517,-11.094512462615967,2.02293,257.4800109863281,,,,"11899"
"Adalberto Mondesi","BOS",97,420,391,94,58,19,5,11,50,53,22,0,125,2,3,2,,34,7,0.239826,0.0519499,0.297527,0.174606,0.282152,0.400742,0.29612,0.682893,0.160916,8.38816,0.320743,0.243992,3.62354,43.4791,-4.54646,86.3571,3.86753,4.76575,-2.5804333686828613,8.26574993133545,2.00148,268.8699951171875,,,,"13769"
"Bryson Stott","PHI",118,511,461,114,77,22,3,12,59,56,43,0,107,2,3,2,,11,4,0.24738,0.0848199,0.209163,0.405521,0.313086,0.385405,0.307753,0.698491,0.138025,5.17899,0.2956,0.386093,0.174039,57.6221,-0.808899,96.2997,0.560131,1.60365,-1.636737048625946,3.478646397590637,1.99856,228.5800018310547,,,,"26294"
"Josh Naylor","CLE",130,560,505,134,82,30,0,21,66,78,45,3,89,5,4,1,,6,2,0.26464,0.0808061,0.159478,0.506691,0.329252,0.450736,0.337084,0.779988,0.186096,3.02751,0.28283,-0.442055,-0.123767,76.1964,12.1624,120.761,-0.565821,-0.215298,12.517200648784637,-11.61529889702797,1.96742,217.55999755859375,,,,"18839"
"Dylan Carlson","STL",96,413,364,91,57,22,3,11,52,46,38,1,84,6,4,1,,4,2,0.251185,0.0926569,0.202495,0.457577,0.329052,0.411943,0.324274,0.740995,0.160757,4.61764,0.29574,0.288729,-0.316553,51.9919,4.76685,112.497,-0.0278237,-0.123099,5.968529477715492,-1.1480985656380653,1.9651,348.3599853515625,,,,"20126"
"Christian Bethancourt","TBR",75,295,275,66,42,13,0,10,32,38,15,0,73,2,2,1,,3,1,0.240132,0.0507661,0.245911,0.206442,0.282954,0.404749,0.29912,0.687703,0.164617,3.48453,0.287153,-0.225495,-0.0935868,31.2419,-2.49031,99.1757,-0.319082,2.35779,-0.5927330255508423,7.857791185379028,1.96456,304.5199890136719,,,,"10028"
"Seth Brown","OAK",125,539,487,114,62,25,3,24,65,69,44,2,147,3,4,1,,8,2,0.234135,0.0811906,0.272353,0.298108,0.299786,0.44452,0.32058,0.744306,0.210385,4.94957,0.28168,-0.411801,0.324571,66.272,4.63927,114.484,-0.0872296,0.692571,8.697812244296074,-7.182428598403931,1.96161,220.10000610351562,,,,"18171"
"Jacob Stallings","MIA",94,371,332,79,57,15,0,6,34,34,31,1,82,4,2,2,,1,1,0.237385,0.0843851,0.220016,0.383541,0.308661,0.342231,0.290372,0.650892,0.104845,2.06025,0.294405,-0.631611,-0.547065,36.7321,-5.71329,88.1789,-1.17868,5.1357,-6.2768107652664185,12.385696411132812,1.95894,589.2000122070312,,,,"13723"
"Alek Thomas","ARI",102,441,402,104,68,22,4,10,50,51,30,0,84,4,3,1,,7,4,0.258009,0.0685699,0.19072,0.359532,0.314511,0.405261,0.314759,0.719772,0.147252,4.89609,0.30221,0.41236,-0.751833,52.1831,1.75634,100.748,-0.339473,2.11553,0.04370182752609253,3.5905346870422363,1.93947,372.2300109863281,,,,"23792"
"Gio Urshela","LAA",113,490,450,122,82,25,2,13,56,58,31,1,95,3,4,2,,1,1,0.27221,0.0635765,0.192997,0.329417,0.320937,0.425208,0.323977,0.746145,0.152998,3.09511,0.315011,-0.923063,-0.555521,61.5695,5.53969,109.832,-1.47858,-2.95841,3.942905902862549,-1.1584091186523438,1.931,411.94000244140625,,,,"10681"
"Jesse Winker","MIL",120,518,437,109,69,22,1,17,63,61,70,1,95,7,3,1,,1,1,0.250057,0.134432,0.182469,0.736738,0.36065,0.423051,0.346505,0.783701,0.172994,2.12331,0.280451,-1.44993,-0.793629,74.3587,15.1272,123.768,-2.24356,-2.3615,12.060879945755005,-11.111504554748535,1.92958,254.5500030517578,,,,"13590"
"Triston Casas","BOS",123,532,456,113,68,25,2,18,66,69,67,3,120,4,4,1,,3,1,0.248644,0.125297,0.226154,0.554034,0.34735,0.434571,0.341525,0.781922,0.185927,3.56974,0.295811,-0.094358,-0.504362,74.2634,13.4311,118.412,-0.59872,0.712966,10.423831522464752,-9.037033677101135,1.9247,219.6300048828125,,,,"22514"
"Josh Bell","CLE",141,609,527,134,87,25,2,20,72,79,72,3,116,5,4,1,,1,1,0.254092,0.118309,0.191062,0.619214,0.346929,0.42049,0.336257,0.76742,0.166398,2.52979,0.288994,-1.19083,-0.774434,82.4635,12.8265,120.177,-1.96526,-0.177079,11.862383246421814,-13.25207905471325,1.89067,184.07000732421875,,,,"13145"
"Mitch Garver","TEX",105,436,382,89,51,18,0,19,55,54,46,0,119,5,3,1,,2,2,0.232259,0.105357,0.27268,0.386376,0.320124,0.431765,0.328904,0.751889,0.199506,2.84357,0.281799,-0.248953,-0.545101,56.5427,6.64192,115.095,-0.794054,-0.857709,6.618916451931,-2.7327091097831726,1.84423,348.7300109863281,,,,"15161"
"Travis d'Arnaud","ATL",104,429,392,101,63,21,2,15,51,58,27,0,95,7,3,1,,0,1,0.25806,0.0624708,0.22106,0.282596,0.314479,0.43525,0.326194,0.74973,0.17719,2.87926,0.302386,-0.731953,-0.62311,54.6348,5.60306,107.913,-1.35506,0.581931,2.586936593055725,-0.9680691361427307,1.83832,224.25999450683594,,,,"7739"
"Justin Turner","BOS",126,546,481,133,88,29,0,15,67,71,51,1,93,9,5,1,,3,1,0.27611,0.0931173,0.169758,0.54853,0.353182,0.431777,0.344018,0.78496,0.155667,2.50719,0.311737,-1.27828,-0.544856,77.2992,14.866,120.172,-1.82314,-0.441104,10.57090711593628,-10.491104036569595,1.83429,253.72999572753906,,,,"5235"
"Spencer Steer","CIN",123,532,471,113,68,24,2,19,66,70,46,1,120,9,4,2,,3,2,0.239183,0.0862685,0.225402,0.382732,0.315638,0.419417,0.321095,0.735055,0.180234,3.52614,0.278405,0.00752295,-0.763372,65.6288,4.79649,99.8356,-0.755849,-0.41745,-0.8574570864439011,0.2825501263141632,1.81899,376.67999267578125,,,,"26323"
"Esteury Ruiz","OAK",115,497,439,104,69,24,2,10,62,56,37,0,108,12,3,5,,35,10,0.236929,0.0752485,0.218068,0.345068,0.312767,0.365664,0.301834,0.678431,0.128734,6.86197,0.291326,-0.0451783,2.53182,53.7062,-3.12403,101.249,2.48664,-3.25027,3.185330867767334,-1.8752660751342773,1.79959,226.1999969482422,,,,"21780"
"Reese McGuire","BOS",81,320,293,75,51,18,1,5,32,29,19,0,64,3,2,3,,1,1,0.255132,0.0586595,0.200556,0.292484,0.304115,0.374126,0.297997,0.678241,0.118994,3.14122,0.308732,-0.166172,-0.378715,33.6041,-2.98675,87.6824,-0.544887,2.2507,-4.980403125286102,8.50069546699524,1.76227,490.2099914550781,,,,"15674"
"Tyler Stephenson","CIN",131,543,484,126,84,25,0,15,64,68,45,0,121,8,5,1,,2,1,0.259536,0.0825163,0.222614,0.370669,0.329572,0.409451,0.324578,0.739023,0.149915,2.52814,0.312315,-0.105237,-0.705358,68.4882,6.39807,102.217,-0.810596,0.192866,0.5880952477455139,-1.4821343421936035,1.75957,126.54000091552734,,,,"17988"
"Adam Frazier","BAL",110,476,431,114,85,21,3,5,53,41,34,1,57,5,3,3,,8,4,0.265208,0.0715733,0.120504,0.59395,0.325197,0.366056,0.305484,0.691254,0.100848,4.7482,0.293875,0.260726,-0.594261,52.8173,-1.61159,98.8554,-0.333535,1.07194,-0.9466094672679901,2.471938729286194,1.75197,473.19000244140625,,,,"15223"
"Shea Langeliers","OAK",120,483,438,99,59,21,1,17,52,56,36,1,133,4,3,2,,2,1,0.225322,0.0743098,0.274859,0.270356,0.288036,0.397442,0.299227,0.685478,0.17212,3.22596,0.27949,-0.073276,-0.377247,51.1506,-4.03298,99.4089,-0.450523,-0.330591,-0.771537184715271,4.419409245252609,1.74928,268.79998779296875,,,,"25816"
"Kevin Kiermaier","TOR",99,427,389,89,58,19,4,9,49,46,30,1,108,4,2,2,,12,4,0.229408,0.0693083,0.252486,0.274503,0.28911,0.367537,0.288238,0.656647,0.138129,6.34733,0.291604,0.436222,0.557567,41.5299,-7.29604,87.0826,0.993789,6.70494,-5.213053345680237,8.229938864707947,1.74471,511.80999755859375,,,,"11038"
"Aledmys Díaz","OAK",115,497,454,111,73,25,0,14,52,54,31,1,83,7,3,1,,2,1,0.245089,0.0625101,0.167252,0.373748,0.301492,0.390293,0.302671,0.691785,0.145203,2.62103,0.270988,-0.893725,-0.577255,54.0367,-2.79351,101.84,-1.47098,0.470274,-0.44176483154296875,1.1952737867832184,1.74116,421.8599853515625,,,,"15937"
"Elvis Andrus","CHW",126,546,501,122,85,24,1,12,61,59,34,1,87,5,4,3,,17,4,0.243976,0.06185,0.160006,0.386548,0.295392,0.369622,0.291954,0.665015,0.125647,4.7634,0.271109,1.12044,1.03602,54.7159,-7.7173,88.4921,2.15646,1.7683,-4.914165258407593,4.018298506736755,1.73184,284.6300048828125,,,,"8709"
"Wil Myers","CIN",131,567,509,130,78,29,1,21,65,74,52,2,164,2,4,1,,7,3,0.255401,0.0913187,0.288504,0.316524,0.325041,0.442186,0.333093,0.767227,0.186785,3.74995,0.332493,0.512253,-0.509198,75.3511,10.5167,108.04,0.00305495,-0.373556,5.2993734769988805,-7.948555827140808,1.72484,243.3699951171875,,,,"10047"
"MJ Melendez","KCR",133,558,489,117,65,26,3,23,73,72,60,0,136,2,5,2,,3,3,0.239732,0.107474,0.244021,0.440428,0.32306,0.445962,0.334197,0.769022,0.20623,3.84574,0.281822,-0.174166,-1.09506,74.6177,10.8352,115.594,-1.26923,-5.82127,8.518721461296082,-8.071269035339355,1.71414,105.30000305175781,,,,"22197"
"Garrett Mitchell","MIL",107,462,414,101,68,21,2,10,53,51,38,0,145,6,2,2,,19,3,0.243264,0.081774,0.312935,0.261313,0.314089,0.372189,0.304229,0.686279,0.128925,5.96071,0.347698,0.0128693,1.98257,50.8032,-2.02489,94.8605,1.99544,-0.131084,-0.7632626295089722,1.5189158022403717,1.71141,255.9499969482422,,,,"27555"
"Trayce Thompson","LAD",87,378,336,73,39,14,1,18,45,58,35,1,132,4,2,1,,4,1,0.216369,0.0937855,0.348037,0.26947,0.296904,0.430026,0.315788,0.72693,0.213656,4.24405,0.289663,0.0481143,-0.0269902,45.0373,1.8143,104.916,0.0211241,1.12434,2.180244207382202,1.274343803524971,1.69805,481.82000732421875,,,,"9952"
"Leody Taveras","TEX",120,518,472,113,76,22,4,11,58,51,37,1,128,3,4,3,,17,6,0.239361,0.0719916,0.246402,0.292171,0.29668,0.373251,0.293917,0.669931,0.133889,5.90475,0.301778,0.357964,0.354708,52.7178,-6.5137,90.3956,0.712671,2.68,-4.88579785823822,4.53000009059906,1.69491,403.57000732421875,,,,"18900"
"Orlando Arcia","ATL",99,427,385,94,63,18,0,13,49,52,35,1,82,2,3,2,,4,2,0.243778,0.0810757,0.191609,0.423131,0.30745,0.393493,0.307163,0.700943,0.149716,3.21412,0.275386,0.213559,-0.394225,47.9498,-0.876135,94.8998,-0.180665,-0.209782,-2.710882321000099,4.1152180433273315,1.65588,567.3800048828125,,,,"13185"
"Wilmer Flores","SFG",99,427,380,97,62,20,1,14,51,52,37,1,69,5,3,1,,0,1,0.254803,0.0870393,0.16182,0.537876,0.327422,0.421637,0.327666,0.749059,0.166835,2.33779,0.276429,-0.870358,-0.57949,54.9048,6.07885,113.053,-1.44985,-3.62829,5.025877952575684,-3.753291368484497,1.64205,344.70001220703125,,,,"5827"
"Luis Rengifo","LAA",96,413,381,97,66,17,3,12,46,45,24,1,73,4,2,2,,6,3,0.255865,0.0592255,0.177036,0.33454,0.305465,0.406984,0.31036,0.712449,0.151119,4.61212,0.28749,0.35125,-0.354542,47.4265,0.2014,100.219,-0.00329205,-0.155743,0.09847840666770935,2.269257128238678,1.62974,310.7699890136719,,,,"19858"
"Jorge Soler","MIA",126,546,477,111,62,23,0,25,66,72,59,1,148,6,4,1,,2,1,0.232353,0.107558,0.271389,0.396325,0.322348,0.441396,0.332783,0.763743,0.209043,2.32598,0.278767,-0.86657,-0.607723,72.4256,9.99244,117.178,-1.47429,-0.541869,9.422988414764404,-12.391869604587555,1.61709,272.0199890136719,,,,"14221"
"Kyle Higashioka","NYY",63,250,230,51,30,10,0,11,28,33,15,0,60,1,2,1,,1,1,0.222815,0.061196,0.240118,0.254858,0.273166,0.4095,0.296088,0.682666,0.186684,2.46909,0.25138,-0.195121,-0.357813,25.8327,-2.70821,92.762,-0.552935,1.75924,-2.585906982421875,6.634241104125977,1.61157,558.5499877929688,,,,"5517"
"Jack Suwinski","PIT",105,455,403,94,56,18,1,18,54,52,45,1,136,4,3,1,,4,2,0.232956,0.0991196,0.299482,0.33097,0.314403,0.419713,0.321057,0.734116,0.186757,3.47292,0.30095,0.0249006,-0.373619,56.1164,4.08877,106.332,-0.348719,-1.69643,2.9985152184963226,-3.0714327096939087,1.59969,459.1300048828125,,,,"22244"
"Spencer Torkelson","DET",130,560,489,114,67,24,1,21,64,66,58,1,134,7,5,1,,2,2,0.232401,0.103836,0.239712,0.433171,0.320522,0.414247,0.322264,0.734769,0.181846,2.53652,0.274284,-0.241083,-0.836752,69.6032,5.56923,111.703,-1.07784,0.941032,6.296743035316467,-9.108968436717987,1.57745,298.5400085449219,,,,"27465"
"Nick Fortes","MIA",66,264,237,57,39,10,1,8,29,31,20,0,48,5,2,1,,4,2,0.241349,0.0742334,0.18028,0.411766,0.310489,0.386273,0.307584,0.696762,0.144924,4.12418,0.270222,0,-0.185089,29.689,-0.45271,99.9482,-0.185089,0.766508,-0.20095840841531754,5.391508221626282,1.56183,353.6700134277344,,,,"21538"
"Josh Donaldson","NYY",86,371,321,72,43,16,0,14,43,43,42,1,96,4,3,1,,1,1,0.225006,0.112486,0.259693,0.43315,0.319772,0.40152,0.317689,0.721292,0.176514,2.24155,0.273852,-0.795431,-0.414746,44.7636,2.34103,108.012,-1.21018,0.290288,2.1345118284225464,0.8152879178524017,1.5504,416.1499938964844,,,,"5038"
"Joey Meneses","WSN",139,602,555,146,92,27,1,26,65,77,37,3,139,4,6,1,,1,1,0.262904,0.0622559,0.231035,0.269465,0.310724,0.455927,0.329157,0.766651,0.193024,2.29616,0.303402,-0.369283,-0.6165,78.1198,9.28324,110.888,-0.985783,0.726722,6.629742860794067,-12.123277604579926,1.54984,202.7100067138672,,,,"14366"
"James Outman","LAD",84,364,325,74,43,15,3,13,46,49,30,1,118,5,2,1,,5,2,0.226205,0.0827349,0.325245,0.254377,0.300745,0.412373,0.311423,0.713118,0.186168,5.47098,0.307455,0.0141294,-0.205591,42.107,0.48494,101.932,-0.191461,1.8904,0.6255239546298981,1.7903997898101807,1.53954,432.1000061035156,,,,"24770"
"Ryan Jeffers","MIN",65,256,228,50,31,9,1,9,27,30,22,0,71,3,1,1,,1,1,0.219868,0.087212,0.276169,0.315792,0.295011,0.392354,0.302345,0.687365,0.172485,2.67269,0.272282,-0.202379,-0.354205,27.7675,-1.50523,97.7973,-0.556584,0.528508,-1.191138505935669,5.5285075306892395,1.53565,538.8800048828125,,,,"24618"
"Jace Peterson","OAK",102,441,387,89,59,19,2,9,49,41,45,1,105,4,4,2,,12,3,0.229635,0.102629,0.238891,0.429608,0.313818,0.356137,0.297461,0.669955,0.126502,5.35195,0.290141,0.421196,1.00479,46.1229,-4.30387,98.1625,1.42599,-1.22653,0.5141116976737976,0.048467278480529785,1.53384,482.29998779296875,,,,"12325"
"Oscar Gonzalez","CLE",122,525,497,133,86,26,2,19,57,68,21,2,105,4,3,1,,2,2,0.266948,0.0397034,0.199885,0.198631,0.299608,0.442821,0.319266,0.742429,0.175873,2.82477,0.301675,-0.106909,-0.703118,64.0027,3.97079,108.182,-0.810027,0.277687,4.023828327655792,-6.147313505411148,1.53272,217.8000030517578,,,,"20970"
"Jonathan Schoop","DET",125,539,501,124,83,24,2,16,59,58,26,1,110,6,5,2,,3,1,0.248406,0.0475519,0.203672,0.233473,0.291132,0.39767,0.299548,0.688802,0.149264,3.63633,0.285835,0.0264818,-0.306263,57.2661,-4.36659,95.6656,-0.279781,-1.21406,-2.908728212118149,0.310937762260437,1.52974,434.82000732421875,,,,"11265"
"Lane Thomas","WSN",130,560,500,120,72,27,3,18,68,58,50,0,136,5,4,2,,10,5,0.2397,0.0885887,0.242069,0.365964,0.312008,0.411268,0.316723,0.723276,0.171569,4.96514,0.291534,-0.194587,-0.4687,67.1382,3.10416,102.387,-0.663287,-0.784482,0.8895050883293152,-5.184481859207153,1.52731,288.55999755859375,,,,"16939"
"Brett Baty","NYM",66,287,256,64,43,11,0,10,37,37,24,0,76,4,1,1,,1,1,0.251189,0.0840553,0.264345,0.317976,0.324868,0.414966,0.325536,0.739834,0.163778,2.69324,0.316295,-0.11002,-0.567831,36.4175,3.60011,115.819,-0.677852,0.643008,4.596994459629059,0.16800791025161743,1.51417,354.989990234375,,,,"26123"
"Brandon Drury","LAA",118,511,468,114,69,25,1,19,61,66,33,0,116,5,3,1,,2,2,0.244275,0.0640591,0.226164,0.283242,0.298484,0.425621,0.314625,0.724105,0.181346,3.22592,0.282521,-0.516229,-0.726778,60.4116,1.98061,103.23,-1.24301,-0.908839,0.6143289804458618,-2.48383891582489,1.51257,203.1699981689453,,,,"11615"
"Endy Rodriguez","PIT",66,265,239,60,36,16,1,7,31,32,21,1,56,3,2,1,,1,1,0.253296,0.0780346,0.211759,0.368507,0.317753,0.421236,0.321862,0.738989,0.16794,3.59797,0.300687,0,-0.316232,32.8277,2.5488,106.882,-0.316232,-0.265863,1.8010123670101166,3.659137040376663,1.50873,999,,,,"sa3008272"
"Nick Allen","OAK",104,448,406,94,67,21,1,5,44,36,31,0,87,3,3,5,,8,3,0.230812,0.0702434,0.195264,0.359736,0.289557,0.327093,0.274757,0.61665,0.0962804,4.45444,0.279945,0.103145,-0.158502,38.7744,-12.4528,82.1338,-0.055357,4.30953,-9.062328312546015,9.109532356262207,1.50314,586.9400024414062,,,,"22277"
"Austin Nola","SDP",78,307,271,71,50,14,1,5,33,35,27,1,50,5,3,1,,2,1,0.260058,0.087568,0.161155,0.543378,0.334413,0.377526,0.315146,0.711939,0.117468,3.12421,0.296746,-0.0980885,-0.306956,36.4451,1.31783,106.556,-0.405045,-0.992758,1.935017615556717,5.007241606712341,1.50209,408.8299865722656,,,,"15941"
"Jurickson Profar","COL",120,518,453,120,75,29,2,14,68,56,54,0,76,5,3,3,,7,2,0.265605,0.103826,0.145933,0.711463,0.348361,0.432334,0.342178,0.780695,0.16673,4.63251,0.290168,0.0195163,0.0366665,72.5778,13.3464,106.369,0.0561828,-1.49984,3.8891090378165245,-7.049835801124573,1.49803,378,,,,"10815"
"Lourdes Gurriel Jr.","ARI",122,525,482,136,90,31,2,13,59,61,33,1,95,5,4,1,,4,3,0.282556,0.06275,0.181536,0.345661,0.332389,0.437896,0.334478,0.770285,0.155339,3.2951,0.325561,-0.569633,-1.03331,70.3473,10.3154,114.231,-1.60294,-1.25815,7.077744007110596,-10.483151197433472,1.49707,233.00999450683594,,,,"19238"
"Jake Rogers","DET",84,333,295,59,34,11,2,12,37,38,30,0,107,4,2,2,,4,2,0.200981,0.0889,0.320044,0.277774,0.281708,0.372772,0.288946,0.65448,0.171791,4.99159,0.26608,-0.166056,-0.16925,32.5552,-5.49925,88.1806,-0.335306,3.78257,-4.761665433645248,10.282570600509644,1.48986,656.1300048828125,,,,"19452"
"Logan O'Hoppe","LAA",75,294,259,62,41,10,1,10,34,37,28,1,59,4,2,1,,3,1,0.240558,0.0948877,0.200859,0.47241,0.322764,0.401894,0.318782,0.724657,0.161336,3.43634,0.272554,-0.0836627,-0.252854,35.777,2.1134,106.165,-0.336516,-2.14725,1.7058603465557098,3.6027493476867676,1.48222,256.8699951171875,,,,"24729"
"Jorge Mateo","BAL",96,413,384,88,56,19,4,9,47,44,20,0,111,4,2,2,,25,7,0.230038,0.0494083,0.269603,0.183263,0.275475,0.375891,0.284359,0.651366,0.145853,7.73593,0.297486,0.249215,1.8094,38.8956,-8.3295,83.9415,2.05862,2.1308,-5.4045257568359375,6.355801343917847,1.48101,252.75,,,,"17273"
"Nolan Gorman","STL",99,427,387,91,54,16,0,21,56,59,33,0,133,3,2,1,,3,1,0.233816,0.0774151,0.312489,0.247737,0.29725,0.436844,0.318875,0.734094,0.203028,3.23141,0.296373,-0.118878,-0.243982,51.9229,3.09694,108.805,-0.36286,-1.42259,4.005258619785309,-4.297587037086487,1.47774,373.1099853515625,,,,"22263"
"Garrett Cooper","MIA",126,546,483,125,82,27,2,15,58,63,50,0,140,9,4,1,,1,1,0.257769,0.0908287,0.255635,0.355306,0.335321,0.409184,0.328023,0.744504,0.151415,2.33067,0.330474,-1.25159,-0.835642,70.361,7.92779,113.924,-2.08723,-0.639626,6.745399713516235,-11.139626145362854,1.46743,418.239990234375,,,,"15279"
"Michael Brantley","HOU",97,420,378,108,76,23,1,8,52,45,35,2,50,3,2,1,,2,1,0.286573,0.0836687,0.119704,0.698965,0.350875,0.420275,0.337443,0.77115,0.133702,3.42972,0.310931,-0.580654,-0.412164,57.2669,9.24141,121.754,-0.992818,0.119894,9.288790106773376,-8.780105739831924,1.45795,395.42999267578125,,,,"4106"
"Brandon Belt","TOR",92,399,343,81,47,15,1,18,50,52,47,2,106,5,2,1,,2,1,0.236943,0.118709,0.265596,0.446954,0.336604,0.444823,0.340286,0.781428,0.20788,3.26672,0.286135,-0.472481,-0.363693,55.3047,9.68048,123.827,-0.836174,0.0291077,9.862084746360779,-8.795892152935266,1.44626,360.1300048828125,,,,"10264"
"Nicky Lopez","KCR",97,420,379,98,76,16,3,2,47,32,31,0,57,4,2,5,,12,3,0.258824,0.0727673,0.134703,0.540207,0.318537,0.336331,0.292453,0.654868,0.0775072,5.89265,0.297775,0.611446,0.573686,42.2554,-5.77006,86.123,1.18513,3.71478,-5.373476028442383,5.6647772789001465,1.43513,537.3699951171875,,,,"19339"
"Austin Barnes","LAD",50,198,173,40,26,8,0,6,24,24,20,0,42,3,1,2,,2,1,0.230028,0.101319,0.213804,0.473889,0.318578,0.374633,0.307754,0.693211,0.144605,3.55913,0.27069,-0.153906,-0.141755,22.3724,-0.31391,99.4233,-0.295661,1.46025,-0.42858849465847015,5.335251450538635,1.4329,678.7899780273438,,,,"12158"
"Nick Ahmed","ARI",97,420,382,90,57,22,2,8,45,42,30,1,91,2,4,2,,5,2,0.236592,0.0719128,0.215669,0.33344,0.294159,0.373208,0.291687,0.667366,0.136616,4.70744,0.286031,0.19865,-0.147011,42,-6.0255,84.972,0.0516386,2.28273,-7.281638164073229,6.782726764678955,1.43132,603.4199829101562,,,,"12147"
