Name,Team,W,L,QS,ERA,G,GS,SV,HLD,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,PlayerId
"Ronel Blanco","HOU",6,5,,4.16672,55,3,0,5,71,305,65,36,33,10,31,,2,75,9.53544,3.93437,2.42362,1.28877,0.246328,0.101636,0.14469195157289505,0.237156,1.34664,0.291113,0.73595,,,4.2535,0.087567,0.0980381,999,,,,"19407"
"Andre Pallante","STL",4,3,,3.68295,70,0,1,15,70,301,70,31,29,6,26,,2,53,6.86099,3.3848,2.027,0.815654,0.177519,0.0875772,0.08994179219007492,0.255696,1.36968,0.297725,0.74306,,,3.99152,0.0863224,0.524719,741.6699829101562,,,,"26108"
"Matt Krook","NYY",2,2,,4.07407,34,2,0,1,41,179,37,20,19,4,21,,2,40,8.83111,4.57844,1.92885,0.93772,0.22387,0.116064,0.10780572891235352,0.236096,1.41184,0.291602,0.727113,,,4.17795,0.0843169,0.0996462,999,,,,"sa737535"
"Angel Zerpa","KCR",1,1,,4.163,12,2,0,1,18,77,18,9,8,2,6,,1,14,6.96446,3.20399,2.17369,0.976432,0.179417,0.0825403,0.0968763679265976,0.25942,1.37243,0.299081,0.713227,,,4.15997,0.0834866,0.101114,750.8699951171875,,,,"22717"
"José Quijada","LAA",3,2,,3.9709,54,0,0,7,54,232,44,26,24,7,26,,3,66,11.0349,4.31668,2.55633,1.23975,0.285809,0.111804,0.17400451004505157,0.218778,1.3016,0.285895,0.74279,,,4.0494,0.0826678,0.0138262,744.4199829101562,,,,"19200"
"Yunior Marte","PHI",2,2,,4.15196,50,0,0,4,50,215,46,25,23,6,20,,2,48,8.70831,3.6855,2.36285,1.04463,0.224658,0.0950792,0.12957913428544998,0.240217,1.33446,0.29235,0.715763,,,4.05546,0.0821239,0.0368632,999,,,,"14416"
"Luis Patiño","TBR",4,4,,4.33948,47,5,0,1,64,276,60,33,31,9,25,,3,58,8.11904,3.43533,2.36339,1.28523,0.21068,0.0891432,0.12153692543506622,0.241335,1.31254,0.280228,0.716207,,,4.43934,0.0801497,-0.0410257,567.1900024414062,,,,"22815"
"Jake Cousins","MIL",3,3,,3.7135,54,0,0,6,54,228,44,24,22,7,23,,4,66,10.9426,3.79042,2.8869,1.12685,0.287518,0.099594,0.1879240795969963,0.216176,1.22851,0.284983,0.747567,,,3.79063,0.0795463,0.0965162,750.7999877929688,,,,"21620"
"Stephen Nogosek","NYM",2,2,,3.89931,50,0,0,4,50,213,45,23,22,6,19,,2,52,9.39373,3.48074,2.69877,1.10414,0.245108,0.090822,0.15428584069013596,0.233247,1.28096,0.289251,0.733528,,,3.8935,0.0786981,0.0326918,999,,,,"19545"
"Ryan Thompson","TBR",4,3,,3.76289,59,0,1,10,59,249,56,27,25,7,18,,3,54,8.23111,2.78678,2.95362,1.06492,0.216995,0.0734674,0.14352762699127197,0.244293,1.25236,0.29171,0.738012,,,3.88875,0.0777986,0.06143,999,,,,"16647"
"José Ruiz","CHW",2,2,,4.06758,56,0,0,9,56,241,51,27,25,7,24,,1,59,9.4282,3.93304,2.39718,1.15663,0.243323,0.101504,0.14181894063949585,0.235295,1.34145,0.290853,0.736106,,,4.0723,0.0754685,0.0469622,999,,,,"14552"
"Bruce Zimmermann","BAL",2,3,,4.44371,30,3,0,1,45,193,48,24,22,7,11,,1,36,7.14213,2.27201,3.14353,1.41617,0.185255,0.0589324,0.12632309272885323,0.267278,1.32161,0.299025,0.716856,,,4.42121,0.0750009,0.0303294,999,,,,"20370"
"Andrew Nardi","MIA",2,3,,4.05712,48,0,0,4,48,207,42,23,22,6,22,,2,56,10.4888,4.1016,2.55725,1.16243,0.270123,0.10563,0.16449273377656937,0.230253,1.33328,0.297374,0.73585,,,3.97019,0.0736947,0.038232,749.9199829101562,,,,"25942"
"Emilio Pagán","MIN",4,4,,4.07913,62,0,0,12,62,259,54,30,28,10,21,,2,71,10.3508,3.02729,3.41917,1.4324,0.275326,0.080524,0.19480156898498535,0.228489,1.20818,0.284345,0.734188,,,3.96624,0.0711957,0.0147205,738.5499877929688,,,,"14771"
"Josh Taylor","KCR",2,2,,3.67468,44,0,0,1,44,188,41,20,18,5,17,,2,45,9.10727,3.56025,2.55804,0.932461,0.236365,0.0924008,0.1439642608165741,0.241243,1.32265,0.301926,0.743093,,,3.75034,0.069188,0.0720207,999,,,,"17359"
"Taylor Clarke","KCR",3,3,,4.34366,66,0,1,15,66,282,66,35,32,9,21,,2,58,7.89129,2.80914,2.80914,1.2464,0.205528,0.0731637,0.13236381858587265,0.25381,1.30706,0.294849,0.703992,,,4.19765,0.0668756,-0.034697,750.8599853515625,,,,"17611"
"Yerry De Los Santos","PIT",3,3,,4.01008,44,0,0,1,44,188,40,21,20,5,16,,3,43,8.82473,3.20215,2.75588,0.993374,0.22973,0.0833599,0.14636986702680588,0.23841,1.27239,0.292775,0.702356,,,3.85688,0.0635134,0.0266962,748.1099853515625,,,,"21420"
"Jason Alexander","MIL",2,2,,4.65715,19,3,0,1,35,153,38,20,18,5,12,,2,24,6.29352,3.08645,2.03908,1.22152,0.159004,0.0779783,0.08102540671825409,0.27175,1.42922,0.300586,0.699484,,,4.67991,0.0621658,0.046433,999,,,,"19666"
"Shawn Armstrong","TBR",2,3,,3.81501,52,0,0,4,52,219,47,24,22,7,17,,2,55,9.59982,3.01039,3.18889,1.13592,0.253369,0.0794537,0.1739155352115631,0.236919,1.24132,0.296279,0.736124,,,3.76669,0.0621199,0.0159091,750.5800170898438,,,,"12857"
"Cole Waites","SFG",3,3,,3.82439,48,0,0,4,48,208,40,22,20,5,25,,1,59,11.1088,4.69298,2.36712,0.989915,0.285298,0.120526,0.16477259993553162,0.222217,1.36008,0.299898,0.750908,,,3.73098,0.0616321,0.101898,999,,,,"25665"
"Trevor Gott","SEA",3,4,,3.92677,58,0,0,10,58,243,51,28,25,8,19,,2,57,8.90224,2.92936,3.03897,1.17931,0.235864,0.0776129,0.15825067460536957,0.231754,1.21203,0.27928,0.716397,,,3.94251,0.0615482,-0.0604013,999,,,,"15046"
"Ryan Weathers","SDP",3,3,,4.58701,41,3,0,1,55,241,56,30,28,8,22,,2,39,6.38583,3.54702,1.80034,1.25823,0.162752,0.0904007,0.07235108315944672,0.256448,1.40172,0.281778,0.706515,,,4.80239,0.0608688,-0.0763903,749.8900146484375,,,,"23796"
"Levi Stoudt","CIN",1,2,,5.27965,5,5,0,0,24,109,27,15,14,4,10,,1,19,6.98201,3.52213,1.98232,1.621,0.173445,0.0874957,0.08594908565282822,0.275814,1.50351,0.302968,0.70047,,,5.22377,0.0593804,0.0784239,999,,,,"sa3014545"
"Ken Giles",,2,1,,3.96013,32,0,0,0,32,139,29,15,14,4,15,,1,37,10.3084,4.30995,2.39176,1.11725,0.264445,0.110565,0.153879813849926,0.233886,1.37583,0.301235,0.753634,,,3.92428,0.0578413,0.0989986,740.4400024414062,,,,"12910"
"Huascar Brazoban","MIA",2,2,,3.71684,53,0,0,6,53,227,45,24,22,6,25,,2,60,10.2456,4.2508,2.41028,0.935264,0.265333,0.110084,0.15524912625551224,0.225442,1.3235,0.294976,0.745296,,,3.73107,0.0566906,0.0541528,999,,,,"6107"
"Taylor Dollard","SEA",1,1,,4.31224,2,2,0,0,9,38,9,5,4,1,2,,1,7,7.08663,2.31616,3.05964,1.31745,0.184935,0.0604434,0.12449182569980621,0.256068,1.2671,0.28688,0.705696,,,4.38397,0.0562914,0.0110679,999,,,,"sa3014982"
"Richard Lovelady","KCR",2,1,,3.7982,30,0,0,1,30,129,29,14,13,3,11,,2,27,8.08509,3.24641,2.49047,0.767667,0.209241,0.0840167,0.12522445619106293,0.249781,1.32904,0.305223,0.720421,,,3.6745,0.0561375,0.0386159,750.239990234375,,,,"19337"
"Penn Murfee","SEA",3,3,,3.96845,62,0,1,12,62,263,56,30,27,8,21,,3,64,9.34201,3.02581,3.08744,1.21544,0.245056,0.0793717,0.16568397730588913,0.233941,1.23595,0.286084,0.726036,,,3.96122,0.0560312,-0.0713847,746.6199951171875,,,,"25174"
"Bryan Mata","BOS",2,2,,4.50554,24,2,0,1,30,133,29,16,15,4,14,,2,30,8.97042,4.27859,2.09658,1.10276,0.225242,0.107433,0.11780902743339539,0.248271,1.43955,0.304469,0.706813,,,4.33672,0.0531265,0.073294,999,,,,"sa917784"
"Hogan Harris","OAK",2,2,,4.00787,36,2,0,1,42,182,36,20,19,5,20,,3,45,9.72686,4.36433,2.22872,1.08439,0.249037,0.11174,0.13729723542928696,0.2278,1.3482,0.286971,0.732957,,,4.16767,0.052991,0.0422711,999,,,,"sa3009982"
"José Castillo","SDP",3,2,,3.60837,46,0,0,1,46,196,38,20,18,5,21,,3,52,10.2376,4.0761,2.5116,0.989461,0.266587,0.106142,0.16044460237026215,0.219986,1.27781,0.285715,0.754746,,,3.81788,0.0524584,0.0689086,999,,,,"17169"
"Connor Phillips","CIN",1,1,,5.22972,3,3,0,0,16,73,16,10,9,3,9,,1,16,8.87185,5.22557,1.69778,1.44688,0.216103,0.127286,0.08881698548793793,0.254454,1.57858,0.301645,0.707906,,,5.14953,0.0523153,0.0527567,999,,,,"sa3014433"
"Jeremiah Estrada","CHC",2,1,,3.74741,32,0,0,1,32,136,27,14,13,4,14,,1,39,10.886,3.84537,2.83095,1.05841,0.285099,0.100708,0.1843910664319992,0.223005,1.2693,0.295845,0.739698,,,3.62235,0.0517519,0.0595166,629.0800170898438,,,,"22210"
"Andrew Kittredge","TBR",1,1,,3.35219,20,0,0,1,20,82,18,8,7,2,5,,1,20,8.87366,2.22668,3.98515,0.967746,0.239597,0.0601225,0.17947475984692574,0.236217,1.15228,0.291301,0.74225,,,3.3916,0.0507784,0.0390282,750.5900268554688,,,,"12828"
"Trevor Megill","MIN",2,2,,3.9689,38,0,0,1,38,163,35,18,17,4,15,,1,42,9.98984,3.4402,2.90385,1.05391,0.259366,0.0893177,0.17004799842834473,0.240005,1.30819,0.307435,0.725089,,,3.67954,0.0503617,-0.00189817,748.3200073242188,,,,"17722"
"Seth Martinez","HOU",4,3,,4.00003,56,0,0,7,56,239,50,27,25,7,22,,3,55,8.91657,3.52518,2.52939,1.10579,0.231987,0.0917164,0.14027031511068344,0.234652,1.29049,0.285611,0.723593,,,4.04908,0.0499018,-0.00571404,999,,,,"21045"
"Taj Bradley","TBR",0,0,,4.24956,2,2,0,0,8,35,8,4,4,1,3,,0,7,7.61062,2.86377,2.65756,1.27177,0.199079,0.0749104,0.12416815012693405,0.24703,1.27868,0.282358,0.714118,,,4.33683,0.0492271,0.0571271,999,,,,"sa3007839"
"Brandon Bielak","HOU",2,2,,4.24127,26,2,0,1,34,146,33,17,16,4,14,,2,30,7.94728,3.72628,2.13276,1.09687,0.203131,0.0952433,0.10788808763027191,0.248622,1.38056,0.293014,0.7221,,,4.30938,0.0492054,0.0791958,999,,,,"19866"
"Luke Jackson","SFG",2,2,,3.68376,40,0,0,1,40,173,38,18,16,4,17,,2,42,9.36671,3.7308,2.51064,0.89725,0.241309,0.0961144,0.1451944336295128,0.243616,1.35426,0.30918,0.744841,,,3.69355,0.0485772,0.049474,999,,,,"11752"
"Taylor Hearn","TEX",3,4,,4.29652,60,0,0,11,60,257,56,31,29,8,24,,2,60,9.01517,3.55973,2.53254,1.21521,0.233539,0.0922155,0.14132383465766907,0.241056,1.32602,0.292092,0.713742,,,4.15155,0.0478123,-0.120693,750.530029296875,,,,"18325"
"Joel Kuhnel","CIN",2,2,,4.26154,44,0,0,1,44,188,45,22,21,6,13,,2,41,8.39041,2.72923,3.07428,1.278,0.2179,0.0708784,0.14702169597148895,0.257762,1.31793,0.304896,0.723236,,,4.11967,0.0477091,0.044163,999,,,,"19995"
"Slade Cecconi","ARI",0,1,,4.5891,2,2,0,0,9,38,9,5,4,1,3,,1,7,6.66835,2.64718,2.51904,1.2919,0.170955,0.0678653,0.10308999568223953,0.264849,1.34713,0.294191,0.698572,,,4.57123,0.0472614,0.06102,999,,,,"sa3014739"
"Dennis Santana","NYM",3,3,,4.05697,53,0,0,9,53,230,47,26,24,5,25,,3,53,8.98473,4.25202,2.11305,0.878811,0.229661,0.108687,0.12097431719303131,0.231789,1.35599,0.28937,0.707943,,,3.99021,0.0469346,-0.061704,999,,,,"17878"
"Matt Festa","SEA",2,2,,3.73451,55,0,0,7,55,230,47,25,23,7,19,,3,61,9.9962,3.07943,3.24612,1.18415,0.265086,0.0816622,0.1834234818816185,0.22489,1.19589,0.282761,0.736458,,,3.78262,0.0454337,0.00379463,750.8099975585938,,,,"19330"
"Dylan Bundy",,0,1,,4.59993,2,2,0,0,8,36,9,5,4,1,2,,0,6,6.82072,2.38209,2.86333,1.44348,0.177748,0.0620774,0.11567075923085213,0.258842,1.28906,0.284273,0.694414,,,4.6,0.0451563,-0.0412634,744.3200073242188,,,,"12917"
"Cody Bolton","PIT",1,1,,4.65997,12,2,0,1,18,80,18,10,9,2,8,,1,16,8.01481,4.09922,1.95521,1.20479,0.20183,0.103227,0.09860307723283768,0.252495,1.44535,0.295586,0.706993,,,4.54734,0.0448307,0.06008,999,,,,"sa3004975"
"Nick Nelson","PHI",2,2,,4.26458,44,0,0,1,44,194,40,23,21,5,23,,2,46,9.32012,4.67372,1.99415,0.937907,0.235458,0.118074,0.11738396435976028,0.236084,1.42237,0.29748,0.710446,,,4.11474,0.0447488,-0.0246189,999,,,,"20153"
"Blake Walston","ARI",0,1,,4.61005,2,2,0,0,9,38,9,5,4,1,3,,0,7,7.34464,3.58072,2.05116,1.2946,0.18678,0.0910603,0.0957193523645401,0.258611,1.41851,0.293566,0.712657,,,4.6177,0.0425657,0.0610179,999,,,,"sa3011814"
"Jay Jackson",,2,1,,3.85632,24,0,0,1,24,101,21,11,10,3,8,,1,26,9.88305,3.07455,3.21447,1.30781,0.261115,0.0812313,0.17988406121730804,0.231511,1.22891,0.286568,0.751901,,,3.92379,0.0425603,0.0136125,999,,,,"7432"
"Packy Naughton","STL",3,3,,3.83474,52,0,0,4,52,220,52,24,22,6,15,,2,43,7.39852,2.56956,2.87929,1.0668,0.194575,0.0675775,0.12699797749519348,0.253709,1.27745,0.294159,0.733023,,,3.95463,0.0409791,0.0861611,999,,,,"23292"
"Keegan Thompson","CHC",4,5,,4.14739,70,2,0,10,77,331,73,38,35,11,29,,4,75,8.71642,3.34349,2.60698,1.28167,0.225623,0.0865457,0.1390775367617607,0.243451,1.3132,0.289889,0.732501,,,4.29992,0.0403379,0.22185,626.8699951171875,,,,"19795"
"Tony Santillan","CIN",2,2,,4.47564,48,0,0,4,48,211,45,26,24,7,23,,3,52,9.83893,4.26846,2.30503,1.32465,0.248208,0.107681,0.1405271291732788,0.241571,1.40814,0.299643,0.726184,,,4.45527,0.0397843,0.00749004,999,,,,"19926"
"Michael Tonkin","ATL",3,2,,3.80966,36,0,0,1,36,154,31,16,15,5,14,,3,42,10.5462,3.50225,3.01126,1.14698,0.273924,0.0909666,0.18295755982398987,0.229097,1.26331,0.296735,0.747305,,,3.8119,0.0386706,0.0657035,999,,,,"10315"
"Elieser Hernandez","NYM",2,2,,3.9526,44,0,0,1,44,183,39,21,19,7,12,,3,47,9.65758,2.46978,3.9103,1.41856,0.257668,0.0658948,0.19177355617284775,0.229797,1.15402,0.278001,0.731045,,,4.02566,0.0370343,-0.0204718,742.6900024414062,,,,"16933"
"Tyler Holton","DET",1,2,,4.02494,32,0,0,1,32,137,31,16,14,4,11,,1,28,7.75249,3.01104,2.57469,1.03629,0.201829,0.0783898,0.12343951314687729,0.250663,1.31082,0.295088,0.718861,,,4.00616,0.0362387,-0.0218651,999,,,,"26231"
"Will Vest","DET",2,2,,3.94511,36,0,0,1,36,154,34,17,16,4,13,,2,34,8.43213,3.34883,2.51794,0.910761,0.21854,0.0867935,0.13174693286418915,0.245624,1.32243,0.299946,0.718451,,,3.80825,0.0352635,0.00772549,748.969970703125,,,,"19769"
"Matt Moore","LAA",3,3,,4.31449,62,0,4,11,62,269,57,32,30,9,29,,2,64,9.23953,4.17041,2.2155,1.26726,0.236392,0.106699,0.12969271838665009,0.239642,1.38533,0.291496,0.729416,,,4.3767,0.0351229,-0.061512,637.4299926757812,,,,"1890"
"Jake Diekman","CHW",3,4,,4.08419,60,0,1,11,60,264,48,29,27,8,35,,5,76,11.3628,5.17694,2.19488,1.1545,0.287194,0.130847,0.15634673833847046,0.213699,1.37224,0.28593,0.73928,,,4.25426,0.0334856,0.0547323,750.27001953125,,,,"5003"
"Joel Payamps","MIL",2,2,,4.10103,38,0,0,1,38,161,37,19,17,5,12,,1,32,7.57709,2.90372,2.60945,1.17947,0.198348,0.0760117,0.1223367378115654,0.250537,1.29641,0.289218,0.724444,,,4.20573,0.0333382,0.00148211,999,,,,"14332"
"Luis Ortiz","PHI",1,2,,4.33543,30,0,0,1,30,128,30,16,14,4,10,,1,26,7.65594,2.89827,2.64156,1.1928,0.198905,0.0752984,0.12360666692256927,0.253221,1.31446,0.292877,0.70165,,,4.20653,0.0320388,-0.0265587,749.7000122070312,,,,"16942"
"Dakota Hudson","STL",3,3,,4.13149,45,3,0,1,60,261,61,30,27,6,24,,3,40,5.95746,3.55473,1.67592,0.949971,0.151812,0.0905842,0.06122809648513794,0.260502,1.41457,0.290498,0.723665,,,4.49956,0.0317408,0.155445,735.1199951171875,,,,"19206"
"Corey Knebel",,2,2,,4.09511,34,0,0,0,34,147,30,17,15,4,16,,1,34,8.99756,4.24395,2.12009,1.05886,0.23129,0.109095,0.12219592183828354,0.232309,1.35634,0.285045,0.722934,,,4.18355,0.0311706,0.0365562,748.010009765625,,,,"15010"
"Cody Stashak","MIN",1,1,,3.95392,12,0,0,0,12,50,11,6,5,2,3,,0,13,9.39719,2.17795,4.31469,1.25225,0.250133,0.0579725,0.19216100126504898,0.243337,1.19119,0.298091,0.726474,,,3.65364,0.0311671,-0.00352578,999,,,,"18088"
"Chad Green","TOR",1,1,,3.79881,18,0,0,1,18,74,16,8,8,3,5,,1,20,10.0468,2.47442,4.06027,1.38261,0.270666,0.0666621,0.20400409400463104,0.228949,1.14813,0.282852,0.743816,,,3.80808,0.0310462,0.0184896,745.2899780273438,,,,"15552"
"Aaron Loup","LAA",3,3,,3.97158,60,0,2,11,60,258,58,29,26,7,21,,5,53,7.94401,3.09765,2.56453,1.05832,0.205122,0.0799841,0.12513753026723862,0.247627,1.30267,0.292952,0.72274,,,4.17319,0.0288473,0.107376,999,,,,"10343"
"Trevor Richards","TOR",3,2,,4.07343,46,0,0,4,46,195,40,22,21,7,19,,1,52,10.16,3.62266,2.80456,1.39629,0.266344,0.0949682,0.17137618362903595,0.226172,1.2636,0.279783,0.742119,,,4.16529,0.0287415,0.0177941,749.1300048828125,,,,"19309"
"Domingo Acevedo","OAK",4,3,,3.88407,64,0,3,12,64,267,59,30,28,9,19,,2,61,8.57428,2.66143,3.22168,1.28691,0.228187,0.0708287,0.15735848993062973,0.237983,1.21006,0.280863,0.737106,,,4.06488,0.0285786,0.0668123,603.3699951171875,,,,"17092"
"Tanner Banks","CHW",2,2,,4.01264,36,0,11,0,36,152,35,17,16,5,11,,1,34,8.51849,2.63996,3.22675,1.23364,0.223883,0.0693833,0.15449946373701096,0.249732,1.26794,0.297099,0.728327,,,3.97638,0.0277229,0.00922617,999,,,,"16990"
"Casey Sadler","SEA",2,1,,3.61582,42,0,0,1,42,177,38,18,17,5,13,,2,37,8.01059,2.84607,2.81461,0.975698,0.211443,0.0751233,0.13631970435380936,0.237582,1.22882,0.282895,0.740213,,,3.84668,0.0273224,0.0395956,999,,,,"11209"
"Kevin Kelly","TBR",2,2,,3.67429,40,0,0,1,40,169,36,18,16,4,13,,3,39,8.79325,2.90026,3.03188,1.00906,0.231704,0.0764226,0.15528187900781631,0.236894,1.2278,0.290268,0.73067,,,3.7982,0.0271647,0.0107347,999,,,,"sa3009999"
"Mark Leiter Jr.","CHC",1,1,,3.8244,18,0,0,1,18,76,16,8,8,2,6,,1,19,9.37918,2.85123,3.28953,1.05863,0.246863,0.0750451,0.1718176156282425,0.234801,1.21604,0.292735,0.718997,,,3.73246,0.0270019,0.0294238,750.260009765625,,,,"15551"
"Davis Daniel","LAA",1,1,,4.83041,6,2,0,1,13,55,13,7,7,2,4,,1,9,6.75252,2.87414,2.3494,1.49791,0.172489,0.0734185,0.0990709662437439,0.26436,1.37077,0.289163,0.699843,,,4.89299,0.0268708,0.0444564,999,,,,"sa3015037"
"Rowan Wick","CHC",2,2,,4.01863,30,0,0,1,30,129,28,14,13,4,12,,1,31,9.2141,3.74506,2.46033,1.0561,0.2373,0.0964503,0.14084945619106293,0.243056,1.35485,0.301863,0.733236,,,3.94675,0.0266901,0.0281393,719.52001953125,,,,"14646"
"Brandon Hughes","CHC",3,2,,4.00301,56,0,10,8,56,238,48,27,25,8,21,,4,64,10.2298,3.41818,2.99275,1.3262,0.267751,0.0894665,0.17828471958637238,0.227381,1.24371,0.284868,0.739243,,,4.09205,0.0264547,0.0254268,376.55999755859375,,,,"23460"
"Yosver Zulueta","TOR",0,1,,4.81498,2,2,0,0,8,35,7,5,4,1,4,,1,7,8.41625,4.04505,2.08063,1.35286,0.210971,0.101398,0.10957352817058563,0.24446,1.3958,0.285754,0.688635,,,4.8803,0.0262247,-0.027003,999,,,,"sa3014869"
"Cole Hamels","SDP",0,1,,4.66245,2,2,0,0,9,39,9,5,5,1,4,,0,7,7.17208,3.80215,1.88632,1.3719,0.180417,0.0956448,0.08477215468883514,0.260714,1.45171,0.292421,0.722523,,,4.9078,0.0261391,0.0344903,750.6099853515625,,,,"4972"
"Sean Hjelle","SFG",4,4,,4.2727,56,2,0,7,63,275,66,32,30,6,22,,4,48,6.80459,3.20842,2.12086,0.889439,0.172578,0.0813719,0.09120608866214752,0.266733,1.41247,0.308357,0.704953,,,4.15123,0.0258342,-0.00707194,745.3300170898438,,,,"21481"
"Jonathan Stiever","CHW",1,2,,4.71059,18,2,0,1,25,106,25,14,13,4,8,,1,22,7.92458,2.93322,2.70167,1.57894,0.204245,0.0755994,0.12864507734775543,0.25503,1.33138,0.287546,0.708726,,,4.7376,0.024959,-0.0047396,999,,,,"24584"
"Tim Hill","SDP",3,3,,4.06259,61,0,0,12,61,261,59,30,28,6,21,,4,43,6.36075,3.07514,2.06844,0.94025,0.165301,0.0799155,0.08538521081209183,0.251982,1.31538,0.284718,0.703186,,,4.29124,0.024352,0.0358825,749.22998046875,,,,"16814"
"Jesse Chavez","ATL",3,2,,4.04492,48,0,0,1,48,206,48,23,22,6,16,,2,47,8.73051,2.97596,2.93368,1.21805,0.225715,0.076939,0.14877568930387497,0.251849,1.32059,0.302483,0.738466,,,4.0329,0.023303,0.0354019,999,,,,"5448"
"Josh Staumont","KCR",3,3,,4.25411,46,0,0,4,46,201,40,23,22,5,25,,2,49,9.62681,4.83471,1.99119,0.99775,0.244244,0.122663,0.12158163636922836,0.23058,1.41355,0.292156,0.718079,,,4.15056,0.0230659,0.0440604,745.0499877929688,,,,"18335"
"Bryce Miller","SEA",1,1,,3.72549,24,0,0,1,24,101,21,11,10,3,8,,1,24,8.87035,2.95962,2.99712,1.02922,0.23457,0.0782652,0.1563052162528038,0.231961,1.21526,0.283694,0.727763,,,3.76887,0.0227327,-0.00095202,999,,,,"sa3017414"
"Konnor Pilkington","CLE",1,1,,4.45981,14,2,0,1,20,89,19,11,10,3,9,,1,19,8.27394,4.11946,2.0085,1.26466,0.210496,0.104802,0.10569340735673904,0.245749,1.4084,0.288452,0.721714,,,4.59733,0.0225828,0.0694833,749.22998046875,,,,"21453"
"Nick Sandlin","CLE",3,3,,4.01752,62,0,0,13,62,269,52,30,28,7,31,,5,65,9.37297,4.53291,2.06776,0.958889,0.239737,0.115941,0.12379675358533859,0.22456,1.34926,0.282342,0.719702,,,4.1501,0.021932,0.0769661,749.6799926757812,,,,"20517"
"Luis Frías","ARI",1,1,,4.05809,26,0,0,1,26,112,24,13,12,3,12,,1,27,9.50983,4.24871,2.23829,0.998156,0.24433,0.109159,0.13517030328512192,0.236952,1.37956,0.29921,0.72877,,,3.92551,0.0217236,0.0045952,999,,,,"21997"
"Jordan Weems","WSN",1,1,,4.43325,24,0,0,1,24,104,22,13,12,3,10,,1,24,9.03932,3.74995,2.41052,1.2355,0.232822,0.096586,0.13623598217964172,0.242013,1.35111,0.293131,0.711586,,,4.2465,0.0215931,-0.0240346,999,,,,"13190"
"Kaleb Ort","BOS",2,2,,4.46709,42,0,0,1,42,185,40,22,21,5,19,,3,43,9.27413,4.10384,2.25987,1.10991,0.233958,0.103527,0.13043095916509628,0.245194,1.40932,0.303556,0.70972,,,4.20379,0.020686,-0.0222949,999,,,,"20061"
"Luis Gil","NYY",1,1,,3.86114,12,0,0,1,12,51,10,6,5,1,6,,0,15,10.9278,4.39793,2.48476,1.09753,0.284108,0.11434,0.16976769268512726,0.213803,1.28975,0.281718,0.738586,,,3.84988,0.0206792,-0.0111621,750.9000244140625,,,,"21052"
"Chi Chi González","MIA",0,1,,4.93704,2,2,0,0,9,38,9,5,5,1,3,,0,6,5.8483,3.0268,1.93217,1.30019,0.148014,0.0766047,0.07140897959470749,0.273359,1.43329,0.295933,0.685087,,,4.82264,0.0204638,0.039911,999,,,,"14663"
"Josh Winder","MIN",2,3,,4.63207,44,2,0,1,50,217,52,28,26,8,15,,2,41,7.36859,2.61743,2.8152,1.40293,0.189775,0.0674107,0.12236414104700089,0.261168,1.3312,0.293956,0.701565,,,4.49353,0.0199454,-0.132989,748.7100219726562,,,,"24606"
"Tommy Nance","MIA",2,2,,4.05643,45,0,0,1,45,193,41,22,20,5,19,,3,48,9.64525,3.72319,2.59059,1.0585,0.249334,0.0962462,0.15308810025453568,0.237308,1.32213,0.299693,0.717892,,,3.90834,0.0197864,-0.00610999,999,,,,"19178"
"Josh Simpson","MIA",2,2,,3.98076,38,0,0,1,38,165,33,18,17,4,18,,3,43,10.1347,4.28017,2.36783,1.01262,0.258995,0.10938,0.14961417019367218,0.227997,1.3402,0.294523,0.727779,,,3.9899,0.0192425,0.0134,999,,,,"sa1053035"
"Ryan Tepera","LAA",4,4,,4.23609,64,0,6,13,64,275,59,33,30,9,25,,3,60,8.43951,3.5709,2.36341,1.19951,0.218227,0.0923356,0.12589161843061447,0.239277,1.31998,0.283401,0.715476,,,4.28559,0.0182188,-0.0625567,671.5499877929688,,,,"10291"
"Matt Gage","HOU",2,2,,3.77961,38,0,0,1,38,161,34,17,16,5,14,,1,37,8.8188,3.42999,2.57109,1.06974,0.231202,0.0899238,0.14127801358699799,0.23582,1.28141,0.287399,0.738785,,,3.95915,0.0173252,0.0385652,999,,,,"17381"
"Jake Bird","COL",2,3,,4.68443,40,0,0,1,40,177,41,23,21,4,17,,3,36,8.05391,3.91611,2.05661,0.978773,0.201761,0.0981038,0.10365759581327438,0.261333,1.45954,0.313977,0.684692,,,4.2825,0.0172254,0.000126644,999,,,,"21267"
"Jackson Tetreault","WSN",1,1,,5.18949,6,2,0,1,12,56,14,8,7,2,5,,0,9,6.27677,3.67639,1.70732,1.47429,0.156506,0.0916678,0.06483834981918335,0.273188,1.50368,0.295893,0.692576,,,5.18889,0.0168157,0.00379051,999,,,,"20565"
"Brad Boxberger","CHC",3,3,,4.26896,63,0,7,9,63,274,58,32,30,9,27,,3,64,9.21247,3.8928,2.36654,1.22177,0.235739,0.0996134,0.13612599670886993,0.237524,1.3489,0.289262,0.723355,,,4.28235,0.0162677,0.0810492,480.42999267578125,,,,"10133"
