"Team","G","IP","K.","BB.","HR.9","BABIP","LOB.","LD.","GB.","FB.","HR.FB","EV","WHIP","ERA","FIP","xFIP","SIERA","WAR","O.Swing.","F.Strike.","SwStr.","Zone.","Barrel.","HardHit.","Date"
"TEX",132,149.2,0.225,0.121,0.9621,0.284,0.669,0.227,0.407,0.364,0.105,88.4329,1.4098,5.0512,4.3462,4.4111,4.1531,0.7011,0.293,0.551,0.121,0.399,0.066,0.377,2024-05-16
"MIA",152,184.1,0.21,0.099,0.9765,0.3073,0.673,0.199,0.436,0.363,0.102,88.5261,1.4213,4.6872,4.2122,4.317,3.9779,0.695,0.312,0.591,0.101,0.428,0.082,0.389,2024-05-16
"SDP",151,165.2,0.219,0.081,1.0322,0.2801,0.71,0.175,0.455,0.368,0.109,87.692,1.2314,4.0201,4.0007,4.0141,3.6727,0.6444,0.3,0.63,0.109,0.446,0.073,0.403,2024-05-16
"ATL",124,133,0.225,0.077,1.1504,0.2892,0.778,0.17,0.452,0.369,0.12,88.0951,1.2556,3.3158,3.9255,3.7823,3.5481,0.5254,0.325,0.616,0.121,0.441,0.06,0.359,2024-05-16
"CHC",140,169,0.231,0.107,0.9053,0.3045,0.67,0.187,0.45,0.361,0.098,89.3498,1.4083,4.4734,4.0488,4.2074,3.8717,0.3292,0.306,0.604,0.115,0.409,0.102,0.408,2024-05-16
"SFG",147,169,0.24,0.086,1.0651,0.3205,0.672,0.2,0.4,0.32,0.128,88.1173,1.3846,4.8994,3.9068,3.6905,3.4434,0.2879,0.305,0.593,0.11,0.428,0.079,0.385,2024-05-16
"KCR",137,139.1,0.18,0.097,0.8397,0.2923,0.75,0.197,0.432,0.369,0.082,88.8431,1.3852,3.9402,4.256,4.657,4.3617,0.2529,0.287,0.577,0.083,0.416,0.074,0.398,2024-05-16
"ARI",141,160,0.189,0.103,0.9,0.2918,0.682,0.212,0.452,0.335,0.099,88.9406,1.3938,4.3313,4.206,4.3473,4.2728,0.2475,0.311,0.623,0.107,0.433,0.066,0.41,2024-05-16
"COL",124,155.1,0.181,0.12,0.8112,0.3085,0.71,0.2,0.487,0.309,0.096,88.5644,1.5258,4.3455,4.3538,4.5192,4.5403,0.2093,0.27,0.594,0.09,0.403,0.044,0.39,2024-05-16
"LAA",134,156.2,0.239,0.1,1.2638,0.2861,0.644,0.188,0.405,0.405,0.126,88.9715,1.334,5.1702,4.4648,4.2301,3.7843,0.2057,0.297,0.58,0.109,0.414,0.081,0.38,2024-05-16
"HOU",142,162.2,0.235,0.1,1.0512,0.2991,0.708,0.205,0.454,0.3,0.123,88.6382,1.3586,4.2602,4.1579,3.9954,3.7026,0.096,0.309,0.555,0.11,0.391,0.063,0.4,2024-05-16
"CHW",154,167.1,0.206,0.11,1.1833,0.271,0.698,0.178,0.41,0.409,0.111,87.878,1.3984,4.0339,4.7571,4.7427,4.3419,-0.2679,0.3,0.598,0.117,0.42,0.073,0.338,2024-05-16
"TOR",139,143,0.19,0.094,1.5105,0.2743,0.691,0.216,0.379,0.404,0.137,90.0899,1.3706,5.035,4.9127,4.4738,4.1603,-0.7034,0.301,0.621,0.089,0.427,0.103,0.449,2024-05-16
"TBR",141,172.1,0.215,0.11,1.3578,0.2661,0.694,0.177,0.396,0.425,0.12,88.1958,1.352,4.4913,4.9307,4.6982,4.163,-1.074,0.292,0.605,0.105,0.42,0.085,0.357,2024-05-16
"CLE",164,169.2,0.272,0.077,0.4244,0.2654,0.766,0.228,0.431,0.339,0.055,89.0934,1.0196,2.4401,2.7309,3.3336,3.041,3.0691,0.347,0.62,0.135,0.407,0.058,0.395,2024-05-17
"OAK",138,177,0.252,0.08,0.6102,0.2963,0.708,0.191,0.475,0.333,0.077,86.4075,1.1977,3.4068,3.2622,3.6351,3.3242,2.3104,0.321,0.62,0.12,0.433,0.044,0.299,2024-05-17
"BOS",142,173,0.234,0.08,0.6763,0.2791,0.674,0.212,0.423,0.363,0.074,87.3626,1.1734,3.0694,3.3111,3.7749,3.5119,2.2985,0.322,0.604,0.11,0.434,0.065,0.349,2024-05-17
"PHI",136,139.1,0.252,0.09,0.7751,0.3173,0.66,0.202,0.459,0.337,0.092,88.5893,1.3278,4.3278,3.366,3.5828,3.3811,2.1727,0.325,0.601,0.113,0.433,0.067,0.403,2024-05-17
"NYM",147,165.2,0.284,0.12,0.6519,0.2778,0.714,0.164,0.445,0.39,0.076,85.9133,1.2495,2.9879,3.391,3.8067,3.4888,2.1714,0.294,0.603,0.119,0.414,0.053,0.33,2024-05-17
"WSN",153,152,0.223,0.095,0.7105,0.3068,0.746,0.221,0.461,0.316,0.087,89.3551,1.3487,3.4342,3.5251,3.7898,3.7431,1.8633,0.32,0.606,0.113,0.436,0.061,0.414,2024-05-17
"SEA",132,134.2,0.2,0.082,0.7351,0.2607,0.724,0.229,0.379,0.39,0.079,87.7874,1.099,3.2748,3.4108,3.8167,3.4026,1.5082,0.353,0.661,0.12,0.39,0.063,0.341,2024-05-17
"NYY",132,151,0.213,0.094,0.596,0.2427,0.748,0.186,0.454,0.358,0.066,88.8555,1.1192,2.5629,3.6402,4.2021,3.8893,1.459,0.325,0.641,0.109,0.405,0.06,0.388,2024-05-17
"STL",135,151,0.251,0.074,1.0728,0.3035,0.711,0.158,0.509,0.331,0.13,88.6732,1.2384,3.9934,3.6137,3.3731,3.1452,1.3805,0.35,0.648,0.129,0.435,0.071,0.36,2024-05-17
"LAD",142,175.1,0.222,0.07,0.924,0.2452,0.72,0.212,0.397,0.39,0.096,88.6279,1.0722,3.1312,3.8393,4.0242,3.663,1.3511,0.316,0.61,0.108,0.433,0.08,0.372,2024-05-17
"CIN",140,154.1,0.257,0,1.108,0.2785,0.723,0.204,0.346,0.448,0.103,87.8921,1.2635,4.1404,4.0182,4.1255,3.5767,1.3292,0.332,0.607,0.12,0.4,0.067,0.352,2024-05-17
"MIN",137,152,0.269,0.09,0.9474,0.288,0.76,0.22,0.395,0.383,0.1,88.9486,1.2368,3.6118,3.683,3.7375,3.3389,1.1813,0.296,0.617,0.119,0.42,0.065,0.384,2024-05-17
"BAL",147,145,0.243,0.095,0.869,0.2486,0.718,0.161,0.488,0.35,0.106,89.589,1.1103,3.2276,3.7711,3.8198,3.5345,1.1189,0.28,0.571,0.105,0.427,0.071,0.415,2024-05-17
"MIL",140,169,0.222,0.08,1.2249,0.2876,0.76,0.213,0.423,0.363,0.131,88.6218,1.2781,3.8343,4.179,3.893,3.6813,0.9584,0.3,0.59,0.095,0.441,0.071,0.402,2024-05-17
"PIT",139,148.2,0.25,0.112,0.787,0.2868,0.665,0.169,0.414,0.416,0.078,87.8411,1.3251,4.2982,3.7623,4.2153,3.7113,0.9169,0.316,0.556,0.117,0.411,0.087,0.342,2024-05-17
"DET",127,144.2,0.215,0.091,0.8088,0.2594,0.723,0.217,0.435,0.346,0.092,88.9416,1.182,3.1728,3.8417,4.0596,3.8387,0.7592,0.339,0.658,0.125,0.4,0.058,0.37,2024-05-17
"TEX",132,149.2,0.225,0.121,0.9621,0.284,0.669,0.227,0.407,0.364,0.105,88.4329,1.4098,5.0512,4.3462,4.4111,4.1531,0.7011,0.293,0.551,0.121,0.399,0.066,0.377,2024-05-17
"MIA",152,184.1,0.21,0.099,0.9765,0.3073,0.673,0.199,0.436,0.363,0.102,88.5261,1.4213,4.6872,4.2122,4.317,3.9779,0.695,0.312,0.591,0.101,0.428,0.082,0.389,2024-05-17
"SDP",151,165.2,0.219,0.081,1.0322,0.2801,0.71,0.175,0.455,0.368,0.109,87.692,1.2314,4.0201,4.0007,4.0141,3.6727,0.6444,0.3,0.63,0.109,0.446,0.073,0.403,2024-05-17
"ATL",124,133,0.225,0.077,1.1504,0.2892,0.778,0.17,0.452,0.369,0.12,88.0951,1.2556,3.3158,3.9255,3.7823,3.5481,0.5254,0.325,0.616,0.121,0.441,0.06,0.359,2024-05-17
"CHC",142,172.1,0.234,0.1,0.8878,0.3028,0.673,0.187,0.449,0.362,0.096,89.165,1.3868,4.3868,3.9733,4.1537,3.8162,0.4682,0.307,0.6,0.11,0.408,0.1,0.403,2024-05-17
"SFG",147,169,0.24,0.086,1.0651,0.3205,0.672,0.2,0.4,0.32,0.128,88.1173,1.3846,4.8994,3.9068,3.6905,3.4434,0.2879,0.305,0.593,0.11,0.428,0.079,0.385,2024-05-17
"KCR",137,139.1,0.18,0.097,0.8397,0.2923,0.75,0.197,0.432,0.369,0.082,88.8431,1.3852,3.9402,4.256,4.657,4.3617,0.2529,0.287,0.577,0.083,0.416,0.074,0.398,2024-05-17
"ARI",141,160,0.189,0.103,0.9,0.2918,0.682,0.212,0.452,0.335,0.099,88.9406,1.3938,4.3313,4.206,4.3473,4.2728,0.2475,0.311,0.623,0.107,0.433,0.066,0.41,2024-05-17
"COL",124,155.1,0.181,0.12,0.8112,0.3085,0.71,0.2,0.487,0.309,0.096,88.5644,1.5258,4.3455,4.3538,4.5192,4.5403,0.2093,0.27,0.594,0.09,0.403,0.044,0.39,2024-05-17
"LAA",134,156.2,0.239,0.1,1.2638,0.2861,0.644,0.188,0.405,0.405,0.126,88.9715,1.334,5.1702,4.4648,4.2301,3.7843,0.2057,0.297,0.58,0.109,0.414,0.081,0.38,2024-05-17
"HOU",143,165.2,0.23,0.098,1.0322,0.2982,0.708,0.206,0.457,0.336,0.122,88.7688,1.3461,4.2374,4.1335,3.9826,3.6857,0.1279,0.308,0.556,0.113,0.393,0.062,0.404,2024-05-17
"CHW",154,167.1,0.206,0.11,1.1833,0.271,0.698,0.178,0.41,0.409,0.111,87.878,1.3984,4.0339,4.7571,4.7427,4.3419,-0.2679,0.3,0.598,0.117,0.42,0.073,0.338,2024-05-17
"TOR",139,143,0.19,0.094,1.5105,0.2743,0.691,0.216,0.379,0.404,0.137,90.0899,1.3706,5.035,4.9127,4.4738,4.1603,-0.7034,0.301,0.621,0.089,0.427,0.103,0.449,2024-05-17
"TBR",146,176.1,0.216,0.11,1.3781,0.2632,0.7,0.174,0.4,0.424,0.127,88.1818,1.344,4.4405,4.9526,4.6841,4.1558,-1.2503,0.292,0.605,0.107,0.421,0.085,0.358,2024-05-17
"CLE",168,172,0.274,0.07,0.4186,0.267,0.764,0.23,0.433,0.335,0.055,89.0686,1.0233,2.4593,2.7075,3.302,3.0216,3.2324,0.34,0.619,0.134,0.407,0.057,0.395,2024-05-18
"PHI",138,141,0.25,0.089,0.766,0.315,0.665,0.2,0.452,0.345,0.088,88.4151,1.3191,4.2766,3.3634,3.6284,3.4092,2.2555,0.325,0.6,0.113,0.433,0.066,0.4,2024-05-18
"NYM",149,169.2,0.283,0.121,0.6365,0.2843,0.707,0.166,0.444,0.388,0.074,85.9094,1.2731,3.1297,3.3793,3.819,3.5097,2.2034,0.298,0.604,0.12,0.409,0.054,0.33,2024-05-18
"BOS",144,176.1,0.23,0.082,0.7146,0.2834,0.67,0.214,0.421,0.364,0.077,87.4039,1.2079,3.2665,3.4101,3.84,3.5784,2.1668,0.32,0.604,0.109,0.433,0.065,0.349,2024-05-18
"OAK",141,180.1,0.24,0.087,0.6987,0.2966,0.705,0.189,0.47,0.339,0.085,86.5707,1.22,3.5933,3.4263,3.7117,3.3913,2.0172,0.319,0.619,0.118,0.432,0.049,0.304,2024-05-18
"WSN",155,155,0.223,0.094,0.6968,0.3018,0.746,0.222,0.456,0.32,0.085,89.4353,1.3226,3.3677,3.4919,3.7884,3.736,1.9308,0.321,0.605,0.114,0.435,0.06,0.41,2024-05-18
"NYY",135,153,0.216,0.094,0.5882,0.247,0.748,0.193,0.451,0.354,0.066,88.9004,1.1307,2.5882,3.601,4.1556,3.8557,1.5478,0.324,0.645,0.11,0.406,0.063,0.391,2024-05-18
"SEA",135,137.1,0.24,0.082,0.7209,0.2639,0.706,0.23,0.379,0.39,0.077,87.9246,1.1141,3.4733,3.4129,3.8527,3.4458,1.5338,0.352,0.66,0.12,0.395,0.06,0.34,2024-05-18
"LAD",145,178.1,0.223,0.078,0.9084,0.2442,0.722,0.211,0.398,0.3,0.095,88.575,1.0598,3.0785,3.8052,4.003,3.6479,1.4624,0.316,0.616,0.108,0.436,0.079,0.372,2024-05-18
"STL",138,154,0.247,0.074,1.0519,0.3043,0.714,0.161,0.51,0.324,0.129,88.7281,1.2468,3.9156,3.611,3.3844,3.1703,1.3951,0.349,0.64,0.128,0.436,0.069,0.37,2024-05-18
"CIN",143,157.1,0.253,0.099,1.1441,0.2808,0.715,0.203,0.348,0.447,0.105,87.8643,1.2775,4.2903,4.0905,4.1586,3.6126,1.2213,0.333,0.609,0.121,0.407,0.068,0.359,2024-05-18
"BAL",151,148,0.238,0.09,0.8514,0.2493,0.725,0.164,0.487,0.347,0.103,89.5838,1.1149,3.1622,3.7786,3.8554,3.5828,1.1045,0.289,0.576,0.104,0.429,0.069,0.414,2024-05-18
"MIL",143,172,0.222,0.08,1.2035,0.2875,0.772,0.212,0.421,0.366,0.128,88.6785,1.2733,3.7674,4.161,3.9132,3.68,0.991,0.303,0.59,0.095,0.44,0.072,0.403,2024-05-18
"MIN",140,154.2,0.269,0.094,1.0474,0.2868,0.764,0.219,0.39,0.386,0.116,88.8573,1.2349,3.6659,3.803,3.7255,3.3174,0.9248,0.299,0.618,0.12,0.426,0.069,0.382,2024-05-18
"PIT",142,151.2,0.254,0.113,0.8308,0.2886,0.66,0.17,0.414,0.414,0.083,87.8917,1.3451,4.3912,3.8424,4.229,3.736,0.8943,0.314,0.554,0.115,0.409,0.08,0.347,2024-05-18
"SDP",155,169,0.227,0.081,1.0118,0.282,0.719,0.176,0.451,0.371,0.107,87.7782,1.2249,3.9408,3.9068,3.9454,3.5955,0.8826,0.3,0.633,0.11,0.446,0.07,0.404,2024-05-18
"DET",129,147.2,0.215,0.089,0.7923,0.2586,0.726,0.217,0.438,0.343,0.091,88.9933,1.1716,3.1084,3.7869,4.0198,3.8033,0.8347,0.342,0.662,0.125,0.406,0.057,0.374,2024-05-18
"MIA",155,187.1,0.213,0.099,0.9609,0.3045,0.67,0.198,0.435,0.365,0.1,88.51,1.4093,4.6121,4.1898,4.3234,3.9837,0.7237,0.3,0.59,0.101,0.428,0.085,0.391,2024-05-18
"ATL",128,137.2,0.226,0.074,1.1114,0.2898,0.784,0.179,0.453,0.367,0.117,88.0649,1.2421,3.2034,3.8408,3.7442,3.5155,0.6838,0.322,0.612,0.118,0.439,0,0.357,2024-05-18
"TEX",135,155,0.225,0.119,0.9871,0.2908,0.662,0.231,0.41,0.357,0.1,88.3793,1.4323,5.2258,4.35,4.3657,4.1233,0.6829,0.294,0.55,0.119,0.401,0.065,0.377,2024-05-18
"ARI",143,165,0.193,0.101,0.8727,0.2958,0.669,0.21,0.451,0.338,0.095,88.9776,1.3939,4.4727,4.1071,4.2962,4.2047,0.3986,0.311,0.625,0.107,0.432,0.07,0.407,2024-05-18
"CHC",146,176.2,0.235,0.104,0.917,0.3021,0.68,0.195,0.442,0.362,0,89.2992,1.3811,4.3302,3.9869,4.1217,3.7935,0.3944,0.309,0.604,0.117,0.407,0.102,0.403,2024-05-18
"SFG",153,175,0.238,0.087,1.0286,0.3189,0.681,0.209,0.469,0.321,0.124,88.2855,1.3829,4.7829,3.8921,3.7241,3.4747,0.3054,0.306,0.593,0.108,0.428,0.077,0.391,2024-05-18
"KCR",139,141.1,0.182,0.097,0.8915,0.2919,0.749,0.195,0.432,0.372,0.087,88.8508,1.3868,4.0118,4.311,4.6447,4.3396,0.2213,0.288,0.58,0.08,0.418,0.076,0.398,2024-05-18
"HOU",147,169.2,0.235,0.09,1.0079,0.2982,0.714,0.205,0.458,0.335,0.12,88.6886,1.3379,4.1375,4.0983,3.9764,3.6704,0.2038,0.307,0.553,0.113,0.392,0.061,0,2024-05-18
"COL",127,159.1,0.179,0.122,0.7908,0.3136,0.704,0.2,0.486,0.308,0.09,88.3284,1.5565,4.5188,4.3799,4.5771,4.5854,0.1815,0.276,0.593,0.09,0.404,0.045,0.39,2024-05-18
"LAA",137,158.2,0.237,0.102,1.3046,0.2861,0.644,0.187,0.402,0.409,0.128,89.0329,1.3361,5.2185,4.5175,4.2489,3.7889,0.1098,0.297,0.583,0.108,0.415,0.079,0.382,2024-05-18
"CHW",157,170.2,0.206,0.116,1.2129,0.2722,0.705,0.178,0.407,0.413,0.112,87.9524,1.4004,4.0078,4.7841,4.7443,4.3324,-0.3648,0.299,0.596,0.116,0.422,0.076,0.342,2024-05-18
"TOR",143,146.1,0.201,0.092,1.4761,0.2755,0.69,0.216,0.387,0.396,0.137,90.1284,1.3599,4.9203,4.8178,4.3888,4.0979,-0.5711,0.301,0.617,0.09,0.428,0.101,0.449,2024-05-18
"TBR",148,178,0.215,0.109,1.3652,0.2625,0.701,0.176,0.4,0.422,0.126,88.2262,1.3371,4.3989,4.9244,4.6665,4.1479,-1.1846,0.292,0.607,0.107,0.422,0.084,0.35,2024-05-18
"CLE",171,175,0.27,0.076,0.4114,0.2711,0.749,0.22,0.428,0.342,0.05,89.0506,1.0343,2.52,2.6807,3.3223,3.0265,3.3166,0.345,0.619,0.133,0.408,0.055,0.393,2024-05-19
"PHI",141,144,0.251,0.087,0.75,0.3162,0.667,0.205,0.453,0.34,0.088,88.5704,1.3125,4.25,3.3241,3.5935,3.3681,2.4064,0.328,0.605,0.115,0.432,0.064,0.4,2024-05-19
"BOS",147,178.2,0.228,0.08,0.7052,0.2926,0.655,0.215,0.424,0.359,0.076,87.5277,1.2425,3.4757,3.401,3.8414,3.5901,2.2294,0.32,0.605,0.109,0.435,0.064,0.35,2024-05-19
"NYM",154,172.1,0.281,0.119,0.6789,0.2912,0.698,0.16,0.441,0.389,0.078,86.0782,1.294,3.2901,3.4162,3.8153,3.4951,2.0989,0.299,0.605,0.121,0.411,0.057,0.333,2024-05-19
"OAK",144,183.1,0.247,0.086,0.7364,0.2944,0.708,0.19,0.467,0.342,0.089,86.6347,1.2109,3.5836,3.4708,3.7119,3.3893,1.9037,0.319,0.619,0.117,0.432,0.052,0.303,2024-05-19
"WSN",159,158.1,0.219,0.093,0.7389,0.2998,0.748,0.226,0.455,0.317,0.09,89.4593,1.3263,3.3537,3.573,3.8083,3.7661,1.7668,0.32,0.603,0.113,0.436,0.06,0.423,2024-05-19
"NYY",137,156,0.216,0.092,0.5769,0.2447,0.7,0.194,0.445,0.359,0.064,88.7724,1.1154,2.5385,3.5666,4.1564,3.8498,1.6292,0.324,0.649,0.11,0.407,0.062,0.388,2024-05-19
"LAD",148,181.1,0.225,0.077,0.8934,0.2416,0.722,0.211,0.396,0.392,0.094,88.553,1.0423,3.0276,3.7501,3.9684,3.6069,1.5911,0.319,0.618,0.11,0.436,0.078,0.37,2024-05-19
"STL",142,158,0.246,0.073,1.0253,0.3059,0.715,0.16,0.514,0.321,0.127,88.6862,1.2405,3.8734,3.5612,3.3584,3.1522,1.5232,0.35,0.649,0.127,0.438,0,0.372,2024-05-19
"SEA",139,140.1,0.247,0.084,0.7696,0.2623,0.714,0.229,0.38,0.39,0.082,87.9639,1.1188,3.4632,3.4856,3.8539,3.4489,1.3753,0.3,0.661,0.125,0.396,0.063,0.343,2024-05-19
"CIN",144,160.1,0.253,0.097,1.1227,0.2819,0.715,0.201,0.35,0.447,0.103,87.7959,1.2723,4.2661,4.0354,4.1379,3.5907,1.3052,0.333,0.615,0.121,0.409,0.066,0.358,2024-05-19
"MIL",147,176.1,0.225,0.082,1.1739,0.2878,0.777,0.214,0.42,0.364,0.126,88.6691,1.2647,3.6749,4.0849,3.8676,3.6382,1.2215,0.307,0.593,0.096,0.44,0.071,0.403,2024-05-19
"BAL",155,151,0.235,0.094,0.8344,0.2564,0.712,0.164,0.496,0.339,0.102,89.7287,1.1391,3.3377,3.7594,3.8442,3.5849,1.1748,0.292,0.576,0.103,0.428,0.066,0.42,2024-05-19
"PIT",144,152.1,0.254,0.114,0.8271,0.2915,0.66,0.17,0.411,0.414,0.082,87.9049,1.3589,4.4311,3.8459,4.2402,3.7499,0.8935,0.315,0.556,0.116,0.408,0.087,0.344,2024-05-19
"SDP",155,169,0.227,0.081,1.0118,0.282,0.719,0.176,0.451,0.371,0.107,87.7782,1.2249,3.9408,3.9068,3.9454,3.5955,0.8826,0.3,0.633,0.11,0.446,0.07,0.404,2024-05-19
"DET",132,150.2,0.21,0.089,0.7765,0.2602,0.727,0.213,0.44,0.34,0.08,89.0649,1.1748,3.0465,3.7674,4.0337,3.8123,0.8797,0.341,0.659,0.125,0.4,0.058,0.376,2024-05-19
"MIN",143,158.2,0.262,0.095,1.021,0.2946,0.748,0.217,0.399,0.382,0.112,88.4976,1.2731,3.8571,3.8494,3.819,3.411,0.8414,0.296,0.61,0.118,0.425,0.066,0.376,2024-05-19
"MIA",160,193,0.209,0.097,0.9326,0.3069,0.675,0.196,0.443,0.36,0.09,88.4504,1.4145,4.6166,4.1539,4.3207,3.9956,0.7963,0.314,0.593,0.1,0.428,0.083,0.39,2024-05-19
"TEX",140,162,0.23,0.119,1,0.2834,0.668,0.225,0.421,0.352,0.113,88.3706,1.3951,5.0556,4.3225,4.275,4.0577,0.7053,0.289,0.55,0.119,0.401,0.068,0.378,2024-05-19
"ATL",128,137.2,0.226,0.074,1.1114,0.2898,0.784,0.179,0.453,0.367,0.117,88.0649,1.2421,3.2034,3.8408,3.7442,3.5155,0.6838,0.322,0.612,0.118,0.439,0,0.357,2024-05-19
"CHC",148,178.2,0.24,0.1,0.9067,0.3015,0.68,0.194,0.441,0.363,0.099,89.2838,1.3657,4.2817,3.9215,4.0628,3.7326,0.5862,0.309,0.604,0.118,0.407,0.102,0.402,2024-05-19
"SFG",157,179,0.24,0.086,1.0056,0.3219,0.685,0.2,0.476,0.314,0.124,88.175,1.3855,4.7263,3.8251,3.6609,3.4264,0.4387,0.308,0.59,0.109,0.43,0.075,0.392,2024-05-19
"KCR",142,144.2,0.183,0.095,0.871,0.2953,0.751,0.194,0.434,0.37,0.085,88.796,1.3894,3.9816,4.2426,4.6083,4.3012,0.3751,0.289,0.58,0.084,0.4,0.074,0.396,2024-05-19
"ARI",147,167.1,0.189,0.103,0.8606,0.3036,0.664,0.21,0.45,0.338,0.09,88.9177,1.4402,4.6793,4.1535,4.3827,4.2698,0.3143,0.312,0.625,0.1,0.432,0.07,0.405,2024-05-19
"HOU",149,174,0.23,0.097,0.9828,0.2936,0.718,0.204,0.457,0.338,0.115,88.6132,1.3218,4.0345,4.0918,4.0223,3.7174,0.2565,0.304,0.55,0.112,0.393,0.059,0.398,2024-05-19
"COL",131,164.1,0.178,0.123,0.7667,0.3232,0.689,0.209,0.478,0.312,0.089,88.3448,1.6004,4.8195,4.3666,4.6275,4.6314,0.2512,0.277,0.596,0.089,0.402,0.047,0.391,2024-05-19
"LAA",142,165,0.233,0.104,1.2545,0.2818,0.648,0.19,0.403,0.4,0.126,88.8672,1.3273,5.0727,4.5193,4.2871,3.8598,0.1658,0.294,0.584,0.1,0.417,0.076,0.381,2024-05-19
"CHW",158,174.2,0.211,0.118,1.1851,0.2723,0.713,0.17,0.4,0.41,0.1,88.0583,1.4027,3.916,4.7351,4.7372,4.3183,-0.3182,0.298,0.598,0.116,0.42,0.077,0.341,2024-05-19
"TOR",147,149.1,0.202,0.095,1.5067,0.2774,0.697,0.218,0.386,0.395,0.141,90.0511,1.3795,4.942,4.8779,4.3992,4.1123,-0.6595,0.302,0.61,0.091,0.427,0.101,0.447,2024-05-19
"TBR",151,181,0.215,0.108,1.3425,0.2602,0.704,0.173,0.402,0.423,0.124,88.0674,1.3204,4.326,4.8894,4.6674,4.1331,-1.1098,0.293,0.606,0.107,0.422,0.083,0.353,2024-05-19
"CLE",173,177,0.27,0.075,0.4068,0.2668,0.745,0.227,0.43,0.341,0.052,88.8176,1.0226,2.4915,2.6915,3.3421,3.0345,3.3427,0.345,0.621,0.133,0.407,0.055,0.387,2024-05-20
"PHI",143,146,0.2,0.087,0.7397,0.3216,0.667,0.21,0.448,0.34,0.086,88.5696,1.3356,4.3151,3.3147,3.6099,3.3887,2.4452,0.327,0.603,0.114,0.433,0.063,0.402,2024-05-20
"BOS",150,181.2,0.233,0.08,0.6936,0.2984,0.654,0.216,0.42,0.358,0.076,87.5813,1.2495,3.5174,3.3197,3.7686,3.5154,2.4304,0.32,0.605,0.111,0.434,0.063,0.353,2024-05-20
"NYM",157,176.1,0.285,0.11,0.7146,0.2918,0.705,0.17,0.441,0.38,0.083,86.1882,1.2873,3.2665,3.4384,3.7709,3.443,2.1155,0.304,0.607,0.124,0.41,0.056,0.334,2024-05-20
"OAK",148,187,0.243,0.087,0.7219,0.2961,0.699,0.189,0.471,0.339,0.088,86.661,1.2246,3.7059,3.4858,3.7451,3.436,1.8601,0.32,0.618,0.117,0.432,0.053,0.303,2024-05-20
"LAD",152,186.2,0.22,0.078,0.8679,0.2413,0.727,0.212,0.398,0.388,0.092,88.2968,1.0446,2.9893,3.7328,3.9678,3.6103,1.7718,0.323,0.623,0.11,0.43,0.076,0.362,2024-05-20
"WSN",164,162,0.217,0.097,0.7778,0.3043,0.72,0.23,0.45,0.316,0.094,89.5765,1.3704,3.7222,3.6991,3.8842,3.8539,1.6592,0.317,0.604,0.112,0.437,0.063,0.424,2024-05-20
"NYY",139,159,0.215,0.092,0.566,0.2442,0.754,0.193,0.4,0.356,0.063,88.9443,1.1132,2.4906,3.5523,4.149,3.8514,1.6412,0.324,0.64,0.11,0.407,0.06,0.396,2024-05-20
"SEA",141,142.1,0.24,0.082,0.7588,0.2654,0.713,0.232,0.375,0.391,0.081,87.9027,1.1241,3.4778,3.4526,3.846,3.4405,1.4427,0.351,0.663,0.125,0.394,0.064,0.345,2024-05-20
"CIN",148,163.2,0.252,0.097,1.0998,0.283,0.715,0.202,0.35,0.446,0.1,87.8459,1.2709,4.1792,4.0111,4.1378,3.6038,1.4097,0.333,0.613,0.12,0.409,0.065,0.358,2024-05-20
"STL",145,164,0.246,0.074,1.0976,0.3084,0.704,0.168,0.509,0.321,0.136,88.5421,1.2622,4.1159,3.674,3.3725,3.1748,1.3716,0.34,0.646,0.12,0.436,0.071,0.375,2024-05-20
"BAL",158,154,0.234,0.095,0.8182,0.2563,0.707,0.166,0.491,0.342,0,89.8583,1.1429,3.3896,3.7604,3.8807,3.6259,1.221,0.29,0.579,0.103,0.428,0.065,0.424,2024-05-20
"MIL",149,180,0.226,0.082,1.25,0.2901,0.778,0.215,0.419,0.364,0.134,88.8048,1.2833,3.8,4.2046,3.8791,3.6375,1.0701,0.306,0.592,0.097,0.44,0.071,0.405,2024-05-20
"PIT",147,155.1,0.256,0.114,0.8112,0.2878,0.668,0.171,0.409,0.418,0.08,87.8466,1.3391,4.3455,3.8002,4.2237,3.725,1.041,0.315,0.557,0.117,0.409,0.086,0.345,2024-05-20
"DET",134,153.2,0.216,0.088,0.7614,0.26,0.72,0.21,0.444,0.341,0.088,88.9765,1.1714,3.1041,3.7227,3.9931,3.7803,0.9938,0.344,0.658,0.126,0.403,0.057,0.378,2024-05-20
"SDP",157,171,0.227,0.08,1,0.2833,0.717,0.176,0.455,0.36,0.107,87.7993,1.2222,3.9474,3.8745,3.9127,3.5726,0.919,0.307,0.634,0.112,0.448,0.074,0.404,2024-05-20
"MIA",164,198,0.21,0.096,0.9545,0.3081,0.677,0.199,0.444,0.356,0.101,88.3909,1.4141,4.6364,4.1637,4.2824,3.957,0.7624,0.315,0.597,0.101,0.43,0.083,0.392,2024-05-20
"TEX",142,164.2,0.228,0.119,0.9838,0.2844,0.665,0.223,0.42,0.356,0.11,88.282,1.3968,5.083,4.3095,4.3063,4.0796,0.7069,0.289,0.558,0.118,0.4,0.067,0.375,2024-05-20
