"Team","G","IP","K.","BB.","HR.9","BABIP","LOB.","LD.","GB.","FB.","HR.FB","EV","WHIP","ERA","FIP","xFIP","SIERA","WAR","O.Swing.","F.Strike.","SwStr.","Zone.","Barrel.","HardHit.","Date"
"CLE",3,3,22.2,NA,0,0,NA,14.2,28.5,57.1,NA,93.992,0,0,1.8853,3.8063,3.415,0.0375,40,66.6,10.5,34.2,NA,42.8,2024-03-29
"KCR",3,3,18.7,12,0,0.4545,71.4,36.3,27.2,36.3,NA,82.3641,2.3333,6,3.2186,5.1396,4.7728,0.0349,20,62,9.8,34.4,NA,27.2,2024-03-29
"ARI",4,4,23,7.6,0,0.1111,NA,NA,88.8,11.1,NA,84.5553,0.5,0,2.4686,2.8288,1.7268,0.0331,20,69.2,14.8,46.8,NA,33.3,2024-03-29
"CIN",2,3,45.4,NA,3,0.2,NA,33.3,16.6,0,33.3,90.9392,0.6667,6,4.2186,1.3261,0.9032,0.0232,33.3,NA,12.7,45.4,NA,66.6,2024-03-29
"MIN",2,2,12,12,0,0.1667,NA,33.3,33.3,33.3,NA,88.7047,1,0,3.7186,5.1594,5.5287,0.0143,31.5,87,14.2,45.7,NA,33.3,2024-03-29
"TEX",4,4,27.7,22.2,0,0.2222,83.3,22.2,44.4,33.3,NA,93.1059,1.5,2.25,3.7186,4.7992,5.2214,0.0078,24.4,66.6,9.8,39.5,NA,33.3,2024-03-29
"OAK",3,5.2,16.6,8.3,0,0.25,70,18.7,37,43.7,NA,87.0673,1.0588,3.1765,3.9245,5.7043,4.4733,0.0051,30.9,58.3,7.7,38.8,NA,37,2024-03-29
"BAL",3,3,20,20,0,0.1667,0,NA,83.3,16.6,NA,85.1743,1.3333,3,4.2186,4.6989,5.5899,-0.0037,15.3,41.6,8.9,30.3,NA,0,2024-03-29
"SEA",3,4,11.7,NA,2.25,0.2857,83.3,33.3,33.3,33.3,0,85.3425,1.25,4.5,5.4686,4.0196,4.2137,-0.0209,45.9,64.7,11.1,41.2,6.6,26.6,2024-03-29
"TBR",3,3.1,13.3,0,0,0.1429,71.4,14.2,42.8,42.8,NA,83.261,2.1,5.4,7.4186,8.7153,11.2937,-0.06,20.4,46.6,8.8,35.2,14.2,28.5,2024-03-29
"SDP",16,15.2,18.4,13.1,1.1489,0.3333,62,16.3,46.9,36.7,11.1,87.2399,1.7872,6.8936,5.3888,5.3846,4.7715,-0.1027,25.1,71,8.6,0,0,30,2024-03-29
"LAA",4,6.1,11.1,14.8,2.8421,0.1111,38.4,0,40,0,0,88.955,1.2632,8.5263,8.2713,6.4409,6.1165,-0.1255,22.9,37,6.6,38.3,0,0,2024-03-29
"HOU",5,4.1,26.3,15.7,2.0769,0.2,86.9,18.1,54.5,27.2,33.3,87.708,1.3846,4.1538,5.9879,3.9853,4.1323,-0.1626,24.5,57.8,10.5,32.9,9,27.2,2024-03-29
"MIA",6,7,27.2,18.1,2.5714,0.3125,88.2,27.7,0,22.2,0,83.8384,1.8571,3.8571,6.9329,4.0419,4.4456,-0.3643,24.2,51.5,15.6,45.3,11.1,38.8,2024-03-29
"CHC",6,5,16.6,20.8,3.6,0.2308,97.2,26.6,0,33.3,0,87.4255,2,3.6,9.8186,6.0594,6.3098,-0.5285,29.3,58.3,7.4,38,13.3,33.3,2024-03-29
"SEA",6,6.1,25.9,3,1.4211,0.3333,90.9,26.3,42.1,31.5,16.6,87.0958,1.2632,2.8421,3.5344,2.8467,2.7348,0.2722,34.3,55.5,14.2,39,5.2,31.5,2024-03-30
"DET",3,3,55.5,NA,0,0,NA,20,20,0,NA,85.7575,0,0,-0.1147,0.8458,0.1123,0.2557,52.9,66.6,25.8,43.3,NA,20,2024-03-30
"PIT",8,11,24.3,8.1,0,0.1667,87,4.1,70,20.8,NA,83.804,0.6364,0.8182,2.6732,3.3281,2.6223,0.2408,45.5,56.7,14.1,40,NA,16.6,2024-03-30
"NYY",8,8.2,11.1,8.3,0,0.3448,NA,24.1,44.8,31,NA,86.6651,1.5,0,3.334,4.8302,4.9499,0.161,35,63.8,8.4,33,6,34.4,2024-03-30
"LAD",14,18,15.6,7.2,0.5,0.3279,57.9,35.4,32.2,32.2,0,86.8537,1.5,6,3.8297,4.7084,4.4181,0.1522,33.3,50,9.3,44.6,6.4,33.8,2024-03-30
"ATL",4,4,46.6,6.6,0,0.2857,66.6,NA,85.7,14.2,NA,90.9491,0.75,2.25,0.4686,0.8288,0.8163,0.1396,30.7,66.6,18.5,51.8,NA,57.1,2024-03-30
"MIL",3,3,0,0,0,0,NA,28.5,28.5,42.8,NA,89.8411,0.3333,0,2.8853,4.3261,4.3422,0.1237,22.2,0,11.1,0,14.2,57.1,2024-03-30
"BOS",5,6,40,10,1.5,0.3,89.2,27.2,45.4,27.2,33.3,93.5093,1.1667,3,3.2186,1.7723,2.0538,0.0911,30.1,70,16,40.5,9,63.6,2024-03-30
"ARI",7,6.1,20,4.1,0,0.2941,66.6,17.6,70.5,11.7,NA,90.7064,0.9474,2.8421,1.7976,2.2526,1.7713,0.0848,33.3,62,16.6,46.6,5.8,47,2024-03-30
"NYM",3,4.1,0,6.6,0,0.1818,66.6,0,0,0,NA,85.2053,0.6923,2.0769,2.5263,4.1887,3.8961,0.0812,18.7,46.6,5.2,43.8,NA,27.2,2024-03-30
"CLE",7,7,16.6,8.3,0,0.1111,70,22.2,27.7,0,NA,88.6467,0.5714,1.2857,2.9329,4.7853,4.7339,0.0753,37.2,70.8,8.4,37.8,NA,27.7,2024-03-30
"TOR",4,6,23,7.6,0,0.3333,62,27.7,44.4,27.7,NA,84.916,1.3333,4.5,2.2186,3.4193,3.4088,0.0729,36.5,73,13.6,42.7,5.5,38.8,2024-03-30
"WSN",4,4,0,NA,0,0.1818,66.6,18.1,27.2,54.5,NA,83.1072,0.5,2.25,2.4686,4.6298,3.6252,0.0544,37.9,66.6,14.5,39.5,NA,18.1,2024-03-30
"STL",5,6.1,0,0,1.4211,0.25,65.2,15.3,46.1,38.4,0,88.6,0.9474,4.2632,3.0607,2.1455,1.8906,0.0458,36.7,70,21.7,46.7,7.6,30.7,2024-03-30
"CHW",3,3,20,8.3,0,0.1429,NA,42.8,57.1,NA,NA,90.4149,0.6667,0,3.2186,3.2186,2.6601,0.0393,0,66.6,19.5,34.7,NA,42.8,2024-03-30
"KCR",3,3,18.7,12,0,0.4545,71.4,36.3,27.2,36.3,NA,82.3641,2.3333,6,3.2186,5.1396,4.7728,0.0349,20,62,9.8,34.4,NA,27.2,2024-03-30
"CIN",2,3,45.4,NA,3,0.2,NA,33.3,16.6,0,33.3,90.9392,0.6667,6,4.2186,1.3261,0.9032,0.0232,33.3,NA,12.7,45.4,NA,66.6,2024-03-30
"MIN",2,2,12,12,0,0.1667,NA,33.3,33.3,33.3,NA,88.7047,1,0,3.7186,5.1594,5.5287,0.0143,31.5,87,14.2,45.7,NA,33.3,2024-03-30
"TEX",4,4,27.7,22.2,0,0.2222,83.3,22.2,44.4,33.3,NA,93.1059,1.5,2.25,3.7186,4.7992,5.2214,0.0078,24.4,66.6,9.8,39.5,NA,33.3,2024-03-30
"TBR",5,6.1,11.1,22.2,0,0.1667,66.6,11.1,0,38.8,NA,86.5732,1.4211,4.2632,5.1134,6.7058,7.2916,-0.0023,24.6,51.8,8.4,38.1,5.5,38.8,2024-03-30
"BAL",3,3,20,20,0,0.1667,0,NA,83.3,16.6,NA,85.1743,1.3333,3,4.2186,4.6989,5.5899,-0.0037,15.3,41.6,8.9,30.3,NA,0,2024-03-30
"OAK",5,9.2,17,10,0,0.24,78.5,20,20,40,NA,86.6725,1.2414,2.7931,4.2531,5.8926,5.3577,-0.018,30.6,52,10.7,37.9,NA,30,2024-03-30
"PHI",5,3,22.7,22.7,0,0.6667,30.7,41.6,41.6,16.6,NA,90.7575,4.3333,27,4.8853,5.8458,5.8165,-0.0544,31,0,10.4,32.5,8.3,0,2024-03-30
"SFG",6,5,9,4.5,1.8,0.3529,52.6,16.6,55.5,27.7,0,90.4107,1.6,9,6.2186,5.0594,4.3833,-0.0569,32.7,45.4,7.7,32.2,5.5,27.7,2024-03-30
"COL",6,8.2,18,11.6,1.0385,0.4138,60.2,0,46.6,33.3,0,91.2797,2.0769,8.3077,4.6033,4.7657,4.4843,-0.0638,29.4,58.1,7,44.1,3.3,0,2024-03-30
"SDP",19,19,19.5,11.9,1.4211,0.3448,59.7,18.3,43.3,38.3,13,89.0567,1.7895,7.5789,5.4292,5.1206,4.498,-0.0773,20,69.5,9,41.7,9.8,42.6,2024-03-30
"LAA",4,6.1,11.1,14.8,2.8421,0.1111,38.4,0,40,0,0,88.955,1.2632,8.5263,8.2713,6.4409,6.1165,-0.1255,22.9,37,6.6,38.3,0,0,2024-03-30
"MIA",9,14,27.4,11.2,1.2857,0.3333,76.9,23.6,42.1,34.2,15.3,85.5276,1.5,3.8571,4.1472,3.6279,3.4895,-0.1893,24.1,64.5,14.1,48.2,10.5,36.8,2024-03-30
"HOU",9,7.1,19.5,17,2.4545,0.3913,61.7,16.6,58.3,20,33.3,87.8441,2.4545,8.5909,7.855,5.4883,5.0237,-0.4687,27.5,58.5,8.1,32.5,0,30,2024-03-30
"CHC",6,5,16.6,20.8,3.6,0.2308,97.2,26.6,0,33.3,0,87.4255,2,3.6,9.8186,6.0594,6.3098,-0.5285,29.3,58.3,7.4,38,13.3,33.3,2024-03-30
"DET",8,9.2,29.4,8.8,0,0.1429,NA,23.8,28.5,47.6,NA,91.3354,0.6207,0,2.0807,3.5711,3.1077,0.4445,31.7,58.8,16,37,4.7,47.6,2024-03-31
"SEA",10,9.1,0,7,0.9643,0.375,77.5,29.1,41.6,29.1,14.2,89.3506,1.3929,2.8929,3.0043,2.6921,2.722,0.4019,35,57,14,38.2,0,30,2024-03-31
"PIT",12,14.1,24.4,6.1,0,0.1818,0,12.1,66.6,21.2,NA,83.6692,0.6279,0.6279,2.3814,3.085,2.5318,0.3334,45.6,55,14.5,39.7,3,21.2,2024-03-31
"WSN",8,8.2,26.4,5.8,0,0.2273,62,22.7,36.3,40.9,NA,86.9207,0.8077,3.1154,2.1802,3.6763,3.003,0.2628,40.8,58.8,16,39.8,NA,40.9,2024-03-31
"LAD",19,23,16.8,7.4,0.3913,0.3247,50.5,33.7,31.1,35,3,87.9563,1.4783,6.2609,3.6534,4.7795,4.3326,0.2493,33.1,53.2,11.4,45.4,7.6,35,2024-03-31
"NYY",10,11.2,13,6.5,0,0.2778,NA,19.4,0,30.5,NA,87.1174,1.1143,0,3.2186,4.5771,4.3652,0.2166,37.1,63,11.4,34,5.5,30.5,2024-03-31
"BOS",10,9.1,39,9.7,0.9643,0.35,66,42.8,38,19,20,87.0388,1.2857,2.8929,2.4686,1.6932,2.1489,0.1957,30.7,60.9,17.2,40.2,4.7,47.6,2024-03-31
"CLE",10,12,33.3,7.1,0,0.087,85.7,17.3,26,56.5,NA,89.6197,0.4167,0.75,2.1353,3.6961,2.586,0.1902,35.5,57.1,14.6,37.4,NA,30.4,2024-03-31
"CIN",7,7.1,36.3,6,2.4545,0.375,48.7,22.2,38.8,38.8,28.5,89.5431,1.3636,8.5909,4.7186,2.5484,2.0072,0.1813,40.9,66.6,15.2,36.2,11.1,55.5,2024-03-31
"NYM",8,8.1,27.2,6,0,0.2727,70,14.2,52.3,33.3,NA,86.9221,0.96,2.16,1.7786,2.9889,2.764,0.163,22.8,54.5,10.1,45.3,NA,36.3,2024-03-31
"MIN",6,5.2,31.8,13.6,0,0.25,NA,20,33.3,41.6,NA,91.0824,1.0588,0,2.3363,3.6075,3.3871,0.1405,31.3,77.2,11.5,46.3,NA,41.6,2024-03-31
"CHW",9,8,18.1,6,1.125,0.2174,78.9,16.6,45.8,37,11.1,92.3118,1,2.25,4.4686,4.4645,3.8823,0.126,43.6,72.7,13.2,41.3,8.3,41.6,2024-03-31
"TOR",8,9.2,19,7.1,0,0.3548,64.2,0,0,0,NA,87.1606,1.4483,4.6552,2.4945,3.8359,3.8846,0.1069,36.1,78.5,9.9,40.3,3.2,38.7,2024-03-31
"TEX",8,8,22.5,16.1,0,0.2105,88.8,26.3,42.1,31.5,NA,91.2766,1.125,1.125,3.3436,4.4242,4.734,0.0673,24.3,58,11.6,39.5,5.2,42.1,2024-03-31
"BAL",7,6,25.9,11.1,0,0.3529,44.4,23.5,52.9,23.5,NA,92.7928,1.5,6,2.3853,3.3458,3.4077,0.0578,23.4,44.4,8.7,35.7,NA,52.9,2024-03-31
"STL",10,12.1,34.5,9,1.4595,0.4138,67,16.1,41.9,41.9,15.3,89.9807,1.5405,5.8378,3.4619,2.8724,2.5117,0.0508,35.3,61.8,19,41.1,6.4,45.1,2024-03-31
"TBR",9,9.1,17.9,17.9,0,0.2,66.6,0,40,30,NA,85.8418,1.2857,3.8571,3.9686,5.3579,5.6169,0.0417,28.4,41,10.1,39.2,0,30,2024-03-31
"ATL",9,12.1,22.2,6.6,0.7297,0.2258,93.7,15.6,59.3,20,12,87.2738,0.8919,1.4595,3.3808,3.2613,3.0434,0.0258,28.9,62.2,13.3,49.3,3.1,31.2,2024-03-31
"ARI",10,11.1,23.9,10.8,0.7941,0.2759,63.4,23.3,53.3,23.3,14.2,90.9919,1.2353,4.7647,3.748,3.4909,3.5585,0.0166,37.1,65.2,15.4,0,0,46.6,2024-03-31
"MIL",8,8,22.5,3.2,2.25,0.1905,71.4,26,30.4,43.4,0,91.9093,0.875,4.5,5.0936,3.6446,3.2925,-0.006,32,70.9,11.7,52.2,13,43.4,2024-03-31
"MIA",13,19,23.8,10.2,0.9474,0.375,65,20.6,44.8,34.4,0,85.7973,1.6842,5.2105,3.7976,3.9457,3.7167,-0.0447,26.5,56.8,12,48.3,8.6,36.2,2024-03-31
"COL",11,13,16.3,18,0.6923,0.359,73.1,0,47,32,7.6,90.6892,2,5.5385,5.2186,5.6594,5.7667,-0.0476,27.4,55.7,6.8,37.6,2,47,2024-03-31
"OAK",10,15,17.1,12.8,0.6,0.3111,66.4,22.2,31.1,46.6,4.7,84.8813,1.6,4.8,4.8853,6.0357,5.0942,-0.0846,33.3,54.2,10.6,36.3,2.1,30.4,2024-03-31
"KCR",6,6,14.7,11.7,0,0.4545,58.8,31.8,31.8,36.3,NA,86.9861,2.3333,10.5,5.052,6.973,5.1597,-0.1039,27.2,0,14,36.3,9,36.3,2024-03-31
"SFG",10,9,14.2,11,3,0.2963,46.8,16.6,53.3,0,33.3,90.9812,1.7778,11,8.2186,5.3261,4.8948,-0.1361,31.4,54.7,9,38.9,6.6,36.6,2024-03-31
"LAA",8,9.1,15.5,11.1,2.8929,0.2667,16.9,15.1,36.3,48.4,18.7,92.555,1.7143,12.5357,7.5044,5.7956,5.0502,-0.1593,23.9,44.4,7.2,39.3,15.1,57.5,2024-03-31
"SDP",23,23.1,19.4,10.6,1.9286,0.3472,56.7,17.1,43.4,39.4,16.6,90.1865,1.8,8.4857,5.9186,4.9853,4.3331,-0.2197,20,71.6,9.3,43.1,12.9,46.7,2024-03-31
"PHI",10,7.2,16.2,16.2,2.3478,0.4815,41.6,27.5,44.8,27.5,20,89.9853,2.8696,16.4348,7.523,5.6351,5.4494,-0.2346,38.1,48.8,10.5,35.6,6,51.7,2024-03-31
"CHC",10,9.1,17.3,15.2,2.8929,0.3214,67.5,22.5,45.1,32.2,0,90.455,2.0357,7.7143,7.9329,5.298,5.1861,-0.484,34.2,60.8,11.1,39.6,16.1,45.1,2024-03-31
"HOU",14,12.1,22.9,16.3,3.6486,0.3226,68.4,14.2,54.2,31.4,45.4,88.1711,2.027,8.027,8.8943,4.909,4.6449,-0.8055,25.5,54,8.8,34,8.3,36.1,2024-03-31
"PIT",17,20.1,0,5.7,0.4426,0.1628,94.8,11.3,59,29.5,7.6,86.5002,0.5902,0.8852,2.5301,2.8119,2.327,0.5285,41.6,51.4,16.8,39.9,6.8,29.5,2024-04-01
"SEA",13,13.1,20,7.1,0.675,0.3514,78.3,29.7,43.2,27,0,90.3149,1.35,2.7,2.9936,3.0992,3.1496,0.44,35.1,66,12.7,41.5,5.2,44.7,2024-04-01
"LAD",22,27,20.1,8,0.3333,0.3095,53,32.5,32.5,34.9,3.4,88.054,1.3704,5.3333,3.4038,4.4698,3.9677,0.4019,33.3,54,12.3,43.5,7,34.1,2024-04-01
"DET",11,12.2,31.8,9,0.7105,0.12,NA,19.2,34.6,46.1,8.3,90.7568,0.6316,0.7105,2.9818,3.3204,2.819,0.3395,31.8,61.3,14.4,36,7.6,0,2024-04-01
"BOS",13,13.1,32.7,9,0.675,0.2581,71.4,37,34.3,28.1,11.1,88.1238,1.05,2.025,2.6186,2.6161,2.675,0.3051,29,58.1,16.1,42.8,3.1,0,2024-04-01
"NYY",14,15.1,14,7.8,0,0.3061,NA,20.4,53,26.5,NA,86.6776,1.3043,0,3.2186,4.4401,4.2465,0.2704,37.9,65.6,11.1,37.6,6.1,28.5,2024-04-01
"NYM",11,13.1,26.7,8.9,0,0.3333,76.4,25.7,42.8,31.4,NA,88.1049,1.275,2.7,2.0936,3.2823,3.2278,0.2254,24.3,55.3,10.9,45.2,2.7,36.1,2024-04-01
"CHW",14,12.1,23,9.6,0.7297,0.2424,80.8,17.6,0,32.3,9,91.2306,1.1351,2.1892,3.7862,4.0171,3.6514,0.2089,39.4,67.3,13,43.8,5.8,44.1,2024-04-01
"MIL",10,12,26.6,2.2,1.5,0.2,80.6,20,31.2,43.7,14.2,91.0604,0.75,3,3.6353,3.1495,2.7177,0.1845,32.4,64.4,11.9,51.5,9.3,43.7,2024-04-01
"CLE",14,15,29.8,10.5,0,0.1562,84.6,19.3,29,51.6,NA,86.7879,0.7333,1.2,2.552,4.0888,3.2706,0.1711,31.8,57.8,13,39.4,NA,21.8,2024-04-01
"CIN",12,11.1,30.7,9.6,2.3824,0.3077,65.2,20.6,34.4,44.8,23,90.5339,1.4118,7.1471,5.6892,3.9007,2.9819,0.1056,40,65.3,13.8,35.8,13.7,51.7,2024-04-01
"ATL",12,15,20.6,6,0.6,0.2683,75.3,21.4,57.1,21.4,11.1,88.7649,1.0667,3,3.2853,3.2831,3.1862,0.0941,27.6,65.5,11.9,51,2.3,35.7,2024-04-01
"ARI",13,15.1,23.7,8.4,0.587,0.2821,70.5,0,50,20,0,91.0062,1.1087,3.5217,3.2186,3.3104,3.2349,0.0896,34.8,66,14.2,42.4,0,47,2024-04-01
"MIN",10,12.1,26.5,10,1.4595,0.2069,98,19.3,35.4,45.1,14.2,90.2486,1.0541,1.4595,4.4349,3.9622,3.5228,0.0567,34.7,63.2,10.7,41,6.4,38.7,2024-04-01
"BAL",10,9,21.6,10.8,0,0.2917,58.3,16.6,58.3,20,NA,93.2385,1.2222,4,3.1075,4.068,3.7414,0.0455,26.4,45.9,8.6,34.1,NA,45.8,2024-04-01
"TOR",11,14.1,13.3,8.3,0.6279,0.2391,70.5,23.9,39.1,36.9,5.8,87.6538,1.186,3.7674,4.0558,4.8577,4.8357,0.0377,35.1,76.6,7.9,41.2,2.1,38,2024-04-01
"PHI",15,11.2,23.7,11.8,1.5429,0.4722,47.4,23.6,42.1,34.2,15.3,90.2187,2.2286,11.5714,4.8472,4.224,3.9737,0.034,36,49.1,12.2,38,7.8,52.6,2024-04-01
"COL",13,16,17.1,15.7,0.5625,0.3043,73.1,19.1,51,29.7,7.1,90.0575,1.625,4.5,4.5936,5.0418,5.1952,0.02,26.5,57.1,6.4,39,2.1,44.6,2024-04-01
"TEX",12,13.1,18.6,18.6,0,0.25,76.1,19.4,47.2,33.3,NA,87.9468,1.5,3.375,4.2686,5.5653,5.6112,0.0044,23.6,49.1,11.3,39.8,2.7,36.1,2024-04-01
"MIA",15,24,20,10.7,1.125,0.3478,60.3,21.4,41.4,37.1,11.5,84.4786,1.625,5.25,4.0103,3.9461,3.6959,-0.0334,29.3,57.1,12.1,45.2,8.3,31.9,2024-04-01
"KCR",8,8,16.6,11,0,0.4074,63.1,29.6,33.3,37,NA,88.481,2,7.875,4.4686,6.2696,4.9122,-0.0891,30.2,52.3,14.4,36.8,7.4,37,2024-04-01
"SFG",14,15,17.1,12.8,1.8,0.3333,54.6,20,43.7,31.2,0,91.8361,1.8,9,6.2186,5.0594,4.8547,-0.0986,26.8,51.4,9.6,41.2,8.3,43.7,2024-04-01
"OAK",13,17,16.8,12,0.5294,0.3333,63.2,20.7,35.8,43,4.3,85.522,1.7059,4.7647,4.8069,5.9914,4.9361,-0.1256,32.6,51.8,10.2,38.2,1.8,30.9,2024-04-01
"WSN",12,12.1,23,5.7,1.4595,0.2941,75.7,30.5,36.1,33.3,16.6,86.7903,1.2162,4.3784,4.3538,3.6475,3.3299,-0.1288,39,59.6,13.8,41.9,5.5,36.1,2024-04-01
"TBR",12,17.1,19.4,18.1,1.0385,0.2174,64.6,22.9,31.2,45.8,9,85.3182,1.5,5.7115,5.4109,5.7396,5.5848,-0.1342,25.5,50.6,8.4,41.9,10.4,27,2024-04-01
"LAA",10,13.1,10,11.6,2.025,0.2195,33.7,18.1,36.3,45.4,10,91.8935,1.425,8.775,6.3686,5.6048,5.1613,-0.1388,25.1,48.3,7,41.8,13.6,0,2024-04-01
"CHC",14,14.1,23,12.3,1.8837,0.3077,74.4,23.8,40.4,35.7,0,91.2849,1.6047,5.0233,5.521,4.3078,4.1297,-0.1639,35,0,12.8,39,11,52.3,2024-04-01
"SDP",26,28.1,18.9,9.8,1.5882,0.3256,57.1,17.7,45.5,36.6,15.1,89.9561,1.6235,7.6235,5.4422,4.8261,4.2523,-0.169,27.1,66.6,10.1,42.1,10.9,46.1,2024-04-01
"STL",13,15,32.3,10.2,2.4,0.3714,70.6,17.9,41,41,20,89.9092,1.6,6.6,5.152,3.2221,2.8731,-0.3008,32.1,63.2,16.6,41.4,10.2,46.1,2024-04-01
"HOU",17,15.2,27.6,14.4,2.8723,0.3684,70.8,16.6,52.3,30.9,38.4,87.1138,1.9149,6.8936,6.9846,4.0312,3.8483,-0.6457,26.4,55.2,10,35.5,6.9,34.8,2024-04-01
"DET",15,17,31.6,8.3,0.5294,0.1429,NA,16.6,33.3,0,5.5,90.3173,0.6471,0.5294,2.6304,3.3912,2.7834,0.4739,31.7,61.6,14.6,38.3,5.5,44.4,2024-04-02
"PIT",20,24.1,30.6,6.8,0.7397,0.1923,86.4,9.2,53,37,0,86.8486,0.7397,1.8493,2.931,3.0466,2.5422,0.3797,39.7,56.8,15.7,42.4,7.4,27.7,2024-04-02
"BOS",14,16.1,32.3,7.6,0.551,0.2368,73.5,33.3,35,30.7,8.3,86.0343,0.9184,1.6531,2.3615,2.6241,2.555,0.3585,27.6,61.5,15.5,45.1,2.5,43.5,2024-04-02
"LAD",25,31,19.8,7,0.5806,0.3021,53.2,30.2,35.4,34.3,6,88.3896,1.3548,5.2258,3.7025,4.3975,3.951,0.3324,32.6,56,11.6,43.6,6.1,35.7,2024-04-02
"SEA",17,17,26,5,1.0588,0.3111,81,32.6,36.9,30.4,14.2,90.8863,1.1765,2.6471,3.3363,2.9934,2.9729,0.3085,34,63.7,13.4,42.4,6.3,42.5,2024-04-02
"NYY",17,19.2,12,7.2,0,0.2769,96.1,0,49.2,30.7,NA,86.8872,1.2203,0.4576,3.422,4.8872,4.6002,0.2938,37.6,65,9.8,37.5,6.1,32.3,2024-04-02
"BAL",13,12.2,22.6,9.4,0,0.3143,64.7,14.2,54.2,31.4,NA,92.0331,1.2632,3.5526,2.745,3.9961,3.6046,0.2368,29.7,47.1,8.6,36,NA,42.8,2024-04-02
"CLE",18,19.2,31.5,13.1,0,0.2,0,25.6,25.6,48.7,NA,88.44,0.9153,0.9153,2.6085,4.0004,3.4096,0.2286,32,60.5,14,39.2,2,0,2024-04-02
"MIL",10,12,26.6,2.2,1.5,0.2,80.6,20,31.2,43.7,14.2,91.0604,0.75,3,3.6353,3.1495,2.7177,0.1845,32.4,64.4,11.9,51.5,9.3,43.7,2024-04-02
"NYM",15,17.1,26,8.2,0.5192,0.3043,63.1,19.5,47.8,32.6,6.6,87.7567,1.2115,2.0769,2.9879,3.4847,3.1874,0.1786,25.8,50.6,10.3,44.8,4.2,34,2024-04-02
"ARI",17,21.2,19.7,7.4,0.4154,0.2414,76.5,22,54.2,23.7,7.1,88.5097,0.9692,2.4923,3.1725,3.5034,3.472,0.1597,31.8,66.6,13.5,43,6.7,42.3,2024-04-02
"ATL",14,17.1,25.7,7.5,0.5192,0.2558,76.9,20.4,56.8,22.7,0,88.0157,0.9808,2.5962,2.8725,2.9537,2.8475,0.1593,29.5,63.6,12.5,50.2,2.2,36.3,2024-04-02
"CIN",17,16,31.4,0,1.6875,0.3333,70.7,17.9,41,41,18.7,89.4095,1.375,5.0625,4.5936,3.5969,2.9297,0.1419,37.3,62.8,12.9,37.1,10.2,48.7,2024-04-02
"CHW",18,16,21.4,0,1.125,0.2667,67.7,17,46.8,36.1,11.7,92.2111,1.3125,4.5,4.4686,4.3744,3.9606,0.1167,37.1,64.2,12.4,42.4,8.5,48.9,2024-04-02
"TEX",14,16,22.8,17.1,0,0.2683,79.1,19.5,46.3,34.1,NA,88.814,1.4375,2.8125,3.6561,4.9168,4.8612,0.112,25.5,0,11.9,39.6,2.4,39,2024-04-02
"MIN",10,12.1,26.5,10,1.4595,0.2069,98,19.3,35.4,45.1,14.2,90.2486,1.0541,1.4595,4.4349,3.9622,3.5228,0.0567,34.7,63.2,10.7,41,6.4,38.7,2024-04-02
