"Team","G","IP","K.","BB.","HR.9","BABIP","LOB.","LD.","GB.","FB.","HR.FB","EV","WHIP","ERA","FIP","xFIP","SIERA","WAR","O.Swing.","F.Strike.","SwStr.","Zone.","Barrel.","HardHit.","Date"
"PHI",66,66,24.3,11.1,0.8182,0.3533,62.1,19.4,45.2,35.2,8.9,88.9926,1.5758,5.8636,3.7522,3.9528,3.7195,0.6469,31.7,59.1,10.1,41.4,5.7,40.5,2024-04-21
"DET",65,78.2,23.4,10.1,0.6864,0.206,82,19,42.2,37.8,7.8,87.8935,1.0042,1.6017,3.7279,4.052,3.7238,0.6339,32.7,64.5,12,0,5.8,34.1,2024-04-21
"MIN",61,69.2,31.4,9.3,1.2919,0.293,84.9,20.4,37.9,41.5,14.4,89.1224,1.1914,2.8421,3.7953,3.2779,2.7766,0.552,30.2,59.8,12.5,41.5,5.3,38.3,2024-04-21
"BOS",69,85.1,23.8,7.5,1.0547,0.3029,58.8,23,44.1,32.7,12.3,87.3524,1.3008,3.9023,3.8044,3.5736,3.294,0.4767,33.2,61.6,11.6,41.9,6.3,35,2024-04-21
"PIT",70,70.1,25.6,10,0.7678,0.2826,61.9,14.2,47.6,38,8.3,87.4528,1.2654,4.7346,3.6333,3.9183,3.451,0.4726,34.2,59.2,12.8,43.3,7.3,34.2,2024-04-21
"CIN",60,70,24.9,11,1.0286,0.2707,71,19.1,31.9,48.9,8,88.1767,1.3286,4.2429,4.2353,4.5393,3.8984,0.47,34,0,11,37.5,8.4,37,2024-04-21
"SDP",70,75.1,21.2,7.7,0.7168,0.2692,68.1,19.4,44,36.4,7.7,89.066,1.1416,3.5841,3.6846,4.0411,3.6473,0.4361,29.5,66.4,10.4,45.7,7,41.5,2024-04-21
"NYY",65,78.2,18.1,9.3,0.6864,0.2456,73.6,19,45.2,35.3,7.3,87.4451,1.1822,2.7458,4.0457,4.4736,4.1974,0.4258,32.6,61.5,10.1,39.6,6.8,35.4,2024-04-21
"MIL",65,80.1,22.8,8,1.1203,0.2417,78.9,21.3,44.5,34,13.3,88.2926,1.083,3.249,4.0657,3.7187,3.4762,0.3103,28.6,58.6,8.8,44.4,6.7,39.3,2024-04-21
"ATL",64,68.1,21.7,7.1,1.1854,0.2632,75.6,18.1,50.5,31.3,14.5,88.5144,1.1561,3.4244,4.0555,3.5789,3.3768,0.3085,31.8,61.9,11,44.4,4.5,38.6,2024-04-21
"KCR",68,65.2,17.5,10.8,0.6853,0.3085,78.5,19.6,41.1,39.2,6.2,89.3371,1.5076,3.7005,4.3489,5.018,4.5357,0.1383,29.5,53,9,39.8,7.7,40.2,2024-04-21
"SEA",62,63.1,25.5,9,1.1368,0.2157,83,23.7,37,38.7,12,88.1375,1.0105,2.8421,4.1225,3.8135,3.3684,0.136,32.4,66.1,11.9,40.9,5.5,32,2024-04-21
"TEX",67,76.2,21.8,10.6,1.2913,0.2804,71.1,24.2,39,36.7,13.4,89.0077,1.3957,5.0478,4.7068,4.298,3.986,0.0886,31.3,56,11.8,38.8,0,40.8,2024-04-21
"SFG",66,73.2,22,8.4,1.0995,0.3092,62.7,0,44.1,35.8,11.6,88.9264,1.3575,5.6199,4.1977,4.0328,3.6475,0.0302,29,57.5,10,43,7.8,42.5,2024-04-21
"HOU",79,85,21,9.8,1.0588,0.3171,62.6,20.8,42.9,36.2,10.8,89.3733,1.4706,5.2941,4.3244,4.2689,3.9498,-0.1509,31.1,57.7,11.1,38.7,6.6,41.4,2024-04-21
"COL",60,71.1,17.4,12.8,1.0093,0.3333,68.8,21.3,53.3,25.3,14,89.3836,1.7243,5.5514,4.8329,4.4631,4.5076,-0.1797,25.2,55.2,8.5,39.2,4.8,42.7,2024-04-21
"LAD",69,90.1,21.9,8,1.3948,0.2269,66.3,17.3,39.9,42.7,13.2,88.5671,1.0849,4.0849,4.7012,4.2844,3.6739,-0.1919,29.3,59.5,10.5,44.1,8.7,36,2024-04-21
"LAA",65,80.1,21,9.9,1.3444,0.2417,63.3,17.1,43.8,38.9,13.9,88.6952,1.195,4.9295,4.8624,4.3782,3.9678,-0.2105,29.8,59,10,40,9.4,39.9,2024-04-21
"CHW",72,77.2,20.1,13.1,1.0429,0.2765,67,18.6,38.6,42.6,9.3,88.3351,1.4678,3.824,4.7904,4.9672,4.5713,-0.2134,30,62,11.1,42,8.4,35.8,2024-04-21
"MIA",71,87.2,21,11.5,1.0266,0.3386,65.9,21,43,35.6,10.7,88.2467,1.6198,5.5437,4.4615,4.4232,4.1358,-0.2676,29,58.6,9.2,44.2,9,37.8,2024-04-21
"CHC",74,89.2,23.8,12.3,1.0037,0.2747,71.9,16,48.5,35.3,11.6,90.1466,1.3606,4.0149,4.3889,4.2451,3.9125,-0.4405,28.7,57.4,11.7,40.5,8.6,42,2024-04-21
"TOR",67,78,21.8,0,1.7308,0.2692,70.5,21.1,36.4,42.3,15.9,89.4476,1.3333,5.1923,5.2068,4.3478,3.954,-0.5696,30.6,65.4,9,41.6,11.6,42,2024-04-21
"TBR",72,87.2,19.4,13.1,1.5399,0.2874,66.1,20.3,39,40.6,14.1,87.55,1.5741,5.5437,5.5908,5.0129,4.6419,-1.131,29.2,58.2,11.1,40.3,8,34.3,2024-04-21
"NYM",74,85.1,29.3,10.5,0.5273,0.2683,68.3,16,40.7,43,5.6,86.5314,1.1484,2.9531,3.0661,3.7246,3.1418,1.4558,29,62.3,12.1,42.4,5.7,35.2,2024-04-22
"CLE",89,89.2,29.2,9.4,0.4015,0.2571,80,21,43,35.8,5.3,89.1288,1.026,2.1078,2.783,3.342,2.993,1.3941,31.8,62.1,14,39,4.2,39.2,2024-04-22
"BAL",74,72.1,26.3,7.8,0.7465,0.3053,63,15.3,53.8,30.7,0,89.4522,1.2166,4.2304,3.2344,3.2856,2.9511,1.0451,29.7,56.9,9.8,43.5,5.6,44.3,2024-04-22
"OAK",69,81.1,24.4,8.5,0.5533,0.2991,70,19.5,43.7,36.7,6.3,85.6321,1.2049,2.9877,3.3666,3.8901,3.3949,1.0432,30,59.1,11.6,43.6,4.1,27,2024-04-22
"WSN",77,74.2,23,10.6,0.4821,0.338,77,21.9,49.5,28,6.5,88.7226,1.4866,3.2545,3.3139,3.73,3.6718,1.0028,31.7,58,11.4,43.2,5,38.2,2024-04-22
"STL",69,74.1,26.6,8.3,0.8475,0.3093,72.4,10,50,30,11.2,87.9379,1.2511,3.5112,3.2875,3.199,2.9576,0.9473,30,63.6,13,43.7,6.4,38.8,2024-04-22
"ARI",76,85.2,18.6,8.7,0.5253,0.3,63.8,20.8,46.2,32.9,5.7,89.1979,1.3424,3.9922,3.4986,4.1228,4.0166,0.7642,32.2,63.8,11.4,44,6,42.2,2024-04-22
"MIN",65,76,31.2,9.2,1.1842,0.289,83.5,19.7,37.9,42.3,12.9,89.7279,1.1711,2.8421,3.641,3.3101,2.7947,0.6965,29,60.5,12.4,41.7,5.4,39.8,2024-04-22
"PIT",74,75.1,26,10.1,0.7168,0.2755,61.8,14,40,39,7.5,87.0836,1.2345,4.4204,3.5386,3.9312,3.415,0.6476,34.4,58.2,13,42.9,6.9,33.1,2024-04-22
"PHI",67,67,24.3,11.3,0.806,0.3495,62,19.2,45.3,35.4,8.8,89.0303,1.5672,5.7761,3.759,3.9769,3.7447,0.6355,31.5,58.6,10,41.1,5.7,40.6,2024-04-22
"BOS",73,91,23,7.3,0.989,0.2996,60.7,23.1,43.3,33.4,11.3,87.4905,1.2747,3.6593,3.7123,3.6005,3.3183,0.6164,32.7,61.1,11.5,42.3,6.3,35.9,2024-04-22
"CIN",65,78.1,24.2,11.8,0.9191,0.2696,74.1,18.9,33.1,47.8,7.9,87.9557,1.3149,3.7915,4.1259,4.554,3.9622,0.6098,32.5,59.4,10,38.8,7.5,36.7,2024-04-22
"SDP",72,77.1,21,7.5,0.6983,0.2676,68.5,18.9,44.9,36.1,7.6,89.0772,1.125,3.4914,3.6464,4.0113,3.6281,0.5017,29.4,66.4,10.4,45.9,7.3,41.5,2024-04-22
"DET",67,81.2,22.8,10,0.7714,0.2019,82,19.4,42.1,38.3,8.6,87.8183,1.0041,1.6531,3.8802,4.1165,3.7828,0.4932,32.2,64,12.3,40.3,5.5,33.9,2024-04-22
"MIL",68,84.1,23.3,7.9,1.0672,0.2374,79.4,21.9,43.8,34.2,12.8,88.2813,1.0553,3.0949,3.9419,3.6599,3.42,0.4605,28.8,58.2,9,44,6.5,38.8,2024-04-22
"NYY",68,82,18.2,9.5,0.6585,0.2469,71.8,20.1,44.4,35.3,6.9,87.3826,1.1951,2.9634,4.0116,4.4886,4.2225,0.4485,33.2,63,10.3,39.4,6.5,35.9,2024-04-22
"ATL",67,72.1,22,7,1.2442,0.2677,76,18.8,49.7,31,15.3,88.4917,1.1613,3.4839,4.0915,3.518,3.3234,0.2675,32,62,11.2,44,4.8,38.4,2024-04-22
"TEX",69,79.2,21.6,10.2,1.2427,0.2768,70,24,38,37.7,12,88.5834,1.3682,4.8577,4.6001,4.3092,3.9689,0.2232,31.3,55.8,12,39,7.6,39.5,2024-04-22
"SEA",69,70.1,25,8.8,1.0237,0.2312,82,23.3,37.7,38.8,11.4,87.967,1.0379,2.6872,3.9887,3.8653,3.3977,0.2183,33.4,65.7,12.4,41,5.5,32,2024-04-22
"KCR",71,69.1,17.6,10.9,0.649,0.3033,78.4,19.6,42,38.3,6,89.2844,1.4856,3.6346,4.2885,4.9615,4.524,0.1902,29.7,53,9,39,7.4,39.8,2024-04-22
"SFG",69,77.2,21.4,8,1.0429,0.3094,60.5,20.4,44.3,35.2,11.1,88.8729,1.3519,5.5622,4.0952,4.0089,3.6513,0.0933,29.1,56.5,9.8,42.8,7.7,42.2,2024-04-22
"COL",66,81.1,18.6,11.7,0.9959,0.3347,68.3,21,51.9,26.9,13.2,89.352,1.6475,5.2008,4.5592,4.2592,4.2614,0.0761,25.7,55.6,8.7,38.9,4.7,42.1,2024-04-22
"MIA",75,91.2,21.5,11.1,0.9818,0.3295,66.1,21,43.1,35.7,10.3,88.3438,1.56,5.3018,4.3195,4.3423,4.055,-0.0806,29.6,58,9.3,44.2,8.7,37.5,2024-04-22
"LAA",66,82.1,21.4,9.9,1.3117,0.2454,64.6,17,43.8,38,13.7,88.3775,1.2024,4.8097,4.7857,4.3299,3.9313,-0.1354,29,58.6,10.5,40.7,9.2,39.4,2024-04-22
"LAD",70,91.1,21.8,7.9,1.3796,0.2241,66.3,17.1,40.6,42.2,13.2,88.6209,1.073,4.0401,4.6849,4.2726,3.6796,-0.188,29.3,59.8,10.4,44.3,8.6,36.8,2024-04-22
"CHW",76,82.2,20,12.6,1.0887,0.2759,67.8,18.2,39.4,42.3,9,88.5746,1.4516,3.8105,4.7914,4.899,4.504,-0.214,29.9,62.6,11,42.4,8.2,36.7,2024-04-22
"HOU",82,89,20.6,10,1.1124,0.3231,63.9,20.8,43.4,35.6,11.4,88.9112,1.5169,5.3596,4.4539,4.316,4.0131,-0.2431,30.8,56.9,10.9,38.7,6.2,41.3,2024-04-22
"CHC",78,94.2,23,12.1,0.9507,0.2782,71,16.2,48,35.6,10.8,90.0466,1.3627,3.993,4.3053,4.2555,3.9253,-0.3184,29.3,57.9,11.6,40.2,8.1,42.6,2024-04-22
"TOR",69,80.2,21.3,11.2,1.6736,0.2605,70.6,20.6,35.9,43.4,15.1,89.3988,1.3636,5.2438,5.3514,4.6052,4.1825,-0.7045,29.9,65,9,41.2,11.7,42.6,2024-04-22
"TBR",74,91,19.9,12.8,1.4835,0.2835,66.3,20.1,39.5,40,13.8,87.5132,1.5275,5.3407,5.4155,4.8888,4.5296,-1.0156,29.3,57.8,11.1,40.6,8.1,34,2024-04-22
"NYM",77,88.1,29.2,10.7,0.5094,0.2642,69.3,15.5,41.5,42.9,5.4,86.5144,1.1434,2.8528,3.0014,3.701,3.1634,1.5564,29,61.9,11.8,42.3,5.5,34.5,2024-04-23
"CLE",89,89.2,29.2,9.4,0.4015,0.2571,80,21,43,35.8,5.3,89.1288,1.026,2.1078,2.7134,3.299,2.9768,1.4072,31.8,62.1,14,39,4.2,39.2,2024-04-23
"OAK",71,84.1,24.9,8,0.5336,0.2936,73.2,19.1,43.8,36.9,6.1,85.4583,1.1739,2.8814,3.2321,3.7997,3.3306,1.1428,33,58.7,12,43.6,4.4,27.3,2024-04-23
"STL",73,78.1,26.7,8.3,0.8043,0.3054,73.3,13,55,31,10.7,87.9994,1.2255,3.3319,3.15,3.1445,2.9213,1.1409,33.9,64.3,12.8,44,6.1,37.6,2024-04-23
"WSN",77,74.2,23,10.6,0.4821,0.3427,77.2,21,49.5,28.9,6.4,88.7227,1.5,3.2545,3.2443,3.705,3.6616,1.0713,31.8,58,11.4,43.3,5,38.2,2024-04-23
"BAL",78,75.2,25.9,8.1,0.8326,0.3065,65,15.6,52.6,31.7,10.7,89.348,1.2423,4.2819,3.3751,3.3695,3.0293,0.9571,29,57,9,43.7,5.8,42.7,2024-04-23
"PHI",69,69,25.1,11.1,0.7826,0.3457,62,19.5,45.3,35,8.8,89.0407,1.5217,5.6087,3.5575,3.8003,3.6037,0.8406,31.7,58.8,10.3,41.1,5.6,40.7,2024-04-23
"MIN",66,78,30.9,9.2,1.1538,0.2905,84.1,19.6,37.2,43,12.3,89.9566,1.1795,2.7692,3.5475,3.3278,2.8156,0.699,29,60,12.3,41.7,5.8,40.2,2024-04-23
"PIT",78,78.1,25.9,10.6,0.6894,0.266,61.9,13.5,46.8,39.6,7.3,86.9783,1.2255,4.366,3.4946,3.9576,3.4722,0.6939,33.7,58.1,12.7,42.5,6,33,2024-04-23
"SDP",74,79.1,21,7.4,0.6807,0.2752,69.6,19.4,44.3,36,7,89.2217,1.1345,3.4034,3.4901,3.9121,3.5495,0.6708,29.5,67.2,10.6,45.9,7.5,41.9,2024-04-23
"CIN",66,80.1,23.8,11.7,1.0083,0.2654,72,18.7,34.2,47,8.7,88.3759,1.3195,3.9212,4.2077,4.5379,3.973,0.6183,32.2,59,10.6,39.1,7.7,38.1,2024-04-23
"BOS",73,91,23,7.3,0.989,0.2996,60.7,23.1,43.3,33.4,11.3,87.4905,1.2747,3.6593,3.6427,3.5616,3.3022,0.5795,32.7,61.1,11.5,42.3,6.7,35.9,2024-04-23
"ARI",80,88.1,18,8.7,0.7132,0.3022,64.7,20.4,46.7,32.8,7.7,89.1053,1.3698,4.1774,3.7259,4.1154,4.0286,0.5202,32.4,63.9,11.5,44.5,6.5,41.4,2024-04-23
"MIL",70,87,23.2,8,1.0345,0.2412,78.5,21.1,44.4,34.3,12.3,88.1336,1.092,3,3.8843,3.6874,3.4781,0.5009,28.8,57.5,9.1,44.1,6,39,2024-04-23
"ATL",70,74.2,22.7,6.9,1.2054,0.2624,76,18.9,49.7,31.2,15.1,88.5866,1.125,3.375,3.914,3.4046,3.2347,0.3976,32.2,62.3,11.2,43.8,4.7,38.6,2024-04-23
"DET",70,84.2,22.8,9.9,0.8504,0.2037,84.1,19.5,42.2,38.1,9.5,87.9281,1.0157,1.7008,3.9404,4.0945,3.7563,0.2581,32.4,63.7,12.6,40.1,5,34.3,2024-04-23
"KCR",73,72.1,18,11.1,0.6221,0.2995,79,19.5,42.2,38.1,5.9,89.1103,1.4654,3.4839,4.1741,4.8936,4.498,0.2022,29.5,53.4,9,39.4,7.2,39.6,2024-04-23
"NYY",71,84,18.7,9.7,0.75,0.251,72.5,19.8,44.5,35.6,7.9,87.3697,1.2262,3.1071,4.0896,4.466,4.179,0.1984,32.8,63.1,10.2,39,6,36,2024-04-23
"COL",69,85.1,18.8,11.5,0.9492,0.3385,68.2,21.2,51.5,27.2,12,89.531,1.6406,5.168,4.3677,4.1723,4.1941,0.1947,25.9,56,8.8,39.2,4.5,42.4,2024-04-23
"SEA",69,70.1,25,8.8,1.0237,0.2312,82,23.3,37.7,38.8,11.4,87.967,1.0379,2.6872,3.9192,3.8274,3.3815,0.1709,33.4,65.7,12.4,40.9,5.5,32,2024-04-23
"TEX",69,79.2,21.6,10.2,1.2427,0.2768,70,24,38,37.7,12,88.5834,1.3682,4.8577,4.5305,4.2747,3.9527,0.1681,31.3,55.8,12,39,7.6,39.5,2024-04-23
"SFG",72,80.2,20.9,8.3,1.0041,0.3017,60.7,20,45.1,34.7,10.8,88.7472,1.3388,5.5785,4.0422,4.0255,3.7101,0.1015,29.5,56.6,9.7,42.8,7.8,41.4,2024-04-23
"MIA",77,94,21,11.3,0.9574,0.3296,67.1,20.5,43.3,36,0,88.481,1.5638,5.1702,4.2223,4.3217,4.0478,0.0381,29.6,58.7,9.3,44,9.2,37.8,2024-04-23
"LAA",68,84.1,21.5,10,1.2806,0.2455,65.4,17.3,43.4,39.1,13.3,88.463,1.1976,4.6957,4.6668,4.3041,3.9161,-0.1315,29.4,58,10.6,40.6,9,39.6,2024-04-23
"LAD",70,91.1,21.8,7.9,1.3796,0.2241,66.3,17.1,40.6,42.2,13.2,88.6206,1.073,4.0401,4.6153,4.2398,3.6634,-0.1464,29.3,59.8,10.4,44.3,9,36.8,2024-04-23
"CHC",78,94.2,23,12.1,0.9507,0.2782,71,16.2,48,35.6,10.8,90.0464,1.3627,3.993,4.2358,4.2167,3.9091,-0.2477,29,57.9,11.6,40.2,8.5,42.6,2024-04-23
"HOU",82,89,20.6,10,1.1124,0.3231,63.9,20.8,43.4,35.6,11.4,88.911,1.5169,5.3596,4.3844,4.2807,3.9969,-0.2607,30.8,56.9,10.9,38.7,6.2,41.3,2024-04-23
"CHW",79,87,19.4,12.3,1.1379,0.2653,68.7,18,40.3,41.5,10.3,88.5735,1.4138,3.7241,4.8039,4.8579,4.5128,-0.2826,30.1,62.6,10,42.7,7.8,36.3,2024-04-23
"TOR",72,83.2,21.5,10.8,1.7211,0.2601,71.5,20.6,35.8,43.4,15.5,89.6502,1.3506,5.1633,5.2886,4.518,4.1031,-0.7765,30.2,65.3,9.1,41.3,11.7,43.5,2024-04-23
"TBR",76,94,20,12.4,1.4362,0.2824,66.6,19.9,39.1,40.9,13.2,87.5587,1.5,5.266,5.2755,4.8761,4.4506,-1.0093,29.2,57.7,11.1,40.6,8,34.6,2024-04-23
"NYM",79,90.1,29,10.4,0.4982,0.2694,68.2,15,41,43.8,5.2,86.5112,1.1513,2.9889,2.9601,3.7214,3.1521,1.6343,29.1,61.5,11.6,42.6,5,33.9,2024-04-24
"CLE",92,92.1,29.9,9.2,0.3899,0.2594,80.5,21.3,42.6,36,5.2,89.0708,1.0072,2.0469,2.6498,3.2336,2.8795,1.5399,32.5,62,14.5,39,4.1,38.8,2024-04-24
"OAK",73,86.1,24.3,8.6,0.5212,0.287,74,19,44.6,36.1,6.1,85.2947,1.1583,2.8147,3.3341,3.8886,3.392,1.0313,33.2,58.5,11.8,43,4.3,27.1,2024-04-24
"BAL",81,79.1,26.5,8.1,0.7941,0.3005,65.7,15.7,52.6,31.5,10.6,89.3663,1.1975,4.084,3.3137,3.3259,2.9688,1.0185,29.6,56,9.7,43.5,5.7,42.3,2024-04-24
"WSN",82,78.1,22,10.8,0.5745,0.3421,76.5,21.7,48.2,0,7.2,89.1278,1.5447,3.5617,3.4946,3.8923,3.8372,0.9192,31.1,58.4,11,43.7,5.5,39.4,2024-04-24
"STL",75,83,26.6,8,0.9759,0.318,71.2,13.7,53.7,32.4,12.3,88.4054,1.2771,3.9036,3.3902,3.2061,2.9373,0.9062,34.1,64.1,12.6,43.5,7.5,38,2024-04-24
"MIN",70,83,31,9,1.0843,0.2932,82.9,0,36,43,11.4,89.5393,1.1687,2.8193,3.4264,3.3207,2.7721,0.8142,30.1,59.8,12.6,41.3,5.4,38.8,2024-04-24
"SDP",77,83.2,21.5,7.2,0.6454,0.2802,70.5,19.5,45.5,34.8,7.3,89.0715,1.1474,3.3347,3.4121,3.8455,3.5133,0.7778,30.4,66.7,10.8,45.7,7.1,42.8,2024-04-24
"CIN",70,85,23.7,11,0.9529,0.2679,74.2,18.5,34,47.4,8.1,88.012,1.2941,3.7059,4.0901,4.5169,3.9124,0.7713,32.7,59.2,10.9,39.2,7,36.9,2024-04-24
"PIT",80,80.1,26,10.6,0.6722,0.2621,62.3,13.3,47.1,39.5,7.2,86.9994,1.2075,4.2573,3.4484,3.9171,3.4428,0.7668,33.5,58.6,12.6,42.5,6,33,2024-04-24
"PHI",73,74,24.4,10,0.973,0.335,63.4,20.3,44.5,35,10.8,89.0771,1.4865,5.5946,3.8399,3.8279,3.5906,0.6638,31.6,58.7,10.2,41.6,6.1,41.2,2024-04-24
"MIL",72,90,23,8.4,1,0.2447,78.4,20.4,44,34.6,11.7,88.3608,1.1,3,3.8483,3.7199,3.5011,0.5417,28.7,57.8,9.1,44.2,6,39.6,2024-04-24
"ARI",81,91.1,18.2,8.7,0.6898,0.2971,65.6,20.5,47.1,32.2,7.6,89.0716,1.3467,4.0401,3.7284,4.1204,4.0187,0.4995,32,63.7,11.5,44.7,6.3,41,2024-04-24
"BOS",75,93,23.4,7,1.0645,0.2977,61.4,22.6,43.1,34,11.9,87.5185,1.3011,3.7742,3.8254,3.6662,3.3918,0.4628,32.5,60.7,11.5,42.2,6.9,36.2,2024-04-24
"ATL",70,74.2,22.7,6.9,1.2054,0.2624,76,18.9,49.7,31.2,15.1,88.5866,1.125,3.375,3.914,3.4046,3.2347,0.3976,32.2,62.3,11.2,43.8,4.7,38.6,2024-04-24
"NYY",75,87.2,19.1,9.7,0.7186,0.244,72.8,19.2,44.4,36.2,7.6,87.366,1.1863,2.9772,3.9927,4.417,4.1221,0.377,32.5,63.7,10.2,39.8,0,36.5,2024-04-24
"COL",72,90.1,18.7,11.2,0.8967,0.3284,69,20.8,50.7,28.4,11.3,89.6005,1.583,4.8819,4.2664,4.1898,4.1971,0.3426,25,50,8.6,39.7,4.2,42.8,2024-04-24
"SEA",72,72.2,25.5,8.6,0.9908,0.2316,82.8,23.3,38.5,38,11.4,88.1712,1.0183,2.6009,3.8115,3.7226,3.301,0.2879,33.5,65.1,12.2,40.9,5.9,32.9,2024-04-24
"KCR",76,77,17.5,10.9,0.5844,0.287,79.4,18.8,42.9,38,5.6,89.0383,1.4026,3.2727,4.1242,4.8907,4.5284,0.2262,29.2,54,8.7,39.8,6.8,38.7,2024-04-24
"TEX",73,84.1,21.5,10.3,1.1739,0.2723,71.8,23.3,38.9,37,11.9,88.8247,1.3399,4.5889,4.4534,4.2779,3.9765,0.1988,30.9,56.6,12.2,39.6,7.3,40.6,2024-04-24
"DET",73,88.2,22.6,9.7,0.9135,0.207,84.1,19,43,37,10.3,87.617,1.0263,1.8271,4.0169,4.0646,3.7463,0.1982,32.8,65,12.6,40,5.9,33.4,2024-04-24
"SFG",74,81.2,20,8.1,0.9918,0.308,60.9,20,45.4,34.4,10.7,88.5456,1.3592,5.6204,4.0066,4.0072,3.6943,0.144,29.6,57,9.6,43.1,7.7,40.6,2024-04-24
"MIA",79,96.1,21.5,11.2,0.9343,0.3309,68.3,20.3,43.8,35.7,9,88.2388,1.5675,5.045,4.2168,4.3427,4.0463,0.0191,29.7,59,9,43.9,9,37,2024-04-24
"LAA",72,88.1,22.5,9.8,1.3245,0.2467,66.8,17.6,43.2,39,13.9,88.6307,1.1887,4.5849,4.6202,4.1741,3.7811,-0.1342,30,57.9,10,40.5,9.1,0,2024-04-24
"LAD",74,95.2,21.8,8.8,1.3171,0.224,68.8,16.9,40.3,42.6,12.6,88.5181,1.0976,3.8571,4.6215,4.3359,3.7736,-0.2021,29,59.3,10.4,43,8.7,36.7,2024-04-24
"CHC",81,97.2,23.2,12,0.9215,0.2724,72.3,17.2,47.5,35.2,10.6,89.9583,1.3413,3.8703,4.2123,4.2224,3.9401,-0.2547,29.1,58.7,11.4,40.2,8.6,42,2024-04-24
"HOU",84,92,20.9,10.4,1.1739,0.3158,64.1,20.3,43.6,30,12.1,88.8892,1.5109,5.2826,4.4959,4.2997,4.0184,-0.4022,31.2,57.1,11,38.2,6.4,40.6,2024-04-24
"CHW",82,89.2,19.4,12.1,1.3048,0.2745,68.2,18.7,39,41.5,11.7,88.6171,1.461,4.1152,5.0108,4.851,4.4859,-0.5272,30.1,61.6,10.8,42.9,8.2,35.8,2024-04-24
"TOR",74,85,21.7,10.7,1.6941,0.2611,71.8,20.4,36.6,42.9,15.5,89.521,1.3412,5.0824,5.2078,4.4493,4.0421,-0.7164,30.5,65.2,9,41.2,11.5,42.9,2024-04-24
"TBR",79,97,19.9,12,1.5773,0.2778,66.8,19.9,39.1,40.9,14.5,87.4705,1.4845,5.3814,5.4671,4.8695,4.4155,-1.3455,29.6,58,11.1,40.4,8.7,34.8,2024-04-24
"CLE",94,96.1,29.5,8.8,0.3737,0.2731,78,22.5,42.4,34.9,5,89.0211,1.0381,2.2422,2.587,3.19,2.8643,1.6335,33,62.6,14.4,39.1,4.3,38.5,2024-04-25
"NYM",82,94.2,29.4,10.4,0.5704,0.2719,69,14.8,41.4,43.6,0,86.6063,1.162,2.9472,3.021,3.669,3.1116,1.5752,29.5,61,11.6,42.3,5.9,34.1,2024-04-25
"CIN",76,89,23.8,10.7,0.9101,0.2754,74.4,19.2,34.4,46.3,7.9,88.1027,1.2921,3.6404,3.9574,4.412,3.8338,0.9914,33.3,60.2,11.1,39,6.9,36.3,2024-04-25
"STL",78,86,26.1,8,0.9419,0.3156,72.1,14.1,53.6,32.1,10,88.3774,1.2674,3.7674,3.393,3.2478,2.9884,0.9213,34,64.3,12.4,43.6,7.2,37.1,2024-04-25
"WSN",86,82.2,21.5,10.7,0.6532,0.3469,75.2,22.5,46.7,30.6,7.8,89.6357,1.5847,3.9194,3.6332,3.9707,3.9052,0.9007,31.9,58,10,43.6,6.3,41.4,2024-04-25
"MIN",73,86,30.7,8.7,1.0465,0.2828,83.1,19.8,36.7,43.4,11.1,89.4029,1.1279,2.7209,3.4046,3.3513,2.7742,0.8615,30.5,60.1,12.8,41.3,5.2,38.4,2024-04-25
"BAL",85,83,27.2,8.1,0.9759,0.2981,66,15.2,52.3,32.4,12.8,89.3904,1.1928,4.1205,3.5107,3.2762,2.911,0.8424,29.2,57.3,10.2,43.7,6.4,41.9,2024-04-25
"PIT",83,87,25.9,10.6,0.6207,0.2667,65.3,14.4,46,39.4,6.6,87.2817,1.2184,4.0345,3.4361,3.981,3.471,0.8345,33,57,12.7,42,6.4,32.4,2024-04-25
"OAK",76,91.1,23.4,8.1,0.6898,0.2905,73.2,20.1,44,35,8,85.8423,1.1825,3.1533,3.5642,3.8952,3.4306,0.8198,32.5,58.5,11.7,43.6,4.8,28.6,2024-04-25
"MIL",76,94.2,23,8.3,0.9507,0.2379,78.8,19.9,44.9,35.1,11.1,88.2426,1.0669,2.8521,3.7393,3.6908,3.4589,0.7944,29.2,58.1,9.3,44.3,5.8,40.3,2024-04-25
"PHI",77,77,24,10.9,0.9351,0.3505,61.7,21.1,43.2,35.5,10.1,89.0736,1.5714,6.0779,3.8385,3.9175,3.6741,0.723,30.7,58,10.1,41.9,6.7,41.8,2024-04-25
"SDP",80,86.2,21.2,7,0.7269,0.2708,70.8,18.8,45,35.2,8.1,88.9524,1.1192,3.3231,3.5295,3.8622,3.5256,0.6721,31.1,66.2,10.9,45.6,7.2,42.1,2024-04-25
"BOS",77,97,23.6,7.6,1.0206,0.2915,61.8,22,44.2,33.4,11.8,87.6633,1.2577,3.6186,3.7145,3.5763,3.3199,0.5738,33,60,11.7,42,7,36.5,2024-04-25
"ATL",73,77.2,22.6,6.9,1.1588,0.2676,70,18.9,51.3,29.7,15.1,88.3763,1.1459,3.3605,3.8454,3.3557,3.1989,0.4871,32.4,62.8,11.5,43.7,4.4,38.5,2024-04-25
