"game_pk","home_team_id","home_team_name","away_team_id","away_team_name","num","ordinal_num","home_runs","home_hits","home_errors","home_left_on_base","away_runs","away_hits","away_errors","away_left_on_base","home_team_all_star_status","home_team_link","home_team_season","home_team_venue_id","home_team_venue_name","home_team_venue_link","home_team_team_code","home_team_file_code","home_team_abbreviation","home_team_team_name","home_team_location_name","home_team_first_year_of_play","home_team_league_id","home_team_league_name","home_team_league_link","home_team_division_id","home_team_division_name","home_team_division_link","home_team_sport_id","home_team_sport_link","home_team_sport_name","home_team_short_name","home_team_record_games_played","home_team_record_wild_card_games_back","home_team_record_league_games_back","home_team_record_spring_league_games_back","home_team_record_sport_games_back","home_team_record_division_games_back","home_team_record_conference_games_back","home_team_record_league_record_wins","home_team_record_league_record_losses","home_team_record_league_record_ties","home_team_record_league_record_pct","home_team_record_division_leader","home_team_record_wins","home_team_record_losses","home_team_record_winning_percentage","home_team_franchise_name","home_team_club_name","home_team_active","away_team_all_star_status","away_team_link","away_team_season","away_team_venue_id","away_team_venue_name","away_team_venue_link","away_team_team_code","away_team_file_code","away_team_abbreviation","away_team_team_name","away_team_location_name","away_team_first_year_of_play","away_team_league_id","away_team_league_name","away_team_league_link","away_team_division_id","away_team_division_name","away_team_division_link","away_team_sport_id","away_team_sport_link","away_team_sport_name","away_team_short_name","away_team_record_games_played","away_team_record_wild_card_games_back","away_team_record_league_games_back","away_team_record_spring_league_games_back","away_team_record_sport_games_back","away_team_record_division_games_back","away_team_record_conference_games_back","away_team_record_league_record_wins","away_team_record_league_record_losses","away_team_record_league_record_ties","away_team_record_league_record_pct","away_team_record_division_leader","away_team_record_wins","away_team_record_losses","away_team_record_winning_percentage","away_team_franchise_name","away_team_club_name","away_team_active"
745848,"121","New York Mets","158","Milwaukee Brewers",1,"1st",0,0,0,0,0,1,0,1,"N","/api/v1/teams/121","2024","3289","Citi Field","/api/v1/venues/3289","nyn","nym","NYM","Mets","Flushing","1962","104","National League","/api/v1/league/104","204","National League East","/api/v1/divisions/204","1","/api/v1/sports/1","Major League Baseball","NY Mets","1","-","-","-","-","-","-","0","1","0",".000","FALSE","0","1",".000","New York","Mets","TRUE","N","/api/v1/teams/158","2024","32","American Family Field","/api/v1/venues/32","mil","mil","MIL","Brewers","Milwaukee","1968","104","National League","/api/v1/league/104","205","National League Central","/api/v1/divisions/205","1","/api/v1/sports/1","Major League Baseball","Milwaukee","1","-","-","-","-","-","-","1","0","0","1.000","FALSE","1","0","1.000","Milwaukee","Brewers","TRUE"
745848,"121","New York Mets","158","Milwaukee Brewers",2,"2nd",1,1,0,0,0,1,0,1,"N","/api/v1/teams/121","2024","3289","Citi Field","/api/v1/venues/3289","nyn","nym","NYM","Mets","Flushing","1962","104","National League","/api/v1/league/104","204","National League East","/api/v1/divisions/204","1","/api/v1/sports/1","Major League Baseball","NY Mets","1","-","-","-","-","-","-","0","1","0",".000","FALSE","0","1",".000","New York","Mets","TRUE","N","/api/v1/teams/158","2024","32","American Family Field","/api/v1/venues/32","mil","mil","MIL","Brewers","Milwaukee","1968","104","National League","/api/v1/league/104","205","National League Central","/api/v1/divisions/205","1","/api/v1/sports/1","Major League Baseball","Milwaukee","1","-","-","-","-","-","-","1","0","0","1.000","FALSE","1","0","1.000","Milwaukee","Brewers","TRUE"
745848,"121","New York Mets","158","Milwaukee Brewers",3,"3rd",0,0,0,0,0,0,0,0,"N","/api/v1/teams/121","2024","3289","Citi Field","/api/v1/venues/3289","nyn","nym","NYM","Mets","Flushing","1962","104","National League","/api/v1/league/104","204","National League East","/api/v1/divisions/204","1","/api/v1/sports/1","Major League Baseball","NY Mets","1","-","-","-","-","-","-","0","1","0",".000","FALSE","0","1",".000","New York","Mets","TRUE","N","/api/v1/teams/158","2024","32","American Family Field","/api/v1/venues/32","mil","mil","MIL","Brewers","Milwaukee","1968","104","National League","/api/v1/league/104","205","National League Central","/api/v1/divisions/205","1","/api/v1/sports/1","Major League Baseball","Milwaukee","1","-","-","-","-","-","-","1","0","0","1.000","FALSE","1","0","1.000","Milwaukee","Brewers","TRUE"
745848,"121","New York Mets","158","Milwaukee Brewers",4,"4th",0,0,0,0,1,2,0,1,"N","/api/v1/teams/121","2024","3289","Citi Field","/api/v1/venues/3289","nyn","nym","NYM","Mets","Flushing","1962","104","National League","/api/v1/league/104","204","National League East","/api/v1/divisions/204","1","/api/v1/sports/1","Major League Baseball","NY Mets","1","-","-","-","-","-","-","0","1","0",".000","FALSE","0","1",".000","New York","Mets","TRUE","N","/api/v1/teams/158","2024","32","American Family Field","/api/v1/venues/32","mil","mil","MIL","Brewers","Milwaukee","1968","104","National League","/api/v1/league/104","205","National League Central","/api/v1/divisions/205","1","/api/v1/sports/1","Major League Baseball","Milwaukee","1","-","-","-","-","-","-","1","0","0","1.000","FALSE","1","0","1.000","Milwaukee","Brewers","TRUE"
745848,"121","New York Mets","158","Milwaukee Brewers",5,"5th",0,0,0,0,1,2,0,2,"N","/api/v1/teams/121","2024","3289","Citi Field","/api/v1/venues/3289","nyn","nym","NYM","Mets","Flushing","1962","104","National League","/api/v1/league/104","204","National League East","/api/v1/divisions/204","1","/api/v1/sports/1","Major League Baseball","NY Mets","1","-","-","-","-","-","-","0","1","0",".000","FALSE","0","1",".000","New York","Mets","TRUE","N","/api/v1/teams/158","2024","32","American Family Field","/api/v1/venues/32","mil","mil","MIL","Brewers","Milwaukee","1968","104","National League","/api/v1/league/104","205","National League Central","/api/v1/divisions/205","1","/api/v1/sports/1","Major League Baseball","Milwaukee","1","-","-","-","-","-","-","1","0","0","1.000","FALSE","1","0","1.000","Milwaukee","Brewers","TRUE"
745848,"121","New York Mets","158","Milwaukee Brewers",6,"6th",0,0,0,0,0,0,0,0,"N","/api/v1/teams/121","2024","3289","Citi Field","/api/v1/venues/3289","nyn","nym","NYM","Mets","Flushing","1962","104","National League","/api/v1/league/104","204","National League East","/api/v1/divisions/204","1","/api/v1/sports/1","Major League Baseball","NY Mets","1","-","-","-","-","-","-","0","1","0",".000","FALSE","0","1",".000","New York","Mets","TRUE","N","/api/v1/teams/158","2024","32","American Family Field","/api/v1/venues/32","mil","mil","MIL","Brewers","Milwaukee","1968","104","National League","/api/v1/league/104","205","National League Central","/api/v1/divisions/205","1","/api/v1/sports/1","Major League Baseball","Milwaukee","1","-","-","-","-","-","-","1","0","0","1.000","FALSE","1","0","1.000","Milwaukee","Brewers","TRUE"
745848,"121","New York Mets","158","Milwaukee Brewers",7,"7th",0,0,0,1,1,2,0,0,"N","/api/v1/teams/121","2024","3289","Citi Field","/api/v1/venues/3289","nyn","nym","NYM","Mets","Flushing","1962","104","National League","/api/v1/league/104","204","National League East","/api/v1/divisions/204","1","/api/v1/sports/1","Major League Baseball","NY Mets","1","-","-","-","-","-","-","0","1","0",".000","FALSE","0","1",".000","New York","Mets","TRUE","N","/api/v1/teams/158","2024","32","American Family Field","/api/v1/venues/32","mil","mil","MIL","Brewers","Milwaukee","1968","104","National League","/api/v1/league/104","205","National League Central","/api/v1/divisions/205","1","/api/v1/sports/1","Major League Baseball","Milwaukee","1","-","-","-","-","-","-","1","0","0","1.000","FALSE","1","0","1.000","Milwaukee","Brewers","TRUE"
745848,"121","New York Mets","158","Milwaukee Brewers",8,"8th",0,0,0,0,0,0,0,1,"N","/api/v1/teams/121","2024","3289","Citi Field","/api/v1/venues/3289","nyn","nym","NYM","Mets","Flushing","1962","104","National League","/api/v1/league/104","204","National League East","/api/v1/divisions/204","1","/api/v1/sports/1","Major League Baseball","NY Mets","1","-","-","-","-","-","-","0","1","0",".000","FALSE","0","1",".000","New York","Mets","TRUE","N","/api/v1/teams/158","2024","32","American Family Field","/api/v1/venues/32","mil","mil","MIL","Brewers","Milwaukee","1968","104","National League","/api/v1/league/104","205","National League Central","/api/v1/divisions/205","1","/api/v1/sports/1","Major League Baseball","Milwaukee","1","-","-","-","-","-","-","1","0","0","1.000","FALSE","1","0","1.000","Milwaukee","Brewers","TRUE"
745848,"121","New York Mets","158","Milwaukee Brewers",9,"9th",0,0,0,0,0,0,0,0,"N","/api/v1/teams/121","2024","3289","Citi Field","/api/v1/venues/3289","nyn","nym","NYM","Mets","Flushing","1962","104","National League","/api/v1/league/104","204","National League East","/api/v1/divisions/204","1","/api/v1/sports/1","Major League Baseball","NY Mets","1","-","-","-","-","-","-","0","1","0",".000","FALSE","0","1",".000","New York","Mets","TRUE","N","/api/v1/teams/158","2024","32","American Family Field","/api/v1/venues/32","mil","mil","MIL","Brewers","Milwaukee","1968","104","National League","/api/v1/league/104","205","National League Central","/api/v1/divisions/205","1","/api/v1/sports/1","Major League Baseball","Milwaukee","1","-","-","-","-","-","-","1","0","0","1.000","FALSE","1","0","1.000","Milwaukee","Brewers","TRUE"
745604,"143","Philadelphia Phillies","144","Atlanta Braves",1,"1st",0,0,0,0,0,1,0,1,"N","/api/v1/teams/143","2024","2681","Citizens Bank Park","/api/v1/venues/2681","phi","phi","PHI","Phillies","Philadelphia","1883","104","National League","/api/v1/league/104","204","National League East","/api/v1/divisions/204","1","/api/v1/sports/1","Major League Baseball","Philadelphia","1","-","-","-","-","-","-","0","1","0",".000","FALSE","0","1",".000","Philadelphia","Phillies","TRUE","N","/api/v1/teams/144","2024","4705","Truist Park","/api/v1/venues/4705","atl","atl","ATL","Braves","Atlanta","1871","104","National League","/api/v1/league/104","204","National League East","/api/v1/divisions/204","1","/api/v1/sports/1","Major League Baseball","Atlanta","1","-","-","-","-","-","-","1","0","0","1.000","FALSE","1","0","1.000","Atlanta","Braves","TRUE"
