"Team","G","IP","K.","BB.","HR.9","BABIP","LOB.","LD.","GB.","FB.","HR.FB","EV","WHIP","ERA","FIP","xFIP","SIERA","WAR","O.Swing.","F.Strike.","SwStr.","Zone.","Barrel.","HardHit.","Date"
"LAA",21,24,0.219,0.098,0,0.1803,0.809,0.131,0.45,0.409,NA,88.7896,0.8333,1.125,2.7351,4.236,3.9418,0.4625,0.301,0.604,0.109,0.436,0.016,0.36,2024-06-29
"SFG",26,31.2,0.285,0.082,0.8526,0.3704,0.8,0.192,0.518,0.289,0.12,89.7655,1.3895,3.1263,3.0255,2.8859,2.8658,0.4259,0.284,0.639,0.132,0.439,0.071,0.44,2024-06-29
"MIL",19,28.2,0.247,0.064,0.6279,0.2143,0.95,0.154,0.45,0.394,0.071,88.9994,0.8372,1.2558,3.2216,3.7219,3.204,0.4165,0.333,0.678,0.141,0.46,0.083,0.43,2024-06-29
"BAL",19,19.1,0.307,0.089,0.4655,0.3043,0.679,0.191,0.531,0.276,0.076,88.3862,1.1379,3.7241,2.4277,2.7241,2.7208,0.407,0.311,0.615,0.093,0.459,0.042,0.319,2024-06-29
"MIN",14,14,0.275,0.06,0,0.2162,0.692,0.088,0.588,0.323,NA,82.4054,0.8571,1.2857,1.9375,3.0696,2.774,0.4032,0.281,0.586,0.145,0.482,NA,0.189,2024-06-29
"CHW",20,28.2,0,0.116,0.9419,0.2687,0.876,0.205,0.382,0.411,0.107,86.86,1.2209,2.1977,3.4658,3.5126,3.3091,0.3762,0.254,0.616,0.09,0.433,0.057,0.385,2024-06-29
"BOS",20,25,0.203,0.03,0.72,0.3462,0.683,0.22,0.37,0,0.062,84.9483,1.32,4.68,3.1518,3.956,3.4893,0.3742,0.353,0.71,0.089,0.468,0,0.312,2024-06-29
"CIN",20,25,0.252,0.058,1.08,0.2941,0.685,0.126,0.422,0.45,0.093,87.9754,1.16,4.32,3.3518,3.636,3.1365,0.3735,0.266,0.592,0.082,0.418,0.07,0.33,2024-06-29
"ATL",16,18,0.293,0,0.5,0.3111,0.776,0.244,0.377,0.377,0.058,88.7779,1.1667,3,2.5963,3.2348,2.9186,0.3446,0.316,0.653,0.11,0.43,0.043,0.347,2024-06-29
"KCR",20,19.2,0.237,0.037,0.9153,0.2321,0.526,0.105,0.543,0.35,0,87.1798,0.9153,3.661,2.9993,3.1424,2.8617,0.3131,0.335,0.687,0.11,0.491,0.086,0.379,2024-06-29
"STL",22,23.2,0.217,0.108,0.3803,0.2836,0.77,0.205,0.367,0.426,0.034,87.1769,1.3099,3.0423,3.2363,4.4525,4.159,0.293,0.334,0.613,0.12,0.394,0.073,0.308,2024-06-29
"PHI",17,16.1,0.242,0.015,0.551,0.2609,0.616,0.17,0.361,0.468,0.045,91.6545,0.8571,3.3061,2.5396,3.6843,2.9247,0.2065,0.319,0.59,0.131,0.458,0.063,0.404,2024-06-29
"PIT",14,18.1,0.215,0.088,0.4909,0.3019,0.635,0.185,0.388,0.425,0.043,87.9621,1.3091,4.9091,3.3155,4.4139,3.9197,0.1695,0.35,0.67,0.139,0.403,0.074,0.296,2024-06-29
"DET",21,26,0.321,0.05,1.7308,0.3443,0.703,0.212,0.409,0.378,0,89.852,1.2308,5.1923,3.8826,2.7679,2.3573,0.1324,0.36,0.63,0.171,0.393,0.075,0.393,2024-06-29
"SEA",22,19.2,0.261,0.095,0.9153,0.28,0.646,0.137,0.47,0.392,0,85.002,1.2203,4.1186,3.762,3.9051,3.4043,0.1195,0.377,0.61,0.143,0.39,0.019,0.2,2024-06-29
"OAK",18,23.2,0.224,0.112,0.3803,0.2951,0.791,0.245,0.508,0.245,0.066,85.6265,1.2676,3.0423,3.6166,3.9805,3.8553,0.1194,0.31,0.612,0.134,0.384,0.016,0.306,2024-06-29
"CHC",18,19,0.296,0.111,0.9474,0.2826,0.754,0.08,0.391,0.521,0.083,89.7644,1.2632,3.7895,3.415,3.8665,3.3164,0.1117,0.266,0.629,0.11,0.432,0.062,0.437,2024-06-29
"COL",12,13.2,0.183,0.066,0.6585,0.3023,0.568,0.19,0.523,0.285,0.083,87.5348,1.3171,5.2683,3.5908,3.9047,3.715,0.0784,0.289,0.616,0.095,0.479,0.022,0.295,2024-06-29
"HOU",14,11.1,0.291,0.083,0.7941,0.2963,0.808,0.214,0.428,0.357,0,85.5459,1.1471,3.1765,3.4165,3.5407,2.9489,0.062,0.308,0.645,0.137,0.417,0.071,0.392,2024-06-29
"SDP",23,22,0.163,0.04,1.2273,0.3151,0.503,0.197,0.486,0.315,0.12,88.9511,1.3636,5.7273,4.2882,4.0872,3.748,-0.003,0.366,0.54,0.112,0.425,0.052,0.355,2024-06-29
"NYM",17,21.2,0.191,0.063,1.2462,0.2879,0.685,0.173,0.507,0.318,0.136,90.4814,1.2923,4.1538,4.2595,3.9225,3.6589,-0.0483,0.352,0.627,0.093,0.43,0.115,0.391,2024-06-29
"TEX",16,21.1,0.197,0.164,1.2656,0.2182,0.81,0.175,0.491,0.333,0.157,88.126,1.4063,3.375,5.4018,4.8569,5.0932,-0.0746,0.271,0.505,0.091,0.395,0.051,0.448,2024-06-29
"TBR",19,19.1,0.306,0.1,1.3966,0.1282,0.724,0.12,0.487,0.39,0.187,88.4828,0.8793,3.2586,4.3415,3.5166,3.256,-0.0955,0.296,0.653,0.102,0.459,0.095,0.333,2024-06-29
"NYY",18,19.2,0.232,0.034,2.2881,0.2909,0,0.101,0.389,0.508,0.166,90.5706,1.2203,5.4915,5.3383,4.231,3.2193,-0.1131,0.371,0.639,0.141,0.394,0.116,0.416,2024-06-29
"LAD",16,16.1,0.138,0.076,1.102,0.1633,0.901,0.09,0.49,0.411,0.095,82.7361,0.9184,1.6531,4.56,4.8206,4.6286,-0.1305,0.351,0.676,0.13,0.44,0.058,0.294,2024-06-29
"TOR",21,19,0.195,0.076,2.3684,0.371,0.535,0.268,0.388,0.343,0.217,89.3213,1.8421,8.0526,5.7834,4.1064,3.9469,-0.2907,0.369,0.608,0.104,0.445,0.074,0.462,2024-06-29
"WSN",19,18.1,0.219,0.12,2.4545,0.3265,0.583,0.176,0.274,0.54,0.178,90.6585,1.6909,7.8545,6.37,5.025,4.5294,-0.4492,0.326,0.67,0.08,0.432,0.074,0.407,2024-06-29
"ARI",22,28.2,0.167,0.091,2.5116,0.2824,0.706,0.258,0.408,0.333,0.258,90.7263,1.5349,6.907,6.9193,4.8494,4.4504,-0.5641,0.281,0.557,0.101,0.408,0.12,0.473,2024-06-29
"CLE",22,29,0.166,0.133,2.1724,0.2338,0.929,0.214,0.392,0.392,0.212,89.9284,1.4138,3.7241,6.5656,5.0672,5.1051,-0.7623,0.297,0,0.087,0.419,0.035,0.428,2024-06-29
"MIA",25,24.2,0.29,0.051,0,0.2857,0.608,0.25,0.365,0.38,NA,85.641,0.9324,2.9189,1.412,2.8167,2.5657,0.9986,0.364,0.67,0.154,0.437,0.015,0.285,2024-06-30
"ATL",18,19.2,0.342,0.078,0,0.2791,0.842,0.238,0.38,0.38,NA,87.8402,0.9153,1.3729,1.579,2.7535,2.4238,0.6002,0.318,0.644,0.131,0.418,0.069,0.348,2024-06-30
"SFG",29,37.2,0.23,0.09,0.4779,0.3611,0.652,0.183,0.504,0.311,0.058,88.4604,1.5133,4.5398,3.1818,3.7947,3.6634,0.5935,0.297,0.648,0.121,0.446,0.063,0,2024-06-30
"LAA",21,23.1,0.211,0.082,0,0.1695,0.833,0.118,0.423,0.457,NA,88.1107,0.7286,0.7714,2.641,4.3115,3.8905,0.5596,0.316,0,0.117,0.443,0.016,0.372,2024-06-30
"MIN",17,17,0.318,0.072,0,0.2439,0.7,0.157,0.526,0.315,NA,83.8529,0.8824,1.0588,1.6258,2.6449,2.4753,0.5396,0.302,0.594,0.155,0.48,0.024,0.219,2024-06-30
"CHW",20,29,0.307,0.111,0.931,0.2462,0.899,0.181,0.348,0.469,0.096,87.2431,1.1034,1.8621,3.3621,3.5606,3.1942,0.4637,0.282,0.623,0.106,0.422,0.058,0.397,2024-06-30
"MIL",20,27.2,0.266,0.095,0.6506,0.1905,0.948,0.109,0.421,0.468,0.066,89.2273,0.8675,1.3012,3.3721,3.9978,3.4116,0.3476,0.323,0.628,0.144,0.433,0.092,0.461,2024-06-30
"KCR",20,21,0.256,0.036,0.8571,0.2143,0.704,0.06,0.517,0.413,0.083,88.5126,0.8095,2.1429,2.8219,3.2338,2.7834,0.3078,0.322,0.682,0.11,0.48,0.086,0.379,2024-06-30
"PIT",16,19.1,0.22,0.07,0.4655,0.2778,0.601,0.163,0.345,0.49,0.03,89.1272,1.1379,4.1897,3.0518,4.3956,3.754,0.2942,0.358,0.62,0.155,0.41,0.127,0.363,2024-06-30
"PHI",18,16.2,0.264,0.014,0.54,0.3043,0.662,0.191,0.38,0.425,0,91.5522,0.96,3.24,2.3152,3.2677,2.6108,0.2874,0.317,0.588,0.131,0.457,0.063,0.425,2024-06-30
"CIN",20,25,0.276,0.066,1.08,0.3182,0.7,0.159,0.405,0.434,0,86.6106,1.24,4.32,3.2352,3.4077,2.9699,0.2715,0.276,0.609,0.083,0.427,0.08,0.318,2024-06-30
"STL",21,25.1,0.218,0.118,0.3553,0.2917,0.714,0.191,0.41,0.397,0.034,87.4945,1.3816,3.9079,3.3131,4.4527,4.2454,0.2712,0.323,0.609,0.118,0.41,0.082,0.315,2024-06-30
"BOS",17,25,0.201,0.052,1.08,0.35,0.66,0.228,0.409,0.361,0,85.3862,1.48,5.4,3.8352,4.0077,3.613,0.1438,0.305,0.719,0.084,0.46,0.048,0.301,2024-06-30
"SDP",21,21,0.184,0.043,0.8571,0.303,0.572,0.191,0.47,0.338,0.08,89.4084,1.2381,4.2857,3.7743,4.1174,3.6078,0.1396,0.369,0.543,0.118,0.402,0.058,0.367,2024-06-30
"CHC",19,20,0.267,0.104,0.9,0.3077,0.785,0.096,0.403,0,0.076,90.3611,1.35,3.6,3.5052,4.0821,3.5462,0.1275,0.271,0.627,0.108,0.409,0.055,0.46,2024-06-30
"HOU",16,13.2,0.28,0.087,0.6585,0.2727,0.833,0.147,0.411,0.441,0.066,85.3185,1.0976,2.6341,3.3016,3.9349,3.1588,0.1141,0.317,0.61,0.128,0.412,0.088,0.411,2024-06-30
"WSN",19,19.1,0.253,0.101,1.3966,0.2708,0.555,0.166,0.27,0.562,0.111,89.616,1.2414,5.5862,4.3449,4.3439,3.8689,0.103,0.367,0.696,0.123,0.412,0.078,0.352,2024-06-30
"COL",12,13.1,0.193,0.08,0.675,0.3256,0.51,0.166,0.523,0.309,0.076,85.9792,1.5,7.425,3.6802,4.1129,3.8297,0.0982,0.273,0.612,0.111,0.497,NA,0.2,2024-06-30
"LAD",22,22.1,0.159,0.106,0.806,0.194,0.855,0.13,0.463,0.405,0.071,82.6293,1.1194,1.6119,4.3194,4.9653,4.774,0.0571,0.326,0.627,0.125,0.435,0.05,0.26,2024-06-30
"BAL",23,22.1,0.279,0.107,0.806,0.2909,0.714,0.19,0.456,0.35,0,90.1152,1.2537,4.0299,3.3343,3.463,3.364,0.0537,0.312,0.645,0,0.437,0.07,0.403,2024-06-30
"OAK",16,20.2,0.195,0.12,0.4355,0.25,0.82,0.173,0.538,0.288,0.066,86.3871,1.1613,2.6129,4.123,4.5418,4.3451,0.0408,0.303,0.512,0.119,0.38,0.018,0.28,2024-06-30
"SEA",25,22.2,0.265,0.081,1.1912,0.3051,0.634,0.163,0.475,0.36,0.136,86.3676,1.2794,4.7647,3.9052,3.5859,3.1796,-0.0077,0.371,0.6,0.139,0.393,0.032,0.274,2024-06-30
"TBR",21,21.2,0.258,0.101,1.2462,0.2264,0.528,0.163,0.418,0.418,0.13,89.0325,1.1077,5.4,4.2168,3.9493,3.559,-0.0486,0.306,0.674,0.101,0.459,0.107,0.339,2024-06-30
"DET",21,25,0.308,0.065,1.8,0.35,0.642,0.265,0.328,0.406,0.192,90.9879,1.32,5.76,4.1952,3.0967,2.6374,-0.1036,0.353,0.654,0.157,0.381,0.076,0.415,2024-06-30
"NYY",19,21,0.224,0.05,2.1429,0.3492,0.571,0.119,0.462,0.417,0.178,90.5479,1.5238,7.7143,5.2981,4.1278,3.3366,-0.1511,0.351,0.632,0.141,0.406,0.102,0.441,2024-06-30
"NYM",19,20.1,0.212,0.095,1.3279,0.3279,0.62,0.269,0.46,0.269,0.176,89.2185,1.5738,6.1967,4.5815,3.8705,3.8428,-0.1538,0.339,0.648,0.115,0.384,0.12,0.37,2024-06-30
"ARI",21,27.1,0.215,0.077,1.9756,0.2603,0.734,0.253,0.43,0.316,0.2,90.1528,1.2439,5.2683,5.4967,3.9635,3.6727,-0.2399,0.291,0.56,0.114,0.422,0.126,0.455,2024-06-30
"CLE",22,28.2,0.193,0.117,1.8837,0.2632,0.917,0.219,0.39,0.39,0.187,90.2711,1.3953,3.4535,5.7366,4.6273,4.5488,-0.2492,0.305,0.596,0.092,0.415,0.036,0.451,2024-06-30
"TOR",21,19,0.184,0.076,2.3684,0.3651,0,0.279,0.382,0.338,0.217,88.727,1.8421,8.5263,5.8921,4.2187,4.0855,-0.2539,0.345,0.58,0.102,0.437,0.058,0.455,2024-06-30
"TEX",16,21.1,0.135,0.187,1.2656,0.2258,0.811,0.171,0,0.328,0.142,87.0258,1.6406,3.7969,6.2959,5.8889,6.2545,-0.3563,0.252,0.468,0.09,0.394,0.046,0.384,2024-06-30
"MIA",24,23.1,0.326,0.063,0,0.3276,0.5,0.228,0.38,0.38,NA,85.7262,1.0714,3.0857,1.2731,2.6314,2.4065,1.201,0.344,0.673,0.14,0.443,0.017,0.275,2024-07-01
"CHW",23,29,0.324,0.126,0.3103,0.1667,0.762,0.122,0.333,0.543,0.032,84.9207,0.8621,0.931,2.5726,3.6643,3.2526,0.9244,0.299,0.621,0.13,0.42,0.049,0.311,2024-07-01
"KCR",21,21.2,0.282,0.035,0.4154,0.2632,0.62,0.12,0.534,0.344,0,89.6119,0.8769,2.4923,1.9588,2.6886,2.406,0.5776,0.36,0.694,0.115,0.474,0.051,0.396,2024-07-01
"MIN",21,19.1,0.262,0.087,0,0.2353,0.7,0.166,0.541,0.291,NA,84.8829,0.9828,1.3966,2.2278,3.271,3.154,0.5481,0.301,0,0.138,0.487,0.039,0.235,2024-07-01
"LAA",24,27.2,0.2,0,0.3253,0.1471,0.86,0.13,0.405,0.463,0.031,87.872,0.6867,0.9759,3.0142,4.2106,3.7837,0.5429,0.308,0.6,0.116,0.449,0.02,0.376,2024-07-01
"SFG",29,39.2,0.228,0.102,0.4538,0.3596,0.641,0.156,0.51,0.33,0.052,87.9118,1.5378,4.7647,3.2344,3.9591,3.7763,0.5279,0.294,0.645,0.111,0.441,0.06,0.396,2024-07-01
"ATL",17,20.2,0.329,0.075,0,0.2609,0.842,0.244,0.422,0.333,NA,86.0086,0.871,1.3065,1.6588,2.7044,2.4922,0.5017,0.331,0.67,0.13,0.424,0.043,0.304,2024-07-01
"STL",21,26.1,0.218,0,0.3418,0.2703,0.751,0.186,0.4,0.373,0.035,86.7772,1.2152,3.0759,3.0829,4.121,3.9688,0.4139,0.318,0.59,0.118,0.426,0.066,0.293,2024-07-01
"CIN",21,24,0.2,0,0.75,0.3125,0.725,0.181,0.363,0.454,0.066,85.4446,1.2083,3.75,2.8672,3.5846,3.1153,0.3983,0.287,0.5,0.087,0.414,0.075,0.287,2024-07-01
"PIT",17,21.1,0.229,0.06,0.4219,0.2712,0.663,0.166,0.433,0,0.041,89.1982,1.0781,3.375,2.8776,3.8889,3.4802,0.3931,0.356,0.609,0.14,0.411,0,0.366,2024-07-01
"CHC",19,19.2,0.247,0.105,0.4576,0.3333,0.789,0.074,0.407,0.518,0.035,90.5249,1.4237,3.2034,3.0571,4.4472,3.8132,0.3587,0.264,0.623,0.093,0.423,0.036,0.472,2024-07-01
"PHI",20,19,0.276,0.026,0.4737,0.26,0.722,0.176,0.45,0.372,0.052,91.7326,0.8421,2.3684,2.2641,3.0205,2.5054,0.3329,0.309,0.565,0.143,0.4,0.058,0.431,2024-07-01
"COL",15,17.2,0.186,0.093,0.5094,0.2692,0.555,0.176,0.568,0.254,0.076,84.8762,1.2453,4.5849,3.6683,3.9925,3.8932,0.2544,0.27,0.573,0.103,0.471,NA,0.226,2024-07-01
"MIL",18,25.2,0.26,0.113,0.7013,0.1607,0.99,0.07,0.473,0.456,0.076,88.8898,0.8571,1.0519,3.6653,4.1117,3.6086,0.1751,0.319,0.649,0.149,0.444,0.06,0.465,2024-07-01
"BOS",14,22.2,0.2,0,1.1912,0.3286,0.683,0.178,0.465,0.356,0.115,85.2096,1.4118,4.7647,3.8206,3.7525,3.5292,0.12,0.309,0.6,0.093,0.448,0.041,0.232,2024-07-01
"TOR",21,17.2,0.209,0.058,1.5283,0.4167,0.451,0.25,0.317,0.428,0.111,91.0604,1.8679,8.6604,4.1777,4.1719,3.7347,0.1088,0.345,0.569,0.105,0.423,0.095,0.476,2024-07-01
"SDP",23,21.2,0.182,0.064,0.8308,0.2615,0.595,0.179,0.492,0.328,0.09,89.008,1.1538,3.7385,4.0357,4.2985,3.8226,0.0834,0.354,0.591,0.111,0.392,0.044,0.343,2024-07-01
"LAD",25,26.1,0.144,0.099,0.6835,0.2073,0.845,0.11,0.464,0.416,0.057,83.355,1.1392,1.7089,4.1841,5.1116,4.8871,0.0494,0.319,0.639,0.114,0.43,0.047,0.261,2024-07-01
"HOU",20,19.1,0.256,0.109,0.931,0.25,0.72,0.1,0.4,0,0,88.2131,1.1897,3.7241,4.0381,4.1836,3.6838,0.032,0.306,0.597,0.117,0.428,0,0.4,2024-07-01
"ARI",20,25.1,0.267,0.069,2.1316,0.2203,0.765,0.246,0.415,0.338,0.272,91.9817,1.0263,4.6184,5.172,3.3441,3.0418,-0.0102,0.309,0.584,0.12,0.423,0.169,0.492,2024-07-01
"WSN",18,18.1,0.256,0.081,1.9636,0.2444,0.454,0.152,0.26,0.58,0.148,89.6942,1.1455,6.3818,4.9043,4.1896,3.6594,-0.0324,0.384,0.689,0.13,0.399,0.1,0.346,2024-07-01
"TBR",21,21,0.302,0.081,1.2857,0.25,0.505,0.1,0,0.4,0.136,87.9699,1.0476,5.5714,3.8255,3.4776,2.8603,-0.038,0.328,0.651,0.107,0.44,0.117,0.294,2024-07-01
"NYM",18,21.1,0.181,0.1,0.8438,0.3529,0.526,0.362,0.376,0.26,0.111,89.8254,1.6875,6.75,4.2369,4.2337,4.3657,-0.0392,0.341,0.646,0.104,0.413,0.114,0,2024-07-01
"BAL",24,24.2,0.28,0.112,1.4595,0.2881,0.748,0.158,0.46,0.38,0.166,90.9616,1.3378,4.3784,4.5372,3.8308,3.4347,-0.1181,0.291,0.598,0.098,0.447,0.111,0.46,2024-07-01
"NYY",20,23,0,0.057,1.9565,0.3143,0.586,0.108,0.47,0.418,0.161,89.7395,1.4348,7.0435,5.3327,4.4484,3.6799,-0.1478,0.342,0.628,0.12,0.399,0.093,0.413,2024-07-01
"SEA",25,22.2,0.237,0.061,1.5882,0.2903,0.573,0.169,0.415,0.415,0.148,87.3143,1.2353,5.5588,4.4823,3.9043,3.3397,-0.2316,0.36,0.628,0.12,0.402,0.045,0.272,2024-07-01
"OAK",16,19.2,0.137,0.149,0.4576,0.2857,0.74,0.185,0.53,0.277,0.066,87.6945,1.5254,4.5763,5.3453,5.783,5.466,-0.3154,0.274,0.448,0.092,0.384,0.017,0.315,2024-07-01
"CLE",21,26.1,0.205,0.116,2.0506,0.2714,0.878,0.197,0.434,0.368,0.214,88.4463,1.443,4.1013,5.855,4.4248,4.338,-0.3472,0.293,0.562,0.097,0.402,0.026,0.381,2024-07-01
"TEX",16,19.1,0.152,0.184,1.3966,0.2586,0.811,0.1,0.466,0.383,0.13,87.1708,1.8103,4.1897,6.3657,6.0623,6.0792,-0.3579,0.265,0,0.101,0.407,0.049,0.36,2024-07-01
"DET",22,26,0.299,0.068,2.4231,0.3594,0.576,0.271,0.314,0.414,0.241,89.7066,1.4615,7.6154,5.2357,3.3426,2.78,-0.4251,0.354,0.666,0.157,0.365,0.098,0.422,2024-07-01
"MIA",22,21.1,0.337,0.067,0,0.3585,0.5,0.2,0.384,0.365,NA,85.5172,1.1719,3.375,1.1901,2.4738,2.3446,1.1717,0.34,0.674,0.1,0.444,0.018,0.245,2024-07-02
"CHW",19,25.2,0.361,0.127,0.3506,0.1277,0.852,0.068,0.34,0.59,0.038,87.9009,0.7403,0.3506,2.4186,3.3722,2.8969,0.816,0.302,0.648,0.143,0.42,0.062,0.312,2024-07-02
"MIN",21,19.1,0.262,0.087,0,0.2353,0.7,0.166,0.541,0.291,NA,84.8829,0.9828,1.3966,2.2278,3.2716,3.155,0.5481,0.301,0,0.138,0.487,0.039,0.235,2024-07-02
"LAA",22,25.2,0.197,0.065,0.3506,0.1385,0.833,0.121,0.409,0.469,0.032,87.3373,0.6234,1.0519,3.0809,4.3153,3.9019,0.5086,0.309,0.637,0.103,0.456,0.03,0.363,2024-07-02
"CHC",16,18.1,0.266,0,0.4909,0.3125,0.873,0.081,0.428,0.489,0.041,90.6898,1.2,1.9636,2.6679,3.8457,3.2435,0.4875,0.27,0.626,0.095,0.42,0.04,0.489,2024-07-02
"CIN",18,21,0.247,0.047,0.4286,0.3051,0.694,0,0.3,0.4,0.03,84.7296,1.0952,3.4286,2.3493,3.5835,3.1557,0.4786,0.287,0.564,0.08,0.428,0.066,0.266,2024-07-02
"KCR",18,18.2,0.266,0,0.4821,0.2941,0.62,0.115,0.519,0.365,0.052,91.0065,1.0179,2.8929,2.1946,2.9652,2.654,0.4478,0.366,0.6,0.111,0.456,0.057,0.442,2024-07-02
"STL",19,24,0.195,0.072,0.375,0.2571,0.772,0.154,0.464,0.38,0.03,86.3204,1.0833,2.625,2.9922,4.072,3.8653,0.441,0.31,0.587,0.101,0.438,0.056,0.267,2024-07-02
"PIT",13,17.1,0.253,0.074,0,0.2273,0.812,0.136,0.431,0.431,NA,88.8105,0.8654,1.0385,2.2358,3.8157,3.2947,0.424,0.344,0.626,0.133,0.423,0.09,0.34,2024-07-02
"ATL",15,17.2,0.343,0.089,0,0.2432,0.812,0.189,0.459,0.351,NA,86.8187,0.8491,1.5283,1.7438,2.8044,2.5125,0.4044,0.306,0.686,0.137,0.42,0.054,0.324,2024-07-02
"SFG",25,31.2,0.207,0.088,0.5684,0.337,0.601,0.17,0.526,0.301,0.071,87.7202,1.4211,4.8316,3.4431,3.8965,3.7551,0.3917,0.297,0.651,0.106,0.442,0.074,0.393,2024-07-02
"COL",19,21.2,0.191,0.095,0.4154,0.2923,0.559,0.203,0.546,0.2,0.062,85.6413,1.3385,4.9846,3.4819,3.9463,3.9051,0.3666,0.261,0.553,0.105,0.455,0.015,0.257,2024-07-02
"PHI",18,17,0.275,0.02,0.5294,0.2667,0.705,0.152,0.478,0.369,0.058,91.7886,0.8824,2.6471,2.3942,3.0708,2.5137,0.2944,0.312,0.55,0.153,0.46,0.065,0.434,2024-07-02
"BOS",11,20.1,0,0.066,0.8852,0.3125,0.714,0.136,0.484,0.378,0,84.9943,1.377,3.9836,3.5523,4.0458,3.7261,0.1773,0.293,0.655,0.093,0.456,0.03,0.212,2024-07-02
"TOR",20,19,0.226,0.047,1.4211,0.3621,0.462,0.229,0.344,0.426,0.115,90.6511,1.4737,7.1053,3.8431,3.7628,3.389,0.1139,0.36,0.535,0.115,0.415,0.098,0.45,2024-07-02
"SDP",18,17.2,0.186,0,0.5094,0.2353,0.631,0.134,0,0.365,0.052,89.0549,1.0755,3.0566,3.8381,4.6524,4.0153,0.0933,0.354,0,0.108,0.369,0.038,0.384,2024-07-02
"TBR",17,17.1,0.281,0.056,1.0385,0.2791,0.465,0.181,0.454,0.363,0.12,87.33,1.0385,5.7115,3.3896,3.2201,2.7425,0.0397,0.353,0.633,0.112,0.44,0.088,0.288,2024-07-02
"NYM",22,25,0.186,0.11,0.72,0.35,0.485,0.337,0.412,0.2,0,89.5463,1.72,7.2,4.1189,4.2319,4.383,0.0026,0.34,0.644,0.104,0.409,0.097,0.39,2024-07-02
"TEX",13,16.1,0.173,0.146,1.102,0.2653,0.862,0.1,0.4,0.3,0.105,86.657,1.5918,2.7551,5.1793,5.2641,5.1569,-0.0074,0.272,0.506,0.112,0.441,0.039,0.352,2024-07-02
"ARI",20,25.1,0.267,0.069,2.1316,0.2203,0.765,0.246,0.415,0.338,0.272,91.9817,1.0263,4.6184,5.172,3.3448,3.0428,-0.0094,0.309,0.584,0.12,0.423,0.169,0.492,2024-07-02
"HOU",23,22.1,0.242,0.105,1.209,0.2321,0.766,0.152,0.423,0.423,0.1,87.9117,1.1642,3.6269,4.5917,4.4589,3.8001,-0.0995,0.307,0.578,0.116,0.435,0.101,0.44,2024-07-02
"NYY",20,23,0,0.057,1.9565,0.3143,0.586,0.108,0.47,0.418,0.161,89.7395,1.4348,7.0435,5.3328,4.4494,3.6809,-0.1476,0.342,0.628,0.12,0.399,0.093,0.413,2024-07-02
"MIL",19,30,0.208,0.108,1.2,0.2208,0.85,0,0.42,0.37,0.133,90.0002,1.1333,2.7,4.6255,4.3335,4.2101,-0.1534,0.325,0.658,0.132,0.433,0.123,0.469,2024-07-02
"LAD",21,22.1,0.123,0.113,0.806,0.2083,0.833,0.135,0.445,0.418,0.064,83.4521,1.2537,2.0149,4.726,5.5625,5.3772,-0.1561,0.303,0.628,0.106,0.445,0.04,0.256,2024-07-02
"WSN",21,20,0.273,0.059,2.7,0.2653,0.421,0.15,0.301,0.547,0.206,92.7435,1.2,6.75,5.6589,3.8488,3.122,-0.1726,0.377,0.714,0.135,0.412,0.163,0.436,2024-07-02
"DET",18,21.1,0.301,0.053,2.5313,0.3462,0.53,0.245,0.315,0.438,0.2,88.8834,1.3594,7.5938,5.1745,3.2073,2.6288,-0.2534,0.358,0.645,0.155,0.39,0.103,0.379,2024-07-02
"OAK",15,14.2,0.147,0.161,0.6136,0.2927,0.724,0.179,0.512,0.307,0.083,88.7065,1.6364,5.5227,5.9543,6.2472,5.6508,-0.3329,0.27,0.426,0.088,0.375,0.023,0.333,2024-07-02
"BAL",21,21.1,0.242,0.115,1.6875,0.2909,0.729,0.169,0.457,0.372,0.181,90.82,1.4531,5.0625,5.2682,4.3171,3.8985,-0.3694,0.299,0.568,0.091,0.44,0.118,0.457,2024-07-02
"SEA",19,17.2,0.205,0.054,2.0377,0.2449,0.519,0.173,0.423,0.403,0.19,87.6569,1.1321,5.6038,5.2532,4.0231,3.6209,-0.3976,0.363,0.643,0.111,0.388,0.056,0.28,2024-07-02
"CLE",18,23.1,0.166,0.117,2.3143,0.2836,0.874,0.219,0.41,0.369,0.222,88.3301,1.5857,4.6286,6.5874,4.9124,4.8585,-0.5885,0.291,0.558,0.08,0,0.027,0.383,2024-07-02
"MIA",18,17.1,0.342,0.078,0,0.4091,0.541,0.232,0.372,0.395,NA,86.4801,1.3846,4.1538,1.198,2.6168,2.4296,0.9257,0.33,0.644,0.146,0.434,0.022,0.295,2024-07-03
"CHW",16,22.1,0.361,0.144,0.403,0.125,0.843,0.054,0.297,0.648,0.041,87.2789,0.806,0.403,2.6671,3.6395,3.173,0.6861,0.31,0.626,0.149,0.39,0.073,0.292,2024-07-03
"MIN",19,17.1,0.281,0.084,0,0.2273,0.764,0.195,0.56,0.243,NA,84.7579,0.9231,1.0385,2.0634,2.898,2.8538,0.5149,0.328,0.605,0.148,0.492,0.045,0.227,2024-07-03
"CIN",15,16,0.246,0.03,0,0.3404,0.722,0.212,0.319,0.468,NA,83.6451,1.125,2.8125,1.5346,3.5237,3.0802,0.4937,0.326,0.584,0.107,0.425,0.063,0.255,2024-07-03
