Name,Team,W,L,QS,ERA,G,GS,SV,HLD,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,PlayerId
"Craig Kimbrel","BAL",3,3,,3.67669,66,0,26,3,66,278,53,29,27,8,27,,3,81,11.1072,3.7086,2.99499,1.143,0.293107,0.0978657,0.1952410191297531,0.21487,1.21751,0.284179,0.749486,,,3.82386,0.716838,0.880557,999,,,,"6655"
"Brandon Williamson","CIN",6,9,,5.30717,23,23,0,0,124,554,132,78,73,24,53,,6,104,7.51722,3.8377,1.95878,1.729,0.187346,0.095644,0.09170199930667877,0.26674,1.48964,0.29443,0.707878,,,5.49889,0.715621,0.779969,999,,,,"25463"
"Touki Toussaint","CHW",7,10,,4.74503,45,21,0,1,137,614,132,78,72,19,76,,10,129,8.52409,5.01442,1.69992,1.229,0.210811,0.124013,0.08679838478565216,0.249685,1.5224,0.297858,0.716714,,,5.0168,0.711915,0.893323,999,,,,"16929"
"José Soriano","LAA",3,3,,3.77115,64,0,3,13,64,275,55,29,27,7,31,,4,74,10.4289,4.41321,2.36312,0.966,0.269414,0.114008,0.1554061770439148,0.228179,1.34677,0.301181,0.744857,,,3.97638,0.711285,0.967096,999,,,,"22100"
"Aaron Ashby","MIL",4,3,,3.31558,53,3,0,4,68,285,56,27,25,6,29,,3,80,10.5791,3.85165,2.74665,0.832,0.279264,0.101674,0.17758985608816147,0.223453,1.26285,0.300779,0.755929,,,3.52432,0.706204,0.825418,999,,,,"23550"
"Yariel Rodriguez",,6,7,,4.64653,38,15,0,0,106,467,103,59,55,15,48,,6,102,8.64558,4.06615,2.12623,1.292,0.21838,0.102707,0.11567239463329315,0.249381,1.42275,0.296636,0.712009,,,4.71623,0.699218,0.724044,999,,,,"sa3023349"
"Gregory Santos","CHW",3,3,,3.79776,64,0,18,7,64,273,59,29,27,7,25,,3,65,9.08873,3.56193,2.55163,0.989,0.23661,0.092729,0.14388110488653183,0.239982,1.31265,0.29879,0.735407,,,4.00614,0.693821,0.927222,999,,,,"21894"
"Hayden Wesneski","CHC",5,6,,4.39749,39,11,0,1,90,385,88,47,44,13,31,,4,82,8.1693,3.13037,2.60969,1.333,0.211826,0.081169,0.1306573525071144,0.252609,1.33109,0.294418,0.717866,,,4.54305,0.687898,0.820244,999,,,,"27581"
"Garrett Crochet","CHW",3,3,,3.68933,63,0,14,7,63,268,52,28,26,8,30,,3,75,10.67,4.32353,2.46789,1.082,0.278605,0.112892,0.1657131314277649,0.220017,1.30142,0.288888,0.75763,,,4.01783,0.687278,0.926867,999,,,,"27463"
"Ken Waldichuk","OAK",6,7,,4.38822,28,18,0,1,105,456,99,55,51,15,46,,6,97,8.33504,3.98296,2.09267,1.254,0.212708,0.101644,0.11106380820274353,0.244768,1.38601,0.288315,0.724258,,,4.71249,0.682401,0.909575,999,,,,"27681"
"Peter Lambert","COL",6,10,,5.63944,31,21,0,1,127,568,146,84,79,23,49,,7,99,7.05505,3.4678,2.03444,1.666,0.174731,0.0858866,0.08884481340646744,0.283967,1.53499,0.313209,0.682064,,,5.40667,0.679794,0.943468,999,,,,"17969"
"Caleb Thielbar","MIN",3,3,,3.60109,62,0,1,12,62,259,52,27,25,8,21,,2,73,10.5672,3.05659,3.45718,1.155,0.281557,0.081441,0.2001156583428383,0.222392,1.1837,0.287104,0.752096,,,3.69926,0.676014,0.606298,999,,,,"10078"
"Taylor Rogers","SFG",3,3,,3.54562,63,0,2,14,63,266,55,27,25,7,23,,3,73,10.4193,3.3125,3.14544,0.968,0.273911,0.087082,0.18682926148176193,0.228045,1.23546,0.299342,0.744422,,,3.60654,0.671272,0.723181,999,,,,"13449"
"Yuki Matsui",,3,2,,3.441,55,0,0,0,55,231,45,23,21,6,23,,2,68,11.1381,3.77701,2.94893,1.011,0.294294,0.0997968,0.19449688494205475,0.218068,1.23745,0.293909,0.762089,,,3.60548,0.671148,0.782283,999,,,,"sa3023348"
"J.P. France","HOU",8,8,,4.66026,50,18,0,1,134,579,135,74,69,21,50,,4,116,7.80275,3.34758,2.33086,1.406,0.200685,0.0860991,0.11458592116832733,0.256954,1.37827,0.293832,0.71091,,,4.76315,0.6672,0.769752,999,,,,"21212"
"Griffin Jax","MIN",3,3,,3.84054,64,0,2,12,64,270,59,29,27,8,21,,3,67,9.42916,2.94427,3.20255,1.073,0.248406,0.0775651,0.17084112018346786,0.238943,1.24609,0.298518,0.727948,,,3.82471,0.664768,0.729999,999,,,,"20253"
"Alexis Díaz","CIN",3,3,,4.31839,68,0,31,3,68,295,58,35,33,10,34,,4,81,10.6738,4.54148,2.3503,1.29,0.273013,0.116161,0.1568523347377777,0.227023,1.36178,0.291793,0.73219,,,4.45143,0.657387,0.72542,999,,,,"21132"
"Joel Payamps","MIL",3,3,,3.89607,64,0,2,12,64,270,60,30,28,8,20,,3,63,8.81783,2.83701,3.10814,1.182,0.231811,0.0745818,0.15722906589508057,0.241392,1.24862,0.291063,0.733216,,,4.08234,0.656842,0.713332,999,,,,"14332"
"Zack Littell","TBR",8,9,,4.66291,36,24,0,1,146,629,152,81,75,24,44,,6,117,7.24353,2.7083,2.67457,1.458,0.18638,0.0696861,0.11669401079416275,0.262931,1.34651,0.293567,0.706919,,,4.7761,0.654223,0.804017,999,,,,"15823"
"Cade Povich","BAL",5,5,,4.26897,15,15,0,0,83,360,79,43,39,12,34,,4,75,8.15655,3.68891,2.2111,1.263,0.208989,0.0945182,0.11447097361087799,0.245607,1.36376,0.286748,0.729862,,,4.62506,0.652729,0.878895,999,,,,"sa3017787"
"Erick Fedde","CHW",7,11,,5.16266,26,26,0,0,146,648,160,90,84,26,56,,5,108,6.62366,3.45893,1.91494,1.586,0.166401,0.086896,0.07950500398874283,0.272414,1.47495,0.295791,0.701257,,,5.3318,0.642925,0.515439,999,,,,"17425"
"Will Vest","DET",3,3,,3.66844,63,0,1,15,63,267,58,28,26,6,23,,3,66,9.40311,3.26373,2.8811,0.924,0.246466,0.085546,0.16092030704021454,0.238186,1.27628,0.30166,0.735107,,,3.70988,0.639098,0.736084,999,,,,"19769"
"Lucas Erceg","OAK",3,3,,3.5785,66,0,8,11,66,283,54,29,26,7,32,,3,78,10.5771,4.42988,2.38767,0.892,0.274535,0.11498,0.15955493599176407,0.219404,1.31225,0.292676,0.749768,,,3.82274,0.637111,0.887629,999,,,,"19360"
"Ryan Yarbrough","LAD",6,6,,4.79437,39,15,0,1,104,451,112,59,56,19,26,,7,80,6.88985,2.20205,3.12884,1.627,0.176982,0.0565648,0.1204172633588314,0.267428,1.31873,0.290977,0.704767,,,5.00184,0.63497,0.459023,999,,,,"16502"
"Matt Strahm","PHI",4,3,,3.53942,68,0,2,11,68,280,57,29,27,9,21,,3,80,10.5787,2.76922,3.8201,1.216,0.285037,0.0746152,0.21042218804359436,0.222456,1.14577,0.286123,0.75719,,,3.72962,0.633549,0.712754,999,,,,"13799"
"Noah Syndergaard",,6,8,,5.22565,21,21,0,0,115,499,130,71,67,20,28,,6,77,6.04412,2.21879,2.72406,1.559,0.154125,0.0565791,0.09754587709903717,0.278526,1.37716,0.297837,0.668781,,,5.0577,0.631819,0.379913,999,,,,"11762"
"Trevor Williams","WSN",6,9,,5.17712,40,19,0,1,123,539,135,75,71,22,40,,5,91,6.70108,2.95894,2.26469,1.625,0.169267,0.0747416,0.09452520310878754,0.273696,1.4309,0.297118,0.695197,,,5.22893,0.629955,0.547491,999,,,,"16977"
"Paul Sewald","ARI",3,3,,3.96595,66,0,27,4,66,279,57,31,29,9,26,,3,75,10.2561,3.48089,2.9464,1.211,0.269165,0.091354,0.1778111308813095,0.227144,1.25065,0.288373,0.735104,,,4.01654,0.628291,0.890408,999,,,,"13892"
"AJ Smith-Shawver","ATL",6,5,,4.74465,34,13,0,1,93,410,89,52,49,15,43,,4,95,9.17783,4.14798,2.2126,1.407,0.231931,0.104823,0.12710820883512497,0.245775,1.41799,0.294602,0.714206,,,4.75564,0.625679,0.587842,999,,,,"29960"
"Michael Grove","LAD",5,4,,4.28434,41,8,0,1,76,323,73,39,36,12,24,,3,77,9.11843,2.887,3.15844,1.413,0.239123,0.0757094,0.1634140908718109,0.245691,1.27421,0.293836,0.726004,,,4.33876,0.62397,0.547494,999,,,,"23221"
"Michael Kopech","CHW",7,11,,5.169,38,24,0,1,143,634,135,87,82,25,77,,7,141,8.89984,4.852,1.83426,1.576,0.222161,0.121117,0.10104352980852127,0.245328,1.48693,0.286243,0.70732,,,5.31682,0.623086,0.547747,999,,,,"17282"
"Rich Hill",,5,6,,4.76417,16,16,0,0,86,375,88,49,45,13,31,,4,72,7.51078,3.29716,2.27795,1.398,0.191024,0.0838578,0.10716615617275238,0.26025,1.39493,0.294776,0.704427,,,4.85472,0.622492,0.667883,999,,,,"4806"
"Dallas Keuchel",,5,6,,4.65626,18,18,0,0,95,424,107,54,49,12,38,,3,62,5.82752,3.55083,1.64117,1.093,0.14517,0.088455,0.05671504884958267,0.278649,1.51735,0.307117,0.707749,,,4.83125,0.61925,0.749957,999,,,,"9434"
"Corey Kluber",,6,7,,5.06408,19,19,0,0,105,462,115,63,59,19,29,,6,79,6.76573,2.51129,2.69413,1.643,0.171624,0.063703,0.10792118310928345,0.269822,1.37124,0.292156,0.693127,,,5.12169,0.617042,0.516675,999,,,,"2429"
"Drew Rucinski",,5,7,,4.88498,18,18,0,0,100,434,106,58,54,16,33,,5,78,7.08771,2.97926,2.37902,1.426,0.180579,0.075905,0.10467415302991867,0.268115,1.3986,0.299469,0.695197,,,4.87777,0.616163,0.679926,999,,,,"12499"
"Jordan Lyles","KCR",6,9,,5.27745,33,19,0,1,124,548,140,77,73,22,37,,5,88,6.3921,2.68043,2.38473,1.613,0.161427,0.0676921,0.09373508393764496,0.277097,1.42288,0.298305,0.683584,,,5.18315,0.615562,0.485491,999,,,,"7593"
"Tyler Mahle","TEX",3,3,,4.12524,25,6,0,1,55,233,51,27,25,8,17,,2,58,9.50066,2.82394,3.36433,1.366,0.248679,0.0739164,0.17476262897253036,0.240165,1.24799,0.291683,0.731615,,,4.18196,0.615442,0.558745,999,,,,"16358"
"Naoyuki Uwasawa",,6,8,,5.00189,19,19,0,0,111,487,119,66,62,18,40,,5,86,7.00608,3.23324,2.16689,1.475,0.177098,0.081729,0.09536902606487274,0.268402,1.43163,0.297565,0.697175,,,5.02919,0.613079,0.603121,999,,,,"sa3023347"
"Robert Stephenson",,3,3,,3.78906,61,0,0,0,61,256,52,27,26,8,22,,2,72,10.6285,3.19373,3.32791,1.237,0.281654,0.0846339,0.19702032208442688,0.223926,1.20615,0.287461,0.74616,,,3.85355,0.610199,0.702441,999,,,,"13594"
"Luke Weaver",,4,5,,4.731,13,13,0,0,68,294,71,38,36,11,22,,3,58,7.62721,2.87785,2.65032,1.505,0.195426,0.073737,0.12168940156698227,0.261409,1.35943,0.294499,0.709783,,,4.81204,0.607576,0.599856,999,,,,"16918"
"Jason Foley","DET",3,3,,3.79648,63,0,8,10,63,268,63,29,27,6,20,,3,55,7.88886,2.8226,2.79489,0.842,0.206162,0.073764,0.13239825516939163,0.256354,1.31184,0.309412,0.719817,,,3.79157,0.59902,0.724094,999,,,,"19531"
"Brandon Walter","BOS",3,4,,4.50118,20,8,0,1,58,252,63,31,29,7,18,,3,44,6.83265,2.84366,2.40277,1.156,0.175063,0.0728588,0.10220406204462051,0.270839,1.39141,0.307152,0.701925,,,4.5039,0.596544,0.622989,999,,,,"26056"
"Paul Skenes","PIT",0,0,,4.80217,15,15,0,0,58,254,58,33,31,9,21,,3,52,8.04061,3.2627,2.4644,1.35917,0.204971,0.0831727,0.12179812043905258,0.250883,1.35262,0.289135,0.687327,,,4.66815,0.59569,0.530848,999,,,,"sa3023079"
"Luis L. Ortiz","PIT",6,8,,5.00952,21,21,0,0,117,523,126,70,65,16,52,,5,86,6.62878,4.0234,1.64756,1.224,0.164983,0.100138,0.0648450180888176,0.27139,1.52585,0.303878,0.694393,,,5.01753,0.595147,0.735483,999,,,,"27646"
"Giovanny Gallegos","STL",4,3,,3.97993,68,0,3,13,68,287,62,32,30,10,21,,3,71,9.40954,2.80001,3.36054,1.324,0.247471,0.0736403,0.1738310381770134,0.235492,1.2239,0.28533,0.738827,,,4.12239,0.591482,0.723555,999,,,,"14986"
"Justin Lawrence","COL",3,3,,4.51374,66,0,21,5,66,289,65,36,33,8,31,,3,66,9.00087,4.24016,2.12277,1.08,0.228622,0.1077,0.12092209607362747,0.255483,1.45499,0.316329,0.711064,,,4.38519,0.58641,0.877975,999,,,,"17639"
"Zach Davies",,7,8,,4.9975,23,23,0,0,118,527,128,70,66,19,46,,4,91,6.92731,3.52251,1.96658,1.442,0.172798,0.0878671,0.08493096381425858,0.268868,1.47477,0.297842,0.703656,,,5.07336,0.585788,0.651439,999,,,,"13183"
"Sam Hentges","CLE",3,3,,3.35949,62,0,1,13,62,259,54,25,23,6,23,,2,67,9.77078,3.29205,2.96799,0.839,0.259577,0.0874588,0.17211787402629852,0.231842,1.24245,0.301041,0.747595,,,3.49873,0.585705,0.774407,999,,,,"18548"
"Ryne Nelson","ARI",6,8,,4.95394,36,19,0,1,124,536,132,72,68,20,42,,4,90,6.57684,3.03279,2.16858,1.478,0.168303,0.0776098,0.09069295972585678,0.269348,1.40597,0.294345,0.697457,,,5.04775,0.576502,0.828011,999,,,,"26253"
"Carlos Estévez","LAA",3,3,,4.28495,66,0,23,6,66,283,60,33,31,10,28,,3,71,9.69837,3.78436,2.56275,1.327,0.25108,0.0979729,0.15310700982809067,0.236432,1.32491,0.291117,0.730981,,,4.41631,0.572533,0.608854,999,,,,"14542"
"Robert Suarez","SDP",3,3,,3.76858,65,0,29,3,65,274,57,29,27,8,25,,3,70,9.66387,3.42098,2.82488,1.099,0.254267,0.0900099,0.16425736248493195,0.23244,1.26437,0.292194,0.742204,,,3.95112,0.571893,0.783089,999,,,,"30115"
"Johnny Cueto",,7,9,,5.05165,23,23,0,0,128,560,143,76,72,23,36,,6,90,6.30304,2.52694,2.49433,1.613,0.159747,0.064044,0.09570303559303284,0.275512,1.39876,0.295368,0.697472,,,5.16281,0.569264,0.70472,999,,,,"6893"
"Aaron Bummer","ATL",3,2,,3.20679,60,0,0,12,60,254,51,24,21,4,27,,3,70,10.4853,4.07866,2.57078,0.641,0.275415,0.107133,0.1682821810245514,0.227224,1.30013,0.311399,0.753049,,,3.35918,0.569128,0.712141,999,,,,"16258"
"Sawyer Gipson-Long","DET",4,4,,4.03753,42,6,0,1,73,307,71,35,33,9,20,,3,68,8.40999,2.50325,3.35963,1.154,0.22056,0.0656499,0.15490984916687012,0.249575,1.25493,0.297623,0.716933,,,4.02165,0.565231,0.626984,999,,,,"26048"
"Clayton Beeter","NYY",7,7,,4.70098,31,19,0,1,123,541,116,68,64,20,57,,6,120,8.77239,4.19938,2.08897,1.473,0.221332,0.105953,0.11537923663854599,0.242496,1.40933,0.283375,0.721567,,,4.98198,0.565134,0.682585,999,,,,"sa3014536"
"Seranthony Domínguez","PHI",4,3,,3.95195,70,0,2,12,70,299,62,33,31,9,30,,4,75,9.59208,3.81084,2.51705,1.116,0.249714,0.0992091,0.15050509572029114,0.233465,1.30905,0.292528,0.735582,,,4.15946,0.563772,0.613768,999,,,,"19249"
"Yennier Cano","BAL",3,3,,3.59686,64,0,3,12,64,270,60,28,26,6,23,,3,61,8.54684,3.18576,2.68282,0.862,0.224687,0.08375,0.14093656837940216,0.243888,1.28826,0.301039,0.735186,,,3.78809,0.556459,0.818289,999,,,,"25911"
"Roansy Contreras","PIT",5,6,,4.56937,48,10,0,1,91,395,90,49,46,13,35,,3,83,8.23794,3.48485,2.36393,1.315,0.210176,0.0889096,0.12126635760068893,0.251909,1.37734,0.294178,0.711608,,,4.59744,0.545519,0.578458,999,,,,"22810"
"Osvaldo Bido","OAK",5,8,,4.74749,30,18,0,1,108,472,105,61,57,16,47,,7,90,7.49371,3.9553,1.8946,1.341,0.189689,0.100121,0.08956839889287949,0.250512,1.41194,0.283926,0.704886,,,5.04946,0.543462,0.53943,999,,,,"23150"
"Pedro Avila","SDP",5,6,,4.45416,38,13,0,1,96,422,95,52,48,13,41,,5,83,7.78622,3.8559,2.0193,1.182,0.19775,0.0979299,0.09981995820999146,0.253294,1.41464,0.295084,0.714804,,,4.67621,0.538104,0.594575,999,,,,"18864"
"Jonathan Loáisiga","NYY",3,3,,3.78159,64,0,3,13,64,272,62,29,27,7,20,,3,56,7.93942,2.88252,2.75434,0.997,0.20766,0.0753937,0.13226594775915146,0.249185,1.28762,0.296482,0.73066,,,4.02906,0.536446,0.656111,999,,,,"19753"
"Luis García","LAA",3,3,,3.92538,63,0,1,16,63,267,60,30,27,7,23,,3,61,8.66589,3.25071,2.66584,0.998,0.227335,0.0852771,0.14205805957317352,0.247631,1.30812,0.303995,0.723334,,,4.00552,0.534001,0.630937,999,,,,"6984"
"Drew Rasmussen","TBR",3,2,,3.52308,24,5,0,1,46,190,42,20,18,5,12,,2,47,9.22863,2.38879,3.86331,1.005,0.247812,0.0641452,0.18366725742816925,0.237786,1.17811,0.296542,0.735129,,,3.55452,0.533285,0.630998,999,,,,"25385"
"Mark Leiter Jr.","CHC",3,3,,3.84338,63,0,2,15,63,267,57,29,27,8,22,,4,67,9.5949,3.07429,3.12102,1.083,0.251173,0.0804781,0.17069541662931442,0.236959,1.25157,0.297552,0.729004,,,3.89988,0.530492,0.678903,999,,,,"15551"
"Emilio Pagán","CIN",3,3,,4.51597,66,0,2,13,66,282,61,35,33,12,25,,2,72,9.81615,3.4119,2.87703,1.615,0.255656,0.088861,0.16679509729146957,0.239981,1.30342,0.288542,0.734533,,,4.65018,0.524138,0.511744,999,,,,"14771"
"Joan Adon","WSN",4,5,,4.55679,46,8,0,1,82,357,82,45,41,11,34,,4,70,7.68002,3.72206,2.06338,1.193,0.195265,0.0946337,0.10063132643699646,0.258633,1.42415,0.300539,0.709372,,,4.6598,0.519358,0.510175,999,,,,"22925"
"Josh Winckowski","BOS",3,3,,4.05995,67,0,2,15,67,287,67,33,30,8,22,,3,61,8.18523,2.98283,2.74412,1.042,0.212543,0.0774542,0.1350892409682274,0.256016,1.33245,0.30687,0.719951,,,4.04817,0.513486,0.648656,999,,,,"22387"
"Jake Odorizzi","TEX",5,7,,4.91743,18,18,0,0,96,421,101,56,53,17,32,,4,77,7.19481,3.01866,2.38344,1.566,0.182748,0.076674,0.1060742437839508,0.262923,1.38667,0.290009,0.705084,,,5.04638,0.510895,0.621775,999,,,,"6397"
"Julio Teheran",,5,7,,4.98733,18,18,0,0,101,445,111,60,56,17,30,,5,75,6.62783,2.66633,2.48575,1.533,0.168126,0.067636,0.10049012303352356,0.270807,1.38773,0.294889,0.692882,,,5.04581,0.506158,0.552552,999,,,,"6797"
"Tristan Beck","SFG",6,7,,4.47536,59,11,0,4,111,482,115,59,55,16,36,,5,92,7.46514,2.88659,2.58614,1.26,0.191411,0.0740141,0.11739683896303177,0.260634,1.35499,0.298207,0.707889,,,4.51155,0.503852,0.445626,999,,,,"21584"
"Gabe Speier","SEA",3,3,,3.33863,62,0,1,13,62,258,55,25,23,7,19,,3,66,9.64601,2.71057,3.55867,0.976,0.257334,0.0723118,0.1850220263004303,0.23186,1.18607,0.294526,0.753978,,,3.56659,0.499114,0.710093,999,,,,"17170"
"John McMillon","KCR",3,3,,4.06674,63,0,4,14,63,275,53,31,28,7,35,,3,73,10.4926,5.05501,2.07568,1.015,0.266978,0.128622,0.1383560597896576,0.225186,1.40894,0.295699,0.73776,,,4.20224,0.498186,0.579005,999,,,,"27942"
"Ryan Brasier",,3,3,,3.92765,59,0,0,0,59,249,55,28,26,7,19,,2,60,9.08684,2.94994,3.08035,1.143,0.239186,0.0776491,0.1615370437502861,0.241013,1.25687,0.295071,0.72932,,,3.98541,0.495695,0.470639,999,,,,"5615"
"Joey Cantillo","CLE",4,5,,4.39369,13,13,0,0,74,323,69,39,36,11,34,,3,71,8.61913,4.16555,2.06915,1.297,0.219309,0.10599,0.11331896483898163,0.241606,1.39513,0.28589,0.728789,,,4.73732,0.493116,0.718766,999,,,,"sa3005246"
"Tommy Henry","ARI",4,5,,4.72221,32,11,0,1,85,369,87,48,44,12,34,,3,67,7.12051,3.5872,1.98497,1.298,0.181101,0.0912362,0.0898652896285057,0.263112,1.43228,0.297151,0.707535,,,4.86727,0.489839,0.594377,999,,,,"26285"
"David Robertson",,3,3,,4.00298,62,0,0,0,62,268,55,30,28,8,27,,3,68,9.86356,3.92201,2.51493,1.114,0.253932,0.10097,0.15296220779418945,0.231628,1.32431,0.292303,0.733952,,,4.11187,0.475265,0.430037,999,,,,"8241"
"Yonny Chirinos",,5,6,,5.04793,16,16,0,0,89,395,100,54,50,14,31,,4,59,5.96373,3.08182,1.93513,1.401,0.150021,0.0775249,0.07249605655670166,0.278401,1.46291,0.300903,0.691172,,,5.13013,0.47372,0.382118,999,,,,"16401"
"Alex Vesia","LAD",3,3,,3.7703,60,0,1,12,60,253,48,27,25,9,25,,2,75,11.3238,3.81664,2.96696,1.291,0.298194,0.100505,0.19768888503313065,0.21465,1.22987,0.281569,0.761046,,,3.99965,0.473065,0.417383,999,,,,"25007"
"Joe Ross","MIL",4,4,,4.28309,37,6,0,1,68,290,66,35,32,10,22,,3,63,8.39224,2.8824,2.91154,1.337,0.21788,0.0748331,0.143046535551548,0.250217,1.29846,0.293328,0.721775,,,4.43246,0.469018,0.506403,999,,,,"12972"
"Hector Neris",,3,3,,4.08241,70,0,0,0,70,300,62,34,32,9,28,,3,76,9.71475,3.63249,2.67441,1.216,0.252044,0.0942429,0.15780089050531387,0.232593,1.29464,0.288925,0.732063,,,4.20814,0.467057,0.471886,999,,,,"11804"
"Ian Hamilton","NYY",3,3,,3.50249,62,0,0,14,62,264,53,26,24,6,27,,3,69,10.0592,3.98186,2.52625,0.935,0.262321,0.103838,0.1584831029176712,0.224707,1.29079,0.291512,0.754493,,,3.82623,0.464398,0.65633,999,,,,"19261"
"Drew Smyly","CHC",3,3,,4.05535,62,2,1,12,69,289,64,33,31,10,20,,3,70,9.18694,2.67052,3.44014,1.372,0.242174,0.0703966,0.17177733778953552,0.241538,1.23361,0.289931,0.737037,,,4.20386,0.462501,0.491379,999,,,,"11760"
"Dakota Hudson",,5,7,,4.99602,18,18,0,0,99,442,113,59,55,13,39,,5,60,5.48153,3.57774,1.53212,1.156,0.136429,0.089046,0.04738306999206543,0.28362,1.53581,0.308262,0.689857,,,5.05931,0.46104,0.523835,999,,,,"19206"
"Jackson Rutledge","WSN",4,7,,5.34259,22,16,0,1,97,434,105,61,58,17,40,,6,70,6.42806,3.74139,1.71809,1.535,0.160148,0.0932128,0.06693549454212189,0.270942,1.49467,0.293273,0.687032,,,5.47645,0.458284,0.259117,999,,,,"26215"
"Yimi García","TOR",3,3,,3.74957,62,0,0,14,62,259,55,28,26,8,19,,3,65,9.44775,2.71819,3.47575,1.195,0.251415,0.0723339,0.17908088117837906,0.232955,1.1929,0.286972,0.73886,,,3.93499,0.457518,0.486048,999,,,,"12095"
"Bruce Zimmermann","BAL",4,4,,4.12121,36,8,0,1,73,309,74,36,33,11,19,,3,60,7.42241,2.29456,3.23478,1.306,0.194532,0.0601377,0.13439451158046722,0.257476,1.27067,0.292632,0.726299,,,4.3757,0.453652,0.620747,999,,,,"20370"
"Erik Swanson","TOR",3,3,,3.89345,64,0,2,13,64,269,57,30,28,9,21,,2,70,9.77677,2.93245,3.33399,1.309,0.257998,0.0773841,0.1806136891245842,0.230579,1.21312,0.283542,0.742832,,,4.06049,0.45304,0.564293,999,,,,"16587"
"Scott Barlow","CLE",3,3,,3.82122,64,0,2,13,64,274,57,29,27,8,25,,3,69,9.74346,3.49876,2.78483,1.068,0.25333,0.090968,0.16236215084791183,0.233206,1.28394,0.294433,0.736886,,,3.93715,0.445762,0.667968,999,,,,"14993"
"Tyler Kinley","COL",3,3,,4.88021,64,0,8,9,64,280,65,37,35,10,25,,3,63,8.88282,3.48117,2.55167,1.473,0.225821,0.0884992,0.13732195645570755,0.258037,1.40311,0.30583,0.705419,,,4.70475,0.445088,0.528242,999,,,,"18297"
"Brooks Raley","NYM",3,3,,3.93655,63,0,2,13,63,271,57,30,28,8,25,,4,66,9.4331,3.52749,2.67417,1.126,0.243269,0.0909698,0.15229907631874084,0.23676,1.30444,0.293705,0.7372,,,4.14837,0.443072,0.386597,999,,,,"10061"
"Zack Thompson","STL",4,4,,4.12358,44,6,0,1,74,322,70,37,34,9,34,,3,70,8.47137,4.09373,2.06936,1.096,0.216573,0.104657,0.11191559582948685,0.244625,1.39565,0.294313,0.73398,,,4.45666,0.438454,0.556875,999,,,,"25918"
"Jhony Brito","SDP",4,5,,4.22557,52,6,0,4,80,344,80,41,38,11,26,,3,66,7.43343,2.86873,2.59119,1.219,0.192938,0.074459,0.11847876757383347,0.255434,1.31979,0.292669,0.71829,,,4.44951,0.429547,0.447289,999,,,,"25386"
"Kolby Allard",,3,4,,4.77602,10,10,0,0,54,235,55,31,29,9,20,,2,46,7.64642,3.31759,2.30482,1.49,0.194729,0.0844879,0.11024103313684464,0.259059,1.39345,0.29219,0.71213,,,4.92913,0.428024,0.397405,999,,,,"18694"
"Tim Mayza","TOR",3,3,,3.44481,60,0,0,12,60,253,56,25,23,6,20,,2,59,8.85746,2.97318,2.97912,0.895,0.233443,0.0783598,0.15508341044187546,0.241578,1.25988,0.300305,0.747257,,,3.68379,0.426416,0.541145,999,,,,"15042"
"José Urquidy","HOU",5,5,,4.68393,54,8,0,1,91,388,93,50,47,16,24,,4,77,7.6224,2.3951,3.18249,1.565,0.198429,0.0623503,0.13607915118336678,0.258855,1.29197,0.289566,0.7047,,,4.73718,0.42025,0.341,999,,,,"18413"
"James McArthur","KCR",3,3,,4.1029,66,0,15,9,66,283,65,33,30,8,22,,4,60,8.23726,3.05753,2.69409,1.039,0.213162,0.0791222,0.13404016196727753,0.252608,1.32444,0.303145,0.715023,,,4.11173,0.420001,0.691761,999,,,,"21527"
"Connor Phillips","CIN",2,3,,4.50296,22,5,0,1,44,191,40,23,22,7,22,,2,49,9.95428,4.46645,2.22868,1.358,0.253737,0.113851,0.139886274933815,0.237392,1.4012,0.295119,0.7278,,,4.64561,0.418803,0.468099,999,,,,"27649"
"Rafael Montero","HOU",3,3,,3.98644,66,0,1,17,66,283,60,32,29,8,26,,3,69,9.47452,3.50834,2.70057,1.101,0.245811,0.0910219,0.15478939563035965,0.237298,1.30289,0.295854,0.728237,,,4.04448,0.414694,0.431943,999,,,,"12760"
"Kenny Rosenberg","LAA",4,4,,4.77856,11,11,0,0,64,282,66,37,34,10,27,,3,54,7.57808,3.79561,1.99654,1.424,0.19181,0.0960713,0.09573887288570404,0.260078,1.44236,0.294933,0.715726,,,5.02441,0.411443,0.531263,999,,,,"20009"
"Alex Lange","DET",3,3,,3.92657,64,0,21,5,64,280,56,30,28,6,34,,3,72,10.148,4.71343,2.153,0.888,0.257421,0.119564,0.1378571167588234,0.230344,1.39955,0.301687,0.733311,,,4.01625,0.409055,0.709592,999,,,,"19883"
"Nick Nastrini","CHW",4,7,,5.06365,16,16,0,0,92,409,92,55,52,17,42,,5,83,8.09342,4.08621,1.98067,1.636,0.202965,0.102473,0.10049201548099518,0.252901,1.44711,0.285097,0.712038,,,5.33124,0.405137,0.482853,999,,,,"sa3017413"
