Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,PlayerId
"Andy Ibáñez","DET",45,196,178,46,30,10,1,5,22,22,14,0,35,2,1,1,,1,1,0.260638,0.0721001,0.176477,0.408553,0.318219,0.409249,0.315795,0.727468,0.148612,3.80464,0.29671,-0.128,-0.323085,23.4615,-0.419944,99.6406,-0.451085,-1.122,-0.5354996621608734,-0.5220000147819519,0.558594,999,,,,"18819"
"Hunter Goodman","COL",117,504,458,116,63,26,2,25,64,73,33,1,130,5,4,4,,2,1,0.254135,0.0645999,0.257912,0.250472,0.308151,0.484167,0.33574,0.792318,0.230032,3.9187,0.297771,-0.036,-0.748075,68.6783,7.26881,95.2586,-0.784075,-0.785028,-3.744523048400879,-7.8350279331207275,0.557035,999,,,,"29715"
"Luke Raley","TBR",73,315,277,64,39,12,1,12,37,38,24,0,99,10,2,2,,7,3,0.231482,0.0760002,0.313566,0.242374,0.312429,0.411457,0.315316,0.723886,0.179975,4.99245,0.310464,0.168,-0.361542,37.5808,-0.800151,104.176,-0.193542,-0.0295111,1.3826758563518524,-6.554510727524757,0.551494,999,,,,"19354"
"Sam Huff","TEX",53,218,196,45,27,8,0,10,26,28,17,1,70,2,2,1,,1,0,0.231609,0.0800002,0.319264,0.250577,0.297863,0.42424,0.309973,0.722102,0.19263,2.83965,0.301472,-0.0367098,-0.337495,25.018,-1.51967,93.4793,-0.374204,-0.73248,-2.075915366411209,0.1425197720527649,0.549405,999,,,,"22209"
"Casey Schmitt","SFG",63,273,251,61,41,13,1,6,27,28,15,0,62,3,2,2,,3,1,0.243299,0.0549998,0.22855,0.240647,0.291716,0.374389,0.28996,0.666105,0.13109,3.82938,0.298204,-0.208,-0.384367,26.821,-6.44247,83.2684,-0.592367,0.63,-6.251075088977814,2.40500009059906,0.54366,999,,,,"27577"
"Sam Haggerty","SEA",55,238,210,51,34,10,1,5,26,24,21,0,55,3,2,2,,12,3,0.240584,0.0891002,0.231893,0.38423,0.316775,0.372216,0.302845,0.688992,0.131633,6.17237,0.300858,0.039,0.56885,25.9293,-3.0696,95.2371,0.60785,0.331,-0.750402569770813,-1.9190000295639038,0.540155,999,,,,"18054"
"David Peralta",,76,329,300,79,52,18,1,8,36,37,22,1,65,3,2,1,,3,1,0.262684,0.0680001,0.197922,0.34357,0.316979,0.409755,0.313616,0.726734,0.147071,3.87485,0.30945,-0.59,-0.549118,38.7865,-1.30023,96.9341,-1.13912,0.613021,-2.3682202100753784,-3.411978840827942,0.539623,999,,,,"2136"
"Joey Gallo",,89,385,321,62,32,10,1,18,47,47,55,1,145,3,3,2,,3,1,0.192238,0.143,0.37633,0.379986,0.314344,0.402467,0.31384,0.71681,0.210228,3.81877,0.270009,0.264,-0.557004,45.4601,-1.44994,97.0867,-0.293004,-0.679091,-1.6597129106521606,-6.054090917110443,0.536768,999,,,,"14128"
"Jurickson Profar",,86,371,322,78,52,17,1,8,45,35,40,0,65,4,2,3,,3,1,0.242111,0.108,0.175259,0.616231,0.330592,0.379658,0.314074,0.71025,0.137547,3.86201,0.276876,-0.242,-0.566458,43.879,-1.32521,97.246,-0.808458,-0.569,-2.0534627437591553,-5.194000005722046,0.53578,999,,,,"10815"
"Daniel Vogelbach",,63,273,229,54,33,9,0,11,34,34,39,1,67,2,2,1,,1,0,0.235319,0.143,0.245886,0.58157,0.347946,0.422635,0.336725,0.77058,0.187315,2.42895,0.280819,-0.853,-0.554594,37.4241,4.16059,112.685,-1.40759,0,2.8120176792144775,-6.824999809265137,0.525886,999,,,,"14130"
"Patrick Wisdom","CHC",96,413,363,76,39,14,1,22,50,57,40,0,147,5,3,2,,6,2,0.207948,0.0962999,0.356893,0.269828,0.292571,0.434139,0.312032,0.72671,0.226191,4.21442,0.271224,-0.203,-0.478247,48.1461,-2.17553,95.2789,-0.681247,-1.20264,-3.0967973470687866,-5.727644205093384,0.522707,999,,,,"13602"
"Ali Sánchez","PIT",57,224,202,48,34,9,0,4,23,22,18,0,50,2,2,1,,2,1,0.239658,0.0791001,0.224942,0.351647,0.303726,0.353676,0.289629,0.657402,0.114018,3.30882,0.296578,-0.204305,-0.387204,21.9454,-5.34769,77.9014,-0.591509,-0.116131,-6.72393262386322,4.258868761360645,0.516423,999,,,,"18551"
"Brian Anderson",,66,287,252,57,37,11,1,8,31,31,28,1,80,4,2,1,,2,1,0.227517,0.096,0.2785,0.344704,0.311123,0.377551,0.302288,0.688674,0.150034,4.05466,0.296666,-0.091,-0.470772,31.1348,-3.83445,89.213,-0.561772,-0.197,-4.334177136421204,-0.2719999849796295,0.514224,999,,,,"18289"
"Heston Kjerstad","BAL",52,224,203,53,34,11,1,7,26,27,15,1,50,4,2,1,,2,1,0.262829,0.0654998,0.22338,0.293222,0.321275,0.433182,0.324619,0.754457,0.170353,4.11723,0.313576,-0.035,-0.363585,28.4547,1.16158,108.347,-0.398585,0.001625,1.8417091369628906,-4.298375190701336,0.513937,999,,,,"31166"
"Nick Castellanos","PHI",151,651,601,156,96,35,2,24,78,90,39,1,162,5,5,1,,7,3,0.26033,0.0602001,0.249485,0.241297,0.309046,0.443531,0.322357,0.752577,0.183201,3.73076,0.316165,-1.2334,-0.946651,81.4736,2.15303,100.709,-2.18005,-7.50825,-1.6084877252578735,-15.483246803283691,0.506625,999,,,,"11737"
"Edward Olivares","PIT",75,322,292,77,50,16,2,10,38,39,22,1,59,5,2,1,,8,4,0.263382,0.0668999,0.184346,0.362903,0.322006,0.428884,0.323903,0.75089,0.165502,5.21872,0.298233,0.118,-0.46656,40.7122,1.47838,100.878,-0.34856,-0.950065,0.0017674565315246582,-5.900065064430237,0.505434,999,,,,"19698"
"Dominic Smith",,71,308,275,71,47,14,1,8,34,35,25,1,58,5,2,1,,1,1,0.257396,0.081,0.187243,0.432594,0.327815,0.403429,0.318587,0.731245,0.146033,3.14388,0.296866,-0.526,-0.576205,37.5823,0.0543155,100.322,-1.1022,1.071,-0.9813052862882614,-4.429000020027161,0.505273,999,,,,"15653"
"James McCann","BAL",44,174,159,38,25,7,0,5,18,19,10,0,45,2,1,1,,2,1,0.236183,0.0586001,0.259899,0.225473,0.289438,0.372317,0.28856,0.661755,0.136134,3.96544,0.298496,-0.182874,-0.203984,16.8925,-4.30839,83.3542,-0.386858,0.336873,-3.8573115468025208,3.211872845888138,0.496562,999,,,,"12859"
"Tyler Freeman","CLE",28,119,106,29,21,6,0,2,13,13,8,0,18,3,1,1,,2,1,0.271778,0.0706,0.155157,0.455022,0.341195,0.394224,0.323792,0.735419,0.122447,4.42917,0.308627,0.01,-0.154646,15.0348,0.535368,107.582,-0.144646,-0.74,0.936403214931488,-0.06499999761581421,0.490065,999,,,,"22532"
"Austin Barnes","LAD",37,147,129,29,19,5,0,4,17,16,14,0,32,2,1,1,,2,1,0.221991,0.0930999,0.220072,0.423043,0.302658,0.357432,0.292,0.660089,0.135441,4.08892,0.263824,-0.245174,-0.158782,14.7112,-3.22426,83.2644,-0.403956,-1.19791,-3.455840826034546,1.6770883798599243,0.485974,999,,,,"12158"
"Tucker Barnhart",,55,218,194,42,30,8,0,3,21,19,18,0,60,2,2,2,,1,1,0.216858,0.083,0.277805,0.298771,0.289333,0.312173,0.268933,0.601506,0.0953155,3.31161,0.295228,-0.474234,-0.327909,17.5783,-8.93497,66.4798,-0.802144,0.748451,-9.690077245235443,4.998451352119446,0.476455,999,,,,"10200"
"Seby Zavala","SEA",42,166,148,28,18,6,0,4,16,16,14,0,61,2,1,1,,1,0,0.189869,0.0831002,0.367256,0.226273,0.264355,0.32238,0.25964,0.586735,0.13251,3.18373,0.282204,-0.263452,-0.221219,12.158,-8.11689,65.2908,-0.484671,-1.24414,-7.405056267976761,2.0058631896972656,0.462727,999,,,,"18887"
"Nick Maton","DET",60,259,222,50,31,11,1,6,28,25,31,0,65,3,2,1,,2,1,0.223136,0.1181,0.249845,0.472693,0.323062,0.362255,0.304648,0.685317,0.139119,3.86292,0.285404,0.074,-0.466354,28.605,-2.95266,91.9143,-0.392354,-2.385,-2.901640832424164,-1.2599999904632568,0.4625,999,,,,"21635"
"Evan Longoria",,66,287,256,58,36,11,0,11,33,35,25,1,85,2,2,1,,1,0,0.227895,0.0880002,0.296717,0.296579,0.299812,0.405668,0.305259,0.705479,0.177772,2.7255,0.29128,-0.693,-0.470681,31.8431,-3.12618,91.2383,-1.16368,-0.142049,-4.227813124656677,-0.9170488119125366,0.460508,999,,,,"9368"
"Michael Stefanic","LAA",29,126,109,29,23,5,1,2,14,12,13,0,17,2,1,1,,2,1,0.270405,0.1054,0.13344,0.789871,0.357554,0.366935,0.323516,0.724489,0.0965298,3.93573,0.305001,-0.031,-0.269192,15.8904,0.537999,103.364,-0.300192,-0.434,0.20762386918067932,0.016000062227249146,0.449186,999,,,,"25353"
"Nick Allen","OAK",39,168,152,37,26,7,1,3,17,15,12,0,29,1,1,1,,4,1,0.24178,0.0721,0.170491,0.422896,0.300344,0.348354,0.285942,0.648698,0.106574,4.91433,0.280275,0.024,-0.0872094,15.9446,-4.52523,83.8781,-0.0632094,0.589,-3.308528244495392,2.0889999866485596,0.447574,999,,,,"22277"
"Randal Grichuk",,110,476,438,108,68,22,2,16,53,58,27,1,107,5,4,2,,3,1,0.245401,0.0570001,0.225623,0.252634,0.294384,0.413921,0.30427,0.708306,0.16852,3.55785,0.286824,-0.573,-0.727474,52.4219,-5.57592,90.5641,-1.30047,-1.158,-6.773486971855164,-4.95799994468689,0.444818,999,,,,"10243"
"Jacob Stallings",,62,243,215,49,34,10,0,5,25,23,22,0,57,3,2,2,,1,0,0.228465,0.0910001,0.233935,0.388997,0.305955,0.343006,0.288616,0.648961,0.11454,2.9085,0.287037,-0.900013,-0.428313,23.6219,-6.01057,79.8951,-1.32833,-0.905389,-7.286324501037598,3.8446109890937805,0.442018,999,,,,"13723"
"Aledmys Díaz","OAK",65,280,257,62,41,14,1,7,28,29,15,1,53,4,2,1,,1,1,0.241277,0.0550001,0.188547,0.291704,0.29283,0.38014,0.291228,0.67297,0.138863,2.97306,0.276802,-0.591,-0.434794,27.8036,-6.31275,87.5423,-1.02579,-1.404,-5.205349802970886,0.096000075340271,0.439145,999,,,,"15937"
"Jacob Amaya","MIA",55,238,209,48,33,10,1,5,25,22,24,0,51,2,2,2,,2,1,0.227566,0.0991999,0.212726,0.466327,0.308451,0.347943,0.291583,0.656395,0.120378,3.65073,0.27609,0.004,-0.378871,23.7033,-5.29562,80.1561,-0.374871,0.073,-6.225777894258499,2.523000046610832,0.43908,999,,,,"23296"
"Kyle Farmer","MIN",49,210,191,47,32,9,1,5,23,23,12,0,43,5,2,1,,2,1,0.248662,0.0578002,0.203851,0.283541,0.307014,0.384898,0.302322,0.691912,0.136236,4.10682,0.293533,-0.029,-0.375517,22.7875,-2.79975,91.8856,-0.404517,0.347,-2.446288049221039,-0.30299994349479675,0.437325,999,,,,"14813"
"Eduardo Escobar",,97,420,383,90,58,16,4,13,45,48,29,1,99,2,3,2,,2,1,0.234979,0.0690001,0.236444,0.291824,0.290099,0.395354,0.295487,0.685453,0.160375,4.37739,0.281625,-0.492,-0.63558,43.191,-7.98355,84.5779,-1.12758,-2.449,-9.020332217216492,-0.9490001201629639,0.430577,999,,,,"6153"
"Miles Mastrobuoni","CHC",32,140,122,31,23,6,1,2,15,13,15,0,31,1,1,1,,4,2,0.256828,0.1052,0.220411,0.47729,0.337327,0.368372,0.312975,0.705699,0.111544,5.2957,0.324904,0.044,-0.0739758,16.4304,-0.627801,95.9112,-0.0299758,-0.316,-0.7391389682888985,0.23400002717971802,0.425106,999,,,,"20017"
"Garrett Cooper",,105,455,406,100,64,20,1,15,53,54,39,0,125,5,3,2,,1,0,0.247689,0.0849999,0.275501,0.308528,0.319121,0.413073,0.318441,0.732194,0.165384,2.86943,0.318626,-1.405,-0.826343,55.4642,0.0250858,100.223,-2.23134,-0.261538,-2.107894979417324,-9.136538445949554,0.422151,999,,,,"15279"
"Jeferson Quero","MIL",36,141,128,30,20,6,0,4,15,15,10,0,31,1,1,1,,1,0,0.234811,0.0710003,0.219488,0.323481,0.294639,0.380449,0.294292,0.675088,0.145638,3.42192,0.27585,-0.0247276,-0.206169,14.3396,-2.81608,82.1949,-0.230897,0,-3.3366415053606033,2.75,0.419696,999,,,,"sa3015407"
"Ildemaro Vargas","WSN",52,224,205,54,37,11,1,4,23,23,14,0,26,2,2,1,,2,1,0.261814,0.0625002,0.117828,0.530434,0.311443,0.388578,0.304342,0.700022,0.126764,3.89634,0.28153,-0.083,-0.351545,24.6825,-2.61058,88.7733,-0.434545,-0.378,-3.5499745905399323,0.12200000882148743,0.418935,999,,,,"13324"
"Tyler Soderstrom","OAK",89,365,335,73,44,14,1,13,37,42,22,1,103,3,3,2,,1,1,0.218036,0.0610001,0.283696,0.215019,0.270629,0.388612,0.283451,0.65924,0.170576,3.40716,0.269712,-0.169336,-0.499247,33.8495,-10.5749,82.152,-0.668583,-0.0813421,-8.465783774852753,0.7936578989028931,0.415716,999,,,,"27467"
"Kevin Newman",,60,259,238,62,45,13,1,3,27,24,16,0,36,2,2,2,,5,2,0.260505,0.0600001,0.137556,0.436187,0.30999,0.361103,0.294411,0.671093,0.100598,4.3978,0.292369,0.266,-0.21939,26.4031,-5.15457,83.8448,0.0466105,-1.42,-5.0519675090909,0.40500009059906006,0.415177,999,,,,"17696"
"Garrett Mitchell","MIL",44,189,168,40,26,7,1,5,21,20,17,0,56,2,1,1,,6,2,0.235782,0.0882001,0.296344,0.297627,0.309521,0.379173,0.302043,0.688694,0.14339,5.71004,0.320833,0.042,-0.00157574,20.4651,-2.56344,87.3912,0.0404243,1.398,-2.911843627691269,0.572999894618988,0.408671,999,,,,"27555"
"Adalberto Mondesi","BOS",63,273,251,58,38,12,1,7,29,29,15,0,79,3,2,2,,12,3,0.231729,0.056,0.28995,0.193137,0.281004,0.374477,0.284486,0.655481,0.142748,6.0026,0.306221,0.114,0.623062,25.58,-7.68348,77.0802,0.737062,-0.331,-6.8874000906944275,1.6940001249313354,0.408178,999,,,,"13769"
"Sean Bouchard","COL",47,203,175,44,26,10,1,8,26,25,23,0,54,2,2,1,,4,1,0.253204,0.1134,0.265601,0.426955,0.344042,0.452442,0.34446,0.796484,0.199239,4.81102,0.319365,-0.095,-0.277448,29.1322,4.39787,101.104,-0.372448,-0.081931,-0.09470021724700928,-2.7569309920072556,0.405085,999,,,,"21270"
"C.J. Cron",,120,518,464,110,66,21,1,22,61,71,42,2,136,7,4,1,,1,0,0.236447,0.0820001,0.261622,0.313429,0.307421,0.428283,0.316145,0.735704,0.191836,2.50161,0.282925,-1.346,-0.864734,62.156,-0.959253,98.6577,-2.21073,-0.969689,-3.058004140853882,-10.569689571857452,0.398202,999,,,,"12546"
"Jared Triolo","PIT",49,210,183,46,32,10,1,3,22,19,22,0,53,2,2,1,,4,2,0.250264,0.1045,0.254573,0.410491,0.333952,0.359336,0.308247,0.693289,0.109073,4.55988,0.335289,0,-0.275376,23.8209,-1.76638,90.3825,-0.275376,0.888,-2.7774450182914734,-0.4119999408721924,0.395173,999,,,,"25807"
"Trevor Larnach","MIN",45,196,169,38,23,8,1,6,22,22,22,1,63,2,1,1,,1,0,0.226623,0.1136,0.319533,0.355519,0.321695,0.395005,0.313183,0.7167,0.168382,3.81144,0.314526,-0.136,-0.347491,23.0363,-0.845137,99.4137,-0.483491,0.118607,-0.6211802214384079,-2.0813928991556168,0.394552,999,,,,"21501"
"Joey Wendle","NYM",71,308,285,70,47,16,2,5,31,30,14,0,64,4,2,2,,7,2,0.245021,0.0468999,0.20634,0.227294,0.288741,0.362325,0.283448,0.651066,0.117304,5.12292,0.297399,-0.123,-0.168534,28.594,-8.93404,79.7102,-0.291534,0.272,-8.033433347940445,1.4720000624656677,0.39176,999,,,,"13853"
"Adam Duvall",,122,525,477,103,56,20,2,25,61,71,35,1,166,6,4,2,,4,2,0.216695,0.067,0.316444,0.211728,0.277151,0.423713,0.299326,0.700864,0.207019,3.96221,0.270151,-0.519,-0.659715,55.6625,-8.30569,87.1943,-1.17871,-2.739,-9.370909810066223,-4.5640000104904175,0.391312,999,,,,"10950"
"Addison Barger","TOR",42,182,162,39,25,9,0,5,21,20,16,1,44,2,1,1,,2,1,0.243185,0.0893999,0.241222,0.370612,0.316288,0.392241,0.308439,0.708528,0.149056,3.54871,0.301362,-0.014,-0.289492,20.6739,-1.50178,96.2289,-0.303492,0,-1.1258816421031952,-1.149999976158142,0.389669,999,,,,"sa3006910"
"Paul DeJong","CHW",68,294,264,55,33,11,0,11,30,33,22,0,86,4,2,2,,4,2,0.206495,0.0747001,0.293045,0.25491,0.275746,0.375241,0.283593,0.650987,0.168746,3.45669,0.256844,-0.171,-0.386814,27.3296,-8.49262,76.6106,-0.557814,-0.437,-8.797259449958801,2.71300008893013,0.389361,999,,,,"18015"
"Nick Senzel","WSN",102,441,396,95,65,19,1,10,44,45,35,0,87,4,3,2,,8,4,0.240242,0.0784001,0.198137,0.395685,0.306008,0.371413,0.297397,0.677421,0.131171,3.98344,0.281122,0.318,-0.63217,46.0503,-7.68296,84.118,-0.31417,-2.316,-8.991044044494629,-2.241000011563301,0.377722,999,,,,"19293"
"Gavin Sheets","CHW",84,364,328,80,51,15,0,15,41,45,29,1,76,3,3,2,,1,1,0.245251,0.0806999,0.208773,0.386544,0.309893,0.426185,0.316714,0.736079,0.180935,2.43821,0.274175,-0.523,-0.606404,43.8492,-0.502041,99.5676,-1.1294,-0.963346,-1.3179960697889328,-7.263346374034882,0.377517,999,,,,"19901"
"Ryan Bliss","SEA",50,217,197,45,29,9,1,5,23,22,15,0,53,2,2,1,,9,4,0.228081,0.0672998,0.241962,0.278142,0.287181,0.365387,0.28513,0.652568,0.137306,5.66449,0.281883,-0.016,-0.0850861,20.4488,-5.99141,82.9582,-0.101086,0,-4.532157830893993,0.7749999761581421,0.360539,999,,,,"sa3016951"
"Edmundo Sosa","PHI",44,189,174,43,29,8,1,5,21,21,8,0,45,5,1,1,,3,1,0.247,0.0400999,0.235633,0.170179,0.295211,0.391383,0.297879,0.686594,0.144383,5.20025,0.303426,0.229,-0.228108,19.8114,-3.21714,84.299,0.000892158,0.049,-3.6753823804319836,0.824000034481287,0.357562,999,,,,"17022"
"Luke Maile","CIN",52,205,181,42,27,9,0,5,22,21,18,0,54,3,2,2,,2,1,0.230135,0.0865998,0.264656,0.327216,0.307151,0.366958,0.297261,0.674109,0.136822,3.76,0.297341,-0.221511,-0.280499,21.3626,-3.59111,79.3028,-0.50201,0.165596,-5.7532371282577515,4.165595516562462,0.356972,999,,,,"13355"
"Joey Ortiz","BAL",21,91,83,22,15,5,1,2,10,10,6,0,17,1,1,1,,1,0,0.266048,0.0644995,0.191802,0.336281,0.31832,0.402657,0.312883,0.720978,0.13661,4.72318,0.314366,0.022,-0.113723,10.6728,-0.415033,100.213,-0.0917228,-0.276,-0.06852685660123825,0.5489999949932098,0.356218,999,,,,"25493"
"Josh H. Smith","TEX",29,126,108,26,17,5,1,3,15,13,13,0,28,3,1,1,,2,1,0.240435,0.1033,0.223514,0.462162,0.334467,0.376644,0.315611,0.711111,0.13621,4.56064,0.29664,-0.083,-0.198809,15.0632,-0.289156,97.3872,-0.281809,-0.684,-0.676279217004776,-0.0339999794960022,0.356059,999,,,,"26396"
"Cal Mitchell","SDP",96,413,372,90,59,18,1,12,44,46,30,0,103,4,3,3,,5,2,0.242865,0.0735001,0.248412,0.29588,0.304613,0.391398,0.302756,0.696011,0.148532,3.64302,0.301094,0.075,-0.655456,44.9646,-5.35707,93.3144,-0.580456,-0.904153,-4.001100420951843,-6.529152512550354,0.352608,999,,,,"22169"
"Otto Lopez","TOR",41,175,158,40,30,7,2,2,18,16,13,1,31,2,1,1,,4,1,0.254578,0.0744001,0.176216,0.42221,0.316685,0.35031,0.293962,0.666996,0.095732,5.30004,0.304531,-0.008,-0.230027,17.7747,-3.54807,86.1946,-0.238027,0.803,-3.132838860154152,0.6779999434947968,0.348107,999,,,,"19608"
"Oswaldo Cabrera","NYY",39,168,151,36,23,7,1,5,19,20,13,0,39,1,1,1,,4,1,0.235903,0.0778997,0.230107,0.338537,0.300144,0.392768,0.301003,0.692912,0.156865,4.66676,0.281314,0.016,-0.140235,18.046,-2.4238,91.7405,-0.124235,-0.251,-1.7868582382798195,-0.4509999752044678,0.346028,999,,,,"21707"
"Robbie Grossman",,97,420,359,81,52,17,1,10,48,42,52,0,107,4,3,2,,5,2,0.226752,0.123,0.25528,0.481824,0.328547,0.3681,0.309994,0.696647,0.141348,3.90701,0.290603,-0.291,-0.572616,48.2512,-2.9234,94.4652,-0.863616,-1.75865,-3.6962223649024963,-7.158650159835815,0.342273,999,,,,"5254"
"Mike Zunino",,49,192,172,33,18,6,0,8,20,23,15,0,69,2,1,1,,1,0,0.191781,0.0780001,0.358103,0.217815,0.263537,0.373579,0.276754,0.637116,0.181798,3.31683,0.258119,-0.234398,-0.256451,16.7573,-6.63674,71.8101,-0.490849,-0.915013,-7.086086928844452,2.8349867463111877,0.334533,999,,,,"13265"
"Orelvis Martinez","TOR",62,266,237,50,29,10,1,11,31,32,23,1,69,3,2,2,,1,1,0.212953,0.0853999,0.259943,0.328533,0.286902,0.397739,0.296085,0.684641,0.184787,3.29355,0.249666,-0.02,-0.373044,27.4864,-4.92417,87.6657,-0.393044,0,-4.324260950088501,-1.3999998569488525,0.330396,999,,,,"sa3010692"
"Rougned Odor",,49,210,187,42,26,9,1,7,23,24,16,0,51,4,2,1,,2,1,0.226516,0.0759998,0.241862,0.314228,0.297926,0.394158,0.300938,0.692083,0.167641,4.01421,0.270391,0.247,-0.315802,22.5462,-3.04109,88.2931,-0.0688024,-1.63,-3.0644899010658264,-0.8799999952316284,0.319012,999,,,,"12282"
"Eguy Rosario","SDP",28,119,106,25,16,5,1,3,13,13,10,0,28,1,1,1,,3,1,0.237344,0.0816001,0.2339,0.348867,0.305853,0.386354,0.301485,0.692206,0.14901,5.22086,0.290137,-0.009,-0.129468,12.8302,-1.66922,92.462,-0.138468,-0.075,-1.249737560749054,0.3500000089406967,0.314436,999,,,,"19964"
"Blake Sabol","SFG",44,179,160,37,24,7,1,5,19,20,14,0,55,2,1,1,,2,1,0.229744,0.0789999,0.310066,0.254784,0.297713,0.379586,0.295593,0.677299,0.149843,4.1011,0.312785,0.0638158,-0.264053,18.4027,-3.38302,87.0446,-0.200237,-1.00346,-3.0699345469474792,-0.02846229076385498,0.310157,999,,,,"25805"
"José Azocar","SDP",102,441,407,98,69,19,2,8,46,43,24,0,106,4,3,3,,22,8,0.241607,0.0534001,0.241186,0.221407,0.28742,0.357062,0.281471,0.644483,0.115455,5.93872,0.305462,0.121,0.23548,40.2174,-13.5159,79.0454,0.35648,-0.706,-11.0917107462883,-0.831000030040741,0.308851,999,,,,"18821"
"Jorge Mateo","BAL",29,126,116,27,17,6,1,3,14,13,7,0,32,1,1,1,,9,3,0.234354,0.0575999,0.254575,0.226259,0.284672,0.377329,0.287194,0.662001,0.142975,7.31414,0.295926,0.139,0.503769,12.0896,-3.26282,82.4074,0.642769,-0.324,-2.013267993927002,0.8259999752044678,0.308495,999,,,,"17273"
"Tyler Nevin","DET",28,119,105,26,17,5,1,3,13,13,11,0,26,2,1,1,,1,0,0.245244,0.0930996,0.215248,0.432523,0.324653,0.396746,0.316159,0.721399,0.151502,3.51891,0.291839,-0.038,-0.214942,14.2805,-0.21896,99.8931,-0.252942,-0.586,-0.26818803884088993,-0.7109999805688858,0.305528,999,,,,"17893"
"Tyrone Taylor","MIL",105,455,416,100,58,21,2,19,54,60,26,0,108,7,4,2,,9,3,0.241219,0.0578001,0.23742,0.24345,0.295527,0.437118,0.313795,0.732646,0.195899,4.96015,0.279126,0.476,-0.308754,53.7086,-1.73053,95.2693,0.167246,0.1348,-2.499349445104599,-9.940200760960579,0.304861,999,,,,"13675"
"David Fry","CLE",45,191,170,40,24,9,1,5,21,22,15,0,46,3,1,1,,1,1,0.23358,0.0785999,0.241261,0.325788,0.305463,0.393235,0.304796,0.698698,0.159655,3.9396,0.285645,-0.0295937,-0.28717,21.1404,-2.15624,94.4151,-0.316763,-0.123222,-1.5962408781051636,-1.57322209328413,0.299597,999,,,,"24934"
"Jo Adell","LAA",96,413,374,83,46,17,2,18,48,54,29,1,134,5,3,2,,7,3,0.223156,0.0702999,0.325593,0.215914,0.285707,0.425084,0.304221,0.710791,0.201928,4.67496,0.289965,0.016,-0.432566,45.4669,-4.85479,89.9896,-0.416566,-0.535322,-5.370291441679001,-5.66032201051712,0.299294,999,,,,"20220"
"Ezequiel Duran","TEX",53,231,212,54,34,12,1,7,28,28,13,0,58,3,2,2,,5,2,0.257151,0.0576999,0.250098,0.230709,0.306578,0.428137,0.315304,0.734715,0.170986,5.02775,0.317064,-0.449,-0.198009,27.5569,-0.589128,97.174,-0.647009,-0.0669091,-1.429213523864746,-3.4419090896844864,0.296889,999,,,,"23733"
"Jonathan Aranda","TBR",19,84,73,19,12,4,0,2,10,9,9,0,21,1,1,1,,0,0,0.256703,0.105299,0.246155,0.427777,0.345533,0.413604,0.331129,0.759136,0.1569,3.28939,0.324009,0.011,-0.158617,11.1247,0.889806,115.137,-0.147617,-0.066,1.375887170433998,-1.2659999281167984,0.295549,999,,,,"21837"
"Pavin Smith","ARI",47,203,177,44,29,9,1,6,24,22,22,0,44,1,1,1,,1,0,0.245464,0.1065,0.215446,0.494325,0.329782,0.397828,0.318461,0.72761,0.152364,3.60441,0.292944,-0.215,-0.363071,24.7489,0.0144848,98.3979,-0.578071,-0.207793,-0.9809846580028534,-3.0327929109334946,0.289198,999,,,,"19892"
"Eddie Rosario",,120,518,474,118,76,22,2,18,58,64,35,1,114,3,4,3,,6,2,0.24917,0.068,0.219516,0.309772,0.302372,0.418549,0.310311,0.720921,0.169379,4.16657,0.289348,-0.346,-0.711423,59.6464,-3.46888,94.6817,-1.05742,-1.28805,-4.414323210716248,-10.338054299354553,0.286052,999,,,,"12155"
"Brenton Doyle","COL",133,574,530,122,78,22,4,17,63,63,30,0,186,5,4,5,,22,7,0.229815,0.0527999,0.324454,0.162735,0.275997,0.383892,0.284839,0.659889,0.154077,6.57791,0.31655,0.247,0.577921,53.9516,-15.9869,61.1349,0.824921,8.053,-26.811999797821045,10.103000402450562,0.283278,999,,,,"25479"
"Charlie Blackmon","COL",126,546,486,135,92,25,5,13,72,54,42,1,91,9,4,5,,5,2,0.277065,0.0772999,0.166226,0.46503,0.34401,0.429583,0.335755,0.773593,0.152518,4.89305,0.314922,-0.788,-0.866254,74.408,7.88103,95.2682,-1.65425,-0.0649744,-4.854920864105225,-10.914974741637707,0.281827,999,,,,"7859"
"Kyle Lewis",,32,140,123,29,19,5,0,5,17,16,14,0,39,1,1,1,,1,0,0.236503,0.098,0.277208,0.353525,0.316938,0.406861,0.315706,0.723799,0.170358,2.94226,0.298917,-0.053,-0.239434,16.7479,-0.310287,98.3586,-0.292434,0.133,-0.5724553167819977,-1.3669999986886978,0.2815,999,,,,"19508"
"Tyler Gentry","KCR",36,154,134,33,22,7,0,4,18,16,16,0,38,2,1,1,,2,1,0.244931,0.1021,0.244138,0.418207,0.332057,0.389131,0.317921,0.721188,0.1442,3.97968,0.309271,-0.025,-0.250715,18.706,-0.0580168,97.2221,-0.275715,0,-0.7882967293262482,-1.649999976158142,0.278609,999,,,,"sa3014485"
