Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,PlayerId
"Tyler O'Neill","BOS",125,539,474,117,70,24,1,22,66,70,51,0,148,7,4,3,,13,4,0.247299,0.0946001,0.275362,0.343549,0.326871,0.442684,0.332575,0.769555,0.195384,4.63005,0.3096,0.456,-0.297883,72.0305,6.35646,105.377,0.158117,-1.126,3.6309708058834076,-5.0010000467300415,1.68951,999,,,,"15711"
"Mike Yastrzemski","SFG",120,518,450,105,60,26,2,18,60,61,56,2,135,6,4,3,,4,2,0.234436,0.108,0.260204,0.415059,0.324307,0.42141,0.322909,0.745717,0.186974,3.632,0.289944,0.271,-0.822305,65.0659,1.95059,105.357,-0.551305,1.7395,2.8864309191703796,-3.7105002403259277,1.67709,999,,,,"14854"
"Edouard Julien","MIN",118,511,424,101,64,21,1,15,69,48,75,1,150,5,3,5,,6,2,0.239395,0.1461,0.292581,0.499349,0.356888,0.399589,0.334751,0.756477,0.160194,4.13772,0.329988,0.087,-0.781632,69.2122,6.94979,114.363,-0.694632,0.687945,8.09957867860794,-8.737055003643036,1.66769,999,,,,"27534"
"Jose Siri","TBR",122,525,480,106,61,21,3,22,60,66,32,0,177,5,4,3,,18,6,0.221713,0.0618,0.337902,0.182893,0.276266,0.411799,0.29521,0.688065,0.190086,5.86463,0.297317,0.941,0.397161,53.8681,-10.1,90.2403,1.33816,1.771,-4.801272511482239,3.646000027656555,1.66349,999,,,,"17452"
"Brandon Marsh","PHI",128,553,483,119,77,24,4,14,64,60,57,2,168,5,4,4,,11,4,0.246854,0.1023,0.304243,0.336245,0.329328,0.400845,0.318448,0.730173,0.153991,5.49197,0.345528,0.769,-0.527568,67.4135,0.0337025,98.0883,0.241432,1.324,-1.0682593435049057,-1.2010000944137573,1.65185,999,,,,"20202"
"Jordan Walker","STL",134,581,518,138,89,27,2,20,70,75,48,0,130,8,4,3,,10,4,0.266409,0.083,0.223231,0.371812,0.335231,0.442448,0.336387,0.777678,0.176039,4.17449,0.316723,0,-0.883793,79.4827,8.69118,112.978,-0.883793,-3.95629,8.457627058029175,-11.681288957595825,1.65178,999,,,,"27475"
"Alex Verdugo","NYY",118,511,462,124,83,25,2,13,61,59,39,1,80,4,4,2,,5,2,0.267386,0.0759001,0.155751,0.487318,0.32729,0.417128,0.32263,0.744417,0.149742,3.82683,0.295482,0.331,-0.85132,64.0684,1.80601,106.731,-0.52032,0.796,3.600929319858551,-4.479000091552734,1.6437,999,,,,"17027"
"Logan O'Hoppe","LAA",107,426,376,94,57,16,1,21,53,59,39,0,88,6,3,2,,3,1,0.251263,0.0924,0.205989,0.448569,0.328741,0.463532,0.340126,0.792273,0.212269,3.21422,0.272982,-0.392994,-0.738043,59.6013,7.69566,114.877,-1.13104,-1.44363,6.462576746940613,5.006368160247803,1.63958,999,,,,"24729"
"Jake Rogers","DET",87,346,311,66,38,12,1,15,39,42,27,0,109,3,3,3,,3,1,0.2141,0.0770998,0.314641,0.245041,0.28062,0.405165,0.29579,0.685785,0.191065,3.93652,0.271605,-0.0763407,-0.362673,35.6271,-6.48222,85.775,-0.439014,-0.592447,-6.329610884189606,6.15755307674408,1.63,999,,,,"19452"
"Wilmer Flores","SFG",123,532,472,124,78,25,1,20,65,71,48,1,82,6,4,1,,1,0,0.262712,0.091,0.153866,0.591423,0.336988,0.447592,0.338563,0.784579,0.18488,2.40629,0.277779,-1.226,-1.00807,73.7409,8.91983,115.851,-2.23407,-0.267974,8.21310305595398,-10.067973852157593,1.62185,999,,,,"5827"
"Eugenio Suárez","ARI",144,623,543,126,77,25,1,23,73,78,65,0,183,9,5,1,,2,1,0.231656,0.1045,0.294398,0.354962,0.321902,0.408635,0.319331,0.730537,0.17698,2.68527,0.301313,-1.856,-1.14738,76.4036,0.494695,98.9812,-3.00338,-1.69708,-3.7896681427955627,-1.2720787525177002,1.61113,999,,,,"12552"
"Luis García","WSN",113,490,453,126,85,25,3,13,54,55,29,1,70,2,3,2,,8,3,0.278646,0.0594999,0.143385,0.414967,0.323414,0.432347,0.324624,0.755762,0.153701,4.53103,0.304182,-0.368,-0.843146,62.247,2.54334,102.371,-1.21115,-2.516,0.22784209251403809,-0.7660000324249268,1.61051,999,,,,"20391"
"Brett Baty","NYM",99,427,379,94,61,17,1,16,50,53,38,0,110,4,3,3,,3,1,0.24796,0.0887,0.25719,0.344882,0.319981,0.420014,0.321185,0.739995,0.172054,2.90889,0.304798,-0.178,-0.764819,53.0241,0.996626,105.008,-0.942819,-1.689,1.7065495252609253,-0.1640000343322754,1.60403,999,,,,"26123"
"Christopher Morel","CHC",133,574,512,125,70,24,4,28,72,78,51,0,168,5,4,3,,11,4,0.243494,0.0882999,0.293311,0.301045,0.315002,0.466526,0.333994,0.781528,0.223032,5.16254,0.303043,0.793,-0.658424,77.3845,7.44595,110.002,0.134576,0.137963,7.246941328048706,-10.712036967277527,1.60393,999,,,,"21897"
"Brendan Rodgers","COL",134,581,528,145,95,31,3,16,67,72,40,0,109,6,5,2,,1,1,0.275196,0.0694001,0.18726,0.370609,0.331452,0.436948,0.331933,0.7684,0.161753,3.04492,0.316537,0.295,-1.08694,77.3338,6.54233,92.7064,-0.79194,0.027,-6.041667342185974,2.1020000465214252,1.58038,999,,,,"17907"
"Lourdes Gurriel Jr.",,136,588,539,147,92,33,2,20,70,77,37,1,105,6,4,2,,4,2,0.272278,0.063,0.178613,0.352718,0.323499,0.450522,0.331757,0.774021,0.178244,3.58488,0.303036,-0.896,-1.02713,78.1792,6.53483,109.298,-1.92313,-0.123619,4.738812804222107,-8.923619233071804,1.57727,999,,,,"19238"
"Orlando Arcia","ATL",133,574,513,129,85,25,1,19,71,70,47,0,111,5,4,5,,3,1,0.251058,0.0819001,0.193992,0.422184,0.316943,0.412294,0.316762,0.729237,0.161236,3.02158,0.283817,0.157,-0.917118,69.1697,-0.768875,96.0735,-0.760118,-6.404,-3.552246928215027,-0.2539997100830078,1.56991,999,,,,"13185"
"Keibert Ruiz","WSN",131,526,480,130,85,26,1,18,60,67,36,1,57,6,4,1,,3,1,0.27036,0.0675,0.108229,0.623676,0.32571,0.438317,0.329412,0.764027,0.167957,2.83258,0.273653,-1.5607,-0.914473,68.9379,4.82344,105.58,-2.47517,-3.19483,1.1623268127441406,3.03017258644104,1.56857,999,,,,"19610"
"Marcell Ozuna","ATL",139,602,539,137,79,26,1,32,82,93,52,1,140,4,5,2,,2,1,0.255213,0.0869001,0.233292,0.372495,0.323371,0.483538,0.343654,0.80691,0.228325,2.76661,0.28483,-0.499,-0.998617,85.989,12.6388,114.102,-1.49762,-0.0817674,9.019279718399048,-13.931766867637634,1.55469,999,,,,"10324"
"Teoscar Hernández",,151,651,596,154,94,30,2,28,79,92,42,1,185,7,5,2,,7,3,0.257425,0.064,0.284907,0.224635,0.310617,0.453561,0.326447,0.764179,0.196137,3.98668,0.323894,-0.681988,-0.831735,83.6848,4.36425,105.679,-1.51372,-0.875794,2.9912630319595337,-9.550792872905731,1.55417,999,,,,"13066"
"Nolan Schanuel","LAA",113,490,412,106,73,19,2,13,59,53,64,1,84,6,4,4,,2,1,0.258383,0.1305,0.170672,0.764625,0.363608,0.406287,0.339361,0.769895,0.147904,3.19705,0.29285,-0.036,-1.05703,68.2442,8.54051,114.346,-1.09303,0.304,7.33009660243988,-8.446000009775162,1.54884,999,,,,"33189"
"Mark Canha","DET",125,539,463,119,80,24,1,14,62,60,53,1,95,17,4,2,,7,3,0.258338,0.0981,0.175402,0.559286,0.353186,0.406937,0.335051,0.760123,0.148599,4.07148,0.294895,-0.597,-0.807429,73.139,7.46498,112.987,-1.40443,-2.67464,6.983254432678223,-9.799636363983154,1.54528,999,,,,"11445"
"Wyatt Langford","TEX",94,406,351,92,56,19,2,16,54,52,45,0,94,4,3,3,,9,4,0.261921,0.1114,0.230642,0.483001,0.350853,0.457659,0.349764,0.808512,0.195738,4.82245,0.312063,-0.03,-0.540027,60.0527,10.584,121.059,-0.570027,0,9.674619853496552,-8.350000381469727,1.50761,999,,,,"sa3022654"
"Tim Anderson",,131,567,527,147,111,26,2,9,69,50,27,1,119,5,4,5,,15,4,0.279969,0.048,0.209885,0.228697,0.31883,0.387931,0.307677,0.706761,0.107962,5.11957,0.344403,1.132,0.032609,64.048,-5.03767,92.886,1.16461,-5.441,-3.75048828125,-0.4659996032714844,1.50288,999,,,,"15172"
"Victor Caratini","HOU",65,257,227,56,38,10,1,8,30,30,23,1,55,4,2,2,,2,1,0.246496,0.0889001,0.214683,0.414099,0.323397,0.396599,0.314402,0.719997,0.150103,3.21736,0.290326,-0.629896,-0.458854,30.4898,-0.848568,99.8192,-1.08875,-0.475636,-1.1444604359567165,4.02436438202858,1.49792,999,,,,"14968"
"Nick Fortes","MIA",86,339,305,73,49,14,1,10,38,38,24,0,62,6,3,3,,6,2,0.24043,0.0695,0.181697,0.382505,0.304757,0.388929,0.302786,0.693686,0.148498,4.22957,0.268435,0.22043,-0.339488,36.9381,-4.3914,87.6664,-0.119058,-2.40214,-5.301867850124836,4.222855567932129,1.48516,999,,,,"21538"
"Ryan McMahon","COL",136,588,516,126,77,25,2,21,69,71,62,1,168,4,4,2,,7,3,0.244663,0.1047,0.285682,0.366491,0.327577,0.427601,0.327093,0.755178,0.182938,4.09516,0.316856,-0.017,-0.958401,75.9016,4.25728,89.4613,-0.975401,1.332,-8.652260899543762,3.431999921798706,1.47645,999,,,,"15112"
"Anthony Rizzo","NYY",128,553,480,116,72,20,1,24,71,78,52,2,116,16,4,1,,5,2,0.242564,0.0947999,0.209124,0.45332,0.334786,0.436951,0.334334,0.771738,0.194387,3.52695,0.268914,-1.526,-1.07643,74.7092,7.32939,114.843,-2.60243,-1.41418,7.23250150680542,-11.439176797866821,1.45408,999,,,,"3473"
"Jonathan India","CIN",100,434,375,96,62,20,1,14,55,51,42,0,91,11,3,2,,8,3,0.256643,0.0976001,0.209737,0.465345,0.346976,0.42546,0.337568,0.772436,0.168817,4.3086,0.30104,-0.009,-0.579134,59.7984,6.91799,106.324,-0.588134,-0.545806,2.811824083328247,-3.0458064675331116,1.45065,999,,,,"21523"
"LaMonte Wade Jr.","SFG",120,518,440,108,68,19,2,18,65,60,66,3,104,7,4,2,,3,1,0.244729,0.127,0.201556,0.630098,0.349123,0.420163,0.335625,0.769286,0.175434,3.5846,0.279349,-0.703,-0.969485,70.5365,7.42121,113.882,-1.67248,-0.890135,7.23586905002594,-10.340134978294373,1.44972,999,,,,"18126"
"Jackson Chourio","MIL",125,539,494,125,81,24,2,17,58,65,34,1,120,4,4,3,,17,7,0.253192,0.0628,0.221921,0.282983,0.304488,0.415509,0.310393,0.719997,0.162317,4.82521,0.29868,-0.124,-0.379667,62.1011,-3.57295,92.9885,-0.503667,0,-5.185491502285004,1.3250000476837158,1.44563,999,,,,"sa3015704"
"Jon Berti","MIA",107,462,409,105,76,19,3,7,52,44,41,1,94,4,4,4,,23,7,0.257216,0.0893001,0.203853,0.438061,0.328805,0.371203,0.307963,0.700008,0.113987,6.03209,0.314453,1.108,0.922817,52.2971,-3.99495,91.1368,2.03082,-1.105,-3.0420472621917725,1.7950000762939453,1.44472,999,,,,"12037"
"Brice Turang","MIL",126,546,483,119,84,21,3,11,59,56,51,1,106,3,4,4,,20,7,0.246241,0.0942,0.194997,0.483085,0.319606,0.371526,0.303718,0.691131,0.125284,5.29951,0.291512,0.256,0.160052,59.881,-6.64595,88.5141,0.416052,1.119,-7.353175193071365,3.2189998626708984,1.44211,999,,,,"22186"
"Michael Brantley",,99,427,380,112,79,22,1,10,54,48,38,1,50,3,3,3,,2,1,0.295286,0.0900001,0.116432,0.772983,0.362628,0.437218,0.347759,0.799845,0.141932,3.43121,0.316803,-0.996,-0.856314,62.4477,10.4203,120.204,-1.85231,-0.082623,8.660273551940918,-8.957622952759266,1.41879,999,,,,"4106"
"Matt Wallner","MIN",110,476,407,96,55,22,2,18,56,58,52,3,156,10,4,3,,3,1,0.234898,0.1095,0.328634,0.333197,0.334314,0.426962,0.329762,0.761277,0.192065,3.90737,0.329863,0.159,-0.829044,62.4996,4.50174,110.905,-0.670044,-1.84632,5.549783289432526,-7.546323299407959,1.41359,999,,,,"26466"
"MJ Melendez","KCR",134,581,503,121,70,26,3,22,77,65,67,1,147,3,4,4,,7,3,0.241124,0.115,0.253005,0.454536,0.331982,0.434924,0.331895,0.766907,0.193801,4.6214,0.294793,-0.406,-0.954808,77.3153,6.52382,106.908,-1.36081,-0.903253,3.448060154914856,-9.12825334072113,1.40201,999,,,,"22197"
"Dylan Carlson","STL",66,287,250,64,40,15,2,8,35,33,29,0,55,5,2,2,,3,1,0.257519,0.1008,0.192516,0.523593,0.342877,0.421699,0.333523,0.764576,0.164179,4.47744,0.299726,0.223,-0.462927,38.5801,3.61077,111.059,-0.239927,0.462,3.6920460164546967,0.5870000720024109,1.40142,999,,,,"20126"
"Esteury Ruiz","OAK",117,504,452,112,77,25,2,9,56,47,33,1,103,12,4,3,,49,14,0.248742,0.0651001,0.204116,0.318937,0.31432,0.372907,0.302078,0.687228,0.124165,6.50341,0.300168,0.259,2.88061,54.5879,-6.82154,95.0624,3.13961,-3.238,0.15781211853027344,-3.23799991607666,1.4004,999,,,,"21780"
"Nick Madrigal","CHC",94,406,370,105,79,20,3,4,45,39,22,0,43,7,3,3,,9,3,0.284983,0.0546001,0.106669,0.511865,0.335115,0.386175,0.316386,0.72129,0.101193,5.01156,0.31128,-0.571,-0.302279,48.7981,-0.670645,98.1975,-0.873279,0.303,-1.7798753380775452,1.7529999315738678,1.3762,999,,,,"20521"
"Andrew Benintendi","CHW",139,602,535,144,103,28,2,11,73,53,55,3,96,4,4,5,,11,4,0.269727,0.0908001,0.159676,0.568651,0.339192,0.391931,0.319554,0.731122,0.122204,4.43971,0.308582,0.394,-0.813085,73.9396,0.589405,101.536,-0.419085,-0.910291,0.6887168884277344,-7.360290944576263,1.3743,999,,,,"17901"
"Tyler Black","MIL",94,406,345,83,52,17,4,10,49,43,49,1,91,6,3,3,,16,6,0.240167,0.1206,0.224565,0.537037,0.342036,0.401096,0.326505,0.743132,0.160929,6.15498,0.293715,0,-0.207194,52.2101,2.74138,103.79,-0.207194,0,1.6989334225654602,-1.850000023841858,1.36382,999,,,,"sa3017623"
"Jarren Duran","BOS",128,553,495,127,78,31,4,14,75,56,43,1,141,6,4,5,,24,7,0.256922,0.0785,0.254616,0.308308,0.322322,0.423588,0.322265,0.74591,0.166666,6.7065,0.328633,0.029,1.02243,69.1665,1.78672,98.2316,1.05143,-5.288,-0.12035989761352539,-5.1130000948905945,1.3517,999,,,,"24617"
"Christian Vázquez","MIN",81,321,292,72,51,14,0,6,33,33,21,0,64,2,2,2,,2,1,0.24612,0.0660001,0.200966,0.328413,0.299619,0.365651,0.290893,0.66527,0.119531,3.04146,0.292305,-1.52573,-0.535168,31.7459,-7.3173,83.9641,-2.0609,-0.0365058,-8.221015930175781,5.963494166731834,1.34969,999,,,,"9774"
"Spencer Steer","CIN",131,567,498,127,77,28,2,20,71,74,55,1,122,9,4,1,,8,4,0.254402,0.0976,0.214779,0.45442,0.336608,0.437439,0.335467,0.774047,0.183037,4.16395,0.296243,0.063,-0.91623,77.1344,8.04875,104.915,-0.85323,-1.30277,2.599385917186737,-8.427765369415283,1.34449,999,,,,"26323"
"Iván Herrera","STL",49,192,161,40,27,8,0,5,23,21,26,0,44,3,1,1,,2,1,0.249135,0.1334,0.226588,0.588732,0.358581,0.395601,0.334756,0.754182,0.146466,3.61999,0.309134,0.0559115,-0.350342,26.0062,2.61211,111.885,-0.294431,0.268805,2.532558798789978,4.018805295228958,1.3438,999,,,,"20599"
"Dominic Canzone","SEA",109,469,425,108,68,22,1,18,52,59,34,0,97,4,3,3,,6,2,0.255243,0.0723001,0.207626,0.348223,0.314229,0.437211,0.323166,0.751439,0.181967,3.57724,0.289895,-0.464,-0.667346,59.0111,1.86623,109.322,-1.13135,-0.37597,4.107234239578247,-6.600970029830933,1.3403,999,,,,"26438"
"Josh Bell","MIA",143,616,535,138,87,27,1,23,79,76,69,2,120,4,4,3,,1,1,0.258262,0.1122,0.195599,0.573623,0.345195,0.442106,0.340381,0.787301,0.183844,2.57432,0.291122,-1.813,-1.21788,86.3143,11.2583,112.869,-3.03088,-1.83425,6.7902140617370605,-14.33424997329712,1.33983,999,,,,"13145"
"Michael Conforto","SFG",123,532,459,115,75,22,1,17,62,63,59,4,121,9,4,2,,3,1,0.249949,0.11,0.226637,0.485357,0.342762,0.411821,0.328565,0.754583,0.161872,3.05576,0.300689,0.12,-1.00065,69.3234,4.50234,109.149,-0.880653,-2.59342,5.1490291357040405,-9.893420696258545,1.33372,999,,,,"16376"
"Ryan Noda","OAK",125,539,444,94,55,20,1,18,68,51,78,2,177,9,4,4,,6,2,0.211245,0.1441,0.328584,0.438548,0.337975,0.384012,0.32043,0.721988,0.172767,3.99108,0.299169,-0.296,-0.787665,66.594,0.920008,107.783,-1.08367,0.887377,3.942738890647888,-8.98762333393097,1.32306,999,,,,"23312"
"Salvador Perez","KCR",139,565,528,137,86,24,1,26,68,82,23,4,136,10,4,1,,1,0,0.260042,0.0407,0.239879,0.169668,0.300845,0.457379,0.320929,0.758224,0.197337,2.52706,0.300218,-1.82779,-0.873511,70.0902,1.19947,99.3071,-2.7013,1.34127,-3.17072394490242,5.041271924972534,1.31449,999,,,,"7304"
"Darell Hernaiz","OAK",107,462,420,105,75,21,2,7,46,42,30,0,79,4,4,4,,9,3,0.249293,0.0650999,0.171355,0.379912,0.303427,0.357403,0.290369,0.660831,0.108111,4.53216,0.289915,-0.032,-0.288112,45.5464,-10.7456,86.9469,-0.320112,0,-7.54597407579422,4.949999809265137,1.30639,999,,,,"sa3011309"
"Christian Encarnacion-Strand","CIN",99,427,387,105,62,19,1,22,56,65,30,1,110,5,3,2,,2,1,0.27066,0.0714001,0.256636,0.278216,0.329768,0.496827,0.351208,0.826595,0.226167,3.37999,0.320046,-0.362,-0.693333,63.6711,11.6436,115.468,-1.05533,0.387885,7.1269707679748535,-8.637114375829697,1.29962,999,,,,"30011"
"Freddy Fermin","KCR",62,243,217,54,35,10,1,8,28,29,21,0,52,2,2,1,,1,0,0.249572,0.0871999,0.212346,0.410649,0.31946,0.413008,0.318386,0.732468,0.163436,2.98701,0.290558,-0.151615,-0.438323,29.6349,0.00235542,97.5446,-0.589938,-0.405382,-1.3054401874542236,4.344617992639542,1.29911,999,,,,"21840"
"Kyle Higashioka","SDP",79,318,293,66,40,13,0,13,35,39,19,0,85,2,3,2,,2,1,0.226253,0.0594,0.266529,0.222865,0.275456,0.405923,0.292584,0.681379,0.179669,3.156,0.270031,-0.518365,-0.421788,31.9754,-6.81979,86.4953,-0.940154,-1.37408,-6.267062723636627,2.3509156703948975,1.28586,999,,,,"5517"
"Wilyer Abreu","BOS",105,455,390,95,59,21,1,14,53,52,57,1,118,3,3,2,,8,3,0.244034,0.1258,0.259587,0.484616,0.343147,0.414934,0.331639,0.758081,0.1709,4.04362,0.309776,-0.324,-0.720076,60.4515,5.0124,104.729,-1.04408,1.25815,1.5341027975082397,-4.116846203804016,1.28399,999,,,,"23772"
"Michael Massey","KCR",113,490,450,114,73,25,1,15,53,57,29,0,106,6,3,2,,7,3,0.25325,0.0584999,0.216527,0.270174,0.305061,0.414191,0.31045,0.719253,0.160941,4.11751,0.297805,0.182,-0.604266,56.4787,-3.22492,92.0438,-0.422266,-0.448,-5.093530625104904,1.3019999861717224,1.28203,999,,,,"27684"
"Travis d'Arnaud","ATL",83,334,303,75,46,15,1,13,40,44,22,0,78,5,3,1,,1,0,0.245837,0.0658999,0.233247,0.282533,0.304464,0.425104,0.314599,0.729567,0.179267,2.79101,0.287736,-0.782883,-0.552091,39.6012,-1.04597,94.6238,-1.33497,-0.888307,-3.556830644607544,1.9366930723190308,1.28139,999,,,,"7739"
"Alex Kirilloff","MIN",99,427,378,99,63,19,1,15,53,53,36,1,101,7,3,3,,3,1,0.26053,0.0832,0.235598,0.353144,0.33239,0.438237,0.333038,0.770627,0.177707,3.66904,0.312863,-0.353,-0.677651,57.2275,5.20008,113.176,-1.03065,0.39459,5.710656762123108,-7.380409926176071,1.28017,999,,,,"20325"
"Lane Thomas","WSN",147,637,574,143,86,31,3,23,80,72,47,0,159,7,4,4,,15,6,0.248348,0.0734,0.249683,0.293973,0.310477,0.430469,0.319429,0.740945,0.182121,5.11838,0.301941,0.436,-0.589107,78.1727,0.557912,98.8877,-0.153107,-1.509,-1.0308511853218079,-7.934000253677368,1.26947,999,,,,"16939"
"Brayan Rocchio","CLE",87,378,337,84,57,19,2,6,40,38,31,0,66,4,3,3,,7,3,0.250199,0.0817,0.174344,0.468614,0.318225,0.37304,0.304103,0.691266,0.122841,4.55523,0.291069,-0.225,-0.643892,41.5768,-4.4803,93.935,-0.868892,-0.611,-3.6158527135849,3.339000105857849,1.25305,999,,,,"23690"
"Gary Sánchez",,110,444,391,84,47,16,1,20,52,57,42,0,122,6,3,2,,2,1,0.21444,0.094,0.27518,0.341595,0.298118,0.413777,0.308598,0.711896,0.199337,2.90588,0.252418,-1.1254,-0.694707,50.5166,-3.60655,93.5143,-1.82011,-1.2473,-5.330631494522095,2.752701163291931,1.24788,999,,,,"11442"
"Colt Keith","DET",84,364,326,85,54,19,2,10,42,42,30,1,80,3,3,2,,2,1,0.260116,0.0821001,0.219103,0.37471,0.325235,0.424603,0.323688,0.749839,0.164487,3.95657,0.312167,-0.027,-0.596522,45.9575,1.60618,105.111,-0.623522,0,1.6057872772216797,-1.5,1.24378,999,,,,"sa3014474"
"Trent Grisham","NYY",65,280,239,53,30,12,1,10,36,33,34,0,74,3,2,2,,7,2,0.221603,0.1198,0.265298,0.451567,0.323306,0.405141,0.318829,0.728447,0.183538,4.87663,0.272444,0.426,-0.0646099,34.222,0.105652,104.096,0.36139,0.206,1.73566934466362,1.2059999853372574,1.24197,999,,,,"18564"
"Starling Marte","NYM",138,595,540,142,100,24,3,15,71,67,36,1,124,12,5,2,,31,8,0.263433,0.0601,0.207853,0.289147,0.320608,0.403912,0.314806,0.72452,0.140479,6.35991,0.313345,0.894,1.48078,70.7339,-1.76334,100.732,2.37478,-5.292,2.9144362807273865,-10.7669997215271,1.23774,999,,,,"9241"
"Ramón Laureano","CLE",128,553,490,113,68,25,3,17,63,64,45,1,152,12,4,2,,14,5,0.229898,0.0817,0.27486,0.297242,0.307426,0.395216,0.306393,0.702642,0.165317,5.40319,0.294406,0.152,-0.337643,61.8768,-5.50303,95.5219,-0.185643,0.019,-3.1528614163398743,-3.406000193208456,1.21952,999,,,,"17128"
"Mark Vientos","NYM",113,490,439,107,64,20,1,23,62,66,39,1,133,5,4,4,,3,1,0.244895,0.0795001,0.27171,0.292591,0.311079,0.452227,0.326495,0.763305,0.207331,3.50089,0.295248,-0.607,-0.711311,63.0082,3.30453,108.568,-1.31831,-0.0832143,3.8828089237213135,-8.383214473724365,1.2154,999,,,,"22184"
"Pete Crow-Armstrong","CHC",100,434,391,95,62,18,3,12,50,47,31,0,118,6,3,3,,16,7,0.243723,0.0713999,0.27297,0.261567,0.306223,0.397658,0.305597,0.703882,0.153935,6.30287,0.316761,-0.058,-0.279171,48.2748,-4.60561,90.9649,-0.337171,0.892,-5.195007890462875,2.4419999718666077,1.19946,999,,,,"27769"
"Kyle Manzardo","CLE",97,420,365,89,51,20,1,16,49,53,46,0,90,4,3,2,,2,1,0.242446,0.1089,0.214947,0.506636,0.330467,0.433617,0.331166,0.764084,0.191171,2.84684,0.276904,0,-0.740713,55.6364,4.46187,112.693,-0.740713,0,5.6470940709114075,-7.949999809265137,1.19331,999,,,,"sa3017342"
"Kyle Isbel","KCR",104,448,404,101,64,23,3,11,50,49,33,0,96,4,4,3,,11,4,0.248972,0.0732999,0.214427,0.34184,0.310012,0.397761,0.307326,0.707773,0.148789,5.2714,0.299249,0.572,-0.404616,50.4752,-4.11097,89.8782,0.167384,0.467,-5.265958487987518,1.9670000076293945,1.18885,999,,,,"21614"
"José Abreu","HOU",143,616,550,144,95,28,1,19,74,81,50,1,131,10,4,1,,1,0,0.26125,0.0819001,0.212651,0.385139,0.332605,0.421547,0.327692,0.754152,0.160296,2.55142,0.308155,-1.046,-1.19408,79.8226,4.76656,109.031,-2.24008,-2.3008,4.425392150878906,-13.45079517364502,1.18701,999,,,,"15676"
"Marco Luciano","SFG",113,490,434,95,60,20,1,14,53,51,45,0,151,4,4,4,,6,2,0.219556,0.0909999,0.30789,0.29556,0.295731,0.368069,0.291485,0.663799,0.148513,4.13607,0.297863,-0.06,-0.484563,48.761,-10.9427,84.291,-0.544563,-0.108,-10.080465018749237,5.141999997198582,1.17172,999,,,,"25616"
"Brent Rooker","OAK",128,553,484,108,59,22,1,26,65,73,54,2,181,10,4,1,,3,1,0.223337,0.0971001,0.327926,0.296103,0.311193,0.433412,0.320806,0.744605,0.210074,3.36045,0.292421,-0.039,-0.884985,68.4965,1.11671,108.044,-0.923985,-0.526405,4.405779659748077,-11.451405227184296,1.17098,999,,,,"19627"
"Seth Brown","OAK",113,490,441,104,59,22,2,21,57,65,42,1,133,3,3,1,,6,2,0.235804,0.0850999,0.271527,0.313413,0.304673,0.435547,0.317203,0.74022,0.199743,4.15835,0.286683,-0.78,-0.610768,59.2269,-0.476751,105.546,-1.39077,-0.548257,1.8655686378479004,-6.7982571721076965,1.16824,999,,,,"18171"
"Gio Urshela","LAA",92,399,366,100,70,19,2,9,43,45,25,0,74,3,3,2,,3,1,0.273671,0.0629999,0.185408,0.339792,0.322702,0.410091,0.317634,0.732793,0.136421,3.75126,0.31859,-0.909,-0.701851,48.3705,-0.24532,99.6728,-1.61085,-1.201,-1.769915297627449,-0.12599992752075195,1.1644,999,,,,"10681"
"Oswald Peraza","NYY",71,308,276,68,45,12,1,9,36,36,23,0,68,5,2,2,,10,4,0.245214,0.0738999,0.220662,0.334902,0.311652,0.397482,0.309324,0.709134,0.152267,5.15965,0.289891,-0.077,-0.0629171,35.2128,-2.31521,97.5079,-0.139917,0.622,-1.0596337169408798,2.121999979019165,1.14944,999,,,,"22823"
"Kevin Kiermaier",,97,420,379,93,61,19,4,9,47,44,30,0,99,4,3,3,,11,3,0.244269,0.0720001,0.234824,0.306612,0.304821,0.386394,0.301087,0.691214,0.142125,5.9834,0.304423,-0.137,0.0128349,45.1443,-6.03029,88.3945,-0.124165,1.773,-6.063656367361546,3.2730000019073486,1.14642,999,,,,"11038"
"Shea Langeliers","OAK",102,404,365,82,47,16,2,17,44,50,31,1,113,4,3,2,,3,1,0.224708,0.0771,0.280614,0.274754,0.289926,0.417752,0.303353,0.707678,0.193044,3.99465,0.274501,-0.379748,-0.591939,44.2288,-5.04502,95.9466,-0.971687,0.594125,-2.935763359069824,7.869125008583069,1.14502,999,,,,"25816"
"Tommy Pham",,131,567,499,123,79,24,2,18,69,66,56,1,136,5,4,2,,16,5,0.2468,0.099,0.240437,0.41175,0.326622,0.412027,0.321755,0.738649,0.165227,5.20377,0.30141,0.376,0.0980393,70.6773,1.59162,102.481,0.474039,-2.71916,2.1882328391075134,-10.094160556793213,1.13498,999,,,,"2967"
"Jesús Sánchez","MIA",107,462,412,104,63,20,3,18,54,59,41,1,119,4,3,2,,3,1,0.252144,0.0883001,0.258188,0.341999,0.323421,0.447519,0.331222,0.77094,0.195375,3.93015,0.308075,-0.678,-0.766604,61.2213,4.92926,106.729,-1.4446,-1.32345,2.4067325592041016,-6.773454427719116,1.13364,999,,,,"19913"
