"game_pk","officialDate","gameNumber","doubleHeader","away_team_name","home_team_name","VisitorRunsScored","HomeRunsScored","F5_VisitorRunsScored","F5_HomeRunsScored"
662729,"2022-07-10",1,"N","Chicago Cubs","Los Angeles Dodgers",9,11,8,9
662198,"2022-07-10",1,"N","San Francisco Giants","San Diego Padres",12,0,8,0
662183,"2022-07-10",1,"N","Toronto Blue Jays","Seattle Mariners",5,6,4,3
663232,"2022-07-10",1,"N","New York Yankees","Boston Red Sox",6,11,6,6
662700,"2022-07-11",1,"S","Detroit Tigers","Kansas City Royals",1,3,0,1
662661,"2022-07-11",2,"S","Detroit Tigers","Kansas City Royals",3,7,3,5
661324,"2022-07-11",1,"N","Pittsburgh Pirates","Miami Marlins",5,1,3,0
661878,"2022-07-11",1,"N","Boston Red Sox","Tampa Bay Rays",5,10,5,5
662956,"2022-07-11",1,"N","Chicago White Sox","Cleveland Guardians",4,8,4,8
661120,"2022-07-11",1,"N","Philadelphia Phillies","St. Louis Cardinals",1,6,1,3
661507,"2022-07-11",1,"N","New York Mets","Atlanta Braves",4,1,2,0
661814,"2022-07-11",1,"N","Oakland Athletics","Texas Rangers",8,10,2,6
662996,"2022-07-11",1,"N","San Diego Padres","Colorado Rockies",6,5,2,1
662100,"2022-07-11",1,"N","Arizona Diamondbacks","San Francisco Giants",4,3,3,1
663087,"2022-07-12",1,"S","Chicago White Sox","Cleveland Guardians",1,4,0,4
662976,"2022-07-12",2,"S","Chicago White Sox","Cleveland Guardians",7,0,4,0
661377,"2022-07-12",1,"N","Pittsburgh Pirates","Miami Marlins",3,2,3,2
661262,"2022-07-12",1,"N","Cincinnati Reds","New York Yankees",4,3,0,3
661722,"2022-07-12",1,"N","Philadelphia Phillies","Toronto Blue Jays",3,4,3,3
661877,"2022-07-12",1,"N","Boston Red Sox","Tampa Bay Rays",2,3,2,0
661506,"2022-07-12",1,"N","New York Mets","Atlanta Braves",1,4,1,0
661688,"2022-07-12",1,"N","Milwaukee Brewers","Minnesota Twins",6,3,5,2
661119,"2022-07-12",1,"N","Los Angeles Dodgers","St. Louis Cardinals",6,7,3,6
663187,"2022-07-12",1,"N","Baltimore Orioles","Chicago Cubs",4,2,3,2
661813,"2022-07-12",1,"N","Oakland Athletics","Texas Rangers",14,7,4,3
662660,"2022-07-12",1,"N","Detroit Tigers","Kansas City Royals",7,5,3,3
662984,"2022-07-12",1,"N","San Diego Padres","Colorado Rockies",3,5,1,1
663402,"2022-07-12",1,"N","Houston Astros","Los Angeles Angels",6,5,3,1
662108,"2022-07-12",1,"N","Arizona Diamondbacks","San Francisco Giants",0,13,0,8
662517,"2022-07-13",1,"S","Seattle Mariners","Washington Nationals",6,4,5,1
662531,"2022-07-13",2,"S","Seattle Mariners","Washington Nationals",2,1,0,0
661505,"2022-07-13",1,"N","New York Mets","Atlanta Braves",7,3,4,0
661687,"2022-07-13",1,"N","Milwaukee Brewers","Minnesota Twins",1,4,1,1
662659,"2022-07-13",1,"N","Detroit Tigers","Kansas City Royals",2,5,1,5
662107,"2022-07-13",1,"N","Arizona Diamondbacks","San Francisco Giants",3,4,3,0
661376,"2022-07-13",1,"N","Pittsburgh Pirates","Miami Marlins",4,5,1,0
661269,"2022-07-13",1,"N","Cincinnati Reds","New York Yankees",6,7,6,5
661721,"2022-07-13",1,"N","Philadelphia Phillies","Toronto Blue Jays",2,8,0,6
661876,"2022-07-13",1,"N","Boston Red Sox","Tampa Bay Rays",1,4,1,3
662949,"2022-07-13",1,"N","Chicago White Sox","Cleveland Guardians",2,1,0,0
661118,"2022-07-13",1,"N","Los Angeles Dodgers","St. Louis Cardinals",7,6,0,5
663230,"2022-07-13",1,"N","Baltimore Orioles","Chicago Cubs",7,1,4,1
661812,"2022-07-13",1,"N","Oakland Athletics","Texas Rangers",2,5,0,5
662895,"2022-07-13",1,"N","San Diego Padres","Colorado Rockies",6,10,3,3
663401,"2022-07-13",1,"N","Houston Astros","Los Angeles Angels",1,7,1,3
661375,"2022-07-14",1,"N","Pittsburgh Pirates","Miami Marlins",2,3,0,1
661100,"2022-07-14",1,"N","San Diego Padres","Colorado Rockies",5,8,5,5
662518,"2022-07-14",1,"N","Atlanta Braves","Washington Nationals",5,4,4,2
661261,"2022-07-14",1,"N","Cincinnati Reds","New York Yankees",7,6,1,0
661720,"2022-07-14",1,"N","Kansas City Royals","Toronto Blue Jays",3,1,2,1
663123,"2022-07-14",1,"N","Detroit Tigers","Cleveland Guardians",0,4,0,3
661875,"2022-07-14",1,"N","Boston Red Sox","Tampa Bay Rays",4,5,1,0
661117,"2022-07-14",1,"N","Los Angeles Dodgers","St. Louis Cardinals",4,0,1,0
661675,"2022-07-14",1,"N","Chicago White Sox","Minnesota Twins",12,2,6,1
661101,"2022-07-14",1,"N","New York Mets","Chicago Cubs",8,0,5,0
661811,"2022-07-14",1,"N","Seattle Mariners","Texas Rangers",6,5,1,5
663386,"2022-07-14",1,"N","Houston Astros","Los Angeles Angels",3,2,2,2
662109,"2022-07-14",1,"N","Milwaukee Brewers","San Francisco Giants",3,2,1,2
661374,"2022-07-15",1,"N","Philadelphia Phillies","Miami Marlins",2,1,0,1
662516,"2022-07-15",1,"N","Atlanta Braves","Washington Nationals",8,4,6,0
661260,"2022-07-15",1,"N","Boston Red Sox","New York Yankees",5,4,3,3
661719,"2022-07-15",1,"N","Kansas City Royals","Toronto Blue Jays",1,8,1,7
662942,"2022-07-15",1,"N","Detroit Tigers","Cleveland Guardians",5,6,5,4
661874,"2022-07-15",1,"N","Baltimore Orioles","Tampa Bay Rays",4,5,2,1
661810,"2022-07-15",1,"N","Seattle Mariners","Texas Rangers",8,3,4,0
662923,"2022-07-15",1,"N","Oakland Athletics","Houston Astros",5,1,0,1
661674,"2022-07-15",1,"N","Chicago White Sox","Minnesota Twins",6,2,3,2
661116,"2022-07-15",1,"N","Cincinnati Reds","St. Louis Cardinals",3,7,3,4
661113,"2022-07-15",1,"N","Pittsburgh Pirates","Colorado Rockies",2,13,2,6
663385,"2022-07-15",1,"N","Los Angeles Dodgers","Los Angeles Angels",9,1,4,0
662197,"2022-07-15",1,"N","Arizona Diamondbacks","San Diego Padres",3,5,3,5
662072,"2022-07-15",1,"N","Milwaukee Brewers","San Francisco Giants",5,8,5,2
661673,"2022-07-16",1,"N","Chicago White Sox","Minnesota Twins",3,6,1,6
661966,"2022-07-16",1,"N","Cincinnati Reds","St. Louis Cardinals",3,11,1,7
661114,"2022-07-16",1,"S","New York Mets","Chicago Cubs",2,1,1,1
661115,"2022-07-16",2,"S","New York Mets","Chicago Cubs",4,3,2,2
661718,"2022-07-16",1,"N","Kansas City Royals","Toronto Blue Jays",5,6,3,3
661081,"2022-07-16",1,"N","Pittsburgh Pirates","Colorado Rockies",0,2,0,1
661809,"2022-07-16",1,"N","Seattle Mariners","Texas Rangers",3,2,2,1
662483,"2022-07-16",1,"N","Atlanta Braves","Washington Nationals",6,3,4,2
662952,"2022-07-16",1,"N","Detroit Tigers","Cleveland Guardians",0,10,0,10
662909,"2022-07-16",1,"N","Oakland Athletics","Houston Astros",0,5,0,5
661873,"2022-07-16",1,"N","Baltimore Orioles","Tampa Bay Rays",6,4,2,3
661359,"2022-07-16",1,"N","Philadelphia Phillies","Miami Marlins",10,0,2,0
661259,"2022-07-16",1,"N","Boston Red Sox","New York Yankees",1,14,1,8
662113,"2022-07-16",1,"N","Milwaukee Brewers","San Francisco Giants",1,2,0,0
662271,"2022-07-16",1,"N","Arizona Diamondbacks","San Diego Padres",3,4,3,1
663415,"2022-07-16",1,"N","Los Angeles Dodgers","Los Angeles Angels",7,1,7,0
661717,"2022-07-17",1,"N","Kansas City Royals","Toronto Blue Jays",2,4,2,2
662530,"2022-07-17",1,"N","Atlanta Braves","Washington Nationals",3,7,3,5
661258,"2022-07-17",1,"N","Boston Red Sox","New York Yankees",2,13,2,11
661872,"2022-07-17",1,"N","Baltimore Orioles","Tampa Bay Rays",5,7,2,6
661373,"2022-07-17",1,"N","Philadelphia Phillies","Miami Marlins",4,0,4,0
662908,"2022-07-17",1,"N","Oakland Athletics","Houston Astros",4,3,0,3
661672,"2022-07-17",1,"N","Chicago White Sox","Minnesota Twins",11,0,4,0
661082,"2022-07-17",1,"N","New York Mets","Chicago Cubs",2,3,2,1
661821,"2022-07-17",1,"N","Seattle Mariners","Texas Rangers",6,2,3,1
661080,"2022-07-17",1,"N","Pittsburgh Pirates","Colorado Rockies",8,3,3,3
662059,"2022-07-17",1,"N","Milwaukee Brewers","San Francisco Giants",5,9,1,7
662269,"2022-07-17",1,"N","Arizona Diamondbacks","San Diego Padres",3,1,0,0
663466,"2022-07-19",1,"N","American League All-Stars","National League All-Stars",3,2,3,2
661421,"2022-07-21",1,"N","Texas Rangers","Miami Marlins",8,0,5,0
662776,"2022-07-21",1,"S","New York Yankees","Houston Astros",2,3,1,2
662775,"2022-07-21",2,"S","New York Yankees","Houston Astros",5,7,2,5
662411,"2022-07-21",1,"Y","Detroit Tigers","Oakland Athletics",7,2,3,1
662408,"2022-07-21",2,"Y","Detroit Tigers","Oakland Athletics",0,5,0,0
662685,"2022-07-21",1,"N","San Francisco Giants","Los Angeles Dodgers",6,9,0,5
663060,"2022-07-22",1,"N","St. Louis Cardinals","Cincinnati Reds",5,9,4,5
661560,"2022-07-22",1,"N","Chicago Cubs","Philadelphia Phillies",15,2,7,1
662327,"2022-07-22",1,"N","Miami Marlins","Pittsburgh Pirates",8,1,4,1
661072,"2022-07-22",1,"N","New York Yankees","Baltimore Orioles",7,6,5,2
662481,"2022-07-22",1,"N","San Diego Padres","New York Mets",4,1,2,0
663222,"2022-07-22",1,"N","Toronto Blue Jays","Boston Red Sox",28,5,25,3
661504,"2022-07-22",1,"N","Los Angeles Angels","Atlanta Braves",1,8,0,0
662658,"2022-07-22",1,"N","Tampa Bay Rays","Kansas City Royals",7,3,5,1
661409,"2022-07-22",1,"N","Cleveland Guardians","Chicago White Sox",8,2,6,2
661193,"2022-07-22",1,"N","Colorado Rockies","Milwaukee Brewers",5,6,2,3
663306,"2022-07-22",1,"N","Washington Nationals","Arizona Diamondbacks",1,10,0,5
662344,"2022-07-22",1,"N","Texas Rangers","Oakland Athletics",4,5,1,4
662167,"2022-07-22",1,"N","Houston Astros","Seattle Mariners",5,2,4,0
662589,"2022-07-22",1,"N","San Francisco Giants","Los Angeles Dodgers",1,5,1,1
661523,"2022-07-23",1,"S","Cleveland Guardians","Chicago White Sox",7,4,4,1
661408,"2022-07-23",2,"S","Cleveland Guardians","Chicago White Sox",4,5,0,2
662146,"2022-07-23",1,"N","Houston Astros","Seattle Mariners",3,1,2,0
663221,"2022-07-23",1,"N","Toronto Blue Jays","Boston Red Sox",4,1,3,1
661559,"2022-07-23",1,"N","Chicago Cubs","Philadelphia Phillies",6,2,1,0
662902,"2022-07-23",1,"N","Minnesota Twins","Detroit Tigers",8,4,2,0
663047,"2022-07-23",1,"N","St. Louis Cardinals","Cincinnati Reds",6,3,5,2
662436,"2022-07-23",1,"N","Miami Marlins","Pittsburgh Pirates",0,1,0,0
661057,"2022-07-23",1,"N","New York Yankees","Baltimore Orioles",3,6,3,2
662495,"2022-07-23",1,"N","San Diego Padres","New York Mets",2,1,0,0
662657,"2022-07-23",1,"N","Tampa Bay Rays","Kansas City Royals",3,6,0,3
661201,"2022-07-23",1,"N","Colorado Rockies","Milwaukee Brewers",4,9,1,3
662608,"2022-07-23",1,"N","San Francisco Giants","Los Angeles Dodgers",2,4,0,2
661503,"2022-07-23",1,"N","Los Angeles Angels","Atlanta Braves",2,7,2,7
663305,"2022-07-23",1,"N","Washington Nationals","Arizona Diamondbacks",2,7,1,3
662348,"2022-07-23",1,"N","Texas Rangers","Oakland Athletics",1,3,0,0
661556,"2022-07-24",1,"N","Chicago Cubs","Philadelphia Phillies",4,3,4,1
663220,"2022-07-24",1,"N","Toronto Blue Jays","Boston Red Sox",8,4,8,3
661502,"2022-07-24",1,"N","Los Angeles Angels","Atlanta Braves",9,1,8,0
662357,"2022-07-24",1,"N","Miami Marlins","Pittsburgh Pirates",6,5,1,1
661056,"2022-07-24",1,"N","New York Yankees","Baltimore Orioles",6,0,3,0
663059,"2022-07-24",1,"N","St. Louis Cardinals","Cincinnati Reds",3,6,2,6
662901,"2022-07-24",1,"N","Minnesota Twins","Detroit Tigers",9,1,3,1
662656,"2022-07-24",1,"N","Tampa Bay Rays","Kansas City Royals",2,4,1,2
661407,"2022-07-24",1,"N","Cleveland Guardians","Chicago White Sox",3,6,0,5
661184,"2022-07-24",1,"N","Colorado Rockies","Milwaukee Brewers",9,10,4,5
662343,"2022-07-24",1,"N","Texas Rangers","Oakland Athletics",11,8,10,1
663316,"2022-07-24",1,"N","Washington Nationals","Arizona Diamondbacks",4,3,1,3
662145,"2022-07-24",1,"N","Houston Astros","Seattle Mariners",8,5,6,0
662682,"2022-07-24",1,"N","San Francisco Giants","Los Angeles Dodgers",4,7,4,4
662458,"2022-07-24",1,"N","San Diego Padres","New York Mets",5,8,0,0
663046,"2022-07-25",1,"N","Miami Marlins","Cincinnati Reds",2,11,2,10
661055,"2022-07-25",1,"N","Tampa Bay Rays","Baltimore Orioles",1,5,1,5
661555,"2022-07-25",1,"N","Atlanta Braves","Philadelphia Phillies",4,6,3,3
663219,"2022-07-25",1,"N","Cleveland Guardians","Boston Red Sox",1,3,1,1
662809,"2022-07-25",1,"N","San Diego Padres","Detroit Tigers",4,12,4,11
661065,"2022-07-25",1,"N","Pittsburgh Pirates","Chicago Cubs",2,3,2,2
662655,"2022-07-25",1,"N","Los Angeles Angels","Kansas City Royals",0,7,0,0
661231,"2022-07-25",1,"N","Colorado Rockies","Milwaukee Brewers",2,0,2,0
662347,"2022-07-25",1,"N","Houston Astros","Oakland Athletics",5,7,2,6
663315,"2022-07-25",1,"N","San Francisco Giants","Arizona Diamondbacks",0,7,0,2
662576,"2022-07-25",1,"N","Washington Nationals","Los Angeles Dodgers",4,1,4,1
662166,"2022-07-25",1,"N","Texas Rangers","Seattle Mariners",3,4,1,3
661064,"2022-07-26",1,"N","Pittsburgh Pirates","Chicago Cubs",2,4,0,3
663029,"2022-07-26",1,"N","Miami Marlins","Cincinnati Reds",2,1,2,1
661054,"2022-07-26",1,"N","Tampa Bay Rays","Baltimore Orioles",3,5,3,2
661563,"2022-07-26",1,"N","Atlanta Braves","Philadelphia Phillies",6,3,5,0
661716,"2022-07-26",1,"N","St. Louis Cardinals","Toronto Blue Jays",3,10,3,3
663203,"2022-07-26",1,"N","Cleveland Guardians","Boston Red Sox",8,3,7,2
662813,"2022-07-26",1,"N","San Diego Padres","Detroit Tigers",6,4,3,0
662438,"2022-07-26",1,"N","New York Yankees","New York Mets",3,6,3,5
662653,"2022-07-26",1,"N","Los Angeles Angels","Kansas City Royals",6,0,2,0
661281,"2022-07-26",1,"N","Minnesota Twins","Milwaukee Brewers",6,7,6,6
661079,"2022-07-26",1,"N","Chicago White Sox","Colorado Rockies",2,1,1,0
662346,"2022-07-26",1,"N","Houston Astros","Oakland Athletics",3,5,3,4
663314,"2022-07-26",1,"N","San Francisco Giants","Arizona Diamondbacks",3,7,2,5
662573,"2022-07-26",1,"N","Washington Nationals","Los Angeles Dodgers",8,3,2,3
662184,"2022-07-26",1,"N","Texas Rangers","Seattle Mariners",4,5,0,2
661554,"2022-07-27",1,"N","Atlanta Braves","Philadelphia Phillies",2,7,0,5
662900,"2022-07-27",1,"N","San Diego Padres","Detroit Tigers",3,4,2,1
662652,"2022-07-27",1,"N","Los Angeles Angels","Kansas City Royals",4,0,2,0
661249,"2022-07-27",1,"N","Minnesota Twins","Milwaukee Brewers",4,10,3,10
662565,"2022-07-27",1,"N","Washington Nationals","Los Angeles Dodgers",1,7,0,6
661078,"2022-07-27",1,"N","Chicago White Sox","Colorado Rockies",5,6,2,3
662345,"2022-07-27",1,"N","Houston Astros","Oakland Athletics",2,4,1,3
663294,"2022-07-27",1,"N","San Francisco Giants","Arizona Diamondbacks",3,5,2,2
662165,"2022-07-27",1,"N","Texas Rangers","Seattle Mariners",2,4,1,1
663028,"2022-07-27",1,"N","Miami Marlins","Cincinnati Reds",3,5,2,5
661053,"2022-07-27",1,"N","Tampa Bay Rays","Baltimore Orioles",6,4,4,3
661715,"2022-07-27",1,"N","St. Louis Cardinals","Toronto Blue Jays",6,1,6,1
663191,"2022-07-27",1,"N","Cleveland Guardians","Boston Red Sox",7,6,5,4
662420,"2022-07-27",1,"N","New York Yankees","New York Mets",2,3,0,2
661052,"2022-07-28",1,"N","Tampa Bay Rays","Baltimore Orioles",0,3,0,1
663027,"2022-07-28",1,"N","Miami Marlins","Cincinnati Reds",7,6,3,4
662326,"2022-07-28",1,"N","Philadelphia Phillies","Pittsburgh Pirates",8,7,4,0
661257,"2022-07-28",1,"N","Kansas City Royals","New York Yankees",0,1,0,0
661714,"2022-07-28",1,"N","Detroit Tigers","Toronto Blue Jays",3,5,1,3
663200,"2022-07-28",1,"N","Cleveland Guardians","Boston Red Sox",2,4,1,0
662907,"2022-07-28",1,"N","Seattle Mariners","Houston Astros",2,4,2,2
661077,"2022-07-28",1,"N","Los Angeles Dodgers","Colorado Rockies",13,0,11,0
663380,"2022-07-28",1,"N","Texas Rangers","Los Angeles Angels",2,0,2,0
662058,"2022-07-28",1,"N","Chicago Cubs","San Francisco Giants",2,4,0,4
663026,"2022-07-29",1,"N","Baltimore Orioles","Cincinnati Reds",6,2,0,2
661372,"2022-07-29",1,"N","New York Mets","Miami Marlins",6,4,4,4
662477,"2022-07-29",1,"N","St. Louis Cardinals","Washington Nationals",6,2,3,1
662435,"2022-07-29",1,"N","Philadelphia Phillies","Pittsburgh Pirates",4,2,0,1
661256,"2022-07-29",1,"N","Kansas City Royals","New York Yankees",5,11,5,3
661713,"2022-07-29",1,"N","Detroit Tigers","Toronto Blue Jays",4,2,3,2
661871,"2022-07-29",1,"N","Cleveland Guardians","Tampa Bay Rays",4,1,3,1
663190,"2022-07-29",1,"N","Milwaukee Brewers","Boston Red Sox",4,1,0,0
661501,"2022-07-29",1,"N","Arizona Diamondbacks","Atlanta Braves",2,5,2,5
662745,"2022-07-29",1,"N","Seattle Mariners","Houston Astros",1,11,0,5
661406,"2022-07-29",1,"N","Oakland Athletics","Chicago White Sox",7,3,3,1
661076,"2022-07-29",1,"N","Los Angeles Dodgers","Colorado Rockies",5,4,5,2
663379,"2022-07-29",1,"N","Texas Rangers","Los Angeles Angels",7,2,0,0
662268,"2022-07-29",1,"N","Minnesota Twins","San Diego Padres",1,10,1,10
662057,"2022-07-29",1,"N","Chicago Cubs","San Francisco Giants",4,2,1,0
661870,"2022-07-30",1,"N","Cleveland Guardians","Tampa Bay Rays",4,6,1,5
661255,"2022-07-30",1,"N","Kansas City Royals","New York Yankees",2,8,2,6
661712,"2022-07-30",1,"N","Detroit Tigers","Toronto Blue Jays",3,5,2,1
663192,"2022-07-30",1,"N","Milwaukee Brewers","Boston Red Sox",9,4,4,1
661371,"2022-07-30",1,"N","New York Mets","Miami Marlins",4,0,2,0
663025,"2022-07-30",1,"N","Baltimore Orioles","Cincinnati Reds",2,8,2,7
662738,"2022-07-30",1,"N","Seattle Mariners","Houston Astros",5,4,3,1
662476,"2022-07-30",1,"N","St. Louis Cardinals","Washington Nationals",6,7,4,4
662196,"2022-07-30",1,"N","Minnesota Twins","San Diego Padres",7,4,2,1
662415,"2022-07-30",1,"N","Philadelphia Phillies","Pittsburgh Pirates",2,1,0,0
661451,"2022-07-30",1,"N","Oakland Athletics","Chicago White Sox",2,3,2,0
661499,"2022-07-30",1,"N","Arizona Diamondbacks","Atlanta Braves",2,6,0,4
662989,"2022-07-30",1,"N","Los Angeles Dodgers","Colorado Rockies",3,5,3,2
662112,"2022-07-30",1,"N","Chicago Cubs","San Francisco Giants",4,5,0,5
663378,"2022-07-30",1,"N","Texas Rangers","Los Angeles Angels",7,9,5,4
661711,"2022-07-31",1,"N","Detroit Tigers","Toronto Blue Jays",1,4,1,4
662475,"2022-07-31",1,"N","St. Louis Cardinals","Washington Nationals",5,0,4,0
662414,"2022-07-31",1,"N","Philadelphia Phillies","Pittsburgh Pirates",8,2,7,1
661498,"2022-07-31",1,"N","Arizona Diamondbacks","Atlanta Braves",0,1,0,0
661254,"2022-07-31",1,"N","Kansas City Royals","New York Yankees",8,6,4,3
663189,"2022-07-31",1,"N","Milwaukee Brewers","Boston Red Sox",2,7,2,5
663024,"2022-07-31",1,"N","Baltimore Orioles","Cincinnati Reds",2,3,0,0
661869,"2022-07-31",1,"N","Cleveland Guardians","Tampa Bay Rays",5,3,5,3
661370,"2022-07-31",1,"N","New York Mets","Miami Marlins",9,3,7,1
662918,"2022-07-31",1,"N","Seattle Mariners","Houston Astros",2,3,0,2
661388,"2022-07-31",1,"N","Oakland Athletics","Chicago White Sox",1,4,1,3
662988,"2022-07-31",1,"N","Los Angeles Dodgers","Colorado Rockies",7,3,4,3
663377,"2022-07-31",1,"N","Texas Rangers","Los Angeles Angels",5,2,2,2
662267,"2022-07-31",1,"N","Minnesota Twins","San Diego Padres",2,3,1,1
662071,"2022-07-31",1,"N","Chicago Cubs","San Francisco Giants",0,4,0,4
661369,"2022-08-01",1,"N","Cincinnati Reds","Miami Marlins",3,1,2,0
662474,"2022-08-01",1,"N","New York Mets","Washington Nationals",7,3,4,3
661268,"2022-08-01",1,"N","Seattle Mariners","New York Yankees",2,7,2,6
662947,"2022-08-01",1,"N","Arizona Diamondbacks","Cleveland Guardians",5,6,4,4
661671,"2022-08-01",1,"N","Detroit Tigers","Minnesota Twins",3,5,2,0
661820,"2022-08-01",1,"N","Baltimore Orioles","Texas Rangers",7,2,6,0
662737,"2022-08-01",1,"N","Boston Red Sox","Houston Astros",3,2,3,2
661387,"2022-08-01",1,"N","Kansas City Royals","Chicago White Sox",2,1,1,0
662224,"2022-08-01",1,"N","Colorado Rockies","San Diego Padres",1,4,0,3
662070,"2022-08-01",1,"N","Los Angeles Dodgers","San Francisco Giants",8,2,6,2
662250,"2022-08-02",1,"S","Colorado Rockies","San Diego Padres",5,13,3,4
662220,"2022-08-02",2,"S","Colorado Rockies","San Diego Padres",2,3,2,2
661368,"2022-08-02",1,"N","Cincinnati Reds","Miami Marlins",2,1,2,0
662529,"2022-08-02",1,"N","New York Mets","Washington Nationals",1,5,0,1
661253,"2022-08-02",1,"N","Seattle Mariners","New York Yankees",8,6,6,3
662298,"2022-08-02",1,"N","Milwaukee Brewers","Pittsburgh Pirates",3,5,0,0
662941,"2022-08-02",1,"N","Arizona Diamondbacks","Cleveland Guardians",6,3,5,2
661868,"2022-08-02",1,"N","Toronto Blue Jays","Tampa Bay Rays",3,1,1,0
661496,"2022-08-02",1,"N","Philadelphia Phillies","Atlanta Braves",1,13,1,9
661661,"2022-08-02",1,"N","Detroit Tigers","Minnesota Twins",5,3,2,3
661959,"2022-08-02",1,"N","Chicago Cubs","St. Louis Cardinals",0,6,0,5
661819,"2022-08-02",1,"N","Baltimore Orioles","Texas Rangers",8,2,6,1
662736,"2022-08-02",1,"N","Boston Red Sox","Houston Astros",2,1,1,1
661386,"2022-08-02",1,"N","Kansas City Royals","Chicago White Sox",2,9,2,5
663376,"2022-08-02",1,"N","Oakland Athletics","Los Angeles Angels",1,3,1,3
662056,"2022-08-02",1,"N","Los Angeles Dodgers","San Francisco Giants",9,5,6,5
661867,"2022-08-03",1,"N","Toronto Blue Jays","Tampa Bay Rays",2,3,2,2
661500,"2022-08-03",1,"N","Philadelphia Phillies","Atlanta Braves",3,1,0,1
661293,"2022-08-03",1,"N","Seattle Mariners","New York Yankees",7,3,6,1
662946,"2022-08-03",1,"N","Arizona Diamondbacks","Cleveland Guardians",4,7,0,4
661664,"2022-08-03",1,"N","Detroit Tigers","Minnesota Twins",1,4,1,2
661818,"2022-08-03",1,"N","Baltimore Orioles","Texas Rangers",6,3,1,1
662725,"2022-08-03",1,"N","Boston Red Sox","Houston Astros",1,6,0,6
661385,"2022-08-03",1,"N","Kansas City Royals","Chicago White Sox",1,4,0,4
662552,"2022-08-03",1,"N","New York Mets","Washington Nationals",9,5,6,0
661367,"2022-08-03",1,"N","Cincinnati Reds","Miami Marlins",0,3,0,3
662324,"2022-08-03",1,"N","Milwaukee Brewers","Pittsburgh Pirates",7,8,4,2
663375,"2022-08-03",1,"N","Oakland Athletics","Los Angeles Angels",3,1,1,1
662244,"2022-08-03",1,"N","Colorado Rockies","San Diego Padres",1,9,1,9
662055,"2022-08-03",1,"N","Los Angeles Dodgers","San Francisco Giants",3,0,2,0
662303,"2022-08-04",1,"N","Milwaukee Brewers","Pittsburgh Pirates",4,5,3,1
661945,"2022-08-04",1,"S","Chicago Cubs","St. Louis Cardinals",3,4,1,0
661932,"2022-08-04",2,"S","Chicago Cubs","St. Louis Cardinals",2,7,1,2
662114,"2022-08-04",1,"N","Los Angeles Dodgers","San Francisco Giants",5,3,4,2
663374,"2022-08-04",1,"N","Oakland Athletics","Los Angeles Angels",8,7,8,4
662219,"2022-08-04",1,"N","Colorado Rockies","San Diego Padres",7,3,6,0
661565,"2022-08-04",1,"N","Washington Nationals","Philadelphia Phillies",4,5,4,5
662975,"2022-08-04",1,"N","Houston Astros","Cleveland Guardians",6,0,4,0
662812,"2022-08-04",1,"N","Tampa Bay Rays","Detroit Tigers",6,2,4,2
662419,"2022-08-04",1,"N","Atlanta Braves","New York Mets",4,6,3,5
661660,"2022-08-04",1,"N","Toronto Blue Jays","Minnesota Twins",9,3,0,1
661817,"2022-08-04",1,"N","Chicago White Sox","Texas Rangers",2,3,1,1
662651,"2022-08-04",1,"N","Boston Red Sox","Kansas City Royals",3,7,2,3
661063,"2022-08-05",1,"N","Miami Marlins","Chicago Cubs",1,2,0,0
661048,"2022-08-05",1,"N","Pittsburgh Pirates","Baltimore Orioles",0,1,0,0
661562,"2022-08-05",1,"N","Washington Nationals","Philadelphia Phillies",2,7,0,6
662945,"2022-08-05",1,"N","Houston Astros","Cleveland Guardians",9,3,8,1
662811,"2022-08-05",1,"N","Tampa Bay Rays","Detroit Tigers",5,3,1,3
662418,"2022-08-05",1,"N","Atlanta Braves","New York Mets",9,6,8,5
661816,"2022-08-05",1,"N","Chicago White Sox","Texas Rangers",2,1,2,1
662650,"2022-08-05",1,"N","Boston Red Sox","Kansas City Royals",7,4,4,1
661659,"2022-08-05",1,"N","Toronto Blue Jays","Minnesota Twins",5,6,1,5
661174,"2022-08-05",1,"N","Cincinnati Reds","Milwaukee Brewers",1,5,1,5
661946,"2022-08-05",1,"N","New York Yankees","St. Louis Cardinals",3,4,3,1
663313,"2022-08-05",1,"N","Colorado Rockies","Arizona Diamondbacks",5,6,2,2
662564,"2022-08-05",1,"N","San Diego Padres","Los Angeles Dodgers",1,8,0,8
662164,"2022-08-05",1,"N","Los Angeles Angels","Seattle Mariners",4,3,1,0
662499,"2022-08-06",1,"S","Atlanta Braves","New York Mets",5,8,0,3
662417,"2022-08-06",2,"S","Atlanta Braves","New York Mets",2,6,0,3
661062,"2022-08-06",1,"N","Miami Marlins","Chicago Cubs",0,4,0,3
662154,"2022-08-06",1,"S","Los Angeles Angels","Seattle Mariners",1,2,1,2
662193,"2022-08-06",2,"S","Los Angeles Angels","Seattle Mariners",7,1,3,1
661050,"2022-08-06",1,"N","Pittsburgh Pirates","Baltimore Orioles",3,6,2,5
661561,"2022-08-06",1,"N","Washington Nationals","Philadelphia Phillies",5,11,0,9
662937,"2022-08-06",1,"N","Houston Astros","Cleveland Guardians",1,4,0,4
662856,"2022-08-06",1,"N","Tampa Bay Rays","Detroit Tigers",1,9,1,2
661815,"2022-08-06",1,"N","Chicago White Sox","Texas Rangers",0,8,0,4
662308,"2022-08-06",1,"N","San Francisco Giants","Oakland Athletics",7,3,2,1
