gamedate,AwayTeam,AwaySP,HomeTeam,HomeSP,bet_type,AO.Odds,AO.SpreadTotal,HU.Odds,HU.SpreadTotal,AwayRunsProj,HomeRunsProj,AO_ImpliedOdds,HU_ImpliedOdds,AO_ProjOdds,HU_ProjOdds,AO.Odds_Diff,HU.Odds_Diff,Pick,Pick_Odds,Pick_SpreadTotal,Pick_WinProb,Pick_Edge,Fract_Odds,Kelly_Criteria,bet_type_full,KC_tier,bet,
8/16/2021,Athletics,Frankie Montas,White Sox,Dallas Keuchel,Total,-110,9,-110,9,4.982657916,4.453803964,0.523809524,0.523809524,0.469900503,0.39968777,-0.053909021,-0.124121754,Over,-110,9,0.469900503,-0.053909021,0.909090909,-0.113208944,Total - Game,-0.15,,
8/16/2021,Angels,Jose Suarez,Yankees,Gerrit Cole,Alt RL,295,-1.5,-450,1.5,3.953246688,4.89100788,0.253164557,0.818181818,0.202900498,0.797099444,-0.050264059,-0.021082374,Yankees,-450,1.5,0.797099444,-0.021082374,0.222222222,-0.115953057,Alternate Runline - Game - 1.5,-0.15,,
8/16/2021,Angels,Jose Suarez,Yankees,Gerrit Cole,Alt Total,-135,8,105,8,3.953246688,4.89100788,0.574468085,0.487804878,0.523656787,0.342449993,-0.050811298,-0.145354885,Over,-135,8,0.523656787,-0.050811298,0.740740741,-0.11940655,Alternate Total - Game - 8,-0.15,,
8/16/2021,Orioles,Matt Harvey,Rays,Collin McHugh,Alt Total,-145,8,110,8,4.078348179,4.90764518,0.591836735,0.476190476,0.542500448,0.325539919,-0.049336286,-0.150650557,Over,-145,8,0.542500448,-0.049336286,0.689655172,-0.120873901,Alternate Total - Game - 8,-0.15,,
8/16/2021,Mets,Rich Hill,Giants,Kevin Gausman,Alt F5 Total,-160,4,120,4,1.551812181,2.693044222,0.615384615,0.454545455,0.418884158,0.387150981,-0.196500457,-0.067394474,Under,120,4,0.387150981,-0.067394474,1.2,-0.123556535,Alternate Total - 5 Inning Line - 4,-0.15,,
8/16/2021,Orioles,Matt Harvey,Rays,Collin McHugh,Alt Total,110,9,-145,9,4.078348179,4.90764518,0.476190476,0.591836735,0.410746246,0.457499489,-0.06544423,-0.134337246,Over,110,9,0.410746246,-0.06544423,1.1,-0.124938985,Alternate Total - Game - 9,-0.15,,
8/16/2021,Athletics,Frankie Montas,White Sox,Dallas Keuchel,Alt Total,135,10,-180,10,4.982657916,4.453803964,0.425531915,0.642857143,0.346838057,0.530099409,-0.078693858,-0.112757734,Over,135,10,0.346838057,-0.078693858,1.35,-0.136985605,Alternate Total - Game - 10,-0.15,,
8/16/2021,Athletics,Frankie Montas,White Sox,Dallas Keuchel,Alt F5 Total,-180,4,135,4,2.404373564,2.096703714,0.642857143,0.425531915,0.468100887,0.342114232,-0.174756256,-0.083417683,Under,135,4,0.342114232,-0.083417683,1.35,-0.145208558,Alternate Total - 5 Inning Line - 4,-0.15,,
8/16/2021,Angels,Jose Suarez,Yankees,Gerrit Cole,Alt F5 Total,-165,4,125,4,1.94503057,3.09904739,0.622641509,0.444444444,0.567206571,0.258892983,-0.055434938,-0.185551462,Over,-165,4,0.567206571,-0.055434938,0.606060606,-0.146902586,Alternate Total - 5 Inning Line - 4,-0.15,,
8/16/2021,Mets,Rich Hill,Giants,Kevin Gausman,TT,115,5,-150,5,3.401001357,5.00668311,0.465116279,0.6,0.385211928,0.439321402,-0.079904351,-0.160678598,Over,115,5,0.385211928,-0.079904351,1.15,-0.149386395,Team Total - San Francisco Giants - 5,-0.15,,
8/16/2021,Orioles,Matt Harvey,Rays,Josh Fleming,Alt Total,-230,7,170,7,3.861692993,4.90764518,0.696969697,0.37037037,0.648406203,0.228605943,-0.048563494,-0.141764428,Over,-230,7,0.648406203,-0.048563494,0.434782609,-0.160259532,Alternate Total - Game - 7,-0.2,,
8/16/2021,Mets,Rich Hill,Giants,Kevin Gausman,Alt Total,115,9,-150,9,3.401001357,5.00668311,0.465116279,0.6,0.335071986,0.535831678,-0.130044294,-0.064168322,Under,-150,9,0.535831678,-0.064168322,0.666666667,-0.160420805,Alternate Total - Game - 9,-0.2,,
8/16/2021,Angels,Jose Suarez,Yankees,Gerrit Cole,Alt Total,110,9,-145,9,3.953246688,4.89100788,0.476190476,0.591836735,0.392080653,0.476343155,-0.084109823,-0.11549358,Over,110,9,0.392080653,-0.084109823,1.1,-0.160573299,Alternate Total - Game - 9,-0.2,,
8/16/2021,Angels,Jose Suarez,Yankees,Gerrit Cole,Alt F5 Total,110,5,-145,5,1.94503057,3.09904739,0.476190476,0.591836735,0.39177309,0.432793429,-0.084417386,-0.159043306,Over,110,5,0.39177309,-0.084417386,1.1,-0.161160464,Alternate Total - 5 Inning Line - 5,-0.2,,
8/16/2021,Mets,Rich Hill,Giants,Kevin Gausman,Alt TT,-165,4,125,4,3.401001357,5.00668311,0.622641509,0.444444444,0.560678515,0.264089035,-0.061962994,-0.18035541,Over,-165,4,0.560678515,-0.061962994,0.606060606,-0.164201935,Team Total - San Francisco Giants - 4,-0.2,,
8/16/2021,Orioles,Matt Harvey,Rays,Collin McHugh,Alt F5 Total,-170,4,130,4,2.194580909,2.856665777,0.62962963,0.434782609,0.56845229,0.257905818,-0.06117734,-0.176876791,Over,-170,4,0.56845229,-0.06117734,0.588235294,-0.165178818,Alternate Total - 5 Inning Line - 4,-0.2,,
8/16/2021,Cubs,Justin Steele,Reds,Wade Miley,Alt Total,110,10,-145,10,4.713588555,4.778646837,0.476190476,0.591836735,0.353712745,0.522835646,-0.122477731,-0.069001089,Under,-145,10,0.522835646,-0.069001089,0.689655172,-0.169052667,Alternate Total - Game - 10,-0.2,,
8/16/2021,Orioles,Matt Harvey,Rays,Josh Fleming,Alt Total,110,9,-145,9,3.861692993,4.90764518,0.476190476,0.591836735,0.382231004,0.486408931,-0.093959472,-0.105427803,Over,110,9,0.382231004,-0.093959472,1.1,-0.179377174,Alternate Total - Game - 9,-0.2,,
8/16/2021,Orioles,Matt Harvey,Rays,Josh Fleming,Alt F5 Total,-170,4,130,4,2.158015437,2.856665777,0.62962963,0.434782609,0.562078996,0.262971104,-0.067550634,-0.171811504,Over,-170,4,0.562078996,-0.067550634,0.588235294,-0.182386711,Alternate Total - 5 Inning Line - 4,-0.2,,
8/16/2021,Orioles,Matt Harvey,Rays,Collin McHugh,Alt RL,295,-1.5,-450,1.5,4.078348179,4.90764518,0.253164557,0.818181818,0.215382942,0.784616996,-0.037781615,-0.033564822,Rays,-450,1.5,0.784616996,-0.033564822,0.222222222,-0.184606523,Alternate Runline - Game - 1.5,-0.2,,
8/16/2021,Orioles,Matt Harvey,Rays,Josh Fleming,Alt Total,155,10,-210,10,3.861692993,4.90764518,0.392156863,0.677419355,0.267036975,0.617768935,-0.125119888,-0.05965042,Under,-210,10,0.617768935,-0.05965042,0.476190476,-0.184916301,Alternate Total - Game - 10,-0.2,,
8/16/2021,Orioles,Matt Harvey,Rays,Collin McHugh,Alt F5 Total,105,5,-135,5,2.194580909,2.856665777,0.487804878,0.574468085,0.393030683,0.43154771,-0.094774195,-0.142920375,Over,105,5,0.393030683,-0.094774195,1.05,-0.185035333,Alternate Total - 5 Inning Line - 5,-0.2,,
8/16/2021,Cubs,Justin Steele,Reds,Wade Miley,Alt Total,-135,9,105,9,4.713588555,4.778646837,0.574468085,0.487804878,0.477164284,0.392780359,-0.097303801,-0.095024519,Under,105,9,0.392780359,-0.095024519,1.05,-0.18552406,Alternate Total - Game - 9,-0.2,,
8/16/2021,Orioles,Matt Harvey,Rays,Collin McHugh,Alt TT,-210,4,155,4,4.078348179,4.90764518,0.677419355,0.392156863,0.54315458,0.278230264,-0.134264775,-0.113926599,Under,155,4,0.278230264,-0.113926599,1.55,-0.18742763,Team Total - Tampa Bay Rays - 4,-0.2,,
8/16/2021,Orioles,Matt Harvey,Rays,Josh Fleming,Alt TT,-210,4,155,4,3.861692993,4.90764518,0.677419355,0.392156863,0.54315458,0.278230264,-0.134264775,-0.113926599,Under,155,4,0.278230264,-0.113926599,1.55,-0.18742763,Team Total - Tampa Bay Rays - 4,-0.2,,
8/16/2021,Angels,Jose Suarez,Yankees,Gerrit Cole,TT,-110,5,-120,5,3.953246688,4.89100788,0.523809524,0.545454545,0.364922382,0.459821587,-0.158887142,-0.085632959,Under,-120,5,0.459821587,-0.085632959,0.833333333,-0.188392509,Team Total - New York Yankees - 5,-0.2,,
8/16/2021,Orioles,Matt Harvey,Rays,Josh Fleming,Alt Total,-145,8,110,8,3.861692993,4.90764518,0.591836735,0.476190476,0.513591008,0.351593737,-0.078245727,-0.12459674,Over,-145,8,0.513591008,-0.078245727,0.689655172,-0.191702031,Alternate Total - Game - 8,-0.2,,
8/16/2021,Astros,Jake Odorizzi,Royals,Carlos Hernandez,TT,-125,4,-105,4,6.651556157,4.082034312,0.555555556,0.512195122,0.387185397,0.417609848,-0.168370159,-0.094585273,Under,-105,4,0.417609848,-0.094585273,0.952380952,-0.193899811,Team Total - Kansas City Royals - 4,-0.2,,
8/16/2021,Orioles,Matt Harvey,Rays,Collin McHugh,TT,-110,5,-120,5,4.078348179,4.90764518,0.523809524,0.545454545,0.367838677,0.45684536,-0.155970847,-0.088609185,Under,-120,5,0.45684536,-0.088609185,0.833333333,-0.194940208,Team Total - Tampa Bay Rays - 5,-0.2,,
8/16/2021,Orioles,Matt Harvey,Rays,Josh Fleming,TT,-110,5,-120,5,3.861692993,4.90764518,0.523809524,0.545454545,0.367838677,0.45684536,-0.155970847,-0.088609185,Under,-120,5,0.45684536,-0.088609185,0.833333333,-0.194940208,Team Total - Tampa Bay Rays - 5,-0.2,,
8/16/2021,Orioles,Matt Harvey,Rays,Josh Fleming,Alt F5 Total,105,5,-135,5,2.158015437,2.856665777,0.487804878,0.574468085,0.386615401,0.437921004,-0.101189477,-0.136547081,Over,105,5,0.386615401,-0.101189477,1.05,-0.197560408,Alternate Total - 5 Inning Line - 5,-0.2,,
8/16/2021,Cubs,Justin Steele,Reds,Wade Miley,Alt F5 Total,130,6,-170,6,2.15619383,3.185364704,0.434782609,0.62962963,0.289269271,0.556252935,-0.145513338,-0.073376695,Under,-170,6,0.556252935,-0.073376695,0.588235294,-0.198117075,Alternate Total - 5 Inning Line - 6,-0.2,,
8/16/2021,Angels,Jose Suarez,Yankees,Gerrit Cole,Alt TT,-200,4,150,4,3.953246688,4.89100788,0.666666667,0.4,0.540178357,0.280660175,-0.12648831,-0.119339825,Under,150,4,0.280660175,-0.119339825,1.5,-0.198899708,Team Total - New York Yankees - 4,-0.2,,
8/16/2021,Athletics,Frankie Montas,White Sox,Dallas Keuchel,TT,-125,4,-105,4,4.982657916,4.453803964,0.555555556,0.512195122,0.459106131,0.350149954,-0.096449424,-0.162045168,Over,-125,4,0.459106131,-0.096449424,0.8,-0.217011204,Team Total - Chicago White Sox - 4,-0.25,,
8/16/2021,Cubs,Justin Steele,Reds,Wade Miley,Alt Total,-210,8,155,8,4.713588555,4.778646837,0.677419355,0.392156863,0.607219571,0.269469302,-0.070199784,-0.12268756,Over,-210,8,0.607219571,-0.070199784,0.476190476,-0.21761933,Alternate Total - Game - 8,-0.25,,
8/16/2021,Mets,Rich Hill,Giants,Kevin Gausman,Alt Total,-130,8,100,8,3.401001357,5.00668311,0.565217391,0.5,0.464168239,0.397640683,-0.101049152,-0.102359317,Over,-130,8,0.464168239,-0.101049152,0.769230769,-0.23241305,Alternate Total - Game - 8,-0.25,,
8/16/2021,Mets,Rich Hill,Giants,Kevin Gausman,Alt Total,-210,7,155,7,3.401001357,5.00668311,0.677419355,0.392156863,0.602359234,0.266150501,-0.075060121,-0.126006362,Over,-210,7,0.602359234,-0.075060121,0.476190476,-0.232686374,Alternate Total - Game - 7,-0.25,,
8/16/2021,Angels,Jose Suarez,Yankees,Gerrit Cole,Alt Total,160,10,-215,10,3.953246688,4.89100788,0.384615385,0.682539683,0.27571137,0.607919289,-0.108904014,-0.074620394,Under,-215,10,0.607919289,-0.074620394,0.465116279,-0.23505424,Alternate Total - Game - 10,-0.25,,
8/16/2021,Mets,Rich Hill,Giants,Kevin Gausman,Alt TT,135,4,-180,4,3.401001357,5.00668311,0.425531915,0.642857143,0.256004446,0.558138154,-0.169527469,-0.084718989,Under,-180,4,0.558138154,-0.084718989,0.555555556,-0.237213168,Team Total - New York Mets - 4,-0.25,,
8/16/2021,Cubs,Justin Steele,Reds,Wade Miley,F5 Total,-125,5,-105,5,2.15619383,3.185364704,0.555555556,0.512195122,0.443747065,0.382733024,-0.111808491,-0.129462098,Over,-125,5,0.443747065,-0.111808491,0.8,-0.251569104,Total - 5 Inning Line,-0.3,,
8/16/2021,Mets,Rich Hill,Giants,Kevin Gausman,TT,-145,3,110,3,3.401001357,5.00668311,0.591836735,0.476190476,0.441861846,0.339546769,-0.149974889,-0.136643707,Under,110,3,0.339546769,-0.136643707,1.1,-0.26086526,Team Total - New York Mets - 3,-0.3,,
8/16/2021,Cubs,Justin Steele,Reds,Wade Miley,Alt F5 Total,-230,4,170,4,2.15619383,3.185364704,0.696969697,0.37037037,0.617266976,0.220308602,-0.079702721,-0.150061769,Over,-230,4,0.617266976,-0.079702721,0.434782609,-0.263018978,Alternate Total - 5 Inning Line - 4,-0.3,,
8/16/2021,Orioles,Matt Harvey,Rays,Collin McHugh,Alt Total,155,10,-210,10,4.078348179,4.90764518,0.392156863,0.677419355,0.292352007,0.589253692,-0.099804856,-0.088165663,Under,-210,10,0.589253692,-0.088165663,0.476190476,-0.273313556,Alternate Total - Game - 10,-0.3,,
8/16/2021,Athletics,Frankie Montas,White Sox,Dallas Keuchel,Alt TT,140,5,-185,5,4.982657916,4.453803964,0.416666667,0.649122807,0.289198942,0.540893857,-0.127467725,-0.10822895,Under,-185,5,0.540893857,-0.10822895,0.540540541,-0.308452509,Team Total - Chicago White Sox - 5,-0.35,,
