"Team","G","IP","K.","BB.","HR.9","BABIP","LOB.","GB.","LD.","FB.","HR.FB","EV","WHIP","ERA","FIP","xFIP","SIERA","WAR","O.Swing.","F.Strike.","SwStr.","Zone.","Barrel.","HardHit.","Date","url"
"PIT",16,16,0.212,0.091,0.56,0.267,0.852,0.356,0.267,0.378,0.059,85.4,1.19,2.25,3.42,4.35,4.09,0.4,0.348,0.591,0.098,0.434,0.022,0.283,2023-04-07,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=rel&lg=all&qual=0&type=c%2C7%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0%2Cts&rost=0&age=0&filter=&players=0&startdate=2023-03-31&enddate=2023-04-06"
"BOS",23,27,0.202,0.092,0,0.289,0.788,0.48,0.133,0.387,0,90.7,1.19,2.33,2.82,4.58,4.14,0.4,0.332,0.615,0.087,0.427,0.013,0.447,2023-04-07,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=rel&lg=all&qual=0&type=c%2C7%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0%2Cts&rost=0&age=0&filter=&players=0&startdate=2023-03-31&enddate=2023-04-06"
"TOR",19,18,0.274,0.068,1,0.295,0.885,0.435,0.196,0.37,0.118,90.5,1.11,2.5,3.62,3.72,3.08,0.3,0.357,0.658,0.146,0.336,0.065,0.435,2023-04-07,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=rel&lg=all&qual=0&type=c%2C7%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0%2Cts&rost=0&age=0&filter=&players=0&startdate=2023-03-31&enddate=2023-04-06"
"CLE",24,28.1,0.304,0.098,1.27,0.206,0.804,0.338,0.154,0.508,0.121,87.9,0.99,2.86,3.83,3.9,3.22,0.3,0.326,0.634,0.123,0.479,0.09,0.299,2023-04-07,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=rel&lg=all&qual=0&type=c%2C7%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0%2Cts&rost=0&age=0&filter=&players=0&startdate=2023-03-31&enddate=2023-04-06"
"LAA",12,18,0.232,0.043,1,0.277,0.802,0.367,0.224,0.408,0.1,85.9,1,3,3.56,3.94,3.35,0.2,0.308,0.536,0.1,0.422,0.061,0.286,2023-04-07,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=rel&lg=all&qual=0&type=c%2C7%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0%2Cts&rost=0&age=0&filter=&players=0&startdate=2023-03-31&enddate=2023-04-06"
"ATL",21,21,0.207,0.085,1.71,0.222,0.92,0.439,0.14,0.421,0.167,90.9,1.1,3,5.09,4.49,4.06,-0.1,0.346,0.585,0.11,0.346,0.034,0.431,2023-04-07,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=rel&lg=all&qual=0&type=c%2C7%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0%2Cts&rost=0&age=0&filter=&players=0&startdate=2023-03-31&enddate=2023-04-06"
"BAL",18,22,0.215,0.043,1.23,0.222,0.707,0.292,0.215,0.492,0.094,88.6,0.95,3.27,4.14,4.75,3.75,0,0.301,0.634,0.09,0.429,0.045,0.364,2023-04-07,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=rel&lg=all&qual=0&type=c%2C7%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0%2Cts&rost=0&age=0&filter=&players=0&startdate=2023-03-31&enddate=2023-04-06"
"LAD",19,19,0.177,0.051,0.47,0.31,0.763,0.448,0.103,0.448,0.038,90.4,1.21,3.32,3.39,4.95,4.05,0.2,0.302,0.57,0.119,0.431,0.051,0.39,2023-04-07,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=rel&lg=all&qual=0&type=c%2C7%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0%2Cts&rost=0&age=0&filter=&players=0&startdate=2023-03-31&enddate=2023-04-06"
"SEA",24,25.2,0.195,0.153,0.7,0.28,0.707,0.506,0.156,0.338,0.077,88.2,1.6,3.51,4.56,5.2,5.03,0.1,0.305,0.593,0.141,0.42,0.039,0.377,2023-04-07,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=rel&lg=all&qual=0&type=c%2C7%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0%2Cts&rost=0&age=0&filter=&players=0&startdate=2023-03-31&enddate=2023-04-06"
"HOU",20,24.1,0.265,0.069,1.48,0.274,0.779,0.5,0.152,0.348,0.174,85.9,1.15,3.7,4.26,3.67,3.11,0,0.354,0.608,0.139,0.378,0.106,0.333,2023-04-07,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=rel&lg=all&qual=0&type=c%2C7%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0%2Cts&rost=0&age=0&filter=&players=0&startdate=2023-03-31&enddate=2023-04-06"
"ARI",19,22.2,0.284,0.137,3.18,0.089,1,0.34,0.17,0.491,0.308,93.4,1.1,3.97,7.42,4.71,3.92,-0.8,0.274,0.505,0.15,0.421,0.208,0.585,2023-04-07,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=rel&lg=all&qual=0&type=c%2C7%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0%2Cts&rost=0&age=0&filter=&players=0&startdate=2023-03-31&enddate=2023-04-06"
"OAK",17,23.2,0.151,0.123,0.38,0.28,0.578,0.453,0.187,0.36,0.037,86.7,1.48,4.18,4.2,5.52,5.19,0.2,0.302,0.547,0.082,0.378,0.039,0.316,2023-04-07,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=rel&lg=all&qual=0&type=c%2C7%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0%2Cts&rost=0&age=0&filter=&players=0&startdate=2023-03-31&enddate=2023-04-06"
"MIN",13,15,0.271,0.051,1.2,0.342,0.724,0.5,0.2,0.3,0.167,92.8,1.2,4.2,3.43,3.01,2.78,0.1,0.302,0.627,0.108,0.453,0.075,0.475,2023-04-07,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=rel&lg=all&qual=0&type=c%2C7%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0%2Cts&rost=0&age=0&filter=&players=0&startdate=2023-03-31&enddate=2023-04-06"
"WSN",17,20.2,0.185,0.074,2.18,0.2,0.733,0.467,0.117,0.417,0.2,90.2,1.06,4.79,5.8,4.63,4.16,-0.4,0.302,0.593,0.108,0.494,0.183,0.533,2023-04-07,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=rel&lg=all&qual=0&type=c%2C7%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0%2Cts&rost=0&age=0&filter=&players=0&startdate=2023-03-31&enddate=2023-04-06"
"SFG",14,20.1,0.189,0.122,0.89,0.267,0.573,0.5,0.21,0.29,0.111,88,1.43,4.87,4.46,4.63,4.57,0,0.285,0.589,0.101,0.407,0.065,0.387,2023-04-07,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=rel&lg=all&qual=0&type=c%2C7%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0%2Cts&rost=0&age=0&filter=&players=0&startdate=2023-03-31&enddate=2023-04-06"
"NYM",20,21.1,0.189,0.078,2.11,0.295,0.783,0.455,0.106,0.439,0.172,89.4,1.41,5.06,5.67,4.85,4.19,-0.3,0.296,0.556,0.075,0.356,0.106,0.424,2023-04-07,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=rel&lg=all&qual=0&type=c%2C7%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0%2Cts&rost=0&age=0&filter=&players=0&startdate=2023-03-31&enddate=2023-04-06"
"SDP",18,20,0.261,0.091,0.9,0.34,0.662,0.426,0.148,0.426,0.087,86.9,1.4,5.4,3.73,4.32,3.51,0.2,0.31,0.602,0.162,0.406,0.036,0.345,2023-04-07,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=rel&lg=all&qual=0&type=c%2C7%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0%2Cts&rost=0&age=0&filter=&players=0&startdate=2023-03-31&enddate=2023-04-06"
"DET",20,25,0.183,0.087,1.44,0.299,0.669,0.45,0.15,0.4,0.125,89,1.48,5.4,5.19,5.21,4.35,-0.3,0.323,0.591,0.091,0.404,0.037,0.321,2023-04-07,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=rel&lg=all&qual=0&type=c%2C7%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0%2Cts&rost=0&age=0&filter=&players=0&startdate=2023-03-31&enddate=2023-04-06"
"MIA",15,23,0.147,0.063,1.57,0.243,0.625,0.351,0.203,0.446,0.121,87.2,1.17,5.48,5.19,5.28,4.68,0,0.327,0.6,0.094,0.412,0.095,0.351,2023-04-07,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=rel&lg=all&qual=0&type=c%2C7%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0%2Cts&rost=0&age=0&filter=&players=0&startdate=2023-03-31&enddate=2023-04-06"
"CIN",18,14.2,0.174,0.072,0,0.353,0.542,0.429,0.286,0.286,0,88.5,1.57,5.52,2.82,4.39,4.17,0.5,0.326,0.623,0.127,0.43,0.02,0.333,2023-04-07,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=rel&lg=all&qual=0&type=c%2C7%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0%2Cts&rost=0&age=0&filter=&players=0&startdate=2023-03-31&enddate=2023-04-06"
"KCR",19,22.1,0.224,0.061,2.01,0.323,0.72,0.377,0.217,0.406,0.179,87.6,1.43,5.64,4.98,4.12,3.61,-0.2,0.297,0.592,0.117,0.451,0.143,0.386,2023-04-07,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=rel&lg=all&qual=0&type=c%2C7%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0%2Cts&rost=0&age=0&filter=&players=0&startdate=2023-03-31&enddate=2023-04-06"
"CHC",13,15.2,0.319,0.116,0.57,0.316,0.51,0.513,0.231,0.256,0.1,84,1.34,6.32,2.78,3,3.1,0.2,0.294,0.696,0.128,0.423,0.103,0.308,2023-04-07,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=rel&lg=all&qual=0&type=c%2C7%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0%2Cts&rost=0&age=0&filter=&players=0&startdate=2023-03-31&enddate=2023-04-06"
"COL",14,19,0.247,0.106,0.95,0.346,0.588,0.415,0.226,0.358,0.105,85.9,1.53,6.63,3.97,4.24,3.84,0.2,0.287,0.671,0.115,0.46,0.111,0.389,2023-04-07,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=rel&lg=all&qual=0&type=c%2C7%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0%2Cts&rost=0&age=0&filter=&players=0&startdate=2023-03-31&enddate=2023-04-06"
"PHI",18,17,0.218,0.161,2.65,0.333,0.655,0.377,0.208,0.415,0.227,91.5,2.06,7.94,7.47,5.76,5.01,-0.3,0.288,0.598,0.127,0.387,0.151,0.415,2023-04-07,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=rel&lg=all&qual=0&type=c%2C7%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0%2Cts&rost=0&age=0&filter=&players=0&startdate=2023-03-31&enddate=2023-04-06"
"CHW",24,22.1,0.174,0.157,1.61,0.405,0.615,0.346,0.256,0.397,0.129,90.3,2.37,10.07,6.63,6.58,5.52,-0.3,0.272,0.554,0.108,0.403,0.051,0.41,2023-04-07,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=rel&lg=all&qual=0&type=c%2C7%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0%2Cts&rost=0&age=0&filter=&players=0&startdate=2023-03-31&enddate=2023-04-06"
"TEX",14,21.2,0.24,0.08,0,0.12,1,0.44,0.12,0.44,0,88.8,0.55,0,2.71,4.34,3.8,0.4,0.309,0.56,0.104,0.388,0.04,0.38,2023-04-08,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=rel&lg=all&qual=0&type=c%2C7%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0%2Cts&rost=0&age=0&filter=&players=0&startdate=2023-04-01&enddate=2023-04-07"
"MIL",20,21,0.146,0.11,0.43,0.169,0.918,0.517,0.2,0.283,0.059,82.2,0.95,1.29,4.3,4.99,5.01,0.1,0.26,0.598,0.067,0.338,0.033,0.283,2023-04-08,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=rel&lg=all&qual=0&type=c%2C7%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0%2Cts&rost=0&age=0&filter=&players=0&startdate=2023-04-01&enddate=2023-04-07"
"TOR",22,21,0.253,0.06,0.86,0.264,0.891,0.382,0.182,0.436,0.083,90.6,1,2.14,3.64,4.24,3.46,0.4,0.347,0.651,0.148,0.36,0.091,0.436,2023-04-08,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=rel&lg=all&qual=0&type=c%2C7%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0%2Cts&rost=0&age=0&filter=&players=0&startdate=2023-04-01&enddate=2023-04-07"
"BOS",23,27,0.202,0.092,0,0.289,0.788,0.48,0.133,0.387,0,90.7,1.19,2.33,2.99,4.72,4.32,0.4,0.332,0.615,0.087,0.427,0.013,0.447,2023-04-08,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=rel&lg=all&qual=0&type=c%2C7%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0%2Cts&rost=0&age=0&filter=&players=0&startdate=2023-04-01&enddate=2023-04-07"
"STL",18,22.1,0.258,0.079,0.4,0.293,0.805,0.559,0.22,0.22,0.077,88.6,1.12,2.42,2.86,3.22,3.19,0.4,0.355,0.652,0.137,0.404,0.051,0.39,2023-04-08,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=rel&lg=all&qual=0&type=c%2C7%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0%2Cts&rost=0&age=0&filter=&players=0&startdate=2023-04-01&enddate=2023-04-07"
"TBR",18,22,0.167,0.067,1.23,0.222,0.872,0.439,0.136,0.424,0.107,85.3,1.05,2.45,5.03,5.32,4.52,-0.1,0.315,0.633,0.101,0.432,0.091,0.303,2023-04-08,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=rel&lg=all&qual=0&type=c%2C7%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0%2Cts&rost=0&age=0&filter=&players=0&startdate=2023-04-01&enddate=2023-04-07"
"PIT",18,21,0.233,0.093,0.86,0.25,0.849,0.316,0.281,0.404,0.087,87.1,1.14,2.57,3.87,4.4,4.1,0.5,0.349,0.57,0.107,0.416,0.069,0.328,2023-04-08,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=rel&lg=all&qual=0&type=c%2C7%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0%2Cts&rost=0&age=0&filter=&players=0&startdate=2023-04-01&enddate=2023-04-07"
"ATL",25,26,0.24,0.09,1.38,0.206,0.882,0.462,0.123,0.415,0.148,90.2,1,2.77,4.59,4.27,3.89,0,0.333,0.59,0.117,0.368,0.075,0.388,2023-04-08,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=rel&lg=all&qual=0&type=c%2C7%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0%2Cts&rost=0&age=0&filter=&players=0&startdate=2023-04-01&enddate=2023-04-07"
"NYY",20,25.1,0.292,0.062,0.36,0.358,0.815,0.544,0.25,0.206,0.071,86.8,1.26,2.84,2.73,3.11,2.72,0.5,0.336,0.584,0.152,0.416,0.044,0.324,2023-04-08,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=rel&lg=all&qual=0&type=c%2C7%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0%2Cts&rost=0&age=0&filter=&players=0&startdate=2023-04-01&enddate=2023-04-07"
"SEA",26,25,0.276,0.152,0.72,0.224,0.745,0.483,0.083,0.433,0.077,89.6,1.24,3.24,4.04,4.68,4.36,0.3,0.299,0.6,0.138,0.431,0.067,0.4,2023-04-08,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=rel&lg=all&qual=0&type=c%2C7%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0%2Cts&rost=0&age=0&filter=&players=0&startdate=2023-04-01&enddate=2023-04-07"
"LAD",19,19,0.179,0.051,0,0.31,0.708,0.456,0.123,0.421,0,88.8,1.16,3.32,2.87,4.91,4.17,0.3,0.308,0.59,0.117,0.416,0.069,0.345,2023-04-08,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=rel&lg=all&qual=0&type=c%2C7%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0%2Cts&rost=0&age=0&filter=&players=0&startdate=2023-04-01&enddate=2023-04-07"
"CLE",22,26.1,0.274,0.113,1.71,0.183,0.81,0.27,0.159,0.571,0.139,89.3,1.06,3.42,5.03,4.77,4.06,-0.1,0.282,0.651,0.118,0.494,0.138,0.369,2023-04-08,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=rel&lg=all&qual=0&type=c%2C7%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0%2Cts&rost=0&age=0&filter=&players=0&startdate=2023-04-01&enddate=2023-04-07"
"BAL",23,26,0.227,0.055,1.04,0.247,0.698,0.293,0.24,0.467,0.086,89.3,1.04,3.46,4.01,4.69,3.83,0.3,0.322,0.645,0.096,0.419,0.066,0.395,2023-04-08,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=rel&lg=all&qual=0&type=c%2C7%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0%2Cts&rost=0&age=0&filter=&players=0&startdate=2023-04-01&enddate=2023-04-07"
"MIN",16,18,0.271,0.057,1,0.311,0.698,0.553,0.17,0.277,0.154,92.6,1.11,3.5,3.4,3.12,2.91,0.2,0.333,0.643,0.119,0.44,0.085,0.468,2023-04-08,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=rel&lg=all&qual=0&type=c%2C7%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0%2Cts&rost=0&age=0&filter=&players=0&startdate=2023-04-01&enddate=2023-04-07"
"ARI",19,21.2,0.31,0.126,2.91,0.075,1,0.362,0.17,0.468,0.318,91.5,0.97,3.74,6.91,4.34,3.65,-0.6,0.25,0.494,0.142,0.43,0.191,0.511,2023-04-08,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=rel&lg=all&qual=0&type=c%2C7%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0%2Cts&rost=0&age=0&filter=&players=0&startdate=2023-04-01&enddate=2023-04-07"
"OAK",18,28.2,0.151,0.127,0.63,0.25,0.628,0.416,0.191,0.393,0.057,87.3,1.4,3.77,4.76,5.82,5.5,0.1,0.291,0.516,0.081,0.362,0.056,0.311,2023-04-08,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=rel&lg=all&qual=0&type=c%2C7%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0%2Cts&rost=0&age=0&filter=&players=0&startdate=2023-04-01&enddate=2023-04-07"
"LAA",15,21,0.259,0.037,1.29,0.283,0.73,0.375,0.214,0.411,0.13,86.3,1,3.86,3.83,3.74,3.15,0.2,0.33,0.519,0.109,0.403,0.071,0.304,2023-04-08,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=rel&lg=all&qual=0&type=c%2C7%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0%2Cts&rost=0&age=0&filter=&players=0&startdate=2023-04-01&enddate=2023-04-07"
"HOU",21,24.1,0.269,0.096,1.48,0.295,0.73,0.508,0.154,0.338,0.182,86.2,1.32,4.07,4.59,3.91,3.56,-0.1,0.323,0.567,0.135,0.373,0.108,0.308,2023-04-08,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=rel&lg=all&qual=0&type=c%2C7%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0%2Cts&rost=0&age=0&filter=&players=0&startdate=2023-04-01&enddate=2023-04-07"
