"Team","G","IP","K.","BB.","HR.9","BABIP","LOB.","GB.","LD.","FB.","HR.FB","EV","WHIP","ERA","FIP","xFIP","SIERA","WAR","O.Swing.","F.Strike.","SwStr.","Zone.","Barrel.","HardHit.","Date","url"
"NYY",38,45,0.207,0.135,0.8,0.256,0.714,0.484,0.189,0.328,0.1,87.2,1.36,3.8,4.6,4.87,4.83,0,0.28,0.554,0.086,0.38,0.048,0.296,2023-05-04,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=rel&lg=all&qual=0&type=c%2C7%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0%2Cts&rost=0&age=0&filter=&players=0&startdate=2023-04-20&enddate=2023-05-03"
"COL",38,45,0.205,0.092,0.8,0.282,0.704,0.379,0.205,0.417,0.073,87.9,1.31,4.2,4.07,4.87,4.41,0.4,0.28,0.61,0.097,0.436,0.03,0.326,2023-05-04,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=rel&lg=all&qual=0&type=c%2C7%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0%2Cts&rost=0&age=0&filter=&players=0&startdate=2023-04-20&enddate=2023-05-03"
"WSN",39,44.2,0.23,0.105,1.01,0.331,0.746,0.46,0.226,0.315,0.128,88.9,1.46,4.23,4.25,4.2,4.14,0.7,0.276,0.639,0.104,0.455,0.071,0.429,2023-05-04,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=rel&lg=all&qual=0&type=c%2C7%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0%2Cts&rost=0&age=0&filter=&players=0&startdate=2023-04-20&enddate=2023-05-03"
"SDP",38,43,0.206,0.063,1.26,0.242,0.657,0.532,0.167,0.302,0.158,87.5,1.07,4.4,4.4,4.01,3.74,0.3,0.298,0.554,0.088,0.41,0.048,0.341,2023-05-04,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=rel&lg=all&qual=0&type=c%2C7%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0%2Cts&rost=0&age=0&filter=&players=0&startdate=2023-04-20&enddate=2023-05-03"
"CHC",45,42,0.269,0.121,0.86,0.298,0.699,0.383,0.196,0.421,0.089,89.5,1.36,4.71,4.05,4.53,4.03,0.2,0.308,0.599,0.119,0.393,0.056,0.333,2023-05-04,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=rel&lg=all&qual=0&type=c%2C7%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0%2Cts&rost=0&age=0&filter=&players=0&startdate=2023-04-20&enddate=2023-05-03"
"MIL",36,39.2,0.194,0.065,1.82,0.293,0.776,0.387,0.226,0.387,0.167,89.4,1.34,4.76,5.3,4.62,4.2,-0.4,0.289,0.588,0.106,0.448,0.081,0.379,2023-05-04,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=rel&lg=all&qual=0&type=c%2C7%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0%2Cts&rost=0&age=0&filter=&players=0&startdate=2023-04-20&enddate=2023-05-03"
"PHI",43,44,0.268,0.093,0.82,0.345,0.685,0.418,0.279,0.303,0.108,86.6,1.43,4.91,3.47,3.64,3.61,0.8,0.328,0.66,0.125,0.44,0.033,0.309,2023-05-04,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=rel&lg=all&qual=0&type=c%2C7%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0%2Cts&rost=0&age=0&filter=&players=0&startdate=2023-04-20&enddate=2023-05-03"
"MIN",39,48.1,0.208,0.109,0.74,0.322,0.653,0.448,0.172,0.379,0.073,89,1.55,5.21,4.08,4.83,4.52,0.3,0.305,0.538,0.106,0.41,0.073,0.393,2023-05-04,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=rel&lg=all&qual=0&type=c%2C7%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0%2Cts&rost=0&age=0&filter=&players=0&startdate=2023-04-20&enddate=2023-05-03"
"STL",34,36.2,0.294,0.135,1.47,0.31,0.687,0.344,0.194,0.462,0.14,90.6,1.5,5.4,4.67,4.42,3.97,-0.2,0.293,0.613,0.12,0.415,0.086,0.473,2023-05-04,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=rel&lg=all&qual=0&type=c%2C7%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0%2Cts&rost=0&age=0&filter=&players=0&startdate=2023-04-20&enddate=2023-05-03"
"TEX",32,34.2,0.212,0.109,1.3,0.286,0.652,0.369,0.204,0.427,0.114,88.6,1.44,5.71,5.06,5.22,4.56,-0.4,0.264,0.609,0.114,0.428,0.049,0.398,2023-05-04,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=rel&lg=all&qual=0&type=c%2C7%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0%2Cts&rost=0&age=0&filter=&players=0&startdate=2023-04-20&enddate=2023-05-03"
"MIA",41,47.2,0.204,0.109,2.08,0.305,0.714,0.436,0.164,0.4,0.196,89.1,1.55,5.85,6.19,5.07,4.6,-0.4,0.296,0.555,0.093,0.408,0.085,0.38,2023-05-04,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=rel&lg=all&qual=0&type=c%2C7%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0%2Cts&rost=0&age=0&filter=&players=0&startdate=2023-04-20&enddate=2023-05-03"
"ATL",36,37.2,0.265,0.065,1.43,0.381,0.64,0.33,0.266,0.404,0.136,90.2,1.51,5.97,4.15,3.96,3.42,0.2,0.347,0.647,0.11,0.407,0.099,0.468,2023-05-04,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=rel&lg=all&qual=0&type=c%2C7%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0%2Cts&rost=0&age=0&filter=&players=0&startdate=2023-04-20&enddate=2023-05-03"
"CHW",42,40.1,0.259,0.097,3.12,0.304,0.69,0.47,0.148,0.383,0.318,90.8,1.56,6.02,7.05,4.29,3.78,-1.2,0.301,0.589,0.115,0.412,0.147,0.431,2023-05-04,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=rel&lg=all&qual=0&type=c%2C7%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0%2Cts&rost=0&age=0&filter=&players=0&startdate=2023-04-20&enddate=2023-05-03"
"OAK",42,43.2,0.194,0.138,1.65,0.388,0.648,0.383,0.241,0.376,0.151,90.8,2.06,7.63,6.08,5.65,5.16,-0.7,0.254,0.548,0.09,0.419,0.085,0.437,2023-05-04,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=rel&lg=all&qual=0&type=c%2C7%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0%2Cts&rost=0&age=0&filter=&players=0&startdate=2023-04-20&enddate=2023-05-03"
"SFG",38,44.1,0.222,0.087,1.83,0.366,0.612,0.5,0.21,0.29,0.225,89.9,1.69,7.71,5.34,4.15,3.92,-0.2,0.306,0.657,0.109,0.442,0.043,0.457,2023-05-04,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=rel&lg=all&qual=0&type=c%2C7%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0%2Cts&rost=0&age=0&filter=&players=0&startdate=2023-04-20&enddate=2023-05-03"
"SEA",42,40.1,0.308,0.05,0.45,0.309,0.871,0.479,0.271,0.25,0.083,88.1,0.99,1.56,2.4,2.71,2.62,1.2,0.329,0.686,0.119,0.443,0.04,0.333,2023-05-05,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=rel&lg=all&qual=0&type=c%2C7%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0%2Cts&rost=0&age=0&filter=&players=0&startdate=2023-04-21&enddate=2023-05-04"
"HOU",38,45.1,0.291,0.097,0.79,0.21,0.863,0.49,0.157,0.353,0.111,88.2,0.93,1.99,3.58,3.71,3.42,0.5,0.316,0.611,0.142,0.382,0.058,0.385,2023-05-05,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=rel&lg=all&qual=0&type=c%2C7%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0%2Cts&rost=0&age=0&filter=&players=0&startdate=2023-04-21&enddate=2023-05-04"
"PIT",33,40.2,0.272,0.082,1.55,0.2,0.993,0.51,0.118,0.373,0.184,87,0.96,2.21,4.45,3.71,3.42,0.1,0.287,0.633,0.134,0.414,0.098,0.373,2023-05-05,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=rel&lg=all&qual=0&type=c%2C7%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0%2Cts&rost=0&age=0&filter=&players=0&startdate=2023-04-21&enddate=2023-05-04"
"LAA",37,44,0.244,0.083,0.2,0.256,0.714,0.483,0.172,0.345,0.025,87.9,1.05,2.45,2.89,4.05,3.73,1.1,0.301,0.611,0.124,0.483,0.025,0.407,2023-05-05,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=rel&lg=all&qual=0&type=c%2C7%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0%2Cts&rost=0&age=0&filter=&players=0&startdate=2023-04-21&enddate=2023-05-04"
"TBR",46,63,0.198,0.089,0.43,0.224,0.752,0.554,0.166,0.28,0.061,88.8,1.03,2.57,3.79,4.42,4.12,0.4,0.298,0.523,0.098,0.418,0.045,0.373,2023-05-05,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=rel&lg=all&qual=0&type=c%2C7%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0%2Cts&rost=0&age=0&filter=&players=0&startdate=2023-04-21&enddate=2023-05-04"
"BAL",46,48.2,0.311,0.126,0.55,0.279,0.779,0.42,0.161,0.42,0.064,89.7,1.23,2.96,3.26,4.01,3.66,1.1,0.333,0.563,0.129,0.396,0.088,0.404,2023-05-05,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=rel&lg=all&qual=0&type=c%2C7%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0%2Cts&rost=0&age=0&filter=&players=0&startdate=2023-04-21&enddate=2023-05-04"
"BOS",39,46,0.191,0.074,0.98,0.263,0.745,0.456,0.221,0.324,0.114,89.6,1.17,3.13,4.12,4.25,4.21,0.5,0.325,0.638,0.1,0.479,0.022,0.341,2023-05-05,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=rel&lg=all&qual=0&type=c%2C7%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0%2Cts&rost=0&age=0&filter=&players=0&startdate=2023-04-21&enddate=2023-05-04"
"DET",37,42.2,0.25,0.061,1.27,0.217,0.759,0.455,0.145,0.4,0.136,88.2,0.91,3.16,4.04,3.87,3.48,0.2,0.346,0.604,0.106,0.383,0.08,0.375,2023-05-05,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=rel&lg=all&qual=0&type=c%2C7%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0%2Cts&rost=0&age=0&filter=&players=0&startdate=2023-04-21&enddate=2023-05-04"
"ARI",39,43.1,0.215,0.079,0.42,0.254,0.708,0.438,0.182,0.38,0.043,89.7,1.08,3.32,3.25,4.35,4.08,0.7,0.329,0.52,0.126,0.394,0.065,0.387,2023-05-05,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=rel&lg=all&qual=0&type=c%2C7%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0%2Cts&rost=0&age=0&filter=&players=0&startdate=2023-04-21&enddate=2023-05-04"
"MIN",40,47.1,0.229,0.138,0.57,0.279,0.741,0.472,0.152,0.376,0.064,87.6,1.44,3.42,4.06,4.83,4.7,0.2,0.297,0.5,0.114,0.407,0.068,0.364,2023-05-05,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=rel&lg=all&qual=0&type=c%2C7%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0%2Cts&rost=0&age=0&filter=&players=0&startdate=2023-04-21&enddate=2023-05-04"
"CIN",44,43,0.31,0.107,0.84,0.3,0.768,0.44,0.22,0.34,0.118,84.6,1.26,3.56,3.62,3.68,3.38,0.8,0.318,0.61,0.137,0.401,0.058,0.279,2023-05-05,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=rel&lg=all&qual=0&type=c%2C7%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0%2Cts&rost=0&age=0&filter=&players=0&startdate=2023-04-21&enddate=2023-05-04"
"CLE",34,40.1,0.154,0.101,0.89,0.262,0.696,0.463,0.154,0.382,0.085,89.7,1.31,3.57,4.63,5.21,5.07,0.1,0.295,0.533,0.097,0.427,0.087,0.405,2023-05-05,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=rel&lg=all&qual=0&type=c%2C7%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0%2Cts&rost=0&age=0&filter=&players=0&startdate=2023-04-21&enddate=2023-05-04"
"TOR",41,40,0.284,0.056,2.03,0.258,0.796,0.415,0.179,0.406,0.209,90.1,1.08,3.6,4.74,3.54,3.08,-0.1,0.383,0.648,0.148,0.419,0.094,0.453,2023-05-05,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=rel&lg=all&qual=0&type=c%2C7%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0%2Cts&rost=0&age=0&filter=&players=0&startdate=2023-04-21&enddate=2023-05-04"
"NYM",30,44,0.274,0.056,0.82,0.224,0.676,0.423,0.108,0.468,0.077,88.3,0.86,3.68,3.61,4.33,3.22,0.7,0.312,0.626,0.125,0.363,0.054,0.342,2023-05-05,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=rel&lg=all&qual=0&type=c%2C7%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0%2Cts&rost=0&age=0&filter=&players=0&startdate=2023-04-21&enddate=2023-05-04"
"KCR",46,53.2,0.288,0.099,1.01,0.331,0.773,0.489,0.182,0.328,0.133,89.8,1.36,3.86,3.83,3.72,3.46,0.3,0.353,0.597,0.132,0.395,0.108,0.475,2023-05-05,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=rel&lg=all&qual=0&type=c%2C7%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0%2Cts&rost=0&age=0&filter=&players=0&startdate=2023-04-21&enddate=2023-05-04"
"NYY",34,42,0.21,0.138,0.86,0.25,0.693,0.46,0.204,0.336,0.105,87.2,1.36,4.07,4.72,4.94,4.89,-0.1,0.284,0.564,0.088,0.371,0.052,0.302,2023-05-05,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=rel&lg=all&qual=0&type=c%2C7%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0%2Cts&rost=0&age=0&filter=&players=0&startdate=2023-04-21&enddate=2023-05-04"
"CHC",41,41,0.249,0.11,0.88,0.269,0.723,0.421,0.187,0.393,0.095,89.7,1.24,4.17,4.14,4.52,4.1,0.2,0.311,0.572,0.116,0.393,0.065,0.343,2023-05-05,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=rel&lg=all&qual=0&type=c%2C7%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0%2Cts&rost=0&age=0&filter=&players=0&startdate=2023-04-21&enddate=2023-05-04"
"WSN",41,46.2,0.234,0.104,0.96,0.339,0.746,0.446,0.223,0.331,0.116,89.2,1.48,4.24,4.16,4.24,4.14,0.8,0.278,0.647,0.105,0.464,0.076,0.439,2023-05-05,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=rel&lg=all&qual=0&type=c%2C7%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0%2Cts&rost=0&age=0&filter=&players=0&startdate=2023-04-21&enddate=2023-05-04"
"LAD",41,44.1,0.242,0.084,0.61,0.328,0.709,0.471,0.14,0.388,0.064,89.5,1.33,4.26,3.45,4.28,3.82,0.8,0.342,0.626,0.114,0.403,0.048,0.368,2023-05-05,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=rel&lg=all&qual=0&type=c%2C7%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0%2Cts&rost=0&age=0&filter=&players=0&startdate=2023-04-21&enddate=2023-05-04"
"STL",38,43.1,0.277,0.126,1.25,0.315,0.719,0.351,0.219,0.43,0.122,90.7,1.48,4.57,4.38,4.39,4.03,-0.1,0.282,0.613,0.12,0.422,0.096,0.456,2023-05-05,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=rel&lg=all&qual=0&type=c%2C7%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0%2Cts&rost=0&age=0&filter=&players=0&startdate=2023-04-21&enddate=2023-05-04"
"COL",39,45.2,0.206,0.085,0.79,0.296,0.662,0.368,0.206,0.426,0.069,88,1.34,4.73,3.96,4.86,4.34,0.5,0.273,0.598,0.093,0.448,0.036,0.338,2023-05-05,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=rel&lg=all&qual=0&type=c%2C7%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0%2Cts&rost=0&age=0&filter=&players=0&startdate=2023-04-21&enddate=2023-05-04"
"PHI",40,40.1,0.271,0.09,0.89,0.343,0.687,0.411,0.268,0.321,0.111,86.9,1.41,4.91,3.54,3.68,3.57,0.7,0.316,0.655,0.129,0.443,0.045,0.313,2023-05-05,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=rel&lg=all&qual=0&type=c%2C7%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0%2Cts&rost=0&age=0&filter=&players=0&startdate=2023-04-21&enddate=2023-05-04"
"SDP",34,38,0.196,0.07,1.42,0.25,0.638,0.553,0.175,0.272,0.194,87.8,1.16,4.97,4.81,4.07,3.84,0.1,0.289,0.563,0.085,0.41,0.053,0.36,2023-05-05,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=rel&lg=all&qual=0&type=c%2C7%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0%2Cts&rost=0&age=0&filter=&players=0&startdate=2023-04-21&enddate=2023-05-04"
"TEX",32,34.2,0.212,0.109,1.3,0.286,0.652,0.369,0.194,0.437,0.111,88.6,1.44,5.71,5.07,5.27,4.58,-0.4,0.264,0.609,0.114,0.428,0.058,0.398,2023-05-05,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=rel&lg=all&qual=0&type=c%2C7%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0%2Cts&rost=0&age=0&filter=&players=0&startdate=2023-04-21&enddate=2023-05-04"
"ATL",39,40.2,0.261,0.061,1.33,0.372,0.653,0.333,0.265,0.402,0.128,89.9,1.45,5.75,4,3.94,3.43,0.3,0.341,0.65,0.109,0.412,0.101,0.445,2023-05-05,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=rel&lg=all&qual=0&type=c%2C7%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0%2Cts&rost=0&age=0&filter=&players=0&startdate=2023-04-21&enddate=2023-05-04"
"MIA",45,51,0.216,0.106,2.12,0.317,0.725,0.443,0.161,0.396,0.203,89.2,1.57,5.82,6.09,4.89,4.41,-0.4,0.31,0.564,0.1,0.407,0.106,0.377,2023-05-05,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=rel&lg=all&qual=0&type=c%2C7%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0%2Cts&rost=0&age=0&filter=&players=0&startdate=2023-04-21&enddate=2023-05-04"
"MIL",39,41.2,0.191,0.066,1.73,0.312,0.689,0.383,0.218,0.398,0.151,89.3,1.42,5.83,5.26,4.81,4.26,-0.3,0.29,0.563,0.107,0.433,0.09,0.368,2023-05-05,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=rel&lg=all&qual=0&type=c%2C7%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0%2Cts&rost=0&age=0&filter=&players=0&startdate=2023-04-21&enddate=2023-05-04"
"CHW",48,45.1,0.269,0.111,2.98,0.297,0.642,0.472,0.146,0.382,0.319,91.1,1.57,6.15,6.92,4.28,3.85,-1.3,0.301,0.572,0.12,0.404,0.143,0.437,2023-05-05,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=rel&lg=all&qual=0&type=c%2C7%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0%2Cts&rost=0&age=0&filter=&players=0&startdate=2023-04-21&enddate=2023-05-04"
