"Team","PA","HR","R","RBI","SB","BB.","K.","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC.","EV","BsR","Off","Def","WAR","LD.","GB.","FB.","HR.FB","O.Swing.","SwStr.","Barrel.","HardHit.","Date","url"
"HOU",3018,93,363,347,59,0.084,0.21,0.158,0.287,0.246,0.316,0.404,0.314,101,88.8,-3.4,-1.3,-1.8,10,0.201,0.423,0.377,0.119,0.332,0.106,0.073,0.382,2023-06-29,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-06-28"
"COL",3068,72,358,343,31,0.077,0.242,0.149,0.32,0.255,0.317,0.404,0.314,81,87.9,-11,-81.9,-21.8,-0.1,0.237,0.399,0.364,0.096,0.345,0.129,0.073,0.354,2023-06-29,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-06-28"
"NYM",2998,97,358,348,60,0.088,0.209,0.158,0.275,0.239,0.317,0.397,0.314,101,89.7,0.7,5.6,-18,8.9,0.201,0.435,0.363,0.131,0.293,0.098,0.081,0.41,2023-06-29,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-06-28"
"WSN",3008,64,333,318,43,0.067,0.187,0.134,0.306,0.261,0.319,0.395,0.313,94,88,-1.9,-25.7,-31.6,4.4,0.2,0.455,0.346,0.085,0.34,0.095,0.063,0.362,2023-06-29,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-06-28"
"PIT",2950,73,329,312,79,0.095,0.226,0.149,0.292,0.24,0.317,0.389,0.311,93,89.3,-0.4,-26.3,-2.6,7.1,0.2,0.431,0.369,0.102,0.281,0.109,0.078,0.406,2023-06-29,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-06-28"
"MIN",3089,104,343,326,38,0.088,0.271,0.167,0.291,0.231,0.308,0.398,0.309,98,88.9,-1.6,-9.5,-19.1,7.6,0.217,0.402,0.382,0.142,0.32,0.127,0.098,0.408,2023-06-29,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-06-28"
"NYY",2916,114,351,338,50,0.082,0.226,0.179,0.261,0.229,0.297,0.408,0.306,95,89.8,-4.6,-22.8,1.4,7.8,0.193,0.42,0.387,0.149,0.311,0.109,0.098,0.409,2023-06-29,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-06-28"
"SEA",2981,92,353,340,52,0.089,0.259,0.157,0.285,0.229,0.307,0.386,0.304,98,89.2,-2.9,-11.1,-3.1,8.7,0.205,0.409,0.386,0.126,0.325,0.122,0.089,0.412,2023-06-29,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-06-28"
"CLE",2975,53,318,295,59,0.081,0.19,0.128,0.293,0.248,0.313,0.375,0.3,90,87.4,-0.3,-34.8,-10.1,5.6,0.21,0.445,0.345,0.073,0.349,0.1,0.047,0.33,2023-06-29,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-06-28"
"CHW",3050,96,335,328,48,0.065,0.231,0.158,0.281,0.237,0.293,0.395,0.299,88,88.6,0,-41.3,-19,4.3,0.192,0.461,0.347,0.132,0.369,0.127,0.08,0.375,2023-06-29,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-06-28"
"MIL",2943,86,321,309,63,0.093,0.258,0.144,0.283,0.226,0.305,0.37,0.298,85,88.3,-2.5,-57.6,20.1,6.2,0.186,0.452,0.362,0.127,0.296,0.114,0.084,0.382,2023-06-29,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-06-28"
"KCR",2951,73,297,282,64,0.073,0.246,0.143,0.288,0.231,0.296,0.374,0.293,82,89.5,1.9,-60.7,-4.7,3.5,0.203,0.407,0.39,0.096,0.34,0.127,0.087,0.417,2023-06-29,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-06-28"
"DET",2965,71,296,287,38,0.087,0.239,0.133,0.282,0.228,0.299,0.36,0.291,85,89.5,-3.6,-56.2,-6.1,3.8,0.189,0.424,0.387,0.093,0.328,0.117,0.082,0.412,2023-06-29,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-06-28"
"OAK",3049,75,282,274,79,0.089,0.248,0.129,0.272,0.217,0.298,0.346,0.287,86,87.6,-3.3,-54.7,-22.8,2.6,0.185,0.426,0.389,0.1,0.313,0.122,0.064,0.329,2023-06-29,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-06-28"
"ATL",3060,147,441,425,63,0.089,0.215,0.217,0.303,0.27,0.34,0.487,0.355,121,91.2,1.5,79.7,-4.4,17.9,0.188,0.44,0.372,0.188,0.332,0.12,0.121,0.457,2023-06-30,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-06-29"
"TEX",3193,111,483,464,42,0.089,0.222,0.185,0.326,0.274,0.343,0.459,0.347,122,90,-4.5,79.3,13.3,20.2,0.218,0.398,0.384,0.134,0.294,0.102,0.094,0.427,2023-06-30,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-06-29"
"TBR",3171,125,464,442,99,0.087,0.224,0.196,0.308,0.264,0.337,0.459,0.344,126,89.9,8.6,104.6,-12.3,20.1,0.185,0.425,0.39,0.151,0.332,0.12,0.09,0.414,2023-06-30,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-06-29"
"LAA",3189,124,415,401,43,0.089,0.227,0.188,0.303,0.259,0.334,0.447,0.338,115,90.3,-6,48.6,-8.5,14.9,0.199,0.404,0.398,0.147,0.315,0.12,0.097,0.422,2023-06-30,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-06-29"
"LAD",3107,128,436,422,51,0.106,0.231,0.204,0.277,0.241,0.328,0.445,0.333,111,89.7,10.7,51.5,-8.7,14.8,0.205,0.375,0.421,0.151,0.283,0.109,0.101,0.421,2023-06-30,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-06-29"
"ARI",3125,96,420,401,81,0.084,0.199,0.174,0.305,0.264,0.33,0.438,0.333,107,89,9.6,35,-6.3,13.4,0.197,0.451,0.352,0.125,0.291,0.088,0.068,0.388,2023-06-30,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-06-29"
"CIN",3120,82,402,387,92,0.094,0.233,0.155,0.318,0.257,0.335,0.412,0.328,98,87.5,6,-1.4,-20.6,8.3,0.211,0.406,0.383,0.105,0.287,0.105,0.067,0.339,2023-06-30,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-06-29"
"TOR",3128,90,369,349,60,0.083,0.207,0.157,0.31,0.263,0.329,0.42,0.327,109,89.4,-1.7,31.8,0.3,13.9,0.214,0.429,0.357,0.116,0.302,0.098,0.089,0.412,2023-06-30,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-06-29"
"BOS",3134,84,397,380,51,0.085,0.212,0.161,0.309,0.258,0.329,0.419,0.326,102,89.3,-3.7,5.2,-31.5,8,0.204,0.432,0.364,0.107,0.311,0.1,0.075,0.399,2023-06-30,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-06-29"
"STL",3053,109,365,353,53,0.089,0.217,0.172,0.29,0.25,0.324,0.422,0.324,106,90.2,-6.8,17.1,-17,10.3,0.198,0.424,0.377,0.14,0.312,0.106,0.09,0.441,2023-06-30,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-06-29"
"BAL",2986,95,388,375,60,0.088,0.218,0.17,0.298,0.253,0.323,0.423,0.324,107,89.5,2.2,25.4,-21.3,10.6,0.199,0.407,0.394,0.119,0.33,0.11,0.089,0.401,2023-06-30,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-06-29"
"SFG",3116,97,391,384,39,0.09,0.251,0.161,0.313,0.251,0.326,0.412,0.323,104,88.9,5.5,19.3,4.4,12.9,0.205,0.413,0.382,0.128,0.302,0.115,0.094,0.403,2023-06-30,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-06-29"
"PHI",3045,86,353,337,61,0.081,0.239,0.16,0.317,0.257,0.321,0.417,0.32,99,89.3,3.1,-2.3,-21.9,7.9,0.21,0.417,0.374,0.113,0.347,0.123,0.084,0.394,2023-06-30,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-06-29"
"CHC",3018,87,359,347,59,0.096,0.241,0.152,0.306,0.247,0.327,0.399,0.319,100,88.7,5.5,3.9,-7.6,9.8,0.204,0.444,0.352,0.127,0.299,0.103,0.079,0.391,2023-06-30,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-06-29"
"HOU",3070,95,377,361,59,0.086,0.209,0.159,0.29,0.249,0.319,0.408,0.317,102,88.8,-3.5,5.3,-2.4,10.7,0.204,0.422,0.374,0.12,0.331,0.105,0.073,0.382,2023-06-30,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-06-29"
"SDP",3059,95,344,327,66,0.11,0.228,0.164,0.277,0.233,0.322,0.396,0.316,101,89.4,9,11.8,2.2,11.7,0.189,0.417,0.394,0.122,0.284,0.097,0.084,0.392,2023-06-30,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-06-29"
"MIA",3067,77,334,316,54,0.075,0.217,0.136,0.317,0.262,0.322,0.398,0.314,99,88.9,-5.1,-10.6,-12.2,8.1,0.21,0.462,0.328,0.111,0.324,0.103,0.065,0.367,2023-06-30,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-06-29"
"NYM",3036,99,360,350,61,0.088,0.209,0.158,0.276,0.24,0.317,0.398,0.314,102,89.7,0.9,7.7,-17.6,9.3,0.203,0.435,0.362,0.132,0.294,0.098,0.082,0.411,2023-06-30,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-06-29"
"COL",3101,72,361,346,32,0.076,0.242,0.147,0.321,0.255,0.317,0.403,0.314,81,87.8,-10.7,-83.8,-22.5,-0.2,0.236,0.401,0.364,0.095,0.347,0.129,0.072,0.354,2023-06-30,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-06-29"
"WSN",3008,64,333,318,43,0.067,0.187,0.134,0.306,0.261,0.319,0.395,0.313,94,88,-1.8,-25,-31.7,4.4,0.199,0.455,0.346,0.085,0.34,0.095,0.063,0.362,2023-06-30,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-06-29"
"PIT",2983,73,334,316,79,0.094,0.226,0.148,0.294,0.241,0.318,0.389,0.311,93,89.3,-1.3,-26.3,-2.1,7.2,0.201,0.431,0.368,0.101,0.282,0.109,0.077,0.405,2023-06-30,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-06-29"
"MIN",3089,104,343,326,38,0.088,0.271,0.167,0.291,0.231,0.308,0.398,0.309,98,88.9,-1.5,-10.2,-19.1,7.6,0.217,0.402,0.382,0.142,0.32,0.127,0.098,0.408,2023-06-30,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-06-29"
"NYY",2962,116,361,348,50,0.082,0.225,0.179,0.262,0.231,0.299,0.41,0.307,96,89.8,-4.7,-19.4,1.2,8.3,0.191,0.42,0.389,0.148,0.312,0.109,0.098,0.41,2023-06-30,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-06-29"
"SEA",2981,92,353,340,52,0.089,0.259,0.157,0.285,0.229,0.307,0.386,0.304,97,89.2,-2.8,-11.8,-4.5,8.5,0.204,0.409,0.387,0.125,0.325,0.122,0.089,0.412,2023-06-30,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-06-29"
"CLE",3017,53,321,297,60,0.081,0.189,0.127,0.294,0.249,0.314,0.376,0.301,90,87.4,-0.1,-34.9,-9.5,5.8,0.211,0.445,0.344,0.071,0.349,0.099,0.046,0.328,2023-06-30,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-06-29"
"CHW",3093,96,344,335,50,0.065,0.233,0.157,0.283,0.237,0.294,0.394,0.299,88,88.6,0.4,-41.7,-19.9,4.3,0.191,0.462,0.347,0.131,0.367,0.128,0.08,0.374,2023-06-30,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-06-29"
"MIL",2983,87,324,312,63,0.093,0.258,0.144,0.284,0.226,0.305,0.37,0.298,85,88.3,-2.5,-56.9,20.3,6.4,0.187,0.451,0.362,0.127,0.296,0.114,0.084,0.382,2023-06-30,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-06-29"
"DET",3008,73,304,295,38,0.088,0.239,0.134,0.283,0.229,0.3,0.363,0.293,86,89.6,-3.7,-53.8,-6.8,4.1,0.19,0.423,0.387,0.095,0.328,0.118,0.082,0.413,2023-06-30,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-06-29"
"KCR",2987,73,301,286,65,0.072,0.246,0.142,0.288,0.231,0.295,0.373,0.293,81,89.4,1.7,-64,-3.7,3.4,0.202,0.408,0.39,0.095,0.34,0.127,0.086,0.415,2023-06-30,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-06-29"
"OAK",3087,75,286,278,81,0.089,0.247,0.128,0.272,0.218,0.298,0.346,0.286,85,87.6,-2.9,-56.2,-23,2.5,0.184,0.425,0.391,0.098,0.313,0.122,0.064,0.331,2023-06-30,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-06-29"
"ATL",3102,153,457,441,64,0.089,0.213,0.222,0.304,0.272,0.342,0.494,0.358,123,91.3,1.2,87.9,-4.9,18.8,0.186,0.44,0.374,0.192,0.33,0.12,0.123,0.459,2023-07-01,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-06-30"
"TBR",3219,128,479,457,102,0.087,0.223,0.198,0.31,0.265,0.338,0.464,0.346,127,89.8,9.1,111.9,-12,21,0.187,0.425,0.388,0.153,0.333,0.12,0.091,0.413,2023-07-01,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-06-30"
"TEX",3228,113,486,466,42,0.089,0.221,0.185,0.324,0.273,0.342,0.458,0.346,122,90,-4.6,78.5,12.3,20.1,0.218,0.396,0.386,0.134,0.294,0.102,0.094,0.424,2023-07-01,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-06-30"
"LAA",3224,125,417,402,43,0.089,0.228,0.187,0.302,0.258,0.333,0.445,0.337,114,90.2,-6.1,46.5,-7.8,14.9,0.198,0.403,0.399,0.146,0.315,0.12,0.096,0.419,2023-07-01,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-06-30"
"LAD",3154,130,445,431,52,0.107,0.23,0.206,0.278,0.242,0.329,0.448,0.335,112,89.7,10.3,55.7,-8.3,15.4,0.205,0.372,0.424,0.15,0.282,0.109,0.102,0.42,2023-07-01,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-06-30"
