"Team","PA","HR","R","RBI","SB","BB.","K.","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC.","EV","BsR","Off","Def","WAR","LD.","GB.","FB.","HR.FB","O.Swing.","SwStr.","Barrel.","HardHit.","Date","url"
"NYM",3386,114,405,394,71,0.089,0.21,0.164,0.277,0.241,0.321,0.405,0.318,104,89.6,1.8,18.2,-19.9,11.4,0.2,0.435,0.365,0.136,0.295,0.098,0.082,0.409,2023-07-10,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-07-09"
"SDP",3413,109,401,382,71,0.11,0.226,0.167,0.278,0.235,0.324,0.402,0.318,102,89.5,8.1,15.6,1.9,13.4,0.189,0.416,0.396,0.125,0.284,0.099,0.084,0.397,2023-07-10,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-07-09"
"MIA",3441,87,386,366,56,0.074,0.215,0.138,0.32,0.265,0.324,0.403,0.317,100,89,-6.7,-7.8,-15,9.4,0.215,0.46,0.325,0.112,0.324,0.102,0.066,0.376,2023-07-10,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-07-09"
"CHC",3409,96,410,396,67,0.094,0.239,0.15,0.304,0.246,0.325,0.396,0.316,97,88.5,5.5,-5.1,-5.8,10.5,0.199,0.447,0.354,0.122,0.3,0.105,0.078,0.38,2023-07-10,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-07-09"
"HOU",3425,108,417,401,66,0.084,0.206,0.16,0.285,0.247,0.316,0.407,0.315,101,88.7,-3.5,0.6,-2.6,11.3,0.201,0.42,0.379,0.12,0.333,0.106,0.076,0.383,2023-07-10,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-07-09"
"WSN",3377,78,373,356,52,0.066,0.187,0.137,0.304,0.261,0.318,0.399,0.313,94,87.9,-2,-28.4,-34.9,5.1,0.198,0.452,0.349,0.091,0.342,0.095,0.063,0.357,2023-07-10,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-07-09"
"COL",3391,81,393,377,34,0.074,0.242,0.146,0.319,0.255,0.315,0.401,0.312,79,88,-11.3,-98.3,-25.9,-0.9,0.23,0.409,0.361,0.098,0.347,0.127,0.071,0.358,2023-07-10,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-07-09"
"MIN",3419,115,380,361,44,0.087,0.268,0.167,0.292,0.232,0.309,0.4,0.31,98,89,-2.1,-8.8,-13.7,9.2,0.217,0.403,0.38,0.142,0.319,0.126,0.099,0.41,2023-07-10,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-07-09"
"SEA",3375,102,404,389,62,0.09,0.257,0.158,0.29,0.233,0.312,0.391,0.308,101,89.3,-2.4,0.6,-3.6,11.1,0.204,0.408,0.388,0.123,0.323,0.123,0.088,0.415,2023-07-10,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-07-09"
"PIT",3360,81,379,361,81,0.093,0.231,0.148,0.293,0.238,0.315,0.386,0.308,91,89.3,-2.3,-40.8,-2.4,7.1,0.2,0.437,0.363,0.102,0.283,0.11,0.075,0.405,2023-07-10,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-07-09"
"NYY",3321,129,400,384,54,0.084,0.22,0.179,0.261,0.231,0.3,0.41,0.308,96,89.7,-5,-19.5,4,9.6,0.193,0.422,0.384,0.148,0.31,0.108,0.094,0.412,2023-07-10,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-07-09"
"MIL",3383,97,384,369,72,0.095,0.25,0.146,0.288,0.232,0.312,0.378,0.304,89,88.3,-2.8,-50.4,16.5,8.1,0.193,0.445,0.361,0.124,0.294,0.11,0.084,0.383,2023-07-10,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-07-09"
"CLE",3399,60,365,339,73,0.079,0.188,0.125,0.296,0.25,0.314,0.375,0.301,91,87.5,1.3,-36.3,-8.3,7,0.216,0.443,0.341,0.072,0.351,0.097,0.045,0.332,2023-07-10,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-07-09"
"CHW",3442,103,382,371,54,0.067,0.235,0.154,0.285,0.237,0.296,0.391,0.298,88,88.7,-1.1,-49.4,-20.1,4.6,0.19,0.466,0.344,0.128,0.367,0.129,0.077,0.378,2023-07-10,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-07-09"
"DET",3345,82,346,335,42,0.086,0.239,0.136,0.285,0.231,0.3,0.367,0.294,87,89.4,-3.5,-55.7,-6.1,5.1,0.188,0.422,0.39,0.094,0.328,0.116,0.081,0.412,2023-07-10,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-07-09"
"KCR",3351,78,337,322,76,0.071,0.247,0.139,0.29,0.232,0.295,0.371,0.291,81,89.4,1.2,-75.6,-6.8,3,0.207,0.408,0.385,0.091,0.341,0.127,0.083,0.413,2023-07-10,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-07-09"
"OAK",3429,85,329,317,91,0.086,0.246,0.131,0.276,0.221,0.299,0.353,0.289,87,87.7,-2,-53.2,-29.1,3.3,0.184,0.432,0.384,0.102,0.316,0.121,0.064,0.328,2023-07-10,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-07-09"
"ATL",3401,169,499,480,70,0.086,0.214,0.222,0.302,0.271,0.339,0.492,0.356,121,91.3,1.9,89.5,-3.5,20.2,0.187,0.441,0.372,0.194,0.332,0.119,0.121,0.459,2023-07-11,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-07-10"
"TEX",3577,124,531,509,48,0.087,0.218,0.186,0.324,0.274,0.341,0.46,0.346,122,90,-3.9,87.5,14.1,22.2,0.218,0.396,0.387,0.131,0.298,0.102,0.094,0.419,2023-07-11,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-07-10"
"TBR",3503,137,506,483,111,0.086,0.228,0.194,0.304,0.259,0.331,0.452,0.339,122,89.8,9.6,101.3,-12.2,20.7,0.18,0.434,0.385,0.152,0.335,0.122,0.087,0.413,2023-07-11,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-07-10"
"LAD",3461,149,494,478,54,0.106,0.227,0.212,0.276,0.244,0.33,0.455,0.338,113,89.6,10.2,66.2,-15,16.9,0.202,0.374,0.423,0.156,0.283,0.109,0.104,0.42,2023-07-11,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-07-10"
"LAA",3481,135,443,427,44,0.089,0.232,0.187,0.301,0.256,0.33,0.442,0.334,112,90,-6.3,44.2,-7.8,15.4,0.197,0.404,0.399,0.147,0.318,0.122,0.095,0.414,2023-07-11,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-07-10"
"BOS",3487,94,451,432,61,0.083,0.213,0.164,0.316,0.264,0.333,0.428,0.331,106,89.2,-2.9,20.5,-38,10,0.203,0.433,0.364,0.108,0.313,0.1,0.075,0.397,2023-07-11,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-07-10"
"CIN",3521,98,454,437,112,0.096,0.231,0.16,0.316,0.257,0.337,0.416,0.33,99,87.8,8.4,5.3,-26.6,9.8,0.212,0.411,0.377,0.114,0.283,0.103,0.066,0.348,2023-07-11,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-07-10"
"STL",3450,121,415,401,56,0.089,0.221,0.172,0.298,0.254,0.328,0.426,0.328,108,90.1,-8.8,25.8,-22.4,12.1,0.2,0.429,0.371,0.141,0.314,0.108,0.088,0.437,2023-07-11,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-07-10"
"ARI",3457,105,449,427,93,0.087,0.202,0.17,0.299,0.258,0.326,0.428,0.327,103,88.9,11,21.7,-2.5,13.7,0.192,0.451,0.356,0.123,0.29,0.089,0.068,0.381,2023-07-11,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-07-10"
"BAL",3382,107,442,429,63,0.088,0.219,0.169,0.299,0.254,0.324,0.423,0.324,107,89.4,1.6,30,-20.4,12.3,0.201,0.404,0.395,0.118,0.329,0.11,0.085,0.401,2023-07-11,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-07-10"
"TOR",3469,102,410,388,68,0.083,0.209,0.156,0.305,0.259,0.326,0.415,0.323,107,89.5,-1.1,27.6,0.1,14.5,0.21,0.426,0.364,0.117,0.303,0.1,0.089,0.414,2023-07-11,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-07-10"
"PHI",3394,99,401,385,70,0.077,0.239,0.162,0.318,0.258,0.321,0.421,0.321,99,89.4,3.9,-0.9,-23.8,9.1,0.213,0.418,0.37,0.118,0.348,0.124,0.083,0.402,2023-07-11,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-07-10"
"SFG",3434,106,416,407,41,0.088,0.246,0.159,0.307,0.248,0.323,0.407,0.319,101,89.1,4.9,7.6,6.4,13.1,0.204,0.411,0.385,0.125,0.303,0.115,0.094,0.408,2023-07-11,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-07-10"
"NYM",3386,114,405,394,71,0.089,0.21,0.164,0.277,0.241,0.321,0.405,0.318,104,89.6,1.8,18.2,-19.9,11.4,0.2,0.435,0.365,0.136,0.295,0.098,0.082,0.409,2023-07-11,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-07-10"
"SDP",3413,109,401,382,71,0.11,0.226,0.167,0.278,0.235,0.324,0.402,0.318,102,89.5,8.1,15.6,1.9,13.4,0.189,0.416,0.396,0.125,0.284,0.099,0.084,0.397,2023-07-11,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-07-10"
"MIA",3441,87,386,366,56,0.074,0.215,0.138,0.32,0.265,0.324,0.403,0.317,100,89,-6.7,-7.8,-15,9.4,0.215,0.46,0.325,0.112,0.324,0.102,0.066,0.376,2023-07-11,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-07-10"
"CHC",3409,96,410,396,67,0.094,0.239,0.15,0.304,0.246,0.325,0.396,0.316,97,88.5,5.5,-5.1,-5.8,10.5,0.199,0.447,0.354,0.122,0.3,0.105,0.078,0.38,2023-07-11,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-07-10"
"HOU",3425,108,417,401,66,0.084,0.206,0.16,0.285,0.247,0.316,0.407,0.315,101,88.7,-3.5,0.6,-2.6,11.3,0.201,0.42,0.379,0.12,0.333,0.106,0.076,0.383,2023-07-11,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-07-10"
"WSN",3377,78,373,356,52,0.066,0.187,0.137,0.304,0.261,0.318,0.399,0.313,94,87.9,-2,-28.4,-34.9,5.1,0.198,0.452,0.349,0.091,0.342,0.095,0.063,0.357,2023-07-11,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-07-10"
"COL",3391,81,393,377,34,0.074,0.242,0.146,0.319,0.255,0.315,0.401,0.312,79,88,-11.3,-98.3,-25.9,-0.9,0.23,0.409,0.361,0.098,0.347,0.127,0.071,0.358,2023-07-11,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-07-10"
"MIN",3419,115,380,361,44,0.087,0.268,0.167,0.292,0.232,0.309,0.4,0.31,98,89,-2.1,-8.8,-13.7,9.2,0.217,0.403,0.38,0.142,0.319,0.126,0.099,0.41,2023-07-11,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-07-10"
"SEA",3375,102,404,389,62,0.09,0.257,0.158,0.29,0.233,0.312,0.391,0.308,101,89.3,-2.4,0.6,-3.6,11.1,0.204,0.408,0.388,0.123,0.323,0.123,0.088,0.415,2023-07-11,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-07-10"
"PIT",3360,81,379,361,81,0.093,0.231,0.148,0.293,0.238,0.315,0.386,0.308,91,89.3,-2.3,-40.8,-2.4,7.1,0.2,0.437,0.363,0.102,0.283,0.11,0.075,0.405,2023-07-11,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-07-10"
"NYY",3321,129,400,384,54,0.084,0.22,0.179,0.261,0.231,0.3,0.41,0.308,96,89.7,-5,-19.5,4,9.6,0.193,0.422,0.384,0.148,0.31,0.108,0.094,0.412,2023-07-11,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-07-10"
"MIL",3383,97,384,369,72,0.095,0.25,0.146,0.288,0.232,0.312,0.378,0.304,89,88.3,-2.8,-50.4,16.5,8.1,0.193,0.445,0.361,0.124,0.294,0.11,0.084,0.383,2023-07-11,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-07-10"
"CLE",3399,60,365,339,73,0.079,0.188,0.125,0.296,0.25,0.314,0.375,0.301,91,87.5,1.3,-36.3,-8.3,7,0.216,0.443,0.341,0.072,0.351,0.097,0.045,0.332,2023-07-11,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-07-10"
"CHW",3442,103,382,371,54,0.067,0.235,0.154,0.285,0.237,0.296,0.391,0.298,88,88.7,-1.1,-49.4,-20.1,4.6,0.19,0.466,0.344,0.128,0.367,0.129,0.077,0.378,2023-07-11,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-07-10"
"DET",3345,82,346,335,42,0.086,0.239,0.136,0.285,0.231,0.3,0.367,0.294,87,89.4,-3.5,-55.7,-6.1,5.1,0.188,0.422,0.39,0.094,0.328,0.116,0.081,0.412,2023-07-11,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-07-10"
"KCR",3351,78,337,322,76,0.071,0.247,0.139,0.29,0.232,0.295,0.371,0.291,81,89.4,1.2,-75.6,-6.8,3,0.207,0.408,0.385,0.091,0.341,0.127,0.083,0.413,2023-07-11,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-07-10"
"OAK",3429,85,329,317,91,0.086,0.246,0.131,0.276,0.221,0.299,0.353,0.289,87,87.7,-2,-53.2,-29.1,3.3,0.184,0.432,0.384,0.102,0.316,0.121,0.064,0.328,2023-07-11,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-07-10"
"ATL",3401,169,499,480,70,0.086,0.214,0.222,0.302,0.271,0.339,0.492,0.356,121,91.3,1.9,89.5,-3.5,20.2,0.187,0.441,0.372,0.194,0.332,0.119,0.121,0.459,2023-07-12,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-07-11"
"TEX",3577,124,531,509,48,0.087,0.218,0.186,0.324,0.274,0.341,0.46,0.346,122,90,-3.9,87.5,14.1,22.2,0.218,0.396,0.387,0.131,0.298,0.102,0.094,0.419,2023-07-12,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-07-11"
