"Team","PA","HR","R","RBI","SB","BB.","K.","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC.","EV","BsR","Off","Def","WAR","LD.","GB.","FB.","HR.FB","O.Swing.","SwStr.","Barrel.","HardHit.","Date","url"
"MIA",1039,27,131,122,14,0.093,0.198,0.136,0.319,0.271,0.344,0.407,0.329,108,88.5,-3.4,6.8,-6,3.6,0.215,0.453,0.332,0.113,0.31,0.095,0.051,0.344,2023-06-19,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-05-20&enddate=2023-06-18"
"SDP",983,36,127,121,34,0.11,0.22,0.188,0.268,0.234,0.325,0.422,0.326,107,89.2,5.7,14.7,3.8,5.2,0.199,0.4,0.401,0.141,0.277,0.096,0.086,0.392,2023-06-19,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-05-20&enddate=2023-06-18"
"PHI",1085,33,136,129,23,0.089,0.239,0.169,0.315,0.258,0.327,0.427,0.325,102,90.3,1.9,4.8,-7.9,3.3,0.229,0.375,0.396,0.117,0.347,0.136,0.105,0.42,2023-06-19,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-05-20&enddate=2023-06-18"
"HOU",1066,42,125,118,25,0.084,0.208,0.186,0.275,0.245,0.315,0.431,0.324,107,89.6,-0.2,8,-0.7,4.4,0.19,0.426,0.384,0.148,0.335,0.107,0.086,0.406,2023-06-19,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-05-20&enddate=2023-06-18"
"TBR",1067,30,137,130,47,0.089,0.229,0.161,0.302,0.248,0.322,0.409,0.321,109,89.4,4.7,15.7,-3.8,4.8,0.197,0.44,0.363,0.116,0.346,0.121,0.063,0.381,2023-06-19,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-05-20&enddate=2023-06-18"
"BAL",983,28,124,122,14,0.065,0.22,0.162,0.312,0.261,0.312,0.423,0.318,102,89.3,-0.7,1.8,-6.6,2.9,0.196,0.431,0.373,0.108,0.35,0.116,0.092,0.409,2023-06-19,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-05-20&enddate=2023-06-18"
"WSN",939,23,108,103,10,0.06,0.176,0.151,0.302,0.265,0.315,0.416,0.318,97,88.3,-0.7,-4.2,-9.3,1.8,0.18,0.448,0.373,0.087,0.342,0.093,0.079,0.367,2023-06-19,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-05-20&enddate=2023-06-18"
"NYM",927,34,116,114,22,0.083,0.21,0.175,0.269,0.238,0.313,0.413,0.317,103,90.8,1.8,5.6,-3.2,3.4,0.183,0.43,0.387,0.138,0.291,0.101,0.097,0.449,2023-06-19,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-05-20&enddate=2023-06-18"
"COL",1100,24,124,117,14,0.077,0.249,0.15,0.327,0.255,0.318,0.405,0.315,82,88.5,-1.3,-25.8,-1.6,1,0.246,0.408,0.346,0.095,0.35,0.132,0.071,0.363,2023-06-19,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-05-20&enddate=2023-06-18"
"BOS",1026,19,109,103,15,0.093,0.211,0.143,0.306,0.249,0.324,0.393,0.315,94,89.4,-2,-9,-10.7,1.5,0.203,0.436,0.361,0.075,0.299,0.093,0.065,0.405,2023-06-19,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-05-20&enddate=2023-06-18"
"CLE",1020,20,118,114,10,0.067,0.177,0.136,0.311,0.269,0.319,0.405,0.314,99,86.8,-2.8,-3.8,-0.4,3.1,0.227,0.448,0.325,0.081,0.35,0.097,0.054,0.313,2023-06-19,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-05-20&enddate=2023-06-18"
"PIT",954,25,103,98,22,0.092,0.218,0.151,0.29,0.242,0.317,0.393,0.312,94,89.1,1.3,-6.1,0.1,2.6,0.19,0.418,0.392,0.1,0.275,0.104,0.072,0.405,2023-06-19,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-05-20&enddate=2023-06-18"
"SEA",975,31,115,112,20,0.093,0.266,0.162,0.289,0.23,0.314,0.392,0.31,101,89.6,0.3,1.9,-0.1,3.5,0.19,0.404,0.406,0.126,0.325,0.132,0.092,0.436,2023-06-19,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-05-20&enddate=2023-06-18"
"MIN",1005,29,99,94,19,0.091,0.302,0.154,0.312,0.229,0.312,0.383,0.307,96,88.5,2.9,-2.3,-8.1,2.4,0.239,0.416,0.346,0.143,0.312,0.125,0.09,0.407,2023-06-19,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-05-20&enddate=2023-06-18"
"DET",1071,30,111,107,13,0.105,0.234,0.151,0.279,0.23,0.312,0.381,0.306,95,89.8,-1.9,-8.6,-0.6,2.7,0.186,0.398,0.415,0.103,0.32,0.119,0.1,0.437,2023-06-19,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-05-20&enddate=2023-06-18"
"STL",971,35,100,98,15,0.088,0.233,0.169,0.261,0.225,0.304,0.394,0.306,94,91,-3.5,-10.9,-6.2,1.6,0.2,0.396,0.404,0.135,0.305,0.111,0.085,0.455,2023-06-19,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-05-20&enddate=2023-06-18"
"KCR",926,21,85,80,20,0.076,0.238,0.131,0.295,0.237,0.304,0.368,0.297,84,88.8,-1.5,-19.2,1.4,1.4,0.221,0.412,0.367,0.093,0.32,0.129,0.091,0.4,2023-06-19,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-05-20&enddate=2023-06-18"
"NYY",915,37,107,104,13,0.063,0.239,0.186,0.253,0.221,0.276,0.407,0.294,86,89.7,-1,-16.2,-0.3,1.5,0.165,0.463,0.372,0.159,0.328,0.116,0.097,0.412,2023-06-19,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-05-20&enddate=2023-06-18"
"MIL",991,30,106,103,23,0.092,0.266,0.152,0.264,0.21,0.293,0.362,0.29,79,88.8,-1.3,-26.8,5.9,1.2,0.176,0.414,0.411,0.118,0.3,0.111,0.091,0.395,2023-06-19,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-05-20&enddate=2023-06-18"
"CHC",981,24,102,99,14,0.104,0.262,0.122,0.27,0.211,0.303,0.333,0.286,78,88.5,1.2,-25.8,-1.2,0.6,0.195,0.446,0.359,0.111,0.307,0.102,0.082,0.391,2023-06-19,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-05-20&enddate=2023-06-18"
"CHW",991,30,106,102,19,0.064,0.255,0.155,0.27,0.221,0.276,0.375,0.283,77,89.5,0.3,-26.7,-7.5,-0.1,0.189,0.461,0.35,0.13,0.379,0.139,0.078,0.386,2023-06-19,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-05-20&enddate=2023-06-18"
"OAK",1019,15,88,86,30,0.086,0.256,0.094,0.278,0.211,0.292,0.305,0.27,74,87.7,0.7,-30.6,-5.3,-0.1,0.179,0.48,0.341,0.07,0.303,0.124,0.052,0.343,2023-06-19,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-05-20&enddate=2023-06-18"
"ATL",1023,50,158,153,21,0.081,0.189,0.218,0.312,0.288,0.346,0.505,0.363,126,91.5,-0.9,31.8,-0.4,6.6,0.197,0.434,0.369,0.183,0.337,0.116,0.12,0.464,2023-06-20,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-05-21&enddate=2023-06-19"
"TEX",1070,37,155,147,10,0.093,0.206,0.192,0.322,0.276,0.344,0.468,0.35,125,90.3,-3.1,27.8,6.2,7.1,0.241,0.377,0.382,0.13,0.295,0.096,0.104,0.433,2023-06-20,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-05-21&enddate=2023-06-19"
"LAA",1041,48,130,123,18,0.103,0.239,0.224,0.285,0.248,0.335,0.472,0.347,121,90.5,-2.9,22.7,-5,5.3,0.197,0.38,0.423,0.171,0.307,0.126,0.109,0.42,2023-06-20,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-05-21&enddate=2023-06-19"
"SFG",1102,30,167,164,13,0.097,0.239,0.169,0.346,0.275,0.353,0.444,0.347,119,88.7,0.9,26.9,4.9,6.9,0.215,0.391,0.394,0.108,0.306,0.102,0.104,0.398,2023-06-20,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-05-21&enddate=2023-06-19"
"CIN",1111,30,155,150,46,0.094,0.207,0.169,0.32,0.269,0.344,0.438,0.34,106,87.7,7.3,15.9,-3.1,5.1,0.207,0.413,0.379,0.105,0.29,0.099,0.076,0.346,2023-06-20,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-05-21&enddate=2023-06-19"
"MIA",1051,28,141,132,12,0.091,0.193,0.141,0.331,0.283,0.354,0.424,0.34,115,88.5,-3.9,15.7,-6.8,4.4,0.219,0.443,0.338,0.113,0.312,0.094,0.053,0.347,2023-06-20,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-05-21&enddate=2023-06-19"
"ARI",1031,35,144,139,29,0.093,0.186,0.189,0.293,0.261,0.332,0.45,0.339,110,89.2,3.3,16.2,-3.5,4.8,0.181,0.443,0.376,0.129,0.29,0.082,0.066,0.395,2023-06-20,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-05-21&enddate=2023-06-19"
"LAD",989,40,134,127,18,0.097,0.224,0.186,0.295,0.256,0.336,0.442,0.336,112,89.9,2.9,17.6,-3.6,4.8,0.22,0.38,0.401,0.152,0.304,0.115,0.096,0.444,2023-06-20,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-05-21&enddate=2023-06-19"
"TOR",1062,34,119,115,20,0.079,0.185,0.161,0.309,0.272,0.334,0.433,0.334,114,89.7,-2,15.3,-1.7,5,0.22,0.441,0.339,0.13,0.302,0.093,0.083,0.427,2023-06-20,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-05-21&enddate=2023-06-19"
"SDP",990,36,129,122,34,0.108,0.218,0.186,0.274,0.239,0.327,0.425,0.327,108,89.1,5.2,15.2,3,5.2,0.198,0.411,0.391,0.142,0.278,0.095,0.085,0.391,2023-06-20,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-05-21&enddate=2023-06-19"
"HOU",1065,42,123,116,24,0.085,0.208,0.184,0.273,0.243,0.314,0.427,0.322,105,89.5,-0.4,6.3,-0.4,4.2,0.19,0.431,0.379,0.151,0.336,0.108,0.084,0.403,2023-06-20,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-05-21&enddate=2023-06-19"
"NYM",971,36,127,125,23,0.082,0.212,0.177,0.276,0.243,0.316,0.42,0.321,106,90.9,1.9,9,-3.2,3.9,0.182,0.433,0.385,0.141,0.295,0.1,0.093,0.451,2023-06-20,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-05-21&enddate=2023-06-19"
"BOS",1032,19,114,108,12,0.097,0.209,0.146,0.31,0.252,0.33,0.399,0.32,98,89.5,-2.7,-5.1,-10.3,2,0.203,0.438,0.359,0.075,0.3,0.094,0.062,0.407,2023-06-20,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-05-21&enddate=2023-06-19"
"PHI",1041,31,124,118,23,0.085,0.241,0.165,0.312,0.254,0.321,0.419,0.319,98,90.3,2,-0.5,-7.2,2.7,0.223,0.378,0.399,0.113,0.346,0.138,0.104,0.417,2023-06-20,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-05-21&enddate=2023-06-19"
"WSN",944,22,109,104,12,0.06,0.176,0.147,0.305,0.267,0.318,0.414,0.318,97,88.6,-0.3,-3.6,-9.4,1.9,0.178,0.453,0.369,0.084,0.338,0.093,0.077,0.368,2023-06-20,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-05-21&enddate=2023-06-19"
"TBR",1029,27,129,122,47,0.087,0.231,0.156,0.302,0.246,0.32,0.402,0.317,106,89.4,4.7,12.3,-3.3,4.4,0.199,0.442,0.36,0.11,0.35,0.122,0.061,0.382,2023-06-20,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-05-21&enddate=2023-06-19"
"BAL",939,26,118,116,14,0.065,0.22,0.16,0.312,0.26,0.311,0.42,0.316,101,89.2,-0.6,0.5,-5.8,2.7,0.193,0.431,0.377,0.104,0.351,0.117,0.092,0.407,2023-06-20,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-05-21&enddate=2023-06-19"
"COL",1098,25,123,116,14,0.077,0.253,0.152,0.325,0.253,0.316,0.405,0.314,81,88.6,-1.3,-26.8,-2.1,0.8,0.237,0.411,0.352,0.098,0.348,0.132,0.073,0.364,2023-06-20,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-05-21&enddate=2023-06-19"
"CLE",1020,20,118,114,10,0.067,0.177,0.136,0.311,0.269,0.319,0.405,0.314,99,86.8,-2.9,-3.6,-0.2,3.1,0.22,0.448,0.332,0.079,0.35,0.097,0.054,0.313,2023-06-20,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-05-21&enddate=2023-06-19"
"PIT",955,25,100,95,22,0.095,0.218,0.149,0.288,0.24,0.318,0.389,0.311,93,89.4,1.2,-6.9,-0.1,2.5,0.186,0.424,0.391,0.101,0.277,0.105,0.073,0.406,2023-06-20,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-05-21&enddate=2023-06-19"
"SEA",933,30,108,105,19,0.092,0.263,0.165,0.286,0.228,0.312,0.394,0.31,101,89.6,0.2,1.7,0.1,3.4,0.19,0.401,0.409,0.126,0.323,0.129,0.094,0.433,2023-06-20,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-05-21&enddate=2023-06-19"
"DET",1071,30,115,111,14,0.106,0.232,0.154,0.282,0.232,0.316,0.386,0.309,97,89.5,-1.6,-4.8,-0.8,3.1,0.183,0.394,0.423,0.102,0.32,0.118,0.102,0.425,2023-06-20,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-05-21&enddate=2023-06-19"
"STL",979,36,102,100,13,0.089,0.233,0.172,0.263,0.226,0.306,0.398,0.309,96,90.7,-3.4,-8.3,-6,1.9,0.197,0.391,0.412,0.135,0.301,0.111,0.082,0.444,2023-06-20,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-05-21&enddate=2023-06-19"
"MIN",998,29,96,92,19,0.088,0.309,0.149,0.307,0.224,0.307,0.373,0.301,92,88.4,2.9,-6.5,-7.1,2,0.231,0.42,0.349,0.144,0.312,0.126,0.091,0.405,2023-06-20,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-05-21&enddate=2023-06-19"
"KCR",927,22,88,82,21,0.076,0.242,0.133,0.296,0.237,0.304,0.37,0.297,84,89,-0.9,-18.2,0.9,1.4,0.222,0.416,0.362,0.099,0.321,0.129,0.094,0.398,2023-06-20,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-05-21&enddate=2023-06-19"
"NYY",873,35,100,97,12,0.065,0.241,0.185,0.247,0.216,0.273,0.402,0.29,84,89.8,-1.2,-17.8,-0.6,1.1,0.16,0.468,0.372,0.158,0.327,0.115,0.095,0.419,2023-06-20,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-05-21&enddate=2023-06-19"
"CHC",993,22,107,103,16,0.107,0.256,0.115,0.275,0.214,0.309,0.329,0.288,79,88.4,1.6,-24.4,-1.4,0.8,0.199,0.45,0.352,0.102,0.304,0.1,0.076,0.383,2023-06-20,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-05-21&enddate=2023-06-19"
