"game_pk","link","gameType","season","gameDate","officialDate","isTie","gameNumber","publicFacing","doubleHeader","gamedayType","tiebreaker","calendarEventID","seasonDisplay","dayNight","description","scheduledInnings","reverseHomeAwayStatus","inningBreakLength","gamesInSeries","seriesGameNumber","seriesDescription","recordSource","ifNecessary","ifNecessaryDescription","status.abstractGameState","status.codedGameState","status.detailedState","status.statusCode","status.startTimeTBD","status.abstractGameCode","teams.away.score","teams.away.isWinner","teams.away.splitSquad","teams.away.seriesNumber","teams.away.leagueRecord.wins","teams.away.leagueRecord.losses","teams.away.leagueRecord.pct","teams.away.team.id","teams.away.team.name","teams.away.team.link","teams.home.score","teams.home.isWinner","teams.home.splitSquad","teams.home.seriesNumber","teams.home.leagueRecord.wins","teams.home.leagueRecord.losses","teams.home.leagueRecord.pct","teams.home.team.id","teams.home.team.name","teams.home.team.link","venue.id","venue.name","venue.link","content.link","rescheduleDate","rescheduleGameDate","status.reason","rescheduledFrom","rescheduledFromDate"
718627,"/api/v1.1/game/718627/feed/live","R","2023","2023-04-11T01:40:00Z","2023-04-10",FALSE,1,TRUE,"N","P","N","14-718627-2023-04-10","2023","night",NA,9,FALSE,120,3,1,"Regular Season","S","N","Normal Game","Final","FALSE","Final","FALSE",FALSE,"FALSE",0,FALSE,FALSE,4,7,3,"0.7",158,"Milwaukee Brewers","/api/v1/teams/158",3,TRUE,FALSE,4,7,4,"0.636",109,"Arizona Diamondbacks","/api/v1/teams/109",15,"Chase Field","/api/v1/venues/15","/api/v1/game/718627/content",NA,NA,NA,NA,NA
718641,"/api/v1.1/game/718641/feed/live","R","2023","2023-04-11T01:45:00Z","2023-04-10",FALSE,1,TRUE,"N","P","N","14-718641-2023-04-10","2023","night",NA,9,FALSE,120,3,1,"Regular Season","S","N","Normal Game","Final","FALSE","Final","FALSE",FALSE,"FALSE",9,TRUE,FALSE,4,6,5,"0.545",119,"Los Angeles Dodgers","/api/v1/teams/119",1,FALSE,FALSE,4,4,6,"0.4",137,"San Francisco Giants","/api/v1/teams/137",2395,"Oracle Park","/api/v1/venues/2395","/api/v1/game/718641/content",NA,NA,NA,NA,NA
718626,"/api/v1.1/game/718626/feed/live","R","2023","2023-04-11T22:10:00Z","2023-04-11",FALSE,1,TRUE,"N","P","N","14-718626-2023-04-11","2023","night",NA,9,FALSE,120,3,2,"Regular Season","S","N","Normal Game","Final","FALSE","Final","FALSE",FALSE,"FALSE",11,TRUE,FALSE,4,7,4,"0.636",147,"New York Yankees","/api/v1/teams/147",2,FALSE,FALSE,4,7,5,"0.583",114,"Cleveland Guardians","/api/v1/teams/114",5,"Progressive Field","/api/v1/venues/5","/api/v1/game/718626/content",NA,NA,NA,NA,NA
718618,"/api/v1.1/game/718618/feed/live","R","2023","2023-04-11T22:35:00Z","2023-04-11",FALSE,1,TRUE,"N","P","N","14-718618-2023-04-11","2023","night",NA,9,FALSE,120,4,2,"Regular Season","S","N","Normal Game","Final","FALSE","Final","FALSE",FALSE,"FALSE",8,FALSE,FALSE,4,2,9,"0.182",133,"Oakland Athletics","/api/v1/teams/133",12,TRUE,FALSE,4,6,5,"0.545",110,"Baltimore Orioles","/api/v1/teams/110",2,"Oriole Park at Camden Yards","/api/v1/venues/2","/api/v1/game/718618/content",NA,NA,NA,NA,NA
718623,"/api/v1.1/game/718623/feed/live","R","2023","2023-04-11T22:35:00Z","2023-04-11",FALSE,1,TRUE,"N","P","N","14-718623-2023-04-11","2023","night",NA,9,FALSE,120,3,2,"Regular Season","S","N","Normal Game","Final","FALSE","Final","FALSE",FALSE,"FALSE",4,FALSE,FALSE,4,5,7,"0.417",117,"Houston Astros","/api/v1/teams/117",7,TRUE,FALSE,4,7,4,"0.636",134,"Pittsburgh Pirates","/api/v1/teams/134",31,"PNC Park","/api/v1/venues/31","/api/v1/game/718623/content",NA,NA,NA,NA,NA
718625,"/api/v1.1/game/718625/feed/live","R","2023","2023-04-11T22:40:00Z","2023-04-11",FALSE,1,TRUE,"N","P","N","14-718625-2023-04-11","2023","night",NA,9,FALSE,120,4,2,"Regular Season","S","N","Normal Game","Final","FALSE","Final","FALSE",FALSE,"FALSE",2,FALSE,FALSE,4,5,6,"0.455",111,"Boston Red Sox","/api/v1/teams/111",7,TRUE,FALSE,4,11,0,"1",139,"Tampa Bay Rays","/api/v1/teams/139",12,"Tropicana Field","/api/v1/venues/12","/api/v1/game/718625/content",NA,NA,NA,NA,NA
718619,"/api/v1.1/game/718619/feed/live","R","2023","2023-04-11T22:40:00Z","2023-04-11",FALSE,1,TRUE,"N","P","N","14-718619-2023-04-11","2023","night",NA,9,FALSE,120,3,2,"Regular Season","S","N","Normal Game","Final","FALSE","Final","FALSE",FALSE,"FALSE",8,TRUE,FALSE,4,5,7,"0.417",146,"Miami Marlins","/api/v1/teams/146",4,FALSE,FALSE,4,4,7,"0.364",143,"Philadelphia Phillies","/api/v1/teams/143",2681,"Citizens Bank Park","/api/v1/venues/2681","/api/v1/game/718619/content",NA,NA,NA,NA,NA
718622,"/api/v1.1/game/718622/feed/live","R","2023","2023-04-11T23:07:00Z","2023-04-11",FALSE,1,TRUE,"N","P","N","14-718622-2023-04-11","2023","night","Blue Jays home opener",9,FALSE,120,3,1,"Regular Season","S","N","Normal Game","Final","FALSE","Final","FALSE",FALSE,"FALSE",3,FALSE,FALSE,4,2,8,"0.2",116,"Detroit Tigers","/api/v1/teams/116",9,TRUE,FALSE,4,7,4,"0.636",141,"Toronto Blue Jays","/api/v1/teams/141",14,"Rogers Centre","/api/v1/venues/14","/api/v1/game/718622/content",NA,NA,NA,NA,NA
718621,"/api/v1.1/game/718621/feed/live","R","2023","2023-04-11T23:10:00Z","2023-04-11",FALSE,1,TRUE,"N","P","N","14-718621-2023-04-11","2023","night",NA,9,FALSE,145,3,2,"Regular Season","S","N","Normal Game","Final","FALSE","Final","FALSE",FALSE,"FALSE",4,TRUE,FALSE,4,7,5,"0.583",135,"San Diego Padres","/api/v1/teams/135",2,FALSE,FALSE,4,6,6,"0.5",121,"New York Mets","/api/v1/teams/121",3289,"Citi Field","/api/v1/venues/3289","/api/v1/game/718621/content",NA,NA,NA,NA,NA
718620,"/api/v1.1/game/718620/feed/live","R","2023","2023-04-11T23:20:00Z","2023-04-11",FALSE,1,TRUE,"N","P","N","14-718620-2023-04-11","2023","night",NA,9,FALSE,120,3,2,"Regular Season","S","N","Normal Game","Final","FALSE","Final","FALSE",FALSE,"FALSE",6,FALSE,FALSE,4,4,6,"0.4",113,"Cincinnati Reds","/api/v1/teams/113",7,TRUE,FALSE,4,8,4,"0.667",144,"Atlanta Braves","/api/v1/teams/144",4705,"Truist Park","/api/v1/venues/4705","/api/v1/game/718620/content",NA,NA,NA,NA,NA
718617,"/api/v1.1/game/718617/feed/live","R","2023","2023-04-11T23:40:00Z","2023-04-11",FALSE,1,TRUE,"N","P","N","14-718617-2023-04-11","2023","night",NA,9,FALSE,120,3,2,"Regular Season","S","N","Normal Game","Final","FALSE","Final","FALSE",FALSE,"FALSE",9,FALSE,FALSE,4,4,8,"0.333",136,"Seattle Mariners","/api/v1/teams/136",14,TRUE,FALSE,4,6,4,"0.6",112,"Chicago Cubs","/api/v1/teams/112",17,"Wrigley Field","/api/v1/venues/17","/api/v1/game/718617/content",NA,NA,NA,NA,NA
718616,"/api/v1.1/game/718616/feed/live","R","2023","2023-04-11T23:40:00Z","2023-04-11",FALSE,1,TRUE,"N","P","N","14-718616-2023-04-11","2023","night",NA,9,FALSE,120,3,2,"Regular Season","S","N","Normal Game","Final","FALSE","Final","FALSE",FALSE,"FALSE",3,FALSE,FALSE,4,5,7,"0.417",145,"Chicago White Sox","/api/v1/teams/145",4,TRUE,FALSE,4,7,4,"0.636",142,"Minnesota Twins","/api/v1/teams/142",3312,"Target Field","/api/v1/venues/3312","/api/v1/game/718616/content",NA,NA,NA,NA,NA
718615,"/api/v1.1/game/718615/feed/live","R","2023","2023-04-12T00:05:00Z","2023-04-11",FALSE,1,TRUE,"N","P","N","14-718615-2023-04-11","2023","night",NA,9,FALSE,120,3,2,"Regular Season","S","N","Normal Game","Final","FALSE","Final","FALSE",FALSE,"FALSE",5,FALSE,FALSE,4,3,9,"0.25",118,"Kansas City Royals","/api/v1/teams/118",8,TRUE,FALSE,4,7,4,"0.636",140,"Texas Rangers","/api/v1/teams/140",5325,"Globe Life Field","/api/v1/venues/5325","/api/v1/game/718615/content",NA,NA,NA,NA,NA
718613,"/api/v1.1/game/718613/feed/live","R","2023","2023-04-12T00:40:00Z","2023-04-11",FALSE,1,TRUE,"N","P","N","14-718613-2023-04-11","2023","night",NA,9,FALSE,120,3,2,"Regular Season","S","N","Normal Game","Final","FALSE","Final","FALSE",FALSE,"FALSE",9,TRUE,FALSE,4,4,7,"0.364",138,"St. Louis Cardinals","/api/v1/teams/138",6,FALSE,FALSE,4,5,7,"0.417",115,"Colorado Rockies","/api/v1/teams/115",19,"Coors Field","/api/v1/venues/19","/api/v1/game/718613/content",NA,NA,NA,NA,NA
718614,"/api/v1.1/game/718614/feed/live","R","2023","2023-04-12T01:38:00Z","2023-04-11",FALSE,1,TRUE,"N","P","N","14-718614-2023-04-11","2023","night",NA,9,FALSE,120,3,2,"Regular Season","S","N","Normal Game","Final","FALSE","Final","FALSE",FALSE,"FALSE",0,FALSE,FALSE,4,4,8,"0.333",120,"Washington Nationals","/api/v1/teams/120",2,TRUE,FALSE,4,6,5,"0.545",108,"Los Angeles Angels","/api/v1/teams/108",1,"Angel Stadium","/api/v1/venues/1","/api/v1/game/718614/content",NA,NA,NA,NA,NA
718611,"/api/v1.1/game/718611/feed/live","R","2023","2023-04-12T01:40:00Z","2023-04-11",FALSE,1,TRUE,"N","P","N","14-718611-2023-04-11","2023","night",NA,9,FALSE,120,3,2,"Regular Season","S","N","Normal Game","Final","FALSE","Final","FALSE",FALSE,"FALSE",7,TRUE,FALSE,4,8,3,"0.727",158,"Milwaukee Brewers","/api/v1/teams/158",1,FALSE,FALSE,4,7,5,"0.583",109,"Arizona Diamondbacks","/api/v1/teams/109",15,"Chase Field","/api/v1/venues/15","/api/v1/game/718611/content",NA,NA,NA,NA,NA
718624,"/api/v1.1/game/718624/feed/live","R","2023","2023-04-12T01:45:00Z","2023-04-11",FALSE,1,TRUE,"N","P","N","14-718624-2023-04-11","2023","night",NA,9,FALSE,120,3,2,"Regular Season","S","N","Normal Game","Final","FALSE","Final","FALSE",FALSE,"FALSE",0,FALSE,FALSE,4,6,6,"0.5",119,"Los Angeles Dodgers","/api/v1/teams/119",5,TRUE,FALSE,4,5,6,"0.455",137,"San Francisco Giants","/api/v1/teams/137",2395,"Oracle Park","/api/v1/venues/2395","/api/v1/game/718624/content",NA,NA,NA,NA,NA
718608,"/api/v1.1/game/718608/feed/live","R","2023","2023-04-12T16:35:00Z","2023-04-12",FALSE,1,TRUE,"N","P","N","14-718608-2023-04-12","2023","day",NA,9,FALSE,120,3,3,"Regular Season","S","N","Normal Game","Final","FALSE","Final","FALSE",FALSE,"FALSE",7,TRUE,FALSE,4,6,7,"0.462",117,"Houston Astros","/api/v1/teams/117",0,FALSE,FALSE,4,7,5,"0.583",134,"Pittsburgh Pirates","/api/v1/teams/134",31,"PNC Park","/api/v1/venues/31","/api/v1/game/718608/content",NA,NA,NA,NA,NA
718610,"/api/v1.1/game/718610/feed/live","R","2023","2023-04-12T17:10:00Z","2023-04-12",FALSE,1,TRUE,"N","P","N","14-718610-2023-04-12","2023","day",NA,9,FALSE,120,3,3,"Regular Season","S","N","Normal Game","Final","FALSE","Final","FALSE",FALSE,"FALSE",2,FALSE,FALSE,4,7,6,"0.538",135,"San Diego Padres","/api/v1/teams/135",5,TRUE,FALSE,4,7,6,"0.538",121,"New York Mets","/api/v1/teams/121",3289,"Citi Field","/api/v1/venues/3289","/api/v1/game/718610/content",NA,NA,NA,NA,NA
718605,"/api/v1.1/game/718605/feed/live","R","2023","2023-04-12T17:10:00Z","2023-04-12",FALSE,1,TRUE,"N","P","N","14-718605-2023-04-12","2023","day",NA,9,FALSE,120,3,3,"Regular Season","S","N","Normal Game","Final","FALSE","Final","FALSE",FALSE,"FALSE",1,FALSE,FALSE,4,5,8,"0.385",145,"Chicago White Sox","/api/v1/teams/145",3,TRUE,FALSE,4,8,4,"0.667",142,"Minnesota Twins","/api/v1/teams/142",3312,"Target Field","/api/v1/venues/3312","/api/v1/game/718605/content",NA,NA,NA,NA,NA
718604,"/api/v1.1/game/718604/feed/live","R","2023","2023-04-12T17:10:00Z","2023-04-12",FALSE,1,TRUE,"N","P","N","14-718604-2023-04-12","2023","day",NA,9,FALSE,120,3,3,"Regular Season","S","N","Normal Game","Final","FALSE","Final","FALSE",FALSE,"FALSE",4,TRUE,FALSE,4,8,4,"0.667",147,"New York Yankees","/api/v1/teams/147",3,FALSE,FALSE,4,7,6,"0.538",114,"Cleveland Guardians","/api/v1/teams/114",5,"Progressive Field","/api/v1/venues/5","/api/v1/game/718604/content",NA,NA,NA,NA,NA
718606,"/api/v1.1/game/718606/feed/live","R","2023","2023-04-12T18:20:00Z","2023-04-12",FALSE,1,TRUE,"N","P","N","14-718606-2023-04-12","2023","day",NA,9,FALSE,120,3,3,"Regular Season","S","N","Normal Game","Final","FALSE","Final","FALSE",FALSE,"FALSE",5,TRUE,FALSE,4,5,8,"0.385",136,"Seattle Mariners","/api/v1/teams/136",2,FALSE,FALSE,4,6,5,"0.545",112,"Chicago Cubs","/api/v1/teams/112",17,"Wrigley Field","/api/v1/venues/17","/api/v1/game/718606/content",NA,NA,NA,NA,NA
718607,"/api/v1.1/game/718607/feed/live","R","2023","2023-04-12T19:10:00Z","2023-04-12",FALSE,1,TRUE,"N","P","N","14-718607-2023-04-12","2023","day",NA,9,FALSE,120,3,3,"Regular Season","S","N","Normal Game","Final","FALSE","Final","FALSE",FALSE,"FALSE",7,TRUE,FALSE,4,5,7,"0.417",138,"St. Louis Cardinals","/api/v1/teams/138",4,FALSE,FALSE,4,5,8,"0.385",115,"Colorado Rockies","/api/v1/teams/115",19,"Coors Field","/api/v1/venues/19","/api/v1/game/718607/content",NA,NA,NA,NA,NA
718598,"/api/v1.1/game/718598/feed/live","R","2023","2023-04-12T19:40:00Z","2023-04-12",FALSE,1,TRUE,"N","P","N","14-718598-2023-04-12","2023","day",NA,9,FALSE,120,3,3,"Regular Season","S","N","Normal Game","Final","FALSE","Final","FALSE",FALSE,"FALSE",3,FALSE,FALSE,4,8,4,"0.667",158,"Milwaukee Brewers","/api/v1/teams/158",7,TRUE,FALSE,4,8,5,"0.615",109,"Arizona Diamondbacks","/api/v1/teams/109",15,"Chase Field","/api/v1/venues/15","/api/v1/game/718598/content",NA,NA,NA,NA,NA
718609,"/api/v1.1/game/718609/feed/live","R","2023","2023-04-12T20:05:00Z","2023-04-12",FALSE,1,TRUE,"N","P","N","14-718609-2023-04-12","2023","day",NA,9,FALSE,120,3,3,"Regular Season","S","N","Normal Game","Final","FALSE","Final","FALSE",FALSE,"FALSE",3,TRUE,FALSE,4,6,7,"0.462",146,"Miami Marlins","/api/v1/teams/146",2,FALSE,FALSE,4,4,8,"0.333",143,"Philadelphia Phillies","/api/v1/teams/143",2681,"Citizens Bank Park","/api/v1/venues/2681","/api/v1/game/718609/content",NA,NA,NA,NA,NA
718602,"/api/v1.1/game/718602/feed/live","R","2023","2023-04-12T20:07:00Z","2023-04-12",FALSE,1,TRUE,"N","P","N","14-718602-2023-04-12","2023","day",NA,9,FALSE,120,3,3,"Regular Season","S","N","Normal Game","Final","FALSE","Final","FALSE",FALSE,"FALSE",2,FALSE,FALSE,4,4,9,"0.308",120,"Washington Nationals","/api/v1/teams/120",3,TRUE,FALSE,4,7,5,"0.583",108,"Los Angeles Angels","/api/v1/teams/108",1,"Angel Stadium","/api/v1/venues/1","/api/v1/game/718602/content",NA,NA,NA,NA,NA
718599,"/api/v1.1/game/718599/feed/live","R","2023","2023-04-12T22:35:00Z","2023-04-12",FALSE,1,TRUE,"N","P","N","14-718599-2023-04-12","2023","night",NA,9,FALSE,120,4,3,"Regular Season","S","N","Normal Game","Final","FALSE","Final","FALSE",FALSE,"FALSE",8,TRUE,FALSE,4,3,9,"0.25",133,"Oakland Athletics","/api/v1/teams/133",4,FALSE,FALSE,4,6,6,"0.5",110,"Baltimore Orioles","/api/v1/teams/110",2,"Oriole Park at Camden Yards","/api/v1/venues/2","/api/v1/game/718599/content",NA,NA,NA,NA,NA
718600,"/api/v1.1/game/718600/feed/live","R","2023","2023-04-12T22:40:00Z","2023-04-12",FALSE,1,TRUE,"N","P","N","14-718600-2023-04-12","2023","night",NA,9,FALSE,120,4,3,"Regular Season","S","N","Normal Game","Final","FALSE","Final","FALSE",FALSE,"FALSE",7,FALSE,FALSE,4,5,7,"0.417",111,"Boston Red Sox","/api/v1/teams/111",9,TRUE,FALSE,4,12,0,"1",139,"Tampa Bay Rays","/api/v1/teams/139",12,"Tropicana Field","/api/v1/venues/12","/api/v1/game/718600/content",NA,NA,NA,NA,NA
718603,"/api/v1.1/game/718603/feed/live","R","2023","2023-04-12T23:07:00Z","2023-04-12",FALSE,1,TRUE,"N","P","N","14-718603-2023-04-12","2023","night",NA,9,FALSE,120,3,2,"Regular Season","S","N","Normal Game","Final","FALSE","Final","FALSE",FALSE,"FALSE",3,FALSE,FALSE,4,2,9,"0.182",116,"Detroit Tigers","/api/v1/teams/116",4,TRUE,FALSE,4,8,4,"0.667",141,"Toronto Blue Jays","/api/v1/teams/141",14,"Rogers Centre","/api/v1/venues/14","/api/v1/game/718603/content",NA,NA,NA,NA,NA
718601,"/api/v1.1/game/718601/feed/live","R","2023","2023-04-12T23:20:00Z","2023-04-12",FALSE,1,TRUE,"N","P","N","14-718601-2023-04-12","2023","night",NA,9,FALSE,120,3,3,"Regular Season","S","N","Normal Game","Final","FALSE","Final","FALSE",FALSE,"FALSE",4,FALSE,FALSE,4,4,7,"0.364",113,"Cincinnati Reds","/api/v1/teams/113",5,TRUE,FALSE,4,9,4,"0.692",144,"Atlanta Braves","/api/v1/teams/144",4705,"Truist Park","/api/v1/venues/4705","/api/v1/game/718601/content",NA,NA,NA,NA,NA
718595,"/api/v1.1/game/718595/feed/live","R","2023","2023-04-13T00:05:00Z","2023-04-12",FALSE,1,TRUE,"N","P","N","14-718595-2023-04-12","2023","night",NA,9,FALSE,120,3,3,"Regular Season","S","N","Normal Game","Final","FALSE","Final","FALSE",FALSE,"FALSE",10,TRUE,FALSE,4,4,9,"0.308",118,"Kansas City Royals","/api/v1/teams/118",1,FALSE,FALSE,4,7,5,"0.583",140,"Texas Rangers","/api/v1/teams/140",5325,"Globe Life Field","/api/v1/venues/5325","/api/v1/game/718595/content",NA,NA,NA,NA,NA
718612,"/api/v1.1/game/718612/feed/live","R","2023","2023-04-13T01:45:00Z","2023-04-12",FALSE,1,TRUE,"N","P","N","14-718612-2023-04-12","2023","night",NA,9,FALSE,120,3,3,"Regular Season","S","N","Normal Game","Final","FALSE","Final","FALSE",FALSE,"FALSE",10,TRUE,FALSE,4,7,6,"0.538",119,"Los Angeles Dodgers","/api/v1/teams/119",5,FALSE,FALSE,4,5,7,"0.417",137,"San Francisco Giants","/api/v1/teams/137",2395,"Oracle Park","/api/v1/venues/2395","/api/v1/game/718612/content",NA,NA,NA,NA,NA
718596,"/api/v1.1/game/718596/feed/live","R","2023","2023-04-13T17:05:00Z","2023-04-13",FALSE,1,TRUE,"N","P","N","14-718596-2023-04-13","2023","day",NA,9,FALSE,120,4,4,"Regular Season","S","N","Normal Game","Final","FALSE","Final","FALSE",FALSE,"FALSE",7,FALSE,FALSE,4,3,10,"0.231",133,"Oakland Athletics","/api/v1/teams/133",8,TRUE,FALSE,4,7,6,"0.538",110,"Baltimore Orioles","/api/v1/teams/110",2,"Oriole Park at Camden Yards","/api/v1/venues/2","/api/v1/game/718596/content",NA,NA,NA,NA,NA
718594,"/api/v1.1/game/718594/feed/live","R","2023","2023-04-13T17:10:00Z","2023-04-13",FALSE,1,TRUE,"N","P","N","14-718594-2023-04-13","2023","day",NA,9,FALSE,120,4,4,"Regular Season","S","N","Normal Game","Final","FALSE","Final","FALSE",FALSE,"FALSE",3,FALSE,FALSE,4,5,8,"0.385",111,"Boston Red Sox","/api/v1/teams/111",9,TRUE,FALSE,4,13,0,"1",139,"Tampa Bay Rays","/api/v1/teams/139",12,"Tropicana Field","/api/v1/venues/12","/api/v1/game/718594/content",NA,NA,NA,NA,NA
718597,"/api/v1.1/game/718597/feed/live","R","2023","2023-04-13T22:40:00Z","2023-04-13",FALSE,1,TRUE,"N","P","N","14-718597-2023-04-13","2023","night",NA,9,FALSE,120,4,1,"Regular Season","S","N","Normal Game","Final","FALSE","Final","FALSE",FALSE,"FALSE",2,FALSE,FALSE,5,4,9,"0.308",143,"Philadelphia Phillies","/api/v1/teams/143",6,TRUE,FALSE,5,5,7,"0.417",113,"Cincinnati Reds","/api/v1/teams/113",2602,"Great American Ball Park","/api/v1/venues/2602","/api/v1/game/718597/content",NA,NA,NA,NA,NA
718590,"/api/v1.1/game/718590/feed/live","R","2023","2023-04-13T23:05:00Z","2023-04-13",FALSE,1,TRUE,"N","P","N","14-718590-2023-04-13","2023","night",NA,9,FALSE,120,4,1,"Regular Season","S","N","Normal Game","Final","FALSE","Final","FALSE",FALSE,"FALSE",11,TRUE,FALSE,5,9,4,"0.692",142,"Minnesota Twins","/api/v1/teams/142",2,FALSE,FALSE,5,8,5,"0.615",147,"New York Yankees","/api/v1/teams/147",3313,"Yankee Stadium","/api/v1/venues/3313","/api/v1/game/718590/content",NA,NA,NA,NA,NA
718593,"/api/v1.1/game/718593/feed/live","R","2023","2023-04-13T23:07:00Z","2023-04-13",FALSE,1,TRUE,"N","P","N","14-718593-2023-04-13","2023","night",NA,9,FALSE,120,3,3,"Regular Season","S","N","Normal Game","Final","FALSE","Final","FALSE",FALSE,"FALSE",3,TRUE,FALSE,4,3,9,"0.25",116,"Detroit Tigers","/api/v1/teams/116",1,FALSE,FALSE,4,8,5,"0.615",141,"Toronto Blue Jays","/api/v1/teams/141",14,"Rogers Centre","/api/v1/venues/14","/api/v1/game/718593/content",NA,NA,NA,NA,NA
718591,"/api/v1.1/game/718591/feed/live","R","2023","2023-04-13T23:45:00Z","2023-04-13",FALSE,1,TRUE,"N","P","N","14-718591-2023-04-13","2023","night",NA,9,FALSE,120,4,1,"Regular Season","S","N","Normal Game","Final","FALSE","Final","FALSE",FALSE,"FALSE",5,TRUE,FALSE,5,8,5,"0.615",134,"Pittsburgh Pirates","/api/v1/teams/134",0,FALSE,FALSE,5,5,8,"0.385",138,"St. Louis Cardinals","/api/v1/teams/138",2889,"Busch Stadium","/api/v1/venues/2889","/api/v1/game/718591/content",NA,NA,NA,NA,NA
718589,"/api/v1.1/game/718589/feed/live","R","2023","2023-04-14T01:40:00Z","2023-04-13",FALSE,1,TRUE,"N","P","N","14-718589-2023-04-13","2023","night",NA,9,FALSE,120,4,1,"Regular Season","S","N","Normal Game","Final","FALSE","Final","FALSE",FALSE,"FALSE",4,TRUE,FALSE,5,9,4,"0.692",158,"Milwaukee Brewers","/api/v1/teams/158",3,FALSE,FALSE,5,7,7,"0.5",135,"San Diego Padres","/api/v1/teams/135",2680,"Petco Park","/api/v1/venues/2680","/api/v1/game/718589/content",NA,NA,NA,NA,NA
718585,"/api/v1.1/game/718585/feed/live","R","2023","2023-04-14T22:40:00Z","2023-04-14",FALSE,1,TRUE,"N","P","N","14-718585-2023-04-14","2023","night",NA,9,FALSE,145,3,1,"Regular Season","S","N","Normal Game","Final","FALSE","Final","FALSE",FALSE,"FALSE",5,FALSE,FALSE,5,5,8,"0.385",137,"San Francisco Giants","/api/v1/teams/137",7,TRUE,FALSE,5,4,9,"0.308",116,"Detroit Tigers","/api/v1/teams/116",2394,"Comerica Park","/api/v1/venues/2394","/api/v1/game/718585/content",NA,NA,NA,NA,NA
718586,"/api/v1.1/game/718586/feed/live","R","2023","2023-04-14T22:40:00Z","2023-04-14",FALSE,1,TRUE,"N","P","N","14-718586-2023-04-14","2023","night",NA,9,FALSE,120,4,2,"Regular Season","S","N","Normal Game","Final","FALSE","Final","FALSE",FALSE,"FALSE",8,TRUE,FALSE,5,5,9,"0.357",143,"Philadelphia Phillies","/api/v1/teams/143",3,FALSE,FALSE,5,5,8,"0.385",113,"Cincinnati Reds","/api/v1/teams/113",2602,"Great American Ball Park","/api/v1/venues/2602","/api/v1/game/718586/content",NA,NA,NA,NA,NA
718584,"/api/v1.1/game/718584/feed/live","R","2023","2023-04-14T22:40:00Z","2023-04-14",FALSE,1,TRUE,"N","P","N","14-718584-2023-04-14","2023","night",NA,9,FALSE,120,3,1,"Regular Season","S","N","Normal Game","Final","FALSE","Final","FALSE",FALSE,"FALSE",1,FALSE,FALSE,5,8,6,"0.571",109,"Arizona Diamondbacks","/api/v1/teams/109",5,TRUE,FALSE,5,7,7,"0.5",146,"Miami Marlins","/api/v1/teams/146",4169,"loanDepot park","/api/v1/venues/4169","/api/v1/game/718584/content",NA,NA,NA,NA,NA
718592,"/api/v1.1/game/718592/feed/live","R","2023","2023-04-14T23:05:00Z","2023-04-14",FALSE,1,TRUE,"N","P","N","14-718592-2023-04-14","2023","night",NA,9,FALSE,120,3,1,"Regular Season","S","N","Normal Game","Final","FALSE","Final","FALSE",FALSE,"FALSE",4,TRUE,FALSE,5,8,6,"0.571",114,"Cleveland Guardians","/api/v1/teams/114",3,FALSE,FALSE,5,4,10,"0.286",120,"Washington Nationals","/api/v1/teams/120",3309,"Nationals Park","/api/v1/venues/3309","/api/v1/game/718592/content",NA,NA,NA,NA,NA
718588,"/api/v1.1/game/718588/feed/live","R","2023","2023-04-14T23:05:00Z","2023-04-14",FALSE,1,TRUE,"N","P","N","14-718588-2023-04-14","2023","night",NA,9,FALSE,120,4,2,"Regular Season","S","N","Normal Game","Final","FALSE","Final","FALSE",FALSE,"FALSE",4,TRUE,FALSE,5,10,4,"0.714",142,"Minnesota Twins","/api/v1/teams/142",3,FALSE,FALSE,5,8,6,"0.571",147,"New York Yankees","/api/v1/teams/147",3313,"Yankee Stadium","/api/v1/venues/3313","/api/v1/game/718588/content",NA,NA,NA,NA,NA
718587,"/api/v1.1/game/718587/feed/live","R","2023","2023-04-14T23:07:00Z","2023-04-14",FALSE,1,TRUE,"N","P","N","14-718587-2023-04-14","2023","night",NA,9,FALSE,120,3,1,"Regular Season","S","N","Normal Game","Final","FALSE","Final","FALSE",FALSE,"FALSE",3,FALSE,FALSE,5,13,1,"0.929",139,"Tampa Bay Rays","/api/v1/teams/139",6,TRUE,FALSE,5,9,5,"0.643",141,"Toronto Blue Jays","/api/v1/teams/141",14,"Rogers Centre","/api/v1/venues/14","/api/v1/game/718587/content",NA,NA,NA,NA,NA
718580,"/api/v1.1/game/718580/feed/live","R","2023","2023-04-14T23:10:00Z","2023-04-14",FALSE,1,TRUE,"N","P","N","14-718580-2023-04-14","2023","night",NA,9,FALSE,145,4,1,"Regular Season","S","N","Normal Game","Final","FALSE","Final","FALSE",FALSE,"FALSE",3,FALSE,FALSE,5,7,6,"0.538",108,"Los Angeles Angels","/api/v1/teams/108",5,TRUE,FALSE,5,6,8,"0.429",111,"Boston Red Sox","/api/v1/teams/111",3,"Fenway Park","/api/v1/venues/3","/api/v1/game/718580/content",NA,NA,NA,NA,NA
