"Name","Team","G","GS","IP","K.","BB.","HR.9","BABIP","LOB.","GB.","LD.","FB.","HR.FB","EV","WHIP","ERA","FIP","xFIP","SIERA","WAR","Start.IP","Relief.IP","O.Swing.","F.Strike.","SwStr.","Zone.","Barrel.","HardHit.","Date","url"
"Bryce Elder","ATL",1,1,6,0.273,0.136,0,0.167,1,0.5,0.167,0.333,0,94,0.83,0,3.4,4.47,4.47,0.1,6,NA,0.25,0.727,0.127,0.342,0.083,0.667,2023-04-09,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=c%2C7%2C8%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C55%2C57%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-04-08&page=1_1000"
"Dustin May","LAD",2,2,13,0.191,0.064,0,0.143,0.875,0.429,0.229,0.343,0,88.3,0.62,0.69,2.71,4.19,4.47,0.5,13,NA,0.341,0.617,0.078,0.455,0.029,0.429,2023-04-09,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=c%2C7%2C8%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C55%2C57%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-04-08&page=1_1000"
"Jesus Luzardo","MIA",2,2,12.2,0.313,0.104,0,0.25,0.917,0.464,0.143,0.393,0,85.1,0.95,0.71,2.21,3.61,3.66,0.6,12.2,NA,0.342,0.583,0.174,0.384,0.071,0.25,2023-04-09,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=c%2C7%2C8%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C55%2C57%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-04-08&page=1_1000"
"Gerrit Cole","NYY",2,2,12.1,0.422,0.111,0,0.286,0.909,0.429,0.238,0.333,0,89.8,0.89,0.73,1.53,2.45,2.75,0.7,12.1,NA,0.319,0.756,0.161,0.414,0.048,0.381,2023-04-09,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=c%2C7%2C8%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C55%2C57%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-04-08&page=1_1000"
"Pablo Lopez","MIN",2,2,12.1,0.364,0.091,0.73,0.182,1,0.478,0.174,0.348,0.125,84.1,0.73,0.73,3.07,3.07,2.99,0.3,12.1,NA,0.416,0.614,0.168,0.347,0.087,0.348,2023-04-09,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=c%2C7%2C8%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C55%2C57%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-04-08&page=1_1000"
"Sonny Gray","MIN",2,2,12,0.292,0.104,0,0.241,0.917,0.286,0.214,0.5,0,92.4,1,0.75,2.31,4.2,4.01,0.5,12,NA,0.304,0.604,0.121,0.365,0.069,0.483,2023-04-09,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=c%2C7%2C8%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C55%2C57%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-04-08&page=1_1000"
"Justin Steele","CHC",2,2,12,0.234,0.106,0,0.226,0.917,0.548,0.161,0.29,0,84.3,1,0.75,2.81,4.02,4.31,0.4,12,NA,0.307,0.553,0.132,0.439,0,0.258,2023-04-09,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=c%2C7%2C8%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C55%2C57%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-04-08&page=1_1000"
"Shohei Ohtani","LAA",2,2,12,0.375,0.146,0,0.238,0.929,0.286,0.238,0.476,0,88.2,1,0.75,2.65,3.99,3.64,0.5,12,NA,0.24,0.5,0.127,0.407,0,0.333,2023-04-09,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=c%2C7%2C8%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C55%2C57%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-04-08&page=1_1000"
"Brandon Woodruff","MIL",2,2,11.1,0.286,0.071,0.79,0.231,1,0.444,0.148,0.407,0.091,86.8,0.88,0.79,3.22,3.64,3.55,0.3,11.1,NA,0.38,0.762,0.165,0.448,0,0.407,2023-04-09,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=c%2C7%2C8%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C55%2C57%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-04-08&page=1_1000"
"Jhony Brito","NYY",2,2,10,0.216,0.081,0,0.192,0.875,0.56,0.12,0.32,0,87.7,0.8,0.9,2.7,3.99,4.19,0.3,10,NA,0.381,0.514,0.119,0.327,0.115,0.269,2023-04-09,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=c%2C7%2C8%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C55%2C57%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-04-08&page=1_1000"
"Mason Thompson","WSN",4,0,8,0.259,0,1.13,0.105,1,0.45,0.05,0.5,0.1,82.7,0.38,1.13,3.27,3.66,2.85,0.1,NA,8,0.364,0.667,0.157,0.506,0.05,0.2,2023-04-09,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=c%2C7%2C8%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C55%2C57%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-04-08&page=1_1000"
"Seth Lugo","SDP",1,1,7,0.28,0,1.29,0.176,1,0.556,0.111,0.333,0.167,87,0.57,1.29,3.25,2.78,2.69,0.2,7,NA,0.4,0.88,0.097,0.516,0.167,0.389,2023-04-09,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=c%2C7%2C8%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C55%2C57%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-04-08&page=1_1000"
"Graham Ashcraft","CIN",1,1,7,0.231,0.038,1.29,0.167,1,0.526,0.105,0.368,0.143,86.7,0.71,1.29,3.97,3.73,3.65,0.2,7,NA,0.32,0.769,0.095,0.474,0.105,0.316,2023-04-09,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=c%2C7%2C8%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C55%2C57%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-04-08&page=1_1000"
"Zack Kelly","BOS",5,0,6.2,0.179,0.179,0,0.235,0.9,0.563,0.063,0.375,0,94.5,1.35,1.35,4.6,6.05,5.84,0,NA,6.2,0.301,0.536,0.074,0.402,0.059,0.529,2023-04-09,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=c%2C7%2C8%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C55%2C57%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-04-08&page=1_1000"
"Jakob Junis","SFG",2,0,6.1,0.231,0.077,0,0.278,0.857,0.444,0.222,0.333,0,85.6,1.11,1.42,2.45,3.98,3.78,0.2,NA,6.1,0.383,0.692,0.136,0.412,0.056,0.333,2023-04-09,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=c%2C7%2C8%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C55%2C57%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-04-08&page=1_1000"
"Steven Wilson","SDP",5,0,6.1,0.417,0.083,1.42,0.182,1,0.167,0.167,0.667,0.125,89.6,0.79,1.42,3.24,3.23,2.35,0.1,NA,6.1,0.281,0.542,0.158,0.366,0.083,0.417,2023-04-09,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=c%2C7%2C8%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C55%2C57%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-04-08&page=1_1000"
"Julio Urias","LAD",2,2,12,0.279,0,0,0.3,0.8,0.517,0.207,0.276,0,88.1,0.75,1.5,1.65,2.72,2.7,0.6,12,NA,0.426,0.674,0.102,0.434,0.033,0.333,2023-04-09,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=c%2C7%2C8%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C55%2C57%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-04-08&page=1_1000"
"Framber Valdez","HOU",2,2,12,0.26,0.02,0,0.4,0.813,0.657,0.257,0.086,0,92.7,1.25,1.5,1.73,2.13,2.2,0.5,12,NA,0.361,0.64,0.133,0.426,0.057,0.457,2023-04-09,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=c%2C7%2C8%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C55%2C57%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-04-08&page=1_1000"
"Shane McClanahan","TBR",2,2,12,0.255,0.106,0,0.3,0.857,0.533,0.2,0.267,0,89.2,1.17,1.5,2.65,3.72,4.09,0.4,12,NA,0.384,0.681,0.155,0.453,0.067,0.367,2023-04-09,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=c%2C7%2C8%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C55%2C57%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-04-08&page=1_1000"
"Josh Winckowski","BOS",3,0,6,0.25,0.042,0,0.235,0.8,0.647,0.059,0.294,0,86.7,0.83,1.5,1.9,3.24,2.76,0.1,NA,6,0.385,0.583,0.128,0.447,0.059,0.471,2023-04-09,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=c%2C7%2C8%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C55%2C57%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-04-08&page=1_1000"
"Nick Lodolo","CIN",2,2,12,0.412,0.078,0,0.385,0.857,0.48,0.2,0.32,0,86.8,1.17,1.5,0.9,1.97,2.43,0.7,12,NA,0.372,0.706,0.152,0.4,0.077,0.308,2023-04-09,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=c%2C7%2C8%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C55%2C57%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-04-08&page=1_1000"
"Dylan Cease","CHW",2,2,11.1,0.409,0.114,0.79,0.105,0.921,0.35,0.3,0.35,0.143,91.4,0.71,1.59,2.96,2.81,2.89,0.3,11.1,NA,0.309,0.705,0.151,0.405,0.1,0.55,2023-04-09,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=c%2C7%2C8%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C55%2C57%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-04-08&page=1_1000"
"Kodai Senga","NYM",2,2,11.1,0.311,0.133,0.79,0.208,0.943,0.52,0.24,0.24,0.167,92.9,1.06,1.59,3.66,3.37,3.94,0.2,11.1,NA,0.238,0.689,0.122,0.433,0.04,0.44,2023-04-09,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=c%2C7%2C8%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C55%2C57%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-04-08&page=1_1000"
"Brent Honeywell","SDP",3,0,5.2,0.333,0.095,1.59,0.091,1,0.417,0.083,0.5,0.167,92.3,0.71,1.59,4.28,3.69,3,0.1,NA,5.2,0.327,0.714,0.148,0.395,0.083,0.667,2023-04-09,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=c%2C7%2C8%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C55%2C57%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-04-08&page=1_1000"
"Roansy Contreras","PIT",1,1,5.2,0.091,0.045,0,0.158,0.75,0.526,0.211,0.263,0,89.4,0.71,1.59,3.22,4.65,5.06,0.2,5.2,NA,0.348,0.591,0.077,0.41,0.053,0.421,2023-04-09,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=c%2C7%2C8%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C55%2C57%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-04-08&page=1_1000"
"Patrick Sandoval","LAA",2,2,11,0.091,0.068,0.82,0.194,0.938,0.528,0.194,0.278,0.1,87.4,1,1.64,4.67,4.96,5.42,0.1,11,NA,0.355,0.5,0.106,0.392,0.108,0.27,2023-04-09,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=c%2C7%2C8%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C55%2C57%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-04-08&page=1_1000"
"Tylor Megill","NYM",2,2,11,0.222,0.089,0.82,0.267,0.948,0.548,0.129,0.323,0.1,88.8,1.18,1.64,3.85,4.14,4.24,0.2,11,NA,0.256,0.511,0.11,0.354,0.097,0.323,2023-04-09,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=c%2C7%2C8%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C55%2C57%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-04-08&page=1_1000"
"John Curtiss","NYM",4,0,5.1,0.222,0,1.69,0.154,1,0.571,0,0.429,0.167,89.2,0.56,1.69,4.33,3.71,3.03,0,NA,5.1,0.25,0.5,0.092,0.385,0.071,0.357,2023-04-09,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=c%2C7%2C8%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C55%2C57%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-04-08&page=1_1000"
"Keegan Thompson","CHC",3,0,5.1,0.238,0.143,0,0.154,0.8,0.385,0.154,0.462,0,87.8,0.94,1.69,3.21,5.03,4.69,0.1,NA,5.1,0.333,0.857,0.105,0.408,0,0.462,2023-04-09,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=c%2C7%2C8%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C55%2C57%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-04-08&page=1_1000"
"Mason Englert","DET",3,0,5.1,0.05,0.05,1.69,0.176,1,0.556,0.167,0.278,0.2,90.6,0.94,1.69,6.02,5.1,5.19,-0.1,NA,5.1,0.317,0.55,0.13,0.461,0.056,0.333,2023-04-09,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=c%2C7%2C8%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C55%2C57%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-04-08&page=1_1000"
"Yu Darvish","SDP",1,1,5,0.143,0.19,0,0.25,0.889,0.417,0.25,0.333,0,85.9,1.4,1.8,5.8,7.09,6.97,0,5,NA,0.236,0.619,0.044,0.396,0,0.333,2023-04-09,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=c%2C7%2C8%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C55%2C57%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-04-08&page=1_1000"
"Brent Suter","COL",3,0,5,0.222,0.111,0,0.167,0.75,0.455,0.273,0.273,0,79.1,0.8,1.8,3,3.97,4.26,0.1,NA,5,0.333,0.889,0.056,0.451,0,0.083,2023-04-09,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=c%2C7%2C8%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C55%2C57%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-04-08&page=1_1000"
"Adam Cimber","TOR",5,0,5,0.158,0.158,1.8,0,1,0.417,0.083,0.5,0.167,93.7,0.8,1.8,7.2,6.53,5.94,-0.2,NA,5,0.283,0.579,0.053,0.387,0.083,0.583,2023-04-09,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=c%2C7%2C8%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C55%2C57%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-04-08&page=1_1000"
"Nick Pivetta","BOS",1,1,5,0.273,0.136,3.6,0.091,0.938,0.308,0.077,0.615,0.25,97,1.2,1.8,8,5.38,4.74,-0.1,5,NA,0.231,0.682,0.069,0.402,0.385,0.769,2023-04-09,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=c%2C7%2C8%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C55%2C57%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-04-08&page=1_1000"
"Tyler Mahle","MIN",1,1,5,0.35,0.05,0,0.417,0.833,0.667,0.25,0.083,0,86.8,1.2,1.8,1.2,1.52,2,0.2,5,NA,0.271,0.7,0.095,0.422,0,0.333,2023-04-09,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=c%2C7%2C8%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C55%2C57%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-04-08&page=1_1000"
"Jack Flaherty","STL",2,2,10,0.156,0.289,0,0.167,0.889,0.542,0.083,0.375,0,85.9,1.7,1.8,6.2,7.65,8.76,-0.1,10,NA,0.175,0.644,0.085,0.365,0.042,0.292,2023-04-09,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=c%2C7%2C8%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C55%2C57%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-04-08&page=1_1000"
"Nestor Cortes","NYY",1,1,5,0.143,0,0,0.389,0.857,0.278,0.278,0.444,0,87.2,1.4,1.8,2.2,4.78,4.88,0.3,5,NA,0.381,0.381,0.113,0.475,0,0.278,2023-04-09,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=c%2C7%2C8%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C55%2C57%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-04-08&page=1_1000"
"Kenta Maeda","MIN",1,1,5,0.5,0,1.8,0.25,1,0.222,0.222,0.556,0.2,92.2,0.6,1.8,2.4,1.41,1.2,0.2,5,NA,0.404,0.722,0.213,0.342,0.111,0.444,2023-04-09,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=c%2C7%2C8%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C55%2C57%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-04-08&page=1_1000"
"Yusei Kikuchi","TOR",1,1,5,0.111,0.056,1.8,0.143,1,0.467,0.067,0.467,0.143,94.2,0.8,1.8,5.8,5.46,5.51,0,5,NA,0.368,0.667,0.13,0.449,0.067,0.533,2023-04-09,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=c%2C7%2C8%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C55%2C57%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-04-08&page=1_1000"
"Dylan Dodd","ATL",1,1,5,0.158,0,0,0.375,0.833,0.438,0.25,0.313,0,94.7,1.2,1.8,2.2,3.81,4.15,0.2,5,NA,0.351,0.579,0.137,0.493,0.063,0.563,2023-04-09,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=pit&lg=all&qual=0&type=c%2C7%2C8%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C55%2C57%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0&rost=0&age=0&filter=&players=0&startdate=2023-03-30&enddate=2023-04-08&page=1_1000"
