"Team","PA","HR","R","RBI","SB","BB.","K.","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC.","EV","BsR","Off","Def","WAR","LD.","GB.","FB.","HR.FB","O.Swing.","SwStr.","Barrel.","HardHit.","Date","url"
"HOU",230,9,36,33,2,0.113,0.213,0.241,0.35,0.296,0.383,0.538,0.392,153,90.2,-0.5,14,-0.8,2.1,0.178,0.362,0.461,0.129,0.307,0.098,0.105,0.428,2023-05-23,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-05-16&enddate=2023-05-22"
"TEX",227,11,47,46,2,0.093,0.176,0.239,0.331,0.308,0.37,0.547,0.389,151,92.6,-0.6,13,1,2.2,0.2,0.394,0.406,0.164,0.31,0.105,0.115,0.479,2023-05-23,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-05-16&enddate=2023-05-22"
"BAL",240,10,35,35,3,0.075,0.196,0.213,0.317,0.282,0.34,0.495,0.356,128,88.8,0.2,8.1,-2.4,1.4,0.211,0.374,0.415,0.141,0.337,0.099,0.069,0.376,2023-05-23,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-05-16&enddate=2023-05-22"
"WSN",217,8,27,26,0,0.046,0.221,0.189,0.34,0.286,0.323,0.476,0.344,115,86.8,-0.5,3.5,-2.4,0.9,0.229,0.446,0.325,0.157,0.367,0.11,0.082,0.373,2023-05-23,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-05-16&enddate=2023-05-22"
"TBR",260,13,36,35,14,0.096,0.215,0.227,0.261,0.24,0.327,0.467,0.344,124,88.5,2.5,10,0.3,1.9,0.167,0.425,0.408,0.183,0.308,0.119,0.092,0.397,2023-05-23,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-05-16&enddate=2023-05-22"
"NYM",224,13,33,33,3,0.076,0.201,0.209,0.269,0.259,0.326,0.468,0.341,120,90.6,0.1,5.7,0.5,1.4,0.19,0.443,0.367,0.224,0.324,0.104,0.101,0.443,2023-05-23,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-05-16&enddate=2023-05-22"
"CHC",197,9,23,22,4,0.117,0.269,0.224,0.282,0.235,0.33,0.459,0.341,115,88.9,0.5,4.2,-1.6,0.9,0.193,0.378,0.429,0.176,0.32,0.113,0.126,0.42,2023-05-23,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-05-16&enddate=2023-05-22"
"LAD",277,8,39,38,1,0.09,0.206,0.197,0.299,0.258,0.329,0.455,0.337,113,90.5,-0.4,4.1,-1.4,1.2,0.214,0.323,0.464,0.09,0.255,0.088,0.141,0.411,2023-05-23,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-05-16&enddate=2023-05-22"
"STL",268,12,42,40,11,0.123,0.231,0.202,0.275,0.24,0.336,0.442,0.336,114,89.4,0.8,5.5,1.3,1.6,0.187,0.415,0.398,0.176,0.297,0.102,0.116,0.442,2023-05-23,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-05-16&enddate=2023-05-22"
"PIT",232,3,33,32,3,0.095,0.207,0.114,0.34,0.271,0.341,0.386,0.323,102,89.4,-0.1,0.4,0.8,0.9,0.25,0.331,0.419,0.045,0.288,0.099,0.068,0.438,2023-05-23,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-05-16&enddate=2023-05-22"
"ARI",248,10,34,31,7,0.085,0.234,0.191,0.275,0.236,0.313,0.427,0.32,99,89,1.3,0.9,-0.5,0.9,0.221,0.429,0.35,0.175,0.277,0.095,0.073,0.406,2023-05-23,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-05-16&enddate=2023-05-22"
"BOS",223,7,32,31,4,0.063,0.211,0.17,0.301,0.257,0.309,0.427,0.32,97,89.3,0.2,-0.6,-1.6,0.5,0.189,0.447,0.365,0.121,0.316,0.098,0.119,0.431,2023-05-23,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-05-16&enddate=2023-05-22"
"ATL",214,9,28,28,2,0.051,0.215,0.18,0.288,0.255,0.299,0.435,0.317,98,91.8,-0.2,-1.2,-0.3,0.6,0.213,0.432,0.355,0.164,0.36,0.12,0.129,0.484,2023-05-23,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-05-16&enddate=2023-05-22"
"PHI",229,7,25,23,7,0.109,0.245,0.162,0.29,0.239,0.325,0.401,0.317,96,89.6,1.1,0.1,-2.6,0.5,0.255,0.393,0.352,0.137,0.355,0.14,0.082,0.411,2023-05-23,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-05-16&enddate=2023-05-22"
"MIN",232,7,21,19,5,0.095,0.323,0.153,0.339,0.236,0.326,0.389,0.317,102,87.6,1.3,1.8,-1.3,0.8,0.305,0.422,0.273,0.2,0.329,0.154,0.069,0.392,2023-05-23,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-05-16&enddate=2023-05-22"
"TOR",280,8,22,22,5,0.086,0.204,0.134,0.304,0.26,0.321,0.394,0.313,99,88.4,-0.3,-0.6,-1.1,0.8,0.207,0.424,0.369,0.11,0.313,0.097,0.055,0.407,2023-05-23,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-05-16&enddate=2023-05-22"
"SEA",229,6,29,28,4,0.105,0.258,0.146,0.294,0.231,0.323,0.377,0.311,102,91.1,0.2,0.7,1.2,1,0.227,0.433,0.34,0.125,0.334,0.147,0.077,0.493,2023-05-23,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-05-16&enddate=2023-05-22"
"NYY",228,10,27,27,4,0.079,0.272,0.198,0.272,0.227,0.294,0.425,0.31,98,88.7,-0.2,-0.9,-0.3,0.7,0.203,0.378,0.42,0.167,0.303,0.124,0.11,0.336,2023-05-23,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-05-16&enddate=2023-05-22"
"CHW",242,7,28,28,5,0.045,0.215,0.147,0.311,0.263,0.301,0.411,0.309,95,90.4,-0.9,-2.6,-1.7,0.4,0.26,0.341,0.399,0.101,0.353,0.126,0.085,0.441,2023-05-23,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-05-16&enddate=2023-05-22"
"MIA",258,6,26,24,7,0.058,0.213,0.121,0.324,0.268,0.315,0.389,0.307,94,87.6,-0.2,-1.9,-2.2,0.5,0.279,0.421,0.301,0.109,0.326,0.101,0.059,0.349,2023-05-23,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-05-16&enddate=2023-05-22"
"DET",236,7,26,24,2,0.136,0.212,0.124,0.248,0.213,0.326,0.337,0.303,93,90.3,-0.8,-3,0.4,0.5,0.204,0.447,0.349,0.132,0.284,0.102,0.092,0.454,2023-05-23,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-05-16&enddate=2023-05-22"
"COL",220,2,27,25,1,0.059,0.218,0.112,0.333,0.263,0.309,0.376,0.301,73,87.9,-0.4,-7.7,0.4,0,0.299,0.35,0.35,0.036,0.366,0.136,0.051,0.367,2023-05-23,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-05-16&enddate=2023-05-22"
"MIL",220,8,15,15,5,0.073,0.259,0.168,0.277,0.228,0.291,0.396,0.299,86,89,-0.8,-4.5,2.7,0.6,0.228,0.393,0.379,0.145,0.296,0.113,0.124,0.393,2023-05-23,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-05-16&enddate=2023-05-22"
"CIN",229,4,22,22,5,0.131,0.249,0.112,0.285,0.218,0.32,0.33,0.295,77,87.1,0.5,-6.1,-1.5,0,0.206,0.461,0.333,0.085,0.267,0.093,0.028,0.324,2023-05-23,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-05-16&enddate=2023-05-22"
"LAA",250,6,23,22,4,0.056,0.292,0.126,0.331,0.247,0.296,0.372,0.292,82,90.1,0.3,-5.2,-1.2,0.2,0.17,0.428,0.403,0.094,0.345,0.15,0.081,0.431,2023-05-23,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-05-16&enddate=2023-05-22"
"SDP",179,5,17,15,1,0.123,0.24,0.148,0.231,0.194,0.296,0.342,0.287,83,89.2,-0.3,-4.3,0.5,0.2,0.186,0.372,0.442,0.1,0.243,0.094,0.053,0.372,2023-05-23,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-05-16&enddate=2023-05-22"
"SFG",214,3,26,26,3,0.089,0.266,0.089,0.303,0.226,0.297,0.316,0.274,71,86.2,0.3,-7.3,1.1,0.1,0.183,0.443,0.374,0.061,0.331,0.125,0.066,0.35,2023-05-23,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-05-16&enddate=2023-05-22"
"CLE",246,6,25,24,4,0.069,0.146,0.128,0.227,0.212,0.272,0.341,0.271,69,87.8,-0.5,-9.5,-1.6,-0.3,0.184,0.5,0.316,0.1,0.332,0.083,0.037,0.34,2023-05-23,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-05-16&enddate=2023-05-22"
"OAK",228,4,17,17,6,0.096,0.281,0.094,0.272,0.202,0.282,0.296,0.259,66,88.7,-0.4,-9.6,-1.9,-0.4,0.159,0.514,0.326,0.089,0.327,0.138,0.071,0.34,2023-05-23,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-05-16&enddate=2023-05-22"
"KCR",209,6,17,17,3,0.072,0.273,0.141,0.217,0.177,0.24,0.318,0.247,49,88.1,-0.1,-12.8,0.3,-0.5,0.17,0.415,0.415,0.107,0.3,0.146,0.103,0.397,2023-05-23,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-05-16&enddate=2023-05-22"
"TEX",229,10,46,43,1,0.087,0.205,0.235,0.338,0.299,0.358,0.534,0.378,144,91.7,-0.8,11,0.8,2,0.217,0.366,0.416,0.149,0.291,0.103,0.118,0.429,2023-05-24,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-05-17&enddate=2023-05-23"
"HOU",229,9,29,27,2,0.118,0.21,0.217,0.324,0.278,0.371,0.495,0.373,141,90.8,-0.5,10.4,-0.1,1.8,0.192,0.391,0.417,0.143,0.298,0.093,0.093,0.457,2023-05-24,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-05-17&enddate=2023-05-23"
"TOR",295,11,39,37,7,0.075,0.203,0.17,0.361,0.311,0.359,0.481,0.362,133,88.7,0,11.5,-1.1,2.1,0.255,0.382,0.363,0.143,0.327,0.103,0.07,0.408,2023-05-24,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-05-17&enddate=2023-05-23"
"CHC",203,10,27,26,4,0.133,0.271,0.238,0.294,0.244,0.35,0.483,0.359,127,89.2,0.7,7.4,-1.4,1.3,0.193,0.429,0.378,0.222,0.301,0.117,0.118,0.429,2023-05-24,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-05-17&enddate=2023-05-23"
"STL",266,13,48,46,10,0.105,0.229,0.222,0.296,0.261,0.342,0.483,0.353,126,89,0.2,8.7,1.2,1.9,0.201,0.425,0.374,0.2,0.294,0.103,0.12,0.429,2023-05-24,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-05-17&enddate=2023-05-23"
"WSN",215,9,27,26,0,0.033,0.2,0.198,0.329,0.29,0.316,0.488,0.345,116,87.3,-0.5,3.6,-2.3,0.9,0.213,0.463,0.323,0.17,0.377,0.097,0.079,0.372,2023-05-24,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-05-17&enddate=2023-05-23"
"BAL",246,10,33,33,3,0.089,0.175,0.2,0.292,0.268,0.336,0.468,0.345,121,88.8,0.2,6.3,-2.5,1.2,0.191,0.388,0.421,0.133,0.329,0.099,0.083,0.383,2023-05-24,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-05-17&enddate=2023-05-23"
"LAD",282,10,46,45,1,0.096,0.209,0.211,0.295,0.259,0.333,0.47,0.343,118,90.5,0,6.2,-1.4,1.4,0.223,0.337,0.44,0.118,0.264,0.093,0.14,0.435,2023-05-24,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-05-17&enddate=2023-05-23"
"NYM",225,11,30,30,3,0.08,0.213,0.184,0.285,0.259,0.329,0.443,0.334,116,90.1,0.2,4.5,0.4,1.3,0.194,0.458,0.348,0.204,0.331,0.101,0.09,0.419,2023-05-24,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-05-17&enddate=2023-05-23"
"PIT",230,3,34,33,3,0.091,0.178,0.12,0.333,0.278,0.343,0.397,0.328,105,88.9,-0.1,1.3,0.6,1,0.23,0.376,0.394,0.046,0.295,0.092,0.077,0.446,2023-05-24,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-05-17&enddate=2023-05-23"
"TBR",251,11,29,28,13,0.092,0.219,0.207,0.255,0.23,0.315,0.437,0.327,113,88,2.3,6.2,0.2,1.5,0.167,0.435,0.399,0.164,0.313,0.118,0.077,0.369,2023-05-24,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-05-17&enddate=2023-05-23"
"SDP",187,9,20,19,3,0.139,0.241,0.201,0.236,0.214,0.326,0.415,0.327,109,88.9,0.9,2.9,0.4,1,0.167,0.377,0.456,0.173,0.251,0.107,0.078,0.348,2023-05-24,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-05-17&enddate=2023-05-23"
"ARI",232,9,30,27,6,0.086,0.241,0.199,0.268,0.228,0.304,0.427,0.316,96,89.5,1.3,0.1,-0.5,0.7,0.232,0.397,0.371,0.161,0.286,0.099,0.072,0.412,2023-05-24,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-05-17&enddate=2023-05-23"
"LAA",249,8,24,23,4,0.06,0.293,0.162,0.333,0.253,0.305,0.415,0.311,96,89.8,0.3,-1.2,-1,0.6,0.197,0.395,0.408,0.125,0.343,0.152,0.089,0.411,2023-05-24,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-05-17&enddate=2023-05-23"
"COL",223,1,31,29,2,0.067,0.193,0.107,0.344,0.277,0.327,0.383,0.311,80,87.5,-0.2,-5.8,0.3,0.2,0.294,0.35,0.356,0.017,0.357,0.126,0.049,0.366,2023-05-24,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-05-17&enddate=2023-05-23"
"NYY",233,10,27,27,4,0.077,0.258,0.194,0.273,0.232,0.296,0.427,0.309,97,88.6,-0.2,-1,-0.4,0.7,0.199,0.384,0.417,0.159,0.312,0.114,0.124,0.34,2023-05-24,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-05-17&enddate=2023-05-23"
"CIN",232,4,24,24,4,0.125,0.233,0.129,0.292,0.229,0.328,0.358,0.308,86,86.1,-0.2,-4.4,-1.3,0.2,0.182,0.459,0.358,0.075,0.26,0.094,0.034,0.318,2023-05-24,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-05-17&enddate=2023-05-23"
"SEA",224,7,28,27,5,0.098,0.246,0.149,0.269,0.222,0.317,0.371,0.307,99,90.8,0.4,0,1.3,0.9,0.206,0.418,0.376,0.132,0.333,0.147,0.085,0.496,2023-05-24,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-05-17&enddate=2023-05-23"
"MIA",258,7,25,24,5,0.054,0.209,0.126,0.313,0.264,0.309,0.389,0.304,93,87.4,-0.6,-2.9,-2.1,0.4,0.259,0.411,0.33,0.115,0.315,0.099,0.043,0.33,2023-05-24,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-05-17&enddate=2023-05-23"
"MIL",218,8,18,17,4,0.078,0.266,0.165,0.284,0.23,0.294,0.395,0.3,87,89.8,-0.6,-4.2,2.7,0.6,0.211,0.387,0.401,0.14,0.289,0.118,0.127,0.423,2023-05-24,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=c,6,11,12,13,21,34,35,40,41,23,37,38,50,61,305,111,203,199,58,43,44,45,47,102,110,308,311&season=2023&month=1000&season1=2023&ind=0&team=0,ts&rost=0&age=0&filter=&players=0&startdate=2023-05-17&enddate=2023-05-23"
