"game_pk","link","gameType","season","gameDate","officialDate","isTie","gameNumber","publicFacing","doubleHeader","gamedayType","tiebreaker","calendarEventID","seasonDisplay","dayNight","scheduledInnings","reverseHomeAwayStatus","inningBreakLength","gamesInSeries","seriesGameNumber","seriesDescription","recordSource","ifNecessary","ifNecessaryDescription","description","rescheduleDate","rescheduleGameDate","status.abstractGameState","status.codedGameState","status.detailedState","status.statusCode","status.startTimeTBD","status.abstractGameCode","status.reason","teams.away.score","teams.away.isWinner","teams.away.splitSquad","teams.away.seriesNumber","teams.away.leagueRecord.wins","teams.away.leagueRecord.losses","teams.away.leagueRecord.pct","teams.away.team.id","teams.away.team.name","teams.away.team.link","teams.home.score","teams.home.isWinner","teams.home.splitSquad","teams.home.seriesNumber","teams.home.leagueRecord.wins","teams.home.leagueRecord.losses","teams.home.leagueRecord.pct","teams.home.team.id","teams.home.team.name","teams.home.team.link","venue.id","venue.name","venue.link","content.link","rescheduledFrom","rescheduledFromDate","resumeDate","resumeGameDate","resumedFrom","resumedFromDate","copyright","totalItems","totalEvents","totalGames","totalGamesInProgress"
634642,"/api/v1.1/game/634642/feed/live","R","2021","2021-04-01T17:05:00Z","2021-04-01",FALSE,1,TRUE,"N","P","N","14-634642-2021-04-01","2021","day",9,FALSE,145,3,1,"Regular Season","S","N","Normal Game",NA,NA,NA,"Final","F","Final","F",FALSE,"F",NA,3,TRUE,FALSE,1,1,0,"1.000",141,"Toronto Blue Jays","/api/v1/teams/141",2,FALSE,FALSE,1,0,1,".000",147,"New York Yankees","/api/v1/teams/147",3313,"Yankee Stadium","/api/v1/venues/3313","/api/v1/game/634642/content",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
634645,"/api/v1.1/game/634645/feed/live","R","2021","2021-04-01T17:10:00Z","2021-04-01",FALSE,1,TRUE,"N","P","N","14-634645-2021-04-01","2021","day",9,FALSE,120,3,1,"Regular Season","S","N","Normal Game","Tigers home opener",NA,NA,"Final","F","Final","F",FALSE,"F",NA,2,FALSE,FALSE,1,0,1,".000",114,"Cleveland Indians","/api/v1/teams/114",3,TRUE,FALSE,1,1,0,"1.000",116,"Detroit Tigers","/api/v1/teams/116",2394,"Comerica Park","/api/v1/venues/2394","/api/v1/game/634645/content",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
634638,"/api/v1.1/game/634638/feed/live","R","2021","2021-04-01T18:10:00Z","2021-04-01",FALSE,1,TRUE,"N","P","N","14-634638-2021-04-01","2021","day",9,FALSE,120,3,1,"Regular Season","S","N","Normal Game","Brewers home opener",NA,NA,"Final","F","Final","F",FALSE,"F",NA,5,FALSE,FALSE,1,0,1,".000",142,"Minnesota Twins","/api/v1/teams/142",6,TRUE,FALSE,1,1,0,"1.000",158,"Milwaukee Brewers","/api/v1/teams/158",32,"American Family Field","/api/v1/venues/32","/api/v1/game/634638/content",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
634634,"/api/v1.1/game/634634/feed/live","R","2021","2021-04-01T18:20:00Z","2021-04-01",FALSE,1,TRUE,"N","P","N","14-634634-2021-04-01","2021","day",9,FALSE,120,3,1,"Regular Season","S","N","Normal Game","Cubs home opener",NA,NA,"Final","F","Final","F",FALSE,"F",NA,5,TRUE,FALSE,1,1,0,"1.000",134,"Pittsburgh Pirates","/api/v1/teams/134",3,FALSE,FALSE,1,0,1,".000",112,"Chicago Cubs","/api/v1/teams/112",17,"Wrigley Field","/api/v1/venues/17","/api/v1/game/634634/content",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
634622,"/api/v1.1/game/634622/feed/live","R","2021","2021-04-01T19:05:00Z","2021-04-01",FALSE,1,TRUE,"N","P","N","14-634622-2021-04-01","2021","day",9,FALSE,120,3,1,"Regular Season","S","N","Normal Game","Phillies home opener",NA,NA,"Final","F","Final","F",FALSE,"F",NA,2,FALSE,FALSE,1,0,1,".000",144,"Atlanta Braves","/api/v1/teams/144",3,TRUE,FALSE,1,1,0,"1.000",143,"Philadelphia Phillies","/api/v1/teams/143",2681,"Citizens Bank Park","/api/v1/venues/2681","/api/v1/game/634622/content",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
634615,"/api/v1.1/game/634615/feed/live","R","2021","2021-04-01T20:10:00Z","2021-04-01",FALSE,1,TRUE,"N","P","N","14-634615-2021-04-01","2021","day",9,FALSE,145,4,1,"Regular Season","S","N","Normal Game","Rockies home opener",NA,NA,"Final","F","Final","F",FALSE,"F",NA,5,FALSE,FALSE,1,0,1,".000",119,"Los Angeles Dodgers","/api/v1/teams/119",8,TRUE,FALSE,1,1,0,"1.000",115,"Colorado Rockies","/api/v1/teams/115",19,"Coors Field","/api/v1/venues/19","/api/v1/game/634615/content",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
634618,"/api/v1.1/game/634618/feed/live","R","2021","2021-04-01T20:10:00Z","2021-04-01",FALSE,1,TRUE,"N","P","N","14-634618-2021-04-01","2021","day",9,FALSE,120,4,1,"Regular Season","S","N","Normal Game","Padres home opener",NA,NA,"Final","F","Final","F",FALSE,"F",NA,7,FALSE,FALSE,1,0,1,".000",109,"Arizona Diamondbacks","/api/v1/teams/109",8,TRUE,FALSE,1,1,0,"1.000",135,"San Diego Padres","/api/v1/teams/135",2680,"Petco Park","/api/v1/venues/2680","/api/v1/game/634618/content",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
634636,"/api/v1.1/game/634636/feed/live","R","2021","2021-04-01T20:10:00Z","2021-04-01",FALSE,1,TRUE,"N","P","N","14-634636-2021-04-01","2021","day",9,FALSE,120,6,4,"Regular Season","S","N","Normal Game","Reds home opener",NA,NA,"Final","F","Final","F",FALSE,"F",NA,11,TRUE,FALSE,1,1,0,"1.000",138,"St. Louis Cardinals","/api/v1/teams/138",6,FALSE,FALSE,1,0,1,".000",113,"Cincinnati Reds","/api/v1/teams/113",2602,"Great American Ball Park","/api/v1/venues/2602","/api/v1/game/634636/content",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
634630,"/api/v1.1/game/634630/feed/live","R","2021","2021-04-01T20:10:00Z","2021-04-01",FALSE,1,TRUE,"N","P","N","14-634630-2021-04-01","2021","day",9,FALSE,120,3,1,"Regular Season","S","N","Normal Game","Royals home opener",NA,NA,"Final","F","Final","F",FALSE,"F",NA,10,FALSE,FALSE,1,0,1,".000",140,"Texas Rangers","/api/v1/teams/140",14,TRUE,FALSE,1,1,0,"1.000",118,"Kansas City Royals","/api/v1/teams/118",7,"Kauffman Stadium","/api/v1/venues/7","/api/v1/game/634630/content",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
634652,"/api/v1.1/game/634652/feed/live","R","2021","2021-04-01T20:10:00Z","2021-04-01",FALSE,1,TRUE,"N","P","N","14-634652-2021-04-01","2021","day",9,FALSE,120,3,1,"Regular Season","S","N","Normal Game","Marlins home opener",NA,NA,"Final","F","Final","F",FALSE,"F",NA,1,TRUE,FALSE,1,1,0,"1.000",139,"Tampa Bay Rays","/api/v1/teams/139",0,FALSE,FALSE,1,0,1,".000",146,"Miami Marlins","/api/v1/teams/146",4169,"loanDepot park","/api/v1/venues/4169","/api/v1/game/634652/content",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
634655,"/api/v1.1/game/634655/feed/live","R","2021","2021-04-02T02:05:00Z","2021-04-01",FALSE,1,TRUE,"N","P","N","14-634655-2021-04-01","2021","night",9,FALSE,120,4,1,"Regular Season","S","N","Normal Game","Angels home opener",NA,NA,"Final","F","Final","F",FALSE,"F",NA,3,FALSE,FALSE,1,0,1,".000",145,"Chicago White Sox","/api/v1/teams/145",4,TRUE,FALSE,1,1,0,"1.000",108,"Los Angeles Angels","/api/v1/teams/108",1,"Angel Stadium","/api/v1/venues/1","/api/v1/game/634655/content",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
634640,"/api/v1.1/game/634640/feed/live","R","2021","2021-04-02T02:07:00Z","2021-04-01",FALSE,1,TRUE,"N","P","N","14-634640-2021-04-01","2021","night",9,FALSE,145,4,1,"Regular Season","S","N","Normal Game","Athletics home opener",NA,NA,"Final","F","Final","F",FALSE,"F",NA,8,TRUE,FALSE,1,1,0,"1.000",117,"Houston Astros","/api/v1/teams/117",1,FALSE,FALSE,1,0,1,".000",133,"Oakland Athletics","/api/v1/teams/133",10,"Oakland Coliseum","/api/v1/venues/10","/api/v1/game/634640/content",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
634625,"/api/v1.1/game/634625/feed/live","R","2021","2021-04-02T02:10:00Z","2021-04-01",FALSE,1,TRUE,"N","P","N","14-634625-2021-04-01","2021","night",9,FALSE,120,6,4,"Regular Season","S","N","Normal Game","Mariners home opener",NA,NA,"Final","F","Final","F",FALSE,"F",NA,7,FALSE,FALSE,1,0,1,".000",137,"San Francisco Giants","/api/v1/teams/137",8,TRUE,FALSE,1,1,0,"1.000",136,"Seattle Mariners","/api/v1/teams/136",680,"T-Mobile Park","/api/v1/venues/680","/api/v1/game/634625/content",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
634627,"/api/v1.1/game/634627/feed/live","R","2021","2021-04-01T18:10:00Z","2021-04-02",NA,1,TRUE,"N","P","N","14-634627-2021-04-01","2021","day",9,FALSE,120,3,1,"Regular Season","S","N","Normal Game","Red Sox home opener","2021-04-02T18:10:00Z","2021-04-02","Final","D","Postponed","DR",FALSE,"F","Rain",NA,NA,FALSE,1,1,0,"1.000",110,"Baltimore Orioles","/api/v1/teams/110",NA,NA,FALSE,1,0,1,".000",111,"Boston Red Sox","/api/v1/teams/111",3,"Fenway Park","/api/v1/venues/3","/api/v1/game/634627/content",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
634647,"/api/v1.1/game/634647/feed/live","R","2021","2021-04-01T23:09:00Z","2021-06-19",NA,1,TRUE,"N","P","N","14-634647-2021-04-01","2021","night",7,FALSE,145,3,1,"Regular Season","S","N","Normal Game","Nationals home opener","2021-06-19T17:05:00Z","2021-06-19","Final","D","Postponed","DE",FALSE,"F","COVID-19",NA,NA,FALSE,1,37,27,".578",121,"New York Mets","/api/v1/teams/121",NA,NA,FALSE,1,31,36,".463",120,"Washington Nationals","/api/v1/teams/120",3309,"Nationals Park","/api/v1/venues/3309","/api/v1/game/634647/content",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
634627,"/api/v1.1/game/634627/feed/live","R","2021","2021-04-02T18:10:00Z","2021-04-02",FALSE,1,TRUE,"N","P","N","14-634627-2021-04-02","2021","day",9,FALSE,120,3,1,"Regular Season","S","N","Normal Game","Red Sox home opener (makeup of 4/1 PPD)",NA,NA,"Final","F","Final","F",FALSE,"F",NA,3,TRUE,FALSE,1,1,0,"1.000",110,"Baltimore Orioles","/api/v1/teams/110",0,FALSE,FALSE,1,0,1,".000",111,"Boston Red Sox","/api/v1/teams/111",3,"Fenway Park","/api/v1/venues/3","/api/v1/game/634627/content","2021-04-01T18:10:00Z","2021-04-01",NA,NA,NA,NA,NA,NA,NA,NA,NA
634602,"/api/v1.1/game/634602/feed/live","R","2021","2021-04-02T23:10:00Z","2021-04-02",FALSE,1,TRUE,"N","P","N","14-634602-2021-04-02","2021","night",9,FALSE,145,3,2,"Regular Season","S","N","Normal Game",NA,NA,NA,"Final","F","Final","F",FALSE,"F",NA,6,TRUE,FALSE,1,2,0,"1.000",139,"Tampa Bay Rays","/api/v1/teams/139",4,FALSE,FALSE,1,0,2,".000",146,"Miami Marlins","/api/v1/teams/146",4169,"loanDepot park","/api/v1/venues/4169","/api/v1/game/634602/content",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
634653,"/api/v1.1/game/634653/feed/live","R","2021","2021-04-03T00:40:00Z","2021-04-02",FALSE,1,TRUE,"N","P","N","14-634653-2021-04-02","2021","night",9,FALSE,120,4,2,"Regular Season","S","N","Normal Game",NA,NA,NA,"Final","F","Final","F",FALSE,"F",NA,11,TRUE,FALSE,1,1,1,".500",119,"Los Angeles Dodgers","/api/v1/teams/119",6,FALSE,FALSE,1,1,1,".500",115,"Colorado Rockies","/api/v1/teams/115",19,"Coors Field","/api/v1/venues/19","/api/v1/game/634653/content",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
634631,"/api/v1.1/game/634631/feed/live","R","2021","2021-04-03T01:38:00Z","2021-04-02",FALSE,1,TRUE,"N","P","N","14-634631-2021-04-02","2021","night",9,FALSE,120,4,2,"Regular Season","S","N","Normal Game",NA,NA,NA,"Final","F","Final","F",FALSE,"F",NA,12,TRUE,FALSE,1,1,1,".500",145,"Chicago White Sox","/api/v1/teams/145",8,FALSE,FALSE,1,1,1,".500",108,"Los Angeles Angels","/api/v1/teams/108",1,"Angel Stadium","/api/v1/venues/1","/api/v1/game/634631/content",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
634605,"/api/v1.1/game/634605/feed/live","R","2021","2021-04-03T01:40:00Z","2021-04-02",FALSE,1,TRUE,"N","P","N","14-634605-2021-04-02","2021","night",9,FALSE,120,4,2,"Regular Season","S","N","Normal Game",NA,NA,NA,"Final","F","Final","F",FALSE,"F",NA,9,TRUE,FALSE,1,2,0,"1.000",117,"Houston Astros","/api/v1/teams/117",5,FALSE,FALSE,1,0,2,".000",133,"Oakland Athletics","/api/v1/teams/133",10,"Oakland Coliseum","/api/v1/venues/10","/api/v1/game/634605/content",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
634576,"/api/v1.1/game/634576/feed/live","R","2021","2021-04-03T02:10:00Z","2021-04-02",FALSE,1,TRUE,"N","P","N","14-634576-2021-04-02","2021","night",9,FALSE,120,4,2,"Regular Season","S","N","Normal Game",NA,NA,NA,"Final","F","Final","F",FALSE,"F",NA,2,FALSE,FALSE,1,0,2,".000",109,"Arizona Diamondbacks","/api/v1/teams/109",4,TRUE,FALSE,1,2,0,"1.000",135,"San Diego Padres","/api/v1/teams/135",2680,"Petco Park","/api/v1/venues/2680","/api/v1/game/634576/content",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
634578,"/api/v1.1/game/634578/feed/live","R","2021","2021-04-03T02:10:00Z","2021-04-02",FALSE,1,TRUE,"N","P","N","14-634578-2021-04-02","2021","night",9,FALSE,120,6,5,"Regular Season","S","N","Normal Game",NA,NA,NA,"Final","F","Final","F",FALSE,"F",NA,6,TRUE,FALSE,1,1,1,".500",137,"San Francisco Giants","/api/v1/teams/137",3,FALSE,FALSE,1,1,1,".500",136,"Seattle Mariners","/api/v1/teams/136",680,"T-Mobile Park","/api/v1/venues/680","/api/v1/game/634578/content",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
634644,"/api/v1.1/game/634644/feed/live","R","2021","2021-04-03T17:05:00Z","2021-04-03",FALSE,1,TRUE,"N","P","N","14-634644-2021-04-03","2021","day",9,FALSE,120,3,2,"Regular Season","S","N","Normal Game",NA,NA,NA,"Final","F","Final","F",FALSE,"F",NA,3,FALSE,FALSE,1,1,1,".500",141,"Toronto Blue Jays","/api/v1/teams/141",5,TRUE,FALSE,1,1,1,".500",147,"New York Yankees","/api/v1/teams/147",3313,"Yankee Stadium","/api/v1/venues/3313","/api/v1/game/634644/content",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
634577,"/api/v1.1/game/634577/feed/live","R","2021","2021-04-03T17:10:00Z","2021-04-03",FALSE,1,TRUE,"N","P","N","14-634577-2021-04-03","2021","day",9,FALSE,120,3,2,"Regular Season","S","N","Normal Game",NA,NA,NA,"Final","F","Final","F",FALSE,"F",NA,4,TRUE,FALSE,1,2,0,"1.000",110,"Baltimore Orioles","/api/v1/teams/110",2,FALSE,FALSE,1,0,2,".000",111,"Boston Red Sox","/api/v1/teams/111",3,"Fenway Park","/api/v1/venues/3","/api/v1/game/634577/content",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
634573,"/api/v1.1/game/634573/feed/live","R","2021","2021-04-03T17:10:00Z","2021-04-03",FALSE,1,TRUE,"N","P","N","14-634573-2021-04-03","2021","day",9,FALSE,120,3,2,"Regular Season","S","N","Normal Game",NA,NA,NA,"Final","F","Final","F",FALSE,"F",NA,2,FALSE,FALSE,1,0,2,".000",114,"Cleveland Indians","/api/v1/teams/114",5,TRUE,FALSE,1,2,0,"1.000",116,"Detroit Tigers","/api/v1/teams/116",2394,"Comerica Park","/api/v1/venues/2394","/api/v1/game/634573/content",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
634604,"/api/v1.1/game/634604/feed/live","R","2021","2021-04-03T18:10:00Z","2021-04-03",FALSE,1,TRUE,"N","P","N","14-634604-2021-04-03","2021","day",9,FALSE,120,3,2,"Regular Season","S","N","Normal Game",NA,NA,NA,"Final","F","Final","F",FALSE,"F",NA,4,FALSE,FALSE,1,0,2,".000",140,"Texas Rangers","/api/v1/teams/140",11,TRUE,FALSE,1,2,0,"1.000",118,"Kansas City Royals","/api/v1/teams/118",7,"Kauffman Stadium","/api/v1/venues/7","/api/v1/game/634604/content",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
634643,"/api/v1.1/game/634643/feed/live","R","2021","2021-04-03T18:20:00Z","2021-04-03",FALSE,1,TRUE,"N","P","N","14-634643-2021-04-03","2021","day",9,FALSE,120,3,2,"Regular Season","S","N","Normal Game",NA,NA,NA,"Final","F","Final","F",FALSE,"F",NA,1,FALSE,FALSE,1,1,1,".500",134,"Pittsburgh Pirates","/api/v1/teams/134",5,TRUE,FALSE,1,1,1,".500",112,"Chicago Cubs","/api/v1/teams/112",17,"Wrigley Field","/api/v1/venues/17","/api/v1/game/634643/content",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
634580,"/api/v1.1/game/634580/feed/live","R","2021","2021-04-03T20:05:00Z","2021-04-03",FALSE,1,TRUE,"N","P","N","14-634580-2021-04-03","2021","day",9,FALSE,145,3,2,"Regular Season","S","N","Normal Game",NA,NA,NA,"Final","F","Final","F",FALSE,"F",NA,0,FALSE,FALSE,1,0,2,".000",144,"Atlanta Braves","/api/v1/teams/144",4,TRUE,FALSE,1,2,0,"1.000",143,"Philadelphia Phillies","/api/v1/teams/143",2681,"Citizens Bank Park","/api/v1/venues/2681","/api/v1/game/634580/content",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
634629,"/api/v1.1/game/634629/feed/live","R","2021","2021-04-03T20:07:00Z","2021-04-03",FALSE,1,TRUE,"N","P","N","14-634629-2021-04-03","2021","day",9,FALSE,120,4,3,"Regular Season","S","N","Normal Game",NA,NA,NA,"Final","F","Final","F",FALSE,"F",NA,9,TRUE,FALSE,1,3,0,"1.000",117,"Houston Astros","/api/v1/teams/117",1,FALSE,FALSE,1,0,3,".000",133,"Oakland Athletics","/api/v1/teams/133",10,"Oakland Coliseum","/api/v1/venues/10","/api/v1/game/634629/content",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
634654,"/api/v1.1/game/634654/feed/live","R","2021","2021-04-03T20:10:00Z","2021-04-03",FALSE,1,TRUE,"N","P","N","14-634654-2021-04-03","2021","day",9,FALSE,120,6,5,"Regular Season","S","N","Normal Game",NA,NA,NA,"Final","F","Final","F",FALSE,"F",NA,6,FALSE,FALSE,1,1,1,".500",138,"St. Louis Cardinals","/api/v1/teams/138",9,TRUE,FALSE,1,1,1,".500",113,"Cincinnati Reds","/api/v1/teams/113",2602,"Great American Ball Park","/api/v1/venues/2602","/api/v1/game/634654/content",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
634596,"/api/v1.1/game/634596/feed/live","R","2021","2021-04-03T22:10:00Z","2021-04-03",FALSE,1,TRUE,"N","P","N","14-634596-2021-04-03","2021","night",9,FALSE,120,3,3,"Regular Season","S","N","Normal Game",NA,NA,NA,"Final","F","Final","F",FALSE,"F",NA,7,FALSE,FALSE,1,2,1,".667",139,"Tampa Bay Rays","/api/v1/teams/139",12,TRUE,FALSE,1,1,2,".333",146,"Miami Marlins","/api/v1/teams/146",4169,"loanDepot park","/api/v1/venues/4169","/api/v1/game/634596/content",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
634575,"/api/v1.1/game/634575/feed/live","R","2021","2021-04-03T23:10:00Z","2021-04-03",FALSE,1,TRUE,"N","P","N","14-634575-2021-04-03","2021","night",9,FALSE,120,3,2,"Regular Season","S","N","Normal Game",NA,NA,NA,"Final","F","Final","F",FALSE,"F",NA,2,TRUE,FALSE,1,1,1,".500",142,"Minnesota Twins","/api/v1/teams/142",0,FALSE,FALSE,1,1,1,".500",158,"Milwaukee Brewers","/api/v1/teams/158",32,"American Family Field","/api/v1/venues/32","/api/v1/game/634575/content",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
634633,"/api/v1.1/game/634633/feed/live","R","2021","2021-04-04T00:10:00Z","2021-04-03",FALSE,1,TRUE,"N","P","N","14-634633-2021-04-03","2021","night",9,FALSE,120,4,3,"Regular Season","S","N","Normal Game",NA,NA,NA,"Final","F","Final","F",FALSE,"F",NA,6,TRUE,FALSE,1,2,1,".667",119,"Los Angeles Dodgers","/api/v1/teams/119",5,FALSE,FALSE,1,1,2,".333",115,"Colorado Rockies","/api/v1/teams/115",19,"Coors Field","/api/v1/venues/19","/api/v1/game/634633/content",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
634623,"/api/v1.1/game/634623/feed/live","R","2021","2021-04-04T00:40:00Z","2021-04-03",FALSE,1,TRUE,"N","P","N","14-634623-2021-04-03","2021","night",9,FALSE,120,4,3,"Regular Season","S","N","Normal Game",NA,NA,NA,"Final","F","Final","F",FALSE,"F",NA,0,FALSE,FALSE,1,0,3,".000",109,"Arizona Diamondbacks","/api/v1/teams/109",7,TRUE,FALSE,1,3,0,"1.000",135,"San Diego Padres","/api/v1/teams/135",2680,"Petco Park","/api/v1/venues/2680","/api/v1/game/634623/content",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
634646,"/api/v1.1/game/634646/feed/live","R","2021","2021-04-04T01:07:00Z","2021-04-03",FALSE,1,TRUE,"N","P","N","14-634646-2021-04-03","2021","night",9,FALSE,120,4,3,"Regular Season","S","N","Normal Game",NA,NA,NA,"Final","F","Final","F",FALSE,"F",NA,3,FALSE,FALSE,1,1,2,".333",145,"Chicago White Sox","/api/v1/teams/145",5,TRUE,FALSE,1,2,1,".667",108,"Los Angeles Angels","/api/v1/teams/108",1,"Angel Stadium","/api/v1/venues/1","/api/v1/game/634646/content",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
634639,"/api/v1.1/game/634639/feed/live","R","2021","2021-04-04T01:10:00Z","2021-04-03",FALSE,1,TRUE,"N","P","N","14-634639-2021-04-03","2021","night",9,FALSE,120,6,6,"Regular Season","S","N","Normal Game",NA,NA,NA,"Final","F","Final","F",FALSE,"F",NA,0,FALSE,FALSE,1,1,2,".333",137,"San Francisco Giants","/api/v1/teams/137",4,TRUE,FALSE,1,2,1,".667",136,"Seattle Mariners","/api/v1/teams/136",680,"T-Mobile Park","/api/v1/venues/680","/api/v1/game/634639/content",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
634620,"/api/v1.1/game/634620/feed/live","R","2021","2021-04-03T20:05:00Z","2021-06-28",NA,1,TRUE,"N","P","N","14-634620-2021-04-03","2021","day",9,FALSE,120,3,2,"Regular Season","S","N","Normal Game","Makeup 6/28","2021-06-28T23:05:00Z","2021-06-28","Final","D","Postponed","DE",FALSE,"F","COVID-19",NA,NA,FALSE,1,41,34,".547",121,"New York Mets","/api/v1/teams/121",NA,NA,FALSE,1,38,38,".500",120,"Washington Nationals","/api/v1/teams/120",3309,"Nationals Park","/api/v1/venues/3309","/api/v1/game/634620/content",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
634617,"/api/v1.1/game/634617/feed/live","R","2021","2021-04-04T17:05:00Z","2021-04-04",FALSE,1,TRUE,"N","P","N","14-634617-2021-04-04","2021","day",9,FALSE,145,3,3,"Regular Season","S","N","Normal Game",NA,NA,NA,"Final","F","Final","F",FALSE,"F",NA,1,FALSE,FALSE,1,0,3,".000",144,"Atlanta Braves","/api/v1/teams/144",2,TRUE,FALSE,1,3,0,"1.000",143,"Philadelphia Phillies","/api/v1/teams/143",2681,"Citizens Bank Park","/api/v1/venues/2681","/api/v1/game/634617/content",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
634607,"/api/v1.1/game/634607/feed/live","R","2021","2021-04-04T17:05:00Z","2021-04-04",FALSE,1,TRUE,"N","P","N","14-634607-2021-04-04","2021","day",9,FALSE,120,3,3,"Regular Season","S","N","Normal Game",NA,NA,NA,"Final","F","Final","F",FALSE,"F",NA,3,TRUE,FALSE,1,2,1,".667",141,"Toronto Blue Jays","/api/v1/teams/141",1,FALSE,FALSE,1,1,2,".333",147,"New York Yankees","/api/v1/teams/147",3313,"Yankee Stadium","/api/v1/venues/3313","/api/v1/game/634607/content",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
634610,"/api/v1.1/game/634610/feed/live","R","2021","2021-04-04T17:10:00Z","2021-04-04",FALSE,1,TRUE,"N","P","N","14-634610-2021-04-04","2021","day",9,FALSE,120,3,3,"Regular Season","S","N","Normal Game",NA,NA,NA,"Final","F","Final","F",FALSE,"F",NA,11,TRUE,FALSE,1,3,0,"1.000",110,"Baltimore Orioles","/api/v1/teams/110",3,FALSE,FALSE,1,0,3,".000",111,"Boston Red Sox","/api/v1/teams/111",3,"Fenway Park","/api/v1/venues/3","/api/v1/game/634610/content",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
634611,"/api/v1.1/game/634611/feed/live","R","2021","2021-04-04T17:10:00Z","2021-04-04",FALSE,1,TRUE,"N","P","N","14-634611-2021-04-04","2021","day",9,FALSE,120,3,3,"Regular Season","S","N","Normal Game",NA,NA,NA,"Final","F","Final","F",FALSE,"F",NA,9,TRUE,FALSE,1,1,2,".333",114,"Cleveland Indians","/api/v1/teams/114",3,FALSE,FALSE,1,2,1,".667",116,"Detroit Tigers","/api/v1/teams/116",2394,"Comerica Park","/api/v1/venues/2394","/api/v1/game/634611/content",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
634560,"/api/v1.1/game/634560/feed/live","R","2021","2021-04-04T17:10:00Z","2021-04-04",FALSE,1,TRUE,"N","P","N","14-634560-2021-04-04","2021","day",9,FALSE,120,6,6,"Regular Season","S","N","Normal Game",NA,NA,NA,"Final","F","Final","F",FALSE,"F",NA,1,FALSE,FALSE,1,1,2,".333",138,"St. Louis Cardinals","/api/v1/teams/138",12,TRUE,FALSE,1,2,1,".667",113,"Cincinnati Reds","/api/v1/teams/113",2602,"Great American Ball Park","/api/v1/venues/2602","/api/v1/game/634560/content",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
634593,"/api/v1.1/game/634593/feed/live","R","2021","2021-04-04T18:10:00Z","2021-04-04",FALSE,1,TRUE,"N","P","N","14-634593-2021-04-04","2021","day",9,FALSE,120,3,3,"Regular Season","S","N","Normal Game",NA,NA,NA,"Final","F","Final","F",FALSE,"F",NA,7,TRUE,FALSE,1,1,2,".333",140,"Texas Rangers","/api/v1/teams/140",3,FALSE,FALSE,1,2,1,".667",118,"Kansas City Royals","/api/v1/teams/118",7,"Kauffman Stadium","/api/v1/venues/7","/api/v1/game/634593/content",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
