game_pk,game_date,fullName,id,team,team_id,home_plate_full_name,home_plate_id
631438,2020-07-24,Marco Gonzales,594835,Seattle Mariners,136,Alfonso Marquez,427315
631438,2020-07-24,Justin Verlander,434378,Houston Astros,117,Alfonso Marquez,427315
631378,2020-07-24,Tyler Anderson,542881,San Francisco Giants,137,Edwin Moscoso,554242
631378,2020-07-24,Ross Stripling,548389,Los Angeles Dodgers,119,Edwin Moscoso,554242
631182,2020-07-24,Andrew Heaney,571760,Los Angeles Angels,108,Brian Knight,427286
631182,2020-07-24,Frankie Montas,593423,Oakland Athletics,133,Brian Knight,427286
631642,2020-07-25,Corbin Burnes,669203,Milwaukee Brewers,158,CB Bucknor,427044
631642,2020-07-25,Yu Darvish,506433,Chicago Cubs,112,CB Bucknor,427044
631666,2020-07-25,Alex Cobb,502171,Baltimore Orioles,110,Marty Foster,427168
631666,2020-07-25,Martin Perez,527048,Boston Red Sox,111,Marty Foster,427168
631515,2020-07-25,Randy Dobnak,677976,Minnesota Twins,142,Pat Hoberg,573596
631515,2020-07-25,Dallas Keuchel,572971,Chicago White Sox,145,Pat Hoberg,573596
630992,2020-07-25,Trevor Williams,592866,Pittsburgh Pirates,134,Ed Hickox,427224
630992,2020-07-25,Adam Wainwright,425794,St. Louis Cardinals,138,Ed Hickox,427224
630967,2020-07-25,Matt Shoemaker,533167,Toronto Blue Jays,141,Hunter Wendelstedt,427537
630967,2020-07-25,Ryan Yarbrough,642232,Tampa Bay Rays,139,Hunter Wendelstedt,427537
630942,2020-07-25,Jon Gray,592351,Colorado Rockies,115,Jim Wolf,427554
630942,2020-07-25,Mike Minor,501985,Texas Rangers,140,Jim Wolf,427554
631108,2020-07-25,Caleb Smith,592761,Miami Marlins,146,D.J. Reyburn,482666
631108,2020-07-25,Zack Wheeler,554430,Philadelphia Phillies,143,D.J. Reyburn,482666
631181,2020-07-25,Dylan Bundy,605164,Los Angeles Angels,108,Mike Muchlinski,483912
631181,2020-07-25,Sean Manaea,640455,Oakland Athletics,133,Mike Muchlinski,483912
631453,2020-07-25,Taijuan Walker,592836,Seattle Mariners,136,Chris Guccione,427197
631453,2020-07-25,Lance McCullers Jr.,621121,Houston Astros,117,Chris Guccione,427197
631382,2020-07-25,Logan Webb,657277,San Francisco Giants,137,Doug Eddings,427139
631382,2020-07-25,Alex Wood,622072,Los Angeles Dodgers,119,Doug Eddings,427139
631241,2020-07-25,Max Fried,608331,Atlanta Braves,144,Chad Fairchild,431232
631241,2020-07-25,Steven Matz,571927,New York Mets,121,Chad Fairchild,431232
631603,2020-07-25,Ivan Nova,467100,Detroit Tigers,116,Lance Barksdale,427013
631603,2020-07-25,Luis Castillo,622491,Cincinnati Reds,113,Lance Barksdale,427013
631565,2020-07-25,Brady Singer,663903,Kansas City Royals,118,Andy Fletcher,427164
631565,2020-07-25,Mike Clevinger,605182,Cleveland Indians,114,Andy Fletcher,427164
630899,2020-07-25,James Paxton,572020,New York Yankees,147,Dan Bellino,483564
630899,2020-07-25,Erick Fedde,607200,Washington Nationals,120,Dan Bellino,483564
631092,2020-07-25,Robbie Ray,592662,Arizona Diamondbacks,109,Adrian Johnson,482641
631092,2020-07-25,Dinelson Lamet,659275,San Diego Padres,135,Adrian Johnson,482641
631126,2020-07-26,Robert Dugger,667498,Miami Marlins,146,Ryan Blakney,503502
631126,2020-07-26,Vince Velasquez,592826,Philadelphia Phillies,143,Ryan Blakney,503502
630856,2020-07-26,Jonathan Loaisiga,642528,New York Yankees,147,Will Little,504381
630856,2020-07-26,Patrick Corbin,571578,Washington Nationals,120,Will Little,504381
631591,2020-07-26,Spencer Turnbull,605513,Detroit Tigers,116,Chris Conroy,482620
631591,2020-07-26,Trevor Bauer,545333,Cincinnati Reds,113,Chris Conroy,482620
631566,2020-07-26,Ronald Bolanos,671790,Kansas City Royals,118,Tripp Gibson,503586
631566,2020-07-26,Carlos Carrasco,471911,Cleveland Indians,114,Tripp Gibson,503586
630968,2020-07-26,Thomas Hatch,641672,Toronto Blue Jays,141,Vic Carapazza,483569
630968,2020-07-26,Blake Snell,605483,Tampa Bay Rays,139,Vic Carapazza,483569
631668,2020-07-26,Wade LeBlanc,453281,Baltimore Orioles,110,Alan Porter,484198
631668,2020-07-26,Ryan Weber,543901,Boston Red Sox,111,Alan Porter,484198
631441,2020-07-26,Yusei Kikuchi,579328,Seattle Mariners,136,Cory Blaser,484183
631441,2020-07-26,Zack Greinke,425844,Houston Astros,117,Cory Blaser,484183
631517,2020-07-26,Kenta Maeda,628317,Minnesota Twins,142,Ramon De Jesus,594151
631517,2020-07-26,Reynaldo Lopez,625643,Chicago White Sox,145,Ramon De Jesus,594151
630993,2020-07-26,Mitch Keller,656605,Pittsburgh Pirates,134,Jordan Baker,490319
630993,2020-07-26,Dakota Hudson,641712,St. Louis Cardinals,138,Jordan Baker,490319
631643,2020-07-26,Freddy Peralta,642547,Milwaukee Brewers,158,John Tumpane,483630
631643,2020-07-26,Tyler Chatwood,543022,Chicago Cubs,112,John Tumpane,483630
630943,2020-07-26,Kyle Freeland,607536,Colorado Rockies,115,Lance Barrett,483561
630943,2020-07-26,Corey Kluber,446372,Texas Rangers,140,Lance Barrett,483561
631165,2020-07-26,Shohei Ohtani,660271,Los Angeles Angels,108,Marvin Hudson,427243
631165,2020-07-26,Mike Fiers,571666,Oakland Athletics,133,Marvin Hudson,427243
631097,2020-07-26,Zac Gallen,668678,Arizona Diamondbacks,109,Mark Ripperger,483919
631097,2020-07-26,Garrett Richards,572070,San Diego Padres,135,Mark Ripperger,483919
631240,2020-07-26,Sean Newcomb,656794,Atlanta Braves,144,Carlos Torres,547380
631240,2020-07-26,Rick Porcello,519144,New York Mets,121,Carlos Torres,547380
631384,2020-07-26,Drew Smyly,592767,San Francisco Giants,137,Rob Drake,427128
631384,2020-07-26,Julio Urias,628711,Los Angeles Dodgers,119,Rob Drake,427128
631168,2020-07-27,Griffin Canning,656288,Los Angeles Angels,108,Adam Hamari,503077
631168,2020-07-27,Chris Bassitt,605135,Oakland Athletics,133,Adam Hamari,503077
631098,2020-07-27,Luke Weaver,596133,Arizona Diamondbacks,109,Quinn Wolcott,511890
631098,2020-07-27,Joey Lucchesi,664192,San Diego Padres,135,Quinn Wolcott,511890
630861,2020-07-27,Trent Thornton,663423,Toronto Blue Jays,141,Ron Kulpa,427292
630861,2020-07-27,Anibal Sanchez,434671,Washington Nationals,120,Ron Kulpa,427292
631592,2020-07-27,Jon Lester,452657,Chicago Cubs,112,David Rackley,482663
631592,2020-07-27,Wade Miley,489119,Cincinnati Reds,113,David Rackley,482663
630969,2020-07-27,Mike Foltynewicz,592314,Atlanta Braves,144,Ryan Additon,596809
630969,2020-07-27,Tyler Glasnow,607192,Tampa Bay Rays,139,Ryan Additon,596809
631130,2020-07-27,Adrian Houser,605288,Milwaukee Brewers,158,Jose Navas,664265
631130,2020-07-27,Steven Brault,643230,Pittsburgh Pirates,134,Jose Navas,664265
631489,2020-07-27,Mike Montgomery,543557,Kansas City Royals,118,Shane Livensparger,575629
631489,2020-07-27,Michael Fulmer,605242,Detroit Tigers,116,Shane Livensparger,575629
631442,2020-07-27,Kendall Graveman,608665,Seattle Mariners,136,Gabe Morales,573597
631442,2020-07-27,Josh James,657624,Houston Astros,117,Gabe Morales,573597
631669,2020-07-27,Michael Wacha,608379,New York Mets,121,Mark Carlson,427053
631669,2020-07-27,Josh Osich,592612,Boston Red Sox,111,Mark Carlson,427053
631573,2020-07-28,Dylan Cease,656302,Chicago White Sox,145,Ben May,521251
631573,2020-07-28,Aaron Civale,650644,Cleveland Indians,114,Ben May,521251
631567,2020-07-28,Carlos Rodon,607074,Chicago White Sox,145,Andy Fletcher,427164
631567,2020-07-28,Adam Plutko,592644,Cleveland Indians,114,Andy Fletcher,427164
630866,2020-07-28,Tanner Roark,543699,Toronto Blue Jays,141,Todd Tichenor,429805
630866,2020-07-28,Austin Voth,608723,Washington Nationals,120,Todd Tichenor,429805
631593,2020-07-28,Alec Mills,621219,Chicago Cubs,112,Larry Vanover,427520
631593,2020-07-28,Tyler Mahle,641816,Cincinnati Reds,113,Larry Vanover,427520
630970,2020-07-28,Kyle Wright,657140,Atlanta Braves,144,Paul Nauert,427361
630970,2020-07-28,Yonny Chirinos,630023,Tampa Bay Rays,139,Paul Nauert,427361
631132,2020-07-28,Josh Lindblom,458676,Milwaukee Brewers,158,Jeff Nelson,427362
631132,2020-07-28,Derek Holland,502706,Pittsburgh Pirates,134,Jeff Nelson,427362
631490,2020-07-28,Kyle Zimmer,622092,Kansas City Royals,118,Bill Welke,427534
631490,2020-07-28,Rony Garcia,665621,Detroit Tigers,116,Bill Welke,427534
631663,2020-07-28,David Peterson,656849,New York Mets,121,James Hoye,428442
631663,2020-07-28,Matt Hall,664180,Boston Red Sox,111,James Hoye,428442
631269,2020-07-28,Carlos Martinez,593372,St. Louis Cardinals,138,Jeremie Rehak,605672
631269,2020-07-28,Homer Bailey,456701,Minnesota Twins,142,Jeremie Rehak,605672
630944,2020-07-28,Merrill Kelly,518876,Arizona Diamondbacks,109,Ted Barrett,427019
630944,2020-07-28,Kyle Gibson,502043,Texas Rangers,140,Ted Barrett,427019
631443,2020-07-28,Walker Buehler,621111,Los Angeles Dodgers,119,Alfonso Marquez,427315
631443,2020-07-28,Framber Valdez,664285,Houston Astros,117,Alfonso Marquez,427315
631171,2020-07-28,Antonio Senzatela,622608,Colorado Rockies,115,John Libka,596805
631171,2020-07-28,Daniel Mengden,596043,Oakland Athletics,133,John Libka,596805
631387,2020-07-28,Justus Sheffield,656954,Seattle Mariners,136,Bill Miller,427344
631387,2020-07-28,Patrick Sandoval,663776,Los Angeles Angels,108,Bill Miller,427344
631014,2020-07-28,Zach Davies,605200,San Diego Padres,135,Brian Knight,427286
631014,2020-07-28,Jeff Samardzija,502188,San Francisco Giants,137,Brian Knight,427286
631172,2020-07-29,German Marquez,608566,Colorado Rockies,115,Jim Reynolds,427424
631172,2020-07-29,Frankie Montas,593423,Oakland Athletics,133,Jim Reynolds,427424
630940,2020-07-29,Madison Bumgarner,518516,Arizona Diamondbacks,109,Adrian Johnson,482641
630940,2020-07-29,Lance Lynn,458681,Texas Rangers,140,Adrian Johnson,482641
630916,2020-07-29,Max Scherzer,453286,Washington Nationals,120,Stu Scheurwater,521889
630916,2020-07-29,Nate Pearson,663878,Toronto Blue Jays,141,Stu Scheurwater,521889
631569,2020-07-29,Lucas Giolito,608337,Chicago White Sox,145,Dan Iassogna,427248
631569,2020-07-29,Zach Plesac,668676,Cleveland Indians,114,Dan Iassogna,427248
631594,2020-07-29,Kyle Hendricks,543294,Chicago Cubs,112,Lance Barksdale,427013
631594,2020-07-29,Sonny Gray,543243,Cincinnati Reds,113,Lance Barksdale,427013
631137,2020-07-29,Brandon Woodruff,605540,Milwaukee Brewers,158,CB Bucknor,427044
631137,2020-07-29,Joe Musgrove,605397,Pittsburgh Pirates,134,CB Bucknor,427044
631492,2020-07-29,Danny Duffy,518633,Kansas City Royals,118,Pat Hoberg,573596
631492,2020-07-29,Matthew Boyd,571510,Detroit Tigers,116,Pat Hoberg,573596
631444,2020-07-29,Dustin May,669160,Los Angeles Dodgers,119,Chris Guccione,427197
631444,2020-07-29,Cristian Javier,664299,Houston Astros,117,Chris Guccione,427197
631239,2020-07-29,Nathan Eovaldi,543135,Boston Red Sox,111,Mike Estabrook,482631
631239,2020-07-29,Jacob deGrom,594798,New York Mets,121,Mike Estabrook,482631
630272,2020-07-29,Charlie Morton,450203,Tampa Bay Rays,139,Chad Fairchild,431232
630272,2020-07-29,Mike Soroka,647336,Atlanta Braves,144,Chad Fairchild,431232
630495,2020-07-29,Gerrit Cole,543037,New York Yankees,147,Manny Gonzalez,484499
630495,2020-07-29,Asher Wojciechowski,592879,Baltimore Orioles,110,Manny Gonzalez,484499
631270,2020-07-29,Daniel Ponce de Leon,594965,St. Louis Cardinals,138,Jerry Meals,427339
631270,2020-07-29,Rich Hill,448179,Minnesota Twins,142,Jerry Meals,427339
631033,2020-07-29,Chris Paddack,663978,San Diego Padres,135,Mike Muchlinski,483912
631033,2020-07-29,Johnny Cueto,456501,San Francisco Giants,137,Mike Muchlinski,483912
631389,2020-07-29,Justin Dunn,643290,Seattle Mariners,136,Edwin Moscoso,554242
631389,2020-07-29,Andrew Heaney,571760,Los Angeles Angels,108,Edwin Moscoso,554242
630917,2020-07-30,Erick Fedde,607200,Washington Nationals,120,Joe West,427538
630917,2020-07-30,Hyun Jin Ryu,547943,Toronto Blue Jays,141,Joe West,427538
630496,2020-07-30,J.A. Happ,457918,New York Yankees,147,Chris Segal,503490
630496,2020-07-30,John Means,607644,Baltimore Orioles,110,Chris Segal,503490
631238,2020-07-30,Martin Perez,527048,Boston Red Sox,111,Sean Barber,503493
631238,2020-07-30,Steven Matz,571927,New York Mets,121,Sean Barber,503493
631271,2020-07-30,Shane Bieber,669456,Cleveland Indians,114,Ed Hickox,427224
631271,2020-07-30,Jose Berrios,621244,Minnesota Twins,142,Ed Hickox,427224
631494,2020-07-30,Brady Singer,663903,Kansas City Royals,118,Ramon De Jesus,594151
631494,2020-07-30,Ivan Nova,467100,Detroit Tigers,116,Ramon De Jesus,594151
630346,2020-07-30,Ryan Yarbrough,642232,Tampa Bay Rays,139,Carlos Torres,547380
630346,2020-07-30,Max Fried,608331,Atlanta Braves,144,Carlos Torres,547380
630145,2020-07-30,Ross Stripling,548389,Los Angeles Dodgers,119,Mark Ripperger,483919
630145,2020-07-30,Robbie Ray,592662,Arizona Diamondbacks,109,Mark Ripperger,483919
631390,2020-07-30,Marco Gonzales,594835,Seattle Mariners,136,Doug Eddings,427139
631390,2020-07-30,Dylan Bundy,605164,Los Angeles Angels,108,Doug Eddings,427139
631018,2020-07-30,Dinelson Lamet,659275,San Diego Padres,135,Tom Woodring,524988
631018,2020-07-30,Kevin Gausman,592332,San Francisco Giants,137,Tom Woodring,524988
631222,2020-07-31,Ryan Weber,543901,Boston Red Sox,111,Chad Whitson,489985
631222,2020-07-31,Jordan Montgomery,656756,New York Yankees,147,Chad Whitson,489985
631480,2020-07-31,Luis Castillo,622491,Cincinnati Reds,113,David Rackley,482663
631480,2020-07-31,Spencer Turnbull,605513,Detroit Tigers,116,David Rackley,482663
630275,2020-07-31,Rick Porcello,519144,New York Mets,121,Mark Wegner,427533
630275,2020-07-31,Sean Newcomb,656794,Atlanta Braves,144,Mark Wegner,427533
630592,2020-07-31,Blake Snell,605483,Tampa Bay Rays,139,Ryan Additon,596809
630592,2020-07-31,Alex Cobb,502171,Baltimore Orioles,110,Ryan Additon,596809
631410,2020-07-31,Dallas Keuchel,572971,Chicago White Sox,145,Tripp Gibson,503586
631410,2020-07-31,Kris Bubic,663460,Kansas City Royals,118,Tripp Gibson,503586
631539,2020-07-31,Garrett Richards,572070,San Diego Padres,135,Marvin Hudson,427243
631539,2020-07-31,Jon Gray,592351,Colorado Rockies,115,Marvin Hudson,427243
631272,2020-07-31,Mike Clevinger,605182,Cleveland Indians,114,Jordan Baker,490319
631272,2020-07-31,Randy Dobnak,677976,Minnesota Twins,142,Jordan Baker,490319
631647,2020-07-31,Trevor Williams,592866,Pittsburgh Pirates,134,Shane Livensparger,575629
631647,2020-07-31,Yu Darvish,506433,Chicago Cubs,112,Shane Livensparger,575629
631391,2020-07-31,Lance McCullers Jr.,621121,Houston Astros,117,Cory Blaser,484183
631391,2020-07-31,Matt Andriese,542882,Los Angeles Angels,108,Cory Blaser,484183
631019,2020-07-31,Mike Minor,501985,Texas Rangers,140,Jim Wolf,427554
631019,2020-07-31,Logan Webb,657277,San Francisco Giants,137,Jim Wolf,427554
630201,2020-07-31,Tony Gonsolin,664062,Los Angeles Dodgers,119,Quinn Wolcott,511890
630201,2020-07-31,Zac Gallen,668678,Arizona Diamondbacks,109,Quinn Wolcott,511890
631066,2020-07-31,Sean Manaea,640455,Oakland Athletics,133,Rob Drake,427128
631066,2020-07-31,Taijuan Walker,592836,Seattle Mariners,136,Rob Drake,427128
631413,2020-08-01,Gio Gonzalez,461829,Chicago White Sox,145,Ben May,521251
631413,2020-08-01,Ronald Bolanos,671790,Kansas City Royals,118,Ben May,521251
631392,2020-08-01,Zack Greinke,425844,Houston Astros,117,Gabe Morales,573597
631392,2020-08-01,Griffin Canning,656288,Los Angeles Angels,108,Gabe Morales,573597
631224,2020-08-01,Zack Godley,643327,Boston Red Sox,111,Mark Carlson,427053
631224,2020-08-01,Masahiro Tanaka,547888,New York Yankees,147,Mark Carlson,427053
631273,2020-08-01,Carlos Carrasco,471911,Cleveland Indians,114,Jeremie Rehak,605672
631273,2020-08-01,Kenta Maeda,628317,Minnesota Twins,142,Jeremie Rehak,605672
630278,2020-08-01,Michael Wacha,608379,New York Mets,121,Marty Foster,427168
630278,2020-08-01,Touki Toussaint,657053,Atlanta Braves,144,Marty Foster,427168
630492,2020-08-01,Tyler Glasnow,607192,Tampa Bay Rays,139,Paul Nauert,427361
630492,2020-08-01,Wade LeBlanc,453281,Baltimore Orioles,110,Paul Nauert,427361
630100,2020-08-01,Julio Urias,628711,Los Angeles Dodgers,119,Ted Barrett,427019
630100,2020-08-01,Luke Weaver,596133,Arizona Diamondbacks,109,Ted Barrett,427019
631540,2020-08-01,Joey Lucchesi,664192,San Diego Padres,135,Brian Knight,427286
631540,2020-08-01,Kyle Freeland,607536,Colorado Rockies,115,Brian Knight,427286
631622,2020-08-01,Mitch Keller,656605,Pittsburgh Pirates,134,Bill Welke,427534
631622,2020-08-01,Tyler Chatwood,543022,Chicago Cubs,112,Bill Welke,427534
631067,2020-08-01,Mike Fiers,571666,Oakland Athletics,133,Bill Miller,427344
631067,2020-08-01,Yusei Kikuchi,579328,Seattle Mariners,136,Bill Miller,427344
631020,2020-08-01,Jordan Lyles,543475,Texas Rangers,140,Lance Barrett,483561
631020,2020-08-01,Drew Smyly,592767,San Francisco Giants,137,Lance Barrett,483561
630493,2020-08-02,Yonny Chirinos,630023,Tampa Bay Rays,139,Chad Fairchild,431232
630493,2020-08-02,Tommy Milone,543548,Baltimore Orioles,110,Chad Fairchild,431232
630280,2020-08-02,David Peterson,656849,New York Mets,121,Alan Porter,484198
630280,2020-08-02,Kyle Wright,657140,Atlanta Braves,144,Alan Porter,484198
631415,2020-08-02,Dylan Cease,656302,Chicago White Sox,145,Andy Fletcher,427164
631415,2020-08-02,Jakob Junis,596001,Kansas City Royals,118,Andy Fletcher,427164
631274,2020-08-02,Aaron Civale,650644,Cleveland Indians,114,Jerry Meals,427339
631274,2020-08-02,Tyler Clippard,461325,Minnesota Twins,142,Jerry Meals,427339
631606,2020-08-02,Steven Brault,643230,Pittsburgh Pirates,134,Pat Hoberg,573596
631606,2020-08-02,Jon Lester,452657,Chicago Cubs,112,Pat Hoberg,573596
631541,2020-08-02,Zach Davies,605200,San Diego Padres,135,Adam Hamari,503077
631541,2020-08-02,Antonio Senzatela,622608,Colorado Rockies,115,Adam Hamari,503077
631021,2020-08-02,Kolby Allard,663465,Texas Rangers,140,John Libka,596805
631021,2020-08-02,Jeff Samardzija,502188,San Francisco Giants,137,John Libka,596805
631393,2020-08-02,Josh James,657624,Houston Astros,117,Alfonso Marquez,427315
631393,2020-08-02,Shohei Ohtani,660271,Los Angeles Angels,108,Alfonso Marquez,427315
630101,2020-08-02,Clayton Kershaw,477132,Los Angeles Dodgers,119,Adrian Johnson,482641
630101,2020-08-02,Merrill Kelly,518876,Arizona Diamondbacks,109,Adrian Johnson,482641
631068,2020-08-02,Chris Bassitt,605135,Oakland Athletics,133,Edwin Moscoso,554242
631068,2020-08-02,Kendall Graveman,608665,Seattle Mariners,136,Edwin Moscoso,554242
631210,2020-08-02,Austin Brice,592169,Boston Red Sox,111,James Hoye,428442
631210,2020-08-02,James Paxton,572020,New York Yankees,147,James Hoye,428442
631596,2020-08-03,Zach Plesac,668676,Cleveland Indians,114,Ed Hickox,427224
631596,2020-08-03,Sonny Gray,543243,Cincinnati Reds,113,Ed Hickox,427224
631219,2020-08-03,Jake Arrieta,453562,Philadelphia Phillies,143,Nic Lentz,544728
631219,2020-08-03,Gerrit Cole,543037,New York Yankees,147,Nic Lentz,544728
630281,2020-08-03,Jacob deGrom,594798,New York Mets,121,Sean Barber,503493
630281,2020-08-03,Mike Soroka,647336,Atlanta Braves,144,Sean Barber,503493
631275,2020-08-03,Derek Holland,502706,Pittsburgh Pirates,134,John Tumpane,483630
631275,2020-08-03,Lewis Thorpe,626929,Minnesota Twins,142,John Tumpane,483630
631293,2020-08-03,Carlos Rodon,607074,Chicago White Sox,145,Dan Iassogna,427248
631293,2020-08-03,Brett Anderson,474463,Milwaukee Brewers,158,Dan Iassogna,427248
631645,2020-08-03,Danny Duffy,518633,Kansas City Royals,118,Chris Conroy,482620
631645,2020-08-03,Alec Mills,621219,Chicago Cubs,112,Chris Conroy,482620
631542,2020-08-03,Johnny Cueto,456501,San Francisco Giants,137,Jim Reynolds,427424
631542,2020-08-03,Chi Chi Gonzalez,592346,Colorado Rockies,115,Jim Reynolds,427424
631090,2020-08-03,Walker Buehler,621111,Los Angeles Dodgers,119,Tom Woodring,524988
631090,2020-08-03,Chris Paddack,663978,San Diego Padres,135,Tom Woodring,524988
631070,2020-08-03,Frankie Montas,593423,Oakland Athletics,133,Doug Eddings,427139
631070,2020-08-03,Justus Sheffield,656954,Seattle Mariners,136,Doug Eddings,427139
631276,2020-08-04,Joe Musgrove,605397,Pittsburgh Pirates,134,Jose Navas,664265
631276,2020-08-04,Jose Berrios,621244,Minnesota Twins,142,Jose Navas,664265
631597,2020-08-04,Shane Bieber,669456,Cleveland Indians,114,Jordan Baker,490319
631597,2020-08-04,Tyler Mahle,641816,Cincinnati Reds,113,Jordan Baker,490319
630971,2020-08-04,Nathan Eovaldi,543135,Boston Red Sox,111,Randy Rosenberg,622329
630971,2020-08-04,Charlie Morton,450203,Tampa Bay Rays,139,Randy Rosenberg,622329
630874,2020-08-04,Steven Matz,571927,New York Mets,121,Laz Diaz,427113
630874,2020-08-04,Patrick Corbin,571578,Washington Nationals,120,Laz Diaz,427113
630284,2020-08-04,Matt Shoemaker,533167,Toronto Blue Jays,141,Mark Wegner,427533
630284,2020-08-04,Max Fried,608331,Atlanta Braves,144,Mark Wegner,427533
630575,2020-08-04,Pablo Lopez,641154,Miami Marlins,146,Ron Kulpa,427292
630575,2020-08-04,John Means,607644,Baltimore Orioles,110,Ron Kulpa,427292
631294,2020-08-04,Lucas Giolito,608337,Chicago White Sox,145,Tripp Gibson,503586
631294,2020-08-04,Brandon Woodruff,605540,Milwaukee Brewers,158,Tripp Gibson,503586
631608,2020-08-04,Brady Singer,663903,Kansas City Royals,118,David Rackley,482663
631608,2020-08-04,Kyle Hendricks,543294,Chicago Cubs,112,David Rackley,482663
631543,2020-08-04,Kevin Gausman,592332,San Francisco Giants,137,Lance Barrett,483561
631543,2020-08-04,German Marquez,608566,Colorado Rockies,115,Lance Barrett,483561
630109,2020-08-04,Cristian Javier,664299,Houston Astros,117,Quinn Wolcott,511890
630109,2020-08-04,Madison Bumgarner,518516,Arizona Diamondbacks,109,Quinn Wolcott,511890
631069,2020-08-04,Dustin May,669160,Los Angeles Dodgers,119,Mike Muchlinski,483912
631069,2020-08-04,Dinelson Lamet,659275,San Diego Padres,135,Mike Muchlinski,483912
631173,2020-08-04,Lance Lynn,458681,Texas Rangers,140,Rob Drake,427128
631173,2020-08-04,Jesus Luzardo,666200,Oakland Athletics,133,Rob Drake,427128
631057,2020-08-04,Andrew Heaney,571760,Los Angeles Angels,108,Chris Guccione,427197
631057,2020-08-04,Justin Dunn,643290,Seattle Mariners,136,Chris Guccione,427197
630878,2020-08-05,Rick Porcello,519144,New York Mets,121,Tim Timmons,427509
630878,2020-08-05,Max Scherzer,453286,Washington Nationals,120,Tim Timmons,427509
630972,2020-08-05,Martin Perez,527048,Boston Red Sox,111,Joe West,427538
630972,2020-08-05,Ryan Yarbrough,642232,Tampa Bay Rays,139,Joe West,427538
631140,2020-08-05,Randy Dobnak,677976,Minnesota Twins,142,Jeff Nelson,427362
631140,2020-08-05,Trevor Williams,592866,Pittsburgh Pirates,134,Jeff Nelson,427362
631570,2020-08-05,Tejay Antone,622088,Cincinnati Reds,113,Jeremie Rehak,605672
631570,2020-08-05,Mike Clevinger,605182,Cleveland Indians,114,Jeremie Rehak,605672
630307,2020-08-05,Hyun Jin Ryu,547943,Toronto Blue Jays,141,Marty Foster,427168
630307,2020-08-05,Sean Newcomb,656794,Atlanta Braves,144,Marty Foster,427168
631417,2020-08-05,Yu Darvish,506433,Chicago Cubs,112,Alex Tosi,605673
631417,2020-08-05,Kris Bubic,663460,Kansas City Royals,118,Alex Tosi,605673
631518,2020-08-05,Adrian Houser,605288,Milwaukee Brewers,158,Ben May,521251
631518,2020-08-05,Dallas Keuchel,572971,Chicago White Sox,145,Ben May,521251
631544,2020-08-05,Logan Webb,657277,San Francisco Giants,137,Adam Hamari,503077
631544,2020-08-05,Jon Gray,592351,Colorado Rockies,115,Adam Hamari,503077
630110,2020-08-05,Lance McCullers Jr.,621121,Houston Astros,117,Nick Mahrley,521051
630110,2020-08-05,Robbie Ray,592662,Arizona Diamondbacks,109,Nick Mahrley,521051
631085,2020-08-05,Ross Stripling,548389,Los Angeles Dodgers,119,Mark Ripperger,483919
631085,2020-08-05,Garrett Richards,572070,San Diego Padres,135,Mark Ripperger,483919
